;GO:0045409;GO:0014068;GO:1905664;GO:0046854;GO:0042531;GO:1902951;GO:1902715;GO:0045648;GO:0002244;GO:0046856;GO:0071375;GO:2000353;GO:0019886;GO:0035556;GO:0050798;GO:1905430;GO:2000010;GO:0036120;GO:0051260;GO:0043113;GO:0042267;GO:0045779;GO:0045659;GO:0045656;GO:1990771;GO:2000406;GO:0048010;GO:0001798;GO:0048013;GO:0002924;GO:0050966;GO:2000484;GO:2001056;GO:0031623;GO:0010543;GO:0071404;GO:0051897;GO:0043647;GO:0090314;GO:0043407;GO:0008285;GO:1905564;GO:0008284;GO:0038095;GO:0043123;GO:0038094;GO:0006661;GO:0038096;GO:0002223;GO:0043524;GO:0048813;GO:0030887;GO:0000165;GO:0007229;GO:0030889;GO:0001766;GO:0019221;GO:0045671;GO:0006816;GO:0034446;GO:0050859;GO:0001805;GO:0033630;GO:0050852;GO:0050853;GO:0050732;GO:2001240;GO:0031295;GO:0050904;GO:0038083;GO:1904645;GO:1900449;GO:0051279;GO:0050862;GO:0050860;GO:0001812;GO:0016064;GO:0030593;GO:0050900;GO:0043306;GO:0018108;GO:0006882;GO:0042177;GO:0002554;GO:0050870;GO:0030220;GO:0032760;GO:0010976;GO:0006919;GO:0051209;GO:0031397;GO:2001244;GO:0032765;GO:1900182;GO:1905232;GO:0030183;GO:0007186;GO:0002291;GO:0002292;GO:0045577;GO:0043312;GO:0042742;GO:0097062;GO:0045579;GO:0045580;GO:0030217;GO:0010629;GO:0071560;GO:0042590;GO:0035987;GO:2000045;GO:0032755;GO:0050766;GO:0072659;GO:0046718;GO:0008360;GO:0090074;GO:0045471;GO:0009968;GO:0071354;GO:0035855;GO:0050777;GO:0002819;GO:0035335;GO:0050776;GO:0006470;GO:1903238;GO:1903997;GO:0060338;GO:0007169;GO:0007166;GO:1901216;GO:0002431;GO:0030316;GO:0070372;GO:0045087;GO:0042130;GO:0043065;GO:0006909;GO:0033026;GO:0071345;GO:0032733
GO:0045409;1.0;0.209731877021625;0.2832212090999459;0.0;0.32942978217760993;0.3162114882716522;0.41567923766948034;0.31092767212677314;0.0;0.0;0.0;0.19694059100882855;0.0;0.3780430088681892;0.0;0.0;0.22276469551520156;0.0;0.0;0.0;0.0;0.38872850864153247;0.35178351544062486;0.36909845227602006;0.0;0.2602208719763757;0.28273593724946766;0.18553622466420133;0.23923188436375753;0.30761340129552084;0.0;0.41567923766948034;0.3982672967724646;0.0;0.3647617197788378;0.0;0.209731877021625;0.0;0.22410562170685017;0.46473988617192785;0.4680267852117631;0.209731877021625;0.3668583556867586;0.2560615493486744;0.23640626492241817;0.2560615493486744;0.0;0.23923188436375753;0.23923188436375753;0.36956026407323855;0.0;0.22374314557048924;0.3033083921806614;0.23923188436375753;0.2834078126429887;0.0;0.3382347961103674;0.38592811726093695;0.0;0.0;0.3162114882716522;0.18047340216027258;0.23959436050011845;0.23923188436375753;0.2560615493486744;0.487612094660204;0.298896551436257;0.22656154200654188;0.0;0.0;0.0;0.29513882130469515;0.3222984810559666;0.209731877021625;0.3330411532565691;0.1578121651708561;0.0;0.0;0.0;0.2504175334712824;0.0;0.14271900280576594;0.5908817638166606;0.0;0.303213746524314;0.0;0.4423536255702735;0.3750041799436771;0.33224817861366257;0.3863305395919153;0.4994002604586482;0.26795295220151955;0.41567923766948034;0.26184196747122224;0.0;0.0;0.36884150434140267;0.0;0.0;0.3443609282054018;0.0;0.0;0.0;0.31768654030460863;0.3792048869821613;0.0;0.5822311283069598;0.0;0.0;0.0;0.2878196533873931;0.7219013509007854;0.2819642207503838;0.0;0.0;0.32013805716557836;0.17552267843442942;0.0;0.476717409387193;0.0;0.0;0.43804026399911744;0.3439327690799688;0.0;0.39523514998946707;0.0;0.19694059100882855;0.3154185136287457;0.2574024755403231;0.34438241126505803;0.3981453605523698;0.2864787271957445;0.2659062722645507;0.0;0.37857785094071206;0.0;0.3393147495839263;0.33405468005809513;0.0;0.3358415446371646;0.0;0.4650148625596901
GO:0014068;0.209731877021625;1.0;0.2832212090999459;0.0;0.5407545759830484;0.25654682119915273;0.29924073570943865;0.33338533752975075;0.0;0.0;0.0;0.28375199691617037;0.0;0.3780430088681892;0.0;0.0;0.3166183446805923;0.0;0.0;0.0;0.0;0.20727595672193327;0.19694059100882855;0.209731877021625;0.0;0.3497297306641894;0.28273593724946766;0.33798726197530615;0.23923188436375753;0.32644628745013027;0.0;0.29924073570943865;0.3230895041688925;0.0;0.37043561218631865;0.0;0.6158495449666409;0.0;0.3138179532999968;0.5085153063671008;0.36607082478433467;0.29924073570943865;0.4691585003873687;0.316601564534254;0.6425239328674341;0.316601564534254;0.0;0.3506576043325218;0.3506576043325218;0.2770919213720756;0.0;0.31655567254483385;0.3033083921806614;0.23923188436375753;0.19694059100882855;0.0;0.3382347961103674;0.22656154200654188;0.0;0.0;0.3784473281996001;0.3351688655392535;0.3334480096655092;0.3506576043325218;0.3674872693174387;0.24742958596357928;0.3784473281996001;0.30058166190108726;0.0;0.0;0.0;0.4838180566916149;0.3222984810559666;0.48405549610164217;0.395276993184517;0.3351688655392535;0.0;0.0;0.0;0.4142769854342226;0.0;0.14271900280576594;0.27876715365339994;0.0;0.39272260521212765;0.0;0.3063477393804779;0.3974618453466547;0.30058166190108726;0.28972087931850826;0.2592177517620235;0.6740706201465354;0.367972541167917;0.355695616636613;0.0;0.0;0.36884150434140267;0.0;0.0;0.2894948054273031;0.0;0.0;0.0;0.33831800766545933;0.3243387642040626;0.0;0.339418262634608;0.0;0.0;0.0;0.2878196533873931;0.3236626762158731;0.3747767477247284;0.0;0.0;0.32013805716557836;0.17552267843442942;0.0;0.5687869845007056;0.0;0.0;0.45687315015372687;0.4578849663150119;0.0;0.5145336473785316;0.0;0.28375199691617037;0.24518259987352153;0.4347678951588505;0.34438241126505803;0.3981453605523698;0.38343257174233325;0.377331992233315;0.0;0.5217303480666083;0.0;0.25284752794976617;0.42686720703243974;0.0;0.23923188436375753;0.0;0.3236626762158731
GO:1905664;0.2832212090999459;0.2832212090999459;1.0;0.0;0.2504175334712824;0.3523150570165355;0.37381892571404024;0.4452980524762275;0.0;0.0;0.0;0.2659062722645507;0.0;0.47381124468557195;0.0;0.0;0.46459892726792856;0.0;0.0;0.0;0.0;0.42846838749131055;0.2659062722645507;0.2832212090999459;0.0;0.39055041254624434;0.369016555340585;0.23676874105877915;0.3255125024548749;0.27611347131678793;0.0;0.37381892571404024;0.3037663092728688;0.0;0.4818171632928969;0.0;0.2832212090999459;0.0;0.45876735526342893;0.3131531150965377;0.4618390606017174;0.2832212090999459;0.46262659150414137;0.34234216743979184;0.3098955970007391;0.34234216743979184;0.0;0.3255125024548749;0.3255125024548749;0.3562000412670447;0.0;0.3028512654654583;0.38958901027177884;0.3255125024548749;0.2659062722645507;0.0;0.42451541420148475;0.30005087408486286;0.0;0.0;0.2832212090999459;0.23395034462272646;0.3032137416018193;0.3255125024548749;0.34234216743979184;0.31639526721930145;0.2832212090999459;0.30005087408486286;0.0;0.0;0.0;0.38141943939581247;0.776595528310942;0.2832212090999459;0.30005087408486286;0.20714779006106576;0.0;0.0;0.0;0.49127331516872175;0.0;0.3265708639460575;0.3382452171828566;0.0;0.37670307860263486;0.0;0.27611347131678793;0.4064186752566957;0.28273593724946766;0.4521548278844007;0.32818343301774566;0.34144228427984047;0.24943908341599474;0.5036761992239492;0.0;0.0;0.4646097401587854;0.0;0.0;0.3686029253222722;0.0;0.0;0.0;0.3222984810559666;0.40344688409903173;0.0;0.39889632616406473;0.0;0.0;0.0;0.36692777328236226;0.29342840815218313;0.4516700572594472;0.0;0.0;0.5421782359217948;0.2444883596901516;0.0;0.4663883672049033;0.0;0.0;0.40654033402038453;0.4075521501816695;0.0;0.46420083124518924;0.0;0.3245726787982253;0.22361497890962173;0.33651059543529216;0.4306630293561754;0.4939135963697526;0.3727593452868619;0.3521868903556681;0.0;0.31688053906977975;0.0;0.3218132092054883;0.4131627999530642;0.0;0.42846838749131055;0.0;0.29342840815218313
GO:0046854;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.28863536137074036;0.6802825947881991;0.2603252342180395;0.0;0.0;0.38251476257330225;0.1817822883484292;0.20858484291008988;0.0;0.19457357436122563;0.26806290643954656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3045226277899759;0.0;0.2610185749042658;0.0;0.0;0.0;0.0;0.34329273266876653;0.0;0.22407358170335817;0.0;0.5122872868628621;0.0;0.0;0.0;0.0;0.0;0.27784823988918267;0.0;0.27784823988918267;0.7425597555413941;0.2610185749042658;0.2610185749042658;0.0;0.3045226277899759;0.0;0.5662115987999495;0.2610185749042658;0.0;0.21140323934614252;0.36002148665087563;0.0;0.0;0.2610185749042658;0.0;0.0;0.0;0.2610185749042658;0.27784823988918267;0.0;0.0;0.0;0.28769296280505896;0.5021350909830457;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2610185749042658;0.34079950836540107;0.0;0.5761844883766932;0.1817822883484292;0.0;0.2610185749042658;0.0;0.2610185749042658;0.0;0.0;0.0;0.2918775134935041;0.0;0.0;0.0;0.0;0.20858484291008988;0.30870717847842105;0.3733132580465157;0.24138851853875337;0.3017222364093804;0.0;0.24138851853875337;0.0;0.2610185749042658;0.0;0.0;0.32700881378021013;0.0;0.19457357436122563;0.0;0.24138851853875337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19457357436122563;0.2610185749042658;0.0;0.0;0.41824203644509217;0.0;0.4745626034043426;0.0;0.0;0.0;0.3661691018055663;0.40261711425748287;0.0;0.28769296280505896;0.25821818352367026;0.0;0.0;0.0;0.0;0.0;0.0;0.2903430355611802;0.0
GO:0042531;0.32942978217760993;0.5407545759830484;0.2504175334712824;0.0;1.0;0.22374314557048924;0.2697407283673061;0.30058166190108726;0.0;0.0;0.0;0.25694944235450967;0.0;0.3452393332395257;0.0;0.0;0.2796733514796847;0.0;0.0;0.0;0.0;0.18047340216027258;0.17427935401941208;0.1851737485278404;0.0;0.32022972332205685;0.2532359299073351;0.31342913348152157;0.209731877021625;0.29694628010799773;0.0;0.2697407283673061;0.4654300652510354;0.0;0.33763193655765517;0.0;0.5407545759830484;0.0;0.2810142776713333;0.5090135731068584;0.3332671491556712;0.2697407283673061;0.42686720703243974;0.28710155719212144;0.5674289638838417;0.28710155719212144;0.0;0.32115759699038926;0.32115759699038926;0.2502893668104149;0.0;0.28375199691617037;0.2738083848385289;0.209731877021625;0.17427935401941208;0.0;0.30873478876823485;0.2020034135127573;0.0;0.0;0.3415023349986925;0.3083663109775928;0.2965030164646016;0.32115759699038926;0.33798726197530615;0.6903848600401619;0.3415023349986925;0.27377910733942656;0.0;0.0;0.0;0.4343542651405377;0.2894948054273031;0.434591704550565;0.3583319999836094;0.3083663109775928;0.0;0.0;0.0;0.377331992233315;0.0;0.12431913815385937;0.4164097179023449;0.0;0.3632225978699951;0.0;0.27684773203834534;0.3646581697179912;0.3994109470922334;0.2602208719763757;0.4639676440265192;0.5989756511629429;0.3351688655392535;0.31875062343570537;0.0;0.0;0.3360378287127392;0.0;0.0;0.2626922508656424;0.0;0.0;0.0;0.3088180003233268;0.2975362096424019;0.0;0.42208344287739785;0.0;0.0;0.0;0.26101709882573243;0.2908590005872096;0.3419730720960649;0.0;0.0;0.2906380498234458;0.15286144144501296;0.0;0.5193231929496285;0.0;0.0;0.41992815695281926;0.4209399731141043;0.0;0.4722423540236026;0.0;0.25694944235450967;0.689507401306321;0.3924766018039215;0.3148824039229255;0.36534168492370633;0.34648757854142564;0.34783198489118244;0.0;0.5180872972341217;0.0;0.2301862909603497;0.39406353140377626;0.0;0.209731877021625;0.0;0.2908590005872096
GO:1902951;0.3162114882716522;0.25654682119915273;0.3523150570165355;0.0;0.22374314557048924;1.0;0.25654682119915273;0.3424703341006592;0.0;0.0;0.0;0.22374314557048924;0.0;0.5222318257683712;0.0;0.0;0.28237092570552574;0.0;0.0;0.0;0.0;0.3673477981467124;0.298896551436257;0.3162114882716522;0.0;0.30703581615390346;0.4442396909850449;0.22410562170685017;0.40073563809933477;0.32492833813091604;0.0;0.25654682119915273;0.2925806601653439;0.0;0.3521868903556681;0.0;0.25654682119915273;0.0;0.27653935370102606;0.346143394268244;0.4948293397734237;0.23923188436375753;0.4091496490416876;0.41756530308425166;0.2832212090999459;0.41756530308425166;0.0;0.40073563809933477;0.40073563809933477;0.38919032043875096;0.0;0.27617687756466514;0.46481214591623865;0.40073563809933477;0.298896551436257;0.0;0.4997385498459446;0.3330411532565691;0.0;0.0;0.3358415446371646;0.22276469551520156;0.29920059069044264;0.40073563809933477;0.41756530308425166;0.3493855463910077;0.3162114882716522;0.3424703341006592;0.0;0.0;0.0;0.35474505149501934;0.39139232897255616;0.25654682119915273;0.3526712096220815;0.19326468817306902;0.0;0.0;0.0;0.3028512654654583;0.0;0.2178139717893584;0.3893752035271019;0.0;0.3500286907018417;0.0;0.26675402025138994;0.6744929468075571;0.24057281055540614;0.510889300126585;0.36117371218945193;0.3147678963790473;0.24007963235059676;0.3214481976615464;0.0;0.0;0.5130303212415848;0.0;0.0;0.3222984810559666;0.0;0.0;0.0;0.2783091563197782;0.3571424398327261;0.0;0.45002631250831;0.0;0.0;0.0;0.3206233290160566;0.28638407661690235;0.42160723402565603;0.0;0.0;0.526559798827323;0.254758964990266;0.0;0.49937864637660956;0.0;0.0;0.460701500988534;0.40353899927029296;0.0;0.46432899790605664;0.0;0.23923188436375753;0.22374314557048924;0.309836207534499;0.5058861650006352;0.5423341774525519;0.3234237203966521;0.42741002600012795;0.0;0.29020615116898657;0.0;0.3548034883771946;0.3668583556867586;0.0;0.35850278162658117;0.0;0.28638407661690235
GO:1902715;0.41567923766948034;0.29924073570943865;0.37381892571404024;0.0;0.2697407283673061;0.25654682119915273;1.0;0.4048440409264146;0.0;0.0;0.0;0.28375199691617037;0.0;0.3780430088681892;0.0;0.0;0.43059821029381323;0.0;0.0;0.0;0.0;0.29409800714185624;0.2645979997997237;0.27860926834858796;0.0;0.36387602464545116;0.28273593724946766;0.26700300912246905;0.23923188436375753;0.2199390760738622;0.0;0.6841694805533349;0.3230895041688925;0.0;0.3647617197788378;0.0;0.29924073570943865;0.0;0.5514724078850837;0.24418743384081554;0.36607082478433467;0.29924073570943865;0.4691585003873687;0.2560615493486744;0.32591512361023184;0.2560615493486744;0.0;0.2796733514796847;0.2796733514796847;0.2770919213720756;0.0;0.31655567254483385;0.3033083921806614;0.23923188436375753;0.19694059100882855;0.0;0.3382347961103674;0.29543893333350485;0.0;0.0;0.22374314557048924;0.2641846126864164;0.3334480096655092;0.2796733514796847;0.2965030164646016;0.24742958596357928;0.209731877021625;0.30058166190108726;0.0;0.0;0.0;0.29513882130469515;0.4128961976700609;0.29924073570943865;0.24057281055540614;0.2373820581247557;0.0;0.0;0.0;0.49228633166728136;0.0;0.14271900280576594;0.27876715365339994;0.0;0.39272260521212765;0.0;0.544543618389884;0.4492904923778061;0.30058166190108726;0.36387602464545116;0.2592177517620235;0.3574618108893332;0.49106667592743014;0.4696754822498339;0.0;0.0;0.36884150434140267;0.0;0.0;0.3443609282054018;0.0;0.0;0.0;0.40746159153200595;0.3792048869821613;0.0;0.339418262634608;0.0;0.0;0.0;0.2878196533873931;0.5773472940185473;0.4614608479676691;0.0;0.0;0.32013805716557836;0.17552267843442942;0.0;0.3801077491137859;0.0;0.0;0.34292095291868374;0.3439327690799688;0.0;0.39523514998946707;0.0;0.29789829089743214;0.24518259987352153;0.2574024755403231;0.34438241126505803;0.3981453605523698;0.38343257174233325;0.3063477393804779;0.0;0.24339120699145883;0.0;0.25284752794976617;0.42686720703243974;0.0;0.23923188436375753;0.0;0.5773472940185473
GO:0045648;0.31092767212677314;0.33338533752975075;0.4452980524762275;0.0;0.30058166190108726;0.3424703341006592;0.4048440409264146;1.0;0.0;0.0;0.0;0.31607040069435555;0.0;0.4371639672080351;0.0;0.0;0.3334480096655092;0.0;0.0;0.0;0.0;0.41862366457543426;0.5407987329207535;0.5634599699101701;0.0;0.48535149318499;0.35917183242470874;0.41474717001424855;0.3156677795389986;0.37920604069808983;0.0;0.4048440409264146;0.35393043770267363;0.0;0.42250864882594347;0.0;0.33338533752975075;0.0;0.33064761828491374;0.2738083848385289;0.402530546134764;0.33338533752975075;0.5127907199339462;0.4289675479725377;0.360059725430544;0.4289675479725377;0.0;0.4575237352196558;0.4575237352196558;0.3094103251502608;0.0;0.4575237352196558;0.37974428735590254;0.3156677795389986;0.3370429140040283;0.0;0.4146706912856085;0.580289634895087;0.0;0.0;0.3698465896326918;0.4152324418647268;0.35027767465042614;0.4575237352196558;0.47435340020457273;0.27705053696129267;0.24057281055540614;0.43206210684964375;0.0;0.0;0.0;0.32928342312500725;0.4843753244322481;0.4348624982302392;0.38667625461760874;0.3824287662360633;0.0;0.0;0.0;0.44190682976552004;0.0;0.3167261410301812;0.3110855574315851;0.0;0.5283443677329283;0.0;0.4315184288272078;0.5590043013218517;0.3329000656792725;0.44231010496852446;0.2888387027597369;0.39160641270964536;0.4152324418647268;0.3725252816215299;0.0;0.0;0.4279624626812486;0.0;0.0;0.5479882713914214;0.0;0.0;0.0;0.5979089653882769;0.582832230168181;0.0;0.37173666641279324;0.0;0.0;0.0;0.32013805716557836;0.4541796658166244;0.41123646907515776;0.0;0.0;0.5323335130059186;0.2346436367742753;0.0;0.41425235093409807;0.0;0.0;0.5096329034016864;0.5106447195629714;0.0;0.5672934006264911;0.0;0.4348624982302392;0.27377910733942656;0.4035059196025257;0.42081830644029916;0.45726631889221575;0.4229234737166667;0.484198123120449;0.0;0.27423214052524003;0.0;0.39294985094496593;0.46332692838286904;0.0;0.43894043754928136;0.0;0.4541796658166244
GO:0002244;0.0;0.0;0.0;0.28863536137074036;0.0;0.0;0.0;0.0;1.0;0.28863536137074036;0.3740170775930666;0.0;0.0;0.5543203659399589;0.28863536137074036;0.30826541773625277;0.0;0.33092665472566934;0.4594985661717156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47632823115663253;0.0;0.4328241782709224;0.0;0.0;0.0;0.0;0.37705604799279263;0.0;0.33092665472566934;0.0;0.3950031625425732;0.0;0.0;0.0;0.0;0.0;0.4496538432558393;0.0;0.4496538432558393;0.3509125221239353;0.4328241782709224;0.4328241782709224;0.0;0.5908844369158937;0.0;0.4969006860878263;0.4328241782709224;0.0;0.30546502635565725;0.5318270900175323;0.0;0.0;0.5473803840301835;0.0;0.0;0.0;0.4328241782709224;0.4496538432558393;0.0;0.0;0.0;0.4594985661717156;0.2558316857420769;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4328241782709224;0.5322351680975701;0.0;0.31856726736733215;0.27132042453534516;0.0;0.4328241782709224;0.0;0.5824312174729585;0.0;0.0;0.0;0.48331317322567313;0.0;0.0;0.0;0.0;0.30826541773625277;0.649749877412626;0.5451188614131723;0.4328241782709224;0.6427649353435854;0.0;0.4328241782709224;0.0;0.4328241782709224;0.0;0.0;0.6680515127144151;0.0;0.33092665472566934;0.0;0.5824312174729585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28863536137074036;0.5473803840301835;0.0;0.0;0.29799481243613835;0.0;0.3489690792413674;0.0;0.0;0.0;0.5379747051722229;0.5744227176241394;0.0;0.4594985661717156;0.5992608824578753;0.0;0.0;0.0;0.0;0.0;0.0;0.39002361038734307;0.0
GO:0046856;0.0;0.0;0.0;0.6802825947881991;0.0;0.0;0.0;0.0;0.28863536137074036;1.0;0.2603252342180395;0.0;0.0;0.38251476257330225;0.1817822883484292;0.20858484291008988;0.0;0.19457357436122563;0.26806290643954656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3045226277899759;0.0;0.2610185749042658;0.0;0.0;0.0;0.0;0.34329273266876653;0.0;0.22407358170335817;0.0;0.5122872868628621;0.0;0.0;0.0;0.0;0.0;0.27784823988918267;0.0;0.27784823988918267;0.7425597555413941;0.2610185749042658;0.2610185749042658;0.0;0.3045226277899759;0.0;0.45564415636120287;0.2610185749042658;0.0;0.21140323934614252;0.36002148665087563;0.0;0.0;0.2610185749042658;0.0;0.0;0.0;0.2610185749042658;0.27784823988918267;0.0;0.0;0.0;0.28769296280505896;0.3719375921787866;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2610185749042658;0.34079950836540107;0.0;0.438814491376286;0.1817822883484292;0.0;0.2610185749042658;0.0;0.2610185749042658;0.0;0.0;0.0;0.2918775134935041;0.0;0.0;0.0;0.0;0.20858484291008988;0.30870717847842105;0.3733132580465157;0.24138851853875337;0.3017222364093804;0.0;0.24138851853875337;0.0;0.2610185749042658;0.0;0.0;0.32700881378021013;0.0;0.19457357436122563;0.0;0.24138851853875337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19457357436122563;0.2610185749042658;0.0;0.0;0.6318620137053998;0.0;0.6983250193038971;0.0;0.0;0.0;0.3661691018055663;0.40261711425748287;0.0;0.28769296280505896;0.25821818352367026;0.0;0.0;0.0;0.0;0.0;0.0;0.2903430355611802;0.0
