id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0065008	regulation of biological quality	346	0.28	0.26	3.48	4.47
GO:0050789	regulation of biological process	1056	0.09	0.17	1.80	4.47
GO:0044237	cellular metabolic process	676	0.16	0.21	2.71	13.80
GO:0051259	protein complex oligomerization	52	0.78	0.68	9.09	40.42
GO:0006811	ion transport	173	0.38	0.44	5.19	10.99
GO:0071702	organic substance transport	176	0.33	0.41	4.62	10.99
