;GO:2000480;GO:0003091;GO:2000560;GO:0043949;GO:0034199;GO:0007213;GO:0046777;GO:1904778;GO:0045444;GO:0048639;GO:0043547;GO:0007215;GO:0007207;GO:0007603;GO:0031954;GO:2000438;GO:0045892;GO:0071377;GO:0045893;GO:0051482;GO:0035556;GO:0006171;GO:0007186;GO:0050805;GO:0030819;GO:0060316;GO:0007223;GO:0048009;GO:0007188;GO:0007189;GO:0008277;GO:0060158;GO:0043434;GO:0060236;GO:0060315;GO:0007616;GO:0005513;GO:0032516;GO:0071880;GO:0016042;GO:0097338;GO:0016322;GO:0018105;GO:0010389;GO:0007193;GO:0006182;GO:0019934;GO:0043647;GO:0045663;GO:0033081;GO:1901844;GO:0060466;GO:0006469;GO:0040019;GO:0051343;GO:0000086;GO:0060828;GO:0043011;GO:0045670;GO:0032465;GO:1900087;GO:1904322;GO:0007202;GO:0046488;GO:0006631;GO:0045634;GO:0021884;GO:0002027;GO:0032735;GO:0010801;GO:0097711;GO:0046330;GO:0035723;GO:2000344;GO:0010800;GO:0070498;GO:0010881;GO:0071902;GO:0035722
GO:2000480;1.0;0.10502714984302615;0.30027637948260083;0.1877527335048835;0.5181586472390307;0.18760527273243852;0.0;0.14263199628433482;0.0;0.15026969638620336;0.1880484690117132;0.1945824815426647;0.1811404619609381;0.16313262560675032;0.4522902879518704;0.2059656741014664;0.4067722005863644;0.0;0.260308594124257;0.09137148311018771;0.19827579732998765;0.0;0.19827579732998765;0.2478806360777846;0.2621490709538005;0.10709463208916944;0.1843103379865908;0.18760642294308136;0.1910281074651945;0.17505221185439052;0.19116235938023368;0.18762943733731643;0.0;0.1751461342149502;0.1830880083195662;0.0;0.0;0.4122654170239721;0.16941176114680073;0.0;0.0;0.0;0.0;0.1845457954407985;0.1876016200817574;0.0;0.1876009544316762;0.0;0.18130772012570928;0.1641314334041653;0.17792156077035048;0.14770812897888705;0.9535799935133407;0.14762703212304523;0.1880484690117132;0.0;0.1877518813943249;0.0;0.17519538964626746;0.19486653856256717;0.15933161486608147;0.0;0.17256806062712532;0.0;0.0;0.19122758782372468;0.0;0.15286121946762588;0.1503284775600271;0.7898227531740533;0.0;0.36619348289164594;0.19103214264747378;0.1450946892314304;0.4522902879518704;0.19103214264747378;0.13063493070991922;0.5408579014424489;0.19103214264747378
GO:0003091;0.10502714984302615;1.0;0.135102529262727;0.23937011222833895;0.10866299157173648;0.23896521917417843;0.0;0.2146300597332682;0.0;0.23940691292850605;0.23911454210462146;0.258963701779115;0.22190853821070902;0.18061178965891975;0.13234957398750835;0.15161937958261504;0.1219052713320049;0.0;0.12431465133403477;0.33060725846457834;0.27029311426257724;0.0;0.27029311426257724;0.2144143800834906;0.10925561670662493;0.1418315461776166;0.23010580775811862;0.23896837454405917;0.24855689838203465;0.2069965022107502;0.24894152072223302;0.23903151925551244;0.0;0.20721867110021283;0.1145278636464559;0.3331101742719777;0.0;0.11255040493191576;0.19407743349543505;0.0;0.0;0.0;0.0;0.23072721385227501;0.238955199162959;0.0;0.23895337318923485;0.0;0.22233337757482688;0.18269296062235715;0.2138931422628554;0.15107888540078426;0.11255166658450642;0.23051125255267624;0.23911454210462146;0.0;0.23936777041922944;0.0;0.2073352777980349;0.2598159374595116;0.17289093896198765;0.0;0.2003872153466171;0.0;0.0;0.24912863010976577;0.0;0.3362415990138109;0.23960889363610094;0.13235062549165796;0.0;0.09553582010846359;0.24856844944029846;0.22231326425293174;0.13234957398750835;0.24856844944029846;0.1667443631308183;0.10865815361926083;0.24856844944029846
GO:2000560;0.30027637948260083;0.135102529262727;1.0;0.2455455533485588;0.4988031100079861;0.24529340093235374;0.0;0.22949621145637075;0.0;0.24556845483177545;0.14513094887746789;0.2573592704348584;0.23435736864197196;0.20506966783546796;0.5788439287266677;0.1817335059937809;0.4259996696326791;0.0;0.7029026168676182;0.11331737498172093;0.2638599121435145;0.0;0.2638599121435145;0.22935031354971686;0.5008846532921969;0.13868029945342725;0.23969080475674956;0.24529536727794743;0.25117791954022084;0.2242659690882802;0.2514100782472647;0.24533471315380925;0.0;0.22442014838589894;0.16200405004152169;0.0;0.0;0.5124791397685434;0.2150913311839157;0.0;0.0;0.0;0.0;0.24008917100832922;0.24528715658304617;0.0;0.24528601863623256;0.0;0.3265094575543235;0.20665050535626825;0.22899727324638175;0.25225132514823856;0.31676365461407474;0.2399508177875198;0.14513094887746789;0.0;0.24554409592109105;0.0;0.22450102278485765;0.25785641451717833;0.27705593835209485;0.0;0.12989423124779473;0.0;0.0;0.25152291337488963;0.0;0.20098537899498192;0.24569410036742279;0.3577827881123399;0.0;0.4509307380755734;0.2511848959891275;0.2346241666640952;0.5788439287266677;0.2511848959891275;0.15621752721272505;0.4987859513359476;0.2511848959891275
GO:0043949;0.1877527335048835;0.23937011222833895;0.2455455533485588;1.0;0.1946384004992758;0.4608588816887451;0.0;0.32658989330861676;0.0;0.3696043057288626;0.2727639101141422;0.505374704441365;0.4237110823400356;0.3367567267276569;0.24017544202909713;0.2781119959957791;0.21995006629104752;0.0;0.22459515997350807;0.178551753285527;0.5310671806746815;0.0;0.5310671806746815;0.5687996811461399;0.1957633265853718;0.24309050053333917;0.4414713479538157;0.46086582276959076;0.4820780795675216;0.39183381074713314;0.8622881440501831;0.4610047318879345;0.0;0.39230470812113793;0.2956404071757467;0.0;0.0;0.20203083838788166;0.36465754620073737;0.0;0.0;0.0;0.0;0.44282464426663154;0.46083684016228843;0.0;0.46083282350335414;0.0;0.4246273732323604;0.3410409504848363;0.5672454227153116;0.2770367714680455;0.20203324269963707;0.35401717946096317;0.2727639101141422;0.0;0.8244540952678361;0.0;0.39255190985460786;0.5072953130366902;0.3209511090336155;0.0;0.22349283558779584;0.0;0.0;0.4833505036492613;0.0;0.3856869833410019;0.369960115208207;0.2401774900426822;0.0;0.3356791118757111;0.48210377863456694;0.33979562005955644;0.24017544202909713;0.48210377863456694;0.22249705741621495;0.19462922005547664;0.48210377863456694
GO:0034199;0.5181586472390307;0.10866299157173648;0.4988031100079861;0.1946384004992758;1.0;0.19447992996867003;0.0;0.18441546770501602;0.0;0.1946527900793122;0.2717468246768385;0.20198808952871694;0.18754140337633932;0.16830597216914536;0.8106844726982612;0.15225958844847445;0.2635766212831899;0.0;0.42225507263739614;0.09411099228480069;0.20597075961315964;0.0;0.20597075961315964;0.18432124687062973;0.434136009945991;0.16236768360148937;0.19094136723248437;0.19448116602134194;0.1981606762503839;0.18102301305856758;0.1983051444600509;0.19450589813274552;0.0;0.18112345366367671;0.16576411859362364;0.0;0.0;0.7364552738234776;0.17499784535963459;0.0;0.0;0.0;0.0;0.1911940834253075;0.19447600471860696;0.0;0.19447528939128786;0.0;0.26122254500356734;0.16936934034418316;0.18409315611639043;0.21142742553791574;0.5427836839164014;0.19110633405721345;0.2717468246768385;0.0;0.19463748474197198;0.0;0.18117612890862408;0.20229419684084157;0.22858007584499943;0.0;0.24862602032890876;0.0;0.0;0.19837533939083052;0.0;0.15856798292281113;0.19473172644072273;0.4642355887941667;0.0;0.6530819650539035;0.1981650183912176;0.18771221638745603;0.8106844726982612;0.1981650183912176;0.13393158609847733;0.9536081392498612;0.1981650183912176
GO:0007213;0.18760527273243852;0.23896521917417843;0.24529340093235374;0.4608588816887451;0.19447992996867003;1.0;0.18863157903277558;0.3260328933222268;0.3321094767089671;0.3688910813114404;0.2722382901840139;0.7102464763081486;0.9195371443154231;0.4736067681647014;0.23993419279814593;0.277788566752491;0.2197477207344167;0.16821093088201722;0.22438418165536023;0.24333631346279738;0.7462742199061061;0.10036430824563437;0.8479956551730239;0.40692756293299;0.19560301973288385;0.14949386624751085;0.6206032791710396;0.6478147772507745;0.7699285585540525;0.6260351677805691;0.48195957127110295;0.736337073074329;0.0;0.3916614584798965;0.14954632122779085;0.0;0.0;0.20186010700388904;0.5826816754277684;0.0;0.0;0.2850756537047629;0.17793921033801918;0.44200522837074235;0.7360694253754992;0.10036430824563437;0.6477684812394743;0.24007425848961267;0.42387386184585774;0.3405547239738542;0.40581751295958207;0.27671583680364653;0.2018625072536857;0.3533627901772178;0.2722382901840139;0.30060669382222205;0.4608537476816365;0.2223128619500562;0.39190784996564804;0.5062202212728345;0.3205204438020452;0.1728169795698668;0.22313983419418362;0.22330610858468755;0.23118543898576147;0.48237440967623524;0.2856149813851146;0.38491040431287793;0.36924551824813784;0.23993623669943998;0.29787162161435576;0.16978504658959692;0.677607720448676;0.339192706145043;0.23993419279814593;0.677607720448676;0.3130641878621931;0.19447076446748546;0.677607720448676
GO:0046777;0.0;0.0;0.0;0.0;0.0;0.18863157903277558;1.0;0.0;0.2156785945065727;0.0;0.0;0.20087683033386028;0.1778412960708293;0.1502998407056978;0.0;0.0;0.0;0.1320935857796656;0.0;0.13825199028241222;0.20762752212419153;0.3191910523875842;0.20762752212419153;0.0;0.0;0.06504406492498285;0.18306781138820463;0.1886335451457915;0.19455807214434542;0.16813421536868753;0.0;0.1886728883572069;0.0;0.0;0.0;0.0;0.0;0.0;0.159509668721107;0.33942261265443574;0.0;0.19480592095516627;0.9120599211446692;0.0;0.18862533548478908;0.3191910523875842;0.18862419769428584;0.4642420710260676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20193537584287766;0.0;0.1633015997496969;0.0;0.0;0.0;0.1349174097730922;0.0;0.4965576832218621;0.3997101589588803;0.0;0.1950576171588276;0.0;0.0;0.0;0.2006974481532083;0.0;0.194565149389771;0.0;0.0;0.194565149389771;0.10832213798187812;0.0;0.194565149389771
GO:1904778;0.14263199628433482;0.2146300597332682;0.22949621145637075;0.32658989330861676;0.18441546770501602;0.3260328933222268;0.0;1.0;0.0;0.4081463227100243;0.24109615107671772;0.3535629385825429;0.3025826889426413;0.2459208678026607;0.22479844482218456;0.25770007401563944;0.16564976028352094;0.0;0.21109239774073452;0.1644151191726178;0.369176035900295;0.0;0.369176035900295;0.29228818127288797;0.1854250222975734;0.16602160757944068;0.313849162258247;0.3260372340153841;0.339232099259061;0.28210371801752815;0.33976156498560134;0.32612409940901477;0.0;0.2824086714374871;0.20044416889076194;0.0;0.0;0.19103854521773977;0.26437881222992016;0.0;0.0;0.0;0.0;0.3147034948276461;0.32601910927283817;0.0;0.3260165973692972;0.0;0.37881481190090177;0.24877249607587124;0.2915723707289742;0.2567766268424981;0.15289034457638104;0.3928596767649851;0.24109615107671772;0.0;0.326586671702745;0.0;0.2825687299786966;0.35473698035005113;0.2940704506171899;0.0;0.20177705108301042;0.0;0.0;0.34001914225345975;0.0;0.3391383109312651;0.40849352359200725;0.17990819179633083;0.0;0.1620635204011735;0.3392480000784168;0.3787802786422499;0.22479844482218456;0.3392480000784168;0.25043679305814986;0.18440722627857054;0.3392480000784168
GO:0045444;0.0;0.0;0.0;0.0;0.0;0.3321094767089671;0.2156785945065727;0.0;1.0;0.0;0.0;0.37203890385366706;0.30005638276090935;0.2291957307674273;0.0;0.0;0.0;0.1893901260169986;0.0;0.20231100090542756;0.3958776174692267;0.10753970714364904;0.3958776174692267;0.0;0.0;0.07642975870075767;0.31524134309860796;0.3321155713152854;0.3509301923121654;0.2734223569584814;0.0;0.33223754870451355;0.0;0.0;0.0;0.0;0.0;0.0;0.2513239456383067;0.0;0.0;0.5957524752719445;0.20181283406743863;0.0;0.3320901234433835;0.10753970714364902;0.3320865967136374;0.2856679827857975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3756862835412584;0.0;0.5272100405749185;0.0;0.0;0.0;0.19524927668980144;0.0;0.262236802919023;0.2731702019026428;0.0;0.5971437375324984;0.0;0.0;0.0;0.37142405836776726;0.0;0.35095321838712384;0.0;0.0;0.35095321838712384;0.14406234228787038;0.0;0.35095321838712384
GO:0048639;0.15026969638620336;0.23940691292850605;0.24556845483177545;0.3696043057288626;0.1946527900793122;0.3688910813114404;0.0;0.4081463227100243;0.0;1.0;0.2728116959695351;0.40453028289736354;0.3391516143493026;0.269541722857126;0.24019735270496734;0.22259723634418446;0.17604129259807647;0.0;0.22461432003033233;0.17857222845518525;0.42510013209724684;0.0;0.42510013209724684;0.3262713984822855;0.1957778829834335;0.1230473340198474;0.3533698709306614;0.36889663822090935;0.38587894161439745;0.3136322504777999;0.38656417631466;0.3690078464685855;0.0;0.3140092230814675;0.1496485110157852;0.0;0.0;0.20204634181160044;0.2918767679029992;0.0;0.0;0.0;0.0;0.3544532811864513;0.36887343524615834;0.0;0.36887021957844096;0.0;0.591039036214256;0.3410851307457408;0.32537971658603143;0.2770659242156376;0.16170011562346512;0.6157171784024293;0.2728116959695351;0.0;0.36960017962262365;0.0;0.39261044516198335;0.4060679420960826;0.32099023721503595;0.0;0.223524915931862;0.0;0.0;0.48343925256262255;0.0;0.3857575913966489;0.4623565275978772;0.19223217962784186;0.0;0.1699167797378301;0.38589951617554125;0.4246524615244826;0.24019735270496734;0.38589951617554125;0.17807999852222914;0.1946436082780779;0.38589951617554125
