;GO:0034394;GO:0007179;GO:0008543;GO:0045762;GO:0043388;GO:0032091;GO:0043547;GO:0002752;GO:0006957;GO:0032526;GO:0046580;GO:0051045;GO:0001867;GO:0032487;GO:2001243;GO:0051965;GO:0030225;GO:0014037;GO:0007186;GO:0045930;GO:0043312;GO:0009725;GO:0042742;GO:0046426;GO:0045217;GO:0006605;GO:0046597;GO:0001558;GO:0048013;GO:0035987;GO:2001258;GO:0032870;GO:2000484;GO:0030334;GO:0034614;GO:0050765;GO:0051414;GO:1905049;GO:0008285;GO:0008284;GO:0045742;GO:0045666;GO:0006469;GO:0043687;GO:0030449;GO:1904707;GO:0019221;GO:0097029;GO:0071276;GO:0032224;GO:0010951;GO:0051549;GO:0050810;GO:0045071;GO:2001222;GO:2001268;GO:0022617;GO:1900122;GO:0090200;GO:0045995;GO:0043410;GO:0009306;GO:0007517;GO:0006509;GO:0045087;GO:0006508;GO:0001934;GO:0072672;GO:0006909;GO:0050900;GO:0019731;GO:0032496;GO:0019730
GO:0034394;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0
GO:0007179;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008543;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045762;0.0;0.0;0.0;1.0;0.375;0.2222222222222222;0.5;0.0;0.0;0.0;0.07692307692307693;0.2857142857142857;0.0;0.07692307692307693;0.08333333333333333;0.14285714285714285;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.08333333333333333;0.1111111111111111;0.0;0.0;0.2;0.0;0.21428571428571427;0.1;0.0;0.09090909090909091;0.0;0.3;0.1;0.3333333333333333;0.21428571428571427;0.0;0.3;0.0;0.1;0.2857142857142857;0.0;0.0;0.0;0.23076923076923078;0.3;0.23076923076923078;0.3333333333333333;0.08333333333333333;0.0;0.23076923076923078;0.0;0.3333333333333333;0.26666666666666666;0.1;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043388;0.0;0.0;0.0;0.375;1.0;0.42857142857142855;0.375;0.0;0.0;0.0;0.08333333333333333;0.09090909090909091;0.0;0.08333333333333333;0.09090909090909091;0.16666666666666666;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.09090909090909091;0.125;0.0;0.0;0.2222222222222222;0.0;0.09090909090909091;0.1111111111111111;0.0;0.1;0.0;0.2;0.1111111111111111;0.1111111111111111;0.09090909090909091;0.0;0.2;0.0;0.1111111111111111;0.09090909090909091;0.0;0.0;0.0;0.1;0.2;0.1;0.1;0.09090909090909091;0.0;0.09090909090909091;0.0;0.5714285714285714;0.08333333333333333;0.1111111111111111;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032091;0.0;0.0;0.0;0.2222222222222222;0.42857142857142855;1.0;0.2222222222222222;0.0;0.0;0.0;0.08333333333333333;0.09090909090909091;0.0;0.08333333333333333;0.09090909090909091;0.16666666666666666;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.09090909090909091;0.125;0.0;0.0;0.375;0.0;0.09090909090909091;0.1111111111111111;0.0;0.1;0.0;0.3333333333333333;0.1111111111111111;0.1111111111111111;0.09090909090909091;0.0;0.3333333333333333;0.0;0.1111111111111111;0.09090909090909091;0.0;0.0;0.0;0.1;0.3333333333333333;0.1;0.1;0.09090909090909091;0.0;0.25;0.0;0.5714285714285714;0.08333333333333333;0.1111111111111111;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043547;0.0;0.0;0.0;0.5;0.375;0.2222222222222222;1.0;0.0;0.0;0.0;0.07692307692307693;0.08333333333333333;0.0;0.07692307692307693;0.08333333333333333;0.14285714285714285;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.08333333333333333;0.1111111111111111;0.0;0.0;0.2;0.0;0.08333333333333333;0.1;0.0;0.09090909090909091;0.0;0.4444444444444444;0.1;0.1;0.08333333333333333;0.0;0.3;0.0;0.1;0.08333333333333333;0.0;0.0;0.0;0.09090909090909091;0.4444444444444444;0.09090909090909091;0.09090909090909091;0.08333333333333333;0.0;0.3333333333333333;0.0;0.3333333333333333;0.07692307692307693;0.1;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002752;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.3076923076923077;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006957;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.14285714285714285;0.23076923076923078;0.0;0.6;0.23076923076923078;0.25;0.0;0.0;0.0;0.0;0.0;0.4;0.16666666666666666;0.42857142857142855;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.25;0.0;0.25;0.0;0.14285714285714285;0.0;0.0;0.3;0.36363636363636365;0.0;0.0;0.3333333333333333;0.4;0.25;0.0;0.0;0.1111111111111111;0.2727272727272727;0.0;0.2727272727272727;0.0;0.0;0.0;0.25;0.0;0.0;0.36363636363636365;0.0;0.36363636363636365;0.0;0.0;0.3333333333333333;0.75;0.42857142857142855;0.23076923076923078;0.0;0.0;0.2;0.42857142857142855;0.2;0.5
GO:0032526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;1.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.125;0.6666666666666666;0.14285714285714285
