;GO:0090336;GO:0008584;GO:0060065;GO:0045665;GO:0006366;GO:0006641;GO:0022008;GO:0043367;GO:0045944;GO:0002244;GO:0045668;GO:0000122;GO:0050872;GO:0050873;GO:0034968;GO:0071277;GO:0045893;GO:0002317;GO:0048541;GO:0035115;GO:0030225;GO:0045638;GO:0006351;GO:0060272;GO:0002076;GO:0043457;GO:0048704;GO:0006357;GO:0090190;GO:0071300;GO:0001658;GO:0030099;GO:0001759;GO:0010720;GO:0050900;GO:0032332;GO:0050767;GO:0030512
GO:0090336;1.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.2727272727272727;0.0888888888888889;0.0;0.0;0.0;0.0;0.15000000000000002;0.0;0.0;0.0;0.0;0.24;0.0;0.0;0.0;0.25;0.0;0.1428571428571429;0.23076923076923073;0.0;0.0;0.0;0.2857142857142857;0.7142857142857143;0.0;0.5263157894736843;0.3529411764705882;0.1333333333333333
GO:0008584;0.0;1.0;0.875;0.0;0.0;0.0;0.18181818181818177;0.09090909090909094;0.0;0.18181818181818177;0.0;0.0;0.16666666666666663;0.16666666666666663;0.0;0.0;0.0;0.07692307692307687;0.36363636363636365;0.1333333333333333;0.1428571428571429;0.0;0.0;0.1428571428571429;0.2727272727272727;0.0;0.15384615384615385;0.0;0.0;0.0;0.125;0.18181818181818177;0.09999999999999998;0.0;0.0;0.0;0.0;0.0
GO:0060065;0.0;0.875;1.0;0.0;0.0;0.0;0.19999999999999996;0.09523809523809523;0.0;0.19999999999999996;0.0;0.0;0.18181818181818177;0.18181818181818177;0.0;0.0;0.0;0.07999999999999996;0.4;0.1428571428571429;0.15384615384615385;0.0;0.0;0.15384615384615385;0.30000000000000004;0.0;0.16666666666666663;0.0;0.0;0.0;0.1333333333333333;0.19999999999999996;0.10526315789473684;0.0;0.0;0.0;0.0;0.0
GO:0045665;0.2222222222222222;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.07843137254901966;0.0;0.5217391304347826;0.12;0.0;0.0;0.0;0.0;0.08163265306122447;0.0;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.17391304347826086;0.0;0.11428571428571432;0.18181818181818177;0.0;0.0;0.0;0.2142857142857143;0.29166666666666663;0.0;0.2857142857142857;0.5;0.17142857142857137
GO:0006366;0.0;0.0;0.0;0.0;1.0;0.17647058823529416;0.0625;0.046511627906976716;0.0;0.0625;0.0;0.0;0.06060606060606055;0.06060606060606055;0.1875;0.052631578947368474;0.0;0.04255319148936165;0.0;0.0;0.05714285714285716;0.0;0.9655172413793104;0.0;0.06060606060606055;0.0;0.0;0.0;0.0;0.04761904761904767;0.0;0.0625;0.0;0.0;0.05882352941176472;0.0;0.0;0.0
GO:0006641;0.0;0.0;0.0;0.0;0.17647058823529416;1.0;0.1428571428571429;0.07999999999999996;0.0;0.1428571428571429;0.0;0.0;0.1333333333333333;0.1333333333333333;0.18181818181818177;0.09999999999999998;0.0;0.06896551724137934;0.0;0.0;0.11764705882352944;0.0;0.18181818181818177;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.1428571428571429;0.0;0.0;0.125;0.0;0.0;0.0
GO:0022008;0.0;0.18181818181818177;0.19999999999999996;0.0;0.0625;0.1428571428571429;1.0;0.3125;0.0;1.0;0.0;0.0;0.8333333333333334;0.8333333333333334;0.06451612903225812;0.1428571428571429;0.0;0.25;0.19999999999999996;0.16666666666666663;0.625;0.0;0.06451612903225812;0.18181818181818177;0.5714285714285714;0.0;0.19999999999999996;0.0;0.0;0.11111111111111116;0.15384615384615385;1.0;0.11764705882352944;0.0;0.19999999999999996;0.0;0.0;0.0
GO:0043367;0.0;0.09090909090909094;0.09523809523809523;0.0;0.046511627906976716;0.07999999999999996;0.3125;1.0;0.0;0.3125;0.0;0.0;0.2941176470588235;0.2941176470588235;0.04761904761904767;0.07999999999999996;0.0;0.43999999999999995;0.09523809523809523;0.08695652173913049;0.33333333333333337;0.0;0.04761904761904767;0.09090909090909094;0.2222222222222222;0.0;0.09523809523809523;0.0;0.0;0.06896551724137934;0.08333333333333337;0.3125;0.0714285714285714;0.0;0.15000000000000002;0.0;0.0;0.0
GO:0045944;0.1428571428571429;0.0;0.0;0.07843137254901966;0.0;0.0;0.0;0.0;1.0;0.0;0.08695652173913049;0.3921568627450981;0.0;0.0;0.0;0.0;0.9428571428571428;0.0;0.0;0.0;0.0;0.08163265306122447;0.0;0.0;0.0;0.16666666666666663;0.0;0.5428571428571429;0.07999999999999996;0.0;0.0;0.0;0.0888888888888889;0.15000000000000002;0.0;0.1333333333333333;0.09756097560975607;0.07692307692307687
GO:0002244;0.0;0.18181818181818177;0.19999999999999996;0.0;0.0625;0.1428571428571429;1.0;0.3125;0.0;1.0;0.0;0.0;0.8333333333333334;0.8333333333333334;0.06451612903225812;0.1428571428571429;0.0;0.25;0.19999999999999996;0.16666666666666663;0.625;0.0;0.06451612903225812;0.18181818181818177;0.5714285714285714;0.0;0.19999999999999996;0.0;0.0;0.11111111111111116;0.15384615384615385;1.0;0.11764705882352944;0.0;0.19999999999999996;0.0;0.0;0.0
GO:0045668;0.2727272727272727;0.0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0.08695652173913049;0.0;1.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.2222222222222222;0.0;0.1333333333333333;0.1724137931034483;0.0;0.0;0.0;0.20833333333333337;0.30000000000000004;0.0;0.29166666666666663;0.38888888888888884;0.19999999999999996
GO:0000122;0.0888888888888889;0.0;0.0;0.12;0.0;0.0;0.0;0.0;0.3921568627450981;0.0;0.1333333333333333;1.0;0.0;0.0;0.0;0.0;0.38;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.16216216216216217;0.0;0.5277777777777778;0.05769230769230771;0.0;0.0;0.0;0.06382978723404253;0.09302325581395354;0.0;0.08333333333333337;0.09523809523809523;0.11764705882352944
GO:0050872;0.0;0.16666666666666663;0.18181818181818177;0.0;0.06060606060606055;0.1333333333333333;0.8333333333333334;0.2941176470588235;0.0;0.8333333333333334;0.0;0.0;1.0;1.0;0.0625;0.1333333333333333;0.0;0.23809523809523814;0.18181818181818177;0.15384615384615385;0.5555555555555556;0.0;0.0625;0.16666666666666663;0.5;0.0;0.18181818181818177;0.0;0.0;0.10526315789473684;0.1428571428571429;0.8333333333333334;0.11111111111111116;0.0;0.18181818181818177;0.0;0.0;0.0
GO:0050873;0.0;0.16666666666666663;0.18181818181818177;0.0;0.06060606060606055;0.1333333333333333;0.8333333333333334;0.2941176470588235;0.0;0.8333333333333334;0.0;0.0;1.0;1.0;0.0625;0.1333333333333333;0.0;0.23809523809523814;0.18181818181818177;0.15384615384615385;0.5555555555555556;0.0;0.0625;0.16666666666666663;0.5;0.0;0.18181818181818177;0.0;0.0;0.10526315789473684;0.1428571428571429;0.8333333333333334;0.11111111111111116;0.0;0.18181818181818177;0.0;0.0;0.0
GO:0034968;0.0;0.0;0.0;0.0;0.1875;0.18181818181818177;0.06451612903225812;0.04761904761904767;0.0;0.06451612903225812;0.0;0.0;0.0625;0.0625;1.0;0.05405405405405406;0.0;0.04347826086956519;0.0;0.0;0.05882352941176472;0.0;0.19148936170212771;0.0;0.0625;0.0;0.0;0.0;0.0;0.04878048780487809;0.0;0.06451612903225812;0.0;0.0;0.06060606060606055;0.0;0.0;0.0
GO:0071277;0.0;0.0;0.0;0.0;0.052631578947368474;0.09999999999999998;0.1428571428571429;0.07999999999999996;0.0;0.1428571428571429;0.0;0.0;0.1333333333333333;0.1333333333333333;0.05405405405405406;1.0;0.0;0.06896551724137934;0.0;0.0;0.11764705882352944;0.0;0.05405405405405406;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.30000000000000004;0.0;0.1428571428571429;0.0;0.0;0.125;0.0;0.0;0.0
GO:0045893;0.15000000000000002;0.0;0.0;0.08163265306122447;0.0;0.0;0.0;0.0;0.9428571428571428;0.0;0.09090909090909094;0.38;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.08510638297872342;0.0;0.0;0.0;0.17647058823529416;0.0;0.5757575757575757;0.08333333333333337;0.0;0.0;0.0;0.09302325581395354;0.1578947368421053;0.0;0.13953488372093026;0.10256410256410253;0.07999999999999996
GO:0002317;0.0;0.07692307692307687;0.07999999999999996;0.0;0.04255319148936165;0.06896551724137934;0.25;0.43999999999999995;0.0;0.25;0.0;0.0;0.23809523809523814;0.23809523809523814;0.04347826086956519;0.06896551724137934;0.0;1.0;0.07999999999999996;0.07407407407407407;0.2727272727272727;0.0;0.04347826086956519;0.07692307692307687;0.18181818181818177;0.0;0.07999999999999996;0.0;0.0;0.06060606060606055;0.0714285714285714;0.25;0.0625;0.0;0.125;0.0;0.0;0.0
GO:0048541;0.0;0.36363636363636365;0.4;0.0;0.0;0.0;0.19999999999999996;0.09523809523809523;0.0;0.19999999999999996;0.0;0.0;0.18181818181818177;0.18181818181818177;0.0;0.0;0.0;0.07999999999999996;1.0;0.1428571428571429;0.15384615384615385;0.0;0.0;0.15384615384615385;0.30000000000000004;0.0;0.16666666666666663;0.0;0.0;0.0;0.1333333333333333;0.19999999999999996;0.10526315789473684;0.0;0.0;0.0;0.0;0.0
GO:0035115;0.0;0.1333333333333333;0.1428571428571429;0.0;0.0;0.0;0.16666666666666663;0.08695652173913049;0.0;0.16666666666666663;0.0;0.0;0.15384615384615385;0.15384615384615385;0.0;0.0;0.0;0.07407407407407407;0.1428571428571429;1.0;0.1333333333333333;0.0;0.0;0.3076923076923077;0.15384615384615385;0.0;0.33333333333333337;0.0;0.0;0.0;0.1875;0.16666666666666663;0.09523809523809523;0.0;0.0;0.0;0.0;0.0
