Module	Probe ID
M5.5	ILMN_1780397
M5.5	ILMN_1694259
M5.5	ILMN_1678962
M5.5	ILMN_1776352
M5.5	ILMN_1750044
M5.5	ILMN_1793290
M5.5	ILMN_1694147
M5.5	ILMN_1656399
M5.5	ILMN_1678808
M5.5	ILMN_1770035
M5.5	ILMN_1705469
M5.5	ILMN_1721225
M5.5	ILMN_1815051
M5.5	ILMN_1812445
M5.5	ILMN_1789809
M5.5	ILMN_1693410
M5.5	ILMN_1695261
M5.5	ILMN_1776147
M5.5	ILMN_1754501
M5.5	ILMN_1683044
M5.5	ILMN_1736015
M5.5	ILMN_1728684
M5.5	ILMN_1730698
M5.5	ILMN_1753781
M5.5	ILMN_1722502
M5.5	ILMN_1734286
M5.5	ILMN_1781516
M5.5	ILMN_1668498
M5.5	ILMN_1707221
M5.5	ILMN_1806804
M5.5	ILMN_1652379
M5.5	ILMN_1796407
M5.5	ILMN_1742238
M5.5	ILMN_1750052
M5.5	ILMN_1774580
M5.5	ILMN_1701058
M5.5	ILMN_1683660
M5.5	ILMN_1671932
M5.5	ILMN_1656791
M5.5	ILMN_1745904
M5.5	ILMN_1774083
M5.5	ILMN_1804798
M5.5	ILMN_1682919
M5.5	ILMN_1803813
M5.5	ILMN_1786976
M5.5	ILMN_1672135
M5.5	ILMN_1770623
M5.5	ILMN_1675515
M5.5	ILMN_1727134
M5.5	ILMN_1781630
M5.5	ILMN_1745811
M5.5	ILMN_1800721
M5.5	ILMN_1801374
M5.5	ILMN_1802631
M5.5	ILMN_1808584
M5.5	ILMN_1718853
M5.5	ILMN_1727001
M5.5	ILMN_1746720
M5.5	ILMN_1741954
M5.5	ILMN_1789505
M5.5	ILMN_1788384
M5.5	ILMN_1815107
M5.5	ILMN_1727166
M5.5	ILMN_1806486
M5.5	ILMN_1802157
M5.5	ILMN_1736757
M5.5	ILMN_1743538
M5.5	ILMN_1683533
M5.5	ILMN_1698297
M5.5	ILMN_1743104
M5.5	ILMN_1738356
M5.5	ILMN_1811957
M5.5	ILMN_1764239
M5.5	ILMN_1683221
M5.5	ILMN_1815255
M5.5	ILMN_1771734
M5.5	ILMN_1714990
M5.5	ILMN_1667657
M5.5	ILMN_1712487
M5.5	ILMN_1798886
M5.5	ILMN_1716260
M5.5	ILMN_1669484
M5.5	ILMN_1689774
M5.5	ILMN_1783315
M5.5	ILMN_1855746
M5.5	ILMN_1753279
M5.5	ILMN_1738383
M5.5	ILMN_1688404
M5.5	ILMN_1677239
M5.5	ILMN_1769343
M5.5	ILMN_1660368
M5.5	ILMN_1718044
M5.5	ILMN_1795639
M5.5	ILMN_1689665
M5.5	ILMN_1667050
M5.5	ILMN_1785292
M5.5	ILMN_1696087
M5.5	ILMN_1811195
M5.5	ILMN_1738677
M5.5	ILMN_1669142
M5.5	ILMN_1684346
M5.5	ILMN_1687840
M5.5	ILMN_1671257
M5.5	ILMN_1784946
M5.5	ILMN_1714554
M5.5	ILMN_1774334
M5.5	ILMN_1783985
M5.5	ILMN_1764577
M5.5	ILMN_1900661
M5.5	ILMN_1710209
M5.5	ILMN_1652371
M5.5	ILMN_1739749
M5.5	ILMN_1746457
M5.5	ILMN_1793732
M5.5	ILMN_1699082
M5.6	ILMN_1652357
M5.6	ILMN_1657446
M5.6	ILMN_1731612
M5.6	ILMN_1809478
M5.6	ILMN_1696708
M5.6	ILMN_1755521
M5.6	ILMN_1797445
M5.6	ILMN_1767481
M5.6	ILMN_1727740
M5.6	ILMN_1653129
M5.6	ILMN_1706426
M5.6	ILMN_1766154
M5.6	ILMN_1733603
M5.6	ILMN_1736940
M5.6	ILMN_1716583
M5.6	ILMN_1717165
M5.6	ILMN_1812666
M5.6	ILMN_1768004
M5.6	ILMN_1788053
M5.6	ILMN_1723580
M5.6	ILMN_1690099
M5.6	ILMN_1661485
M5.6	ILMN_1665280
M5.6	ILMN_1666940
M5.6	ILMN_1659285
M5.6	ILMN_1736077
M5.6	ILMN_1670172
M5.6	ILMN_1763404
M5.6	ILMN_1740861
M5.6	ILMN_1685930
M5.6	ILMN_1714158
M5.6	ILMN_1814808
M5.6	ILMN_1741782
M5.6	ILMN_1757287
M5.6	ILMN_1737396
M5.6	ILMN_1760792
M5.6	ILMN_1738272
M5.6	ILMN_1757956
M5.6	ILMN_1675542
M5.6	ILMN_1694491
M5.6	ILMN_1768176
M5.6	ILMN_1661945
M5.6	ILMN_1793508
M5.6	ILMN_1676523
M5.6	ILMN_1782579
M5.6	ILMN_1797684
M5.6	ILMN_1695316
M5.6	ILMN_1790650
M5.6	ILMN_1684042
M5.6	ILMN_1660199
M5.6	ILMN_1695726
M5.6	ILMN_1801616
M5.6	ILMN_1655734
M5.6	ILMN_1655622
M5.6	ILMN_1724959
M5.6	ILMN_1724826
M5.6	ILMN_1672565
M5.6	ILMN_1708611
M5.6	ILMN_1798163
M5.6	ILMN_1766713
M5.6	ILMN_1786433
M5.6	ILMN_1720858
M5.6	ILMN_1773427
M5.6	ILMN_1654151
M5.6	ILMN_1697585
M5.6	ILMN_1671158
M5.6	ILMN_1815345
M5.6	ILMN_1666967
M5.6	ILMN_1735461
M5.6	ILMN_1728074
M5.6	ILMN_1726839
M5.6	ILMN_1681890
M5.6	ILMN_1764767
M5.6	ILMN_1668425
M5.6	ILMN_1684321
M5.6	ILMN_1655913
M5.6	ILMN_1805590
M5.6	ILMN_1691570
M5.6	ILMN_1812312
M5.6	ILMN_1687703
M5.6	ILMN_1795128
M5.6	ILMN_1747078
M5.6	ILMN_1691097
M5.6	ILMN_1805474
M5.6	ILMN_1745788
M5.6	ILMN_1768050
M5.6	ILMN_1802894
M5.6	ILMN_1800935
M5.6	ILMN_1759952
M5.6	ILMN_1682553
M5.6	ILMN_1654497
M5.6	ILMN_1742461
M5.6	ILMN_1736054
M5.6	ILMN_1768784
M5.6	ILMN_1655924
M5.6	ILMN_1748291
M5.6	ILMN_1764362
M5.6	ILMN_1762993
M5.6	ILMN_1808344
M5.6	ILMN_1707084
M5.6	ILMN_1745524
M5.6	ILMN_1682799
M5.6	ILMN_1745813
M5.6	ILMN_1664449
M5.6	ILMN_1744137
M5.6	ILMN_1727618
M5.6	ILMN_1720285
M5.6	ILMN_1718424
M5.6	ILMN_1670817
M5.6	ILMN_1669832
M5.6	ILMN_1778690
M5.6	ILMN_1723212
M5.6	ILMN_1801766
M5.6	ILMN_1787251
M5.6	ILMN_1751368
M5.6	ILMN_1703226
M5.6	ILMN_1771149
M5.6	ILMN_1677133
M5.6	ILMN_1740716
M5.6	ILMN_1769757
M5.6	ILMN_1727692
M5.6	ILMN_1795411
M5.6	ILMN_1735360
M5.6	ILMN_1796119
M5.6	ILMN_1804479
M5.6	ILMN_1801596
M5.6	ILMN_1715569
M5.6	ILMN_1739274
M5.6	ILMN_1656574
M5.6	ILMN_1682449
M5.6	ILMN_1660111
M5.6	ILMN_1651316
M5.6	ILMN_1800942
M5.6	ILMN_1744835
M5.6	ILMN_1687785
M5.6	ILMN_1717868
M5.6	ILMN_1726755
M5.6	ILMN_1779264
M5.6	ILMN_1703858
M5.6	ILMN_1758105
M5.6	ILMN_1737818
M5.6	ILMN_1701512
M5.6	ILMN_1787628
M5.7	ILMN_1827736
M5.7	ILMN_1739534
M5.7	ILMN_1763265
M5.7	ILMN_1722076
M5.7	ILMN_1684402
M5.7	ILMN_1758626
M5.7	ILMN_1695706
M5.7	ILMN_1795704
M5.7	ILMN_1794038
M5.7	ILMN_1812967
M5.7	ILMN_1711516
M5.7	ILMN_1672660
M5.7	ILMN_1654566
M5.7	ILMN_1815689
M5.7	ILMN_1800659
M5.7	ILMN_1682699
M5.7	ILMN_1784771
M5.7	ILMN_1764168
M5.7	ILMN_1717337
M5.7	ILMN_1664010
M5.7	ILMN_1741881
M5.7	ILMN_1787843
M5.7	ILMN_1716596
M5.7	ILMN_1679731
M5.7	ILMN_1704730
M5.7	ILMN_1661142
M5.7	ILMN_1764082
M5.7	ILMN_1657395
M5.7	ILMN_1683827
M5.7	ILMN_1766275
M5.7	ILMN_1765076
M5.7	ILMN_1751051
M5.7	ILMN_1811955
M5.7	ILMN_1737705
M5.7	ILMN_1737343
M5.7	ILMN_1669033
M5.7	ILMN_1698605
M5.7	ILMN_1713031
M5.7	ILMN_1654376
M5.7	ILMN_1741613
M5.7	ILMN_1765258
M5.7	ILMN_1743032
M5.7	ILMN_1763198
M5.7	ILMN_1759159
M5.7	ILMN_1671565
M5.7	ILMN_1691111
M5.7	ILMN_1781102
M5.7	ILMN_1735224
M5.7	ILMN_1729294
M5.7	ILMN_1749218
M5.7	ILMN_1727479
M5.7	ILMN_1705953
M5.7	ILMN_1726245
M5.7	ILMN_1749892
M5.7	ILMN_1731188
M5.7	ILMN_1794392
M5.7	ILMN_1815445
M5.7	ILMN_1795856
M5.7	ILMN_1800951
M5.7	ILMN_1713733
M5.7	ILMN_1654748
M5.7	ILMN_1734543
M5.7	ILMN_1746704
M5.7	ILMN_1807455
M5.7	ILMN_1651375
M5.7	ILMN_1743013
M5.7	ILMN_1730928
M5.7	ILMN_1656900
M5.7	ILMN_1661537
M5.7	ILMN_1789751
M5.7	ILMN_1666049
M5.7	ILMN_1685415
M5.7	ILMN_1730568
M5.7	ILMN_1652128
M5.7	ILMN_1765122
M5.7	ILMN_1664068
M5.7	ILMN_1800733
M5.7	ILMN_1775935
M5.7	ILMN_1779547
M5.7	ILMN_1698225
M5.7	ILMN_1786779
M5.7	ILMN_1766245
M5.7	ILMN_1705302
M5.7	ILMN_1664608
M5.7	ILMN_1813489
M5.7	ILMN_1665859
M5.7	ILMN_1869897
M5.7	ILMN_1657679
M5.7	ILMN_1745954
M5.7	ILMN_1703074
M5.7	ILMN_1803302
M5.7	ILMN_1655206
M5.7	ILMN_1778673
M5.7	ILMN_1807649
M5.7	ILMN_1698766
M5.7	ILMN_1727639
M5.7	ILMN_1797745
M5.7	ILMN_1728478
M5.7	ILMN_1684306
M5.7	ILMN_1725612
M5.7	ILMN_1800638
M5.7	ILMN_1693233
M5.7	ILMN_1685493
M5.7	ILMN_1782459
M5.7	ILMN_1778226
M5.7	ILMN_1670970
M5.7	ILMN_1660027
M5.7	ILMN_1759208
M5.7	ILMN_1663489
M5.7	ILMN_1712305
M5.7	ILMN_1759401
M5.7	ILMN_1792666
M5.7	ILMN_1785785
M5.7	ILMN_1789841
M5.7	ILMN_1803819
M5.7	ILMN_1702759
M5.7	ILMN_1661002
M5.7	ILMN_1753312
M5.7	ILMN_1713751
M5.7	ILMN_1807662
M5.7	ILMN_1720476
M5.7	ILMN_1744795
M5.7	ILMN_1675674
M5.7	ILMN_1771987
M5.7	ILMN_1706342
M5.7	ILMN_1747763
M5.7	ILMN_1752932
M5.7	ILMN_1763386
M5.7	ILMN_1809695
M5.7	ILMN_1766798
M5.7	ILMN_1709204
M5.7	ILMN_1716080
M5.7	ILMN_1669273
M5.7	ILMN_1663916
M5.7	ILMN_1669177
M5.7	ILMN_1802082
M5.7	ILMN_1799104
M5.7	ILMN_1877778
M5.7	ILMN_1755727
M5.7	ILMN_1721974
M5.7	ILMN_1708537
M5.8	ILMN_1706959
M5.8	ILMN_1653432
M5.8	ILMN_1703754
M5.8	ILMN_1754061
M5.8	ILMN_1789492
M5.8	ILMN_1726516
M5.8	ILMN_1684647
M5.8	ILMN_1678678
M5.8	ILMN_1704195
M5.8	ILMN_1809379
M5.8	ILMN_1677484
M5.8	ILMN_1689119
M5.8	ILMN_1762549
M5.8	ILMN_1743763
M5.8	ILMN_1700604
M5.8	ILMN_1776149
M5.8	ILMN_1677401
M5.8	ILMN_1780773
M5.8	ILMN_1706824
M5.8	ILMN_1793203
M5.8	ILMN_1811933
M5.8	ILMN_1765371
M5.8	ILMN_1720287
M5.8	ILMN_1720965
M5.8	ILMN_1765272
M5.8	ILMN_1772296
M5.8	ILMN_1664646
M5.8	ILMN_1726989
M5.8	ILMN_1753064
M5.8	ILMN_1755769
M5.8	ILMN_1718633
M5.8	ILMN_1743747
M5.8	ILMN_1689747
M5.8	ILMN_1691272
M5.8	ILMN_1775797
M5.8	ILMN_1669635
M5.8	ILMN_1708906
M5.8	ILMN_1657744
M5.8	ILMN_1737084
M5.8	ILMN_1721741
M5.8	ILMN_1662686
M5.8	ILMN_1655137
M5.8	ILMN_1908989
M5.8	ILMN_1662896
M5.8	ILMN_1763568
M5.8	ILMN_1694888
M5.8	ILMN_1751338
M5.8	ILMN_1651405
M5.8	ILMN_1794260
M5.8	ILMN_1703701
M5.8	ILMN_1665212
M5.8	ILMN_1678998
M5.8	ILMN_1743456
M5.8	ILMN_1714438
M5.8	ILMN_1763228
M5.8	ILMN_1660426
M5.8	ILMN_1667551
M5.8	ILMN_1761259
M5.8	ILMN_1685978
M5.8	ILMN_1688534
M5.8	ILMN_1782247
M5.8	ILMN_1744959
M5.8	ILMN_1743663
M5.8	ILMN_1691276
M5.8	ILMN_1790741
M5.8	ILMN_1747775
M5.8	ILMN_1671839
M5.8	ILMN_1804490
M5.8	ILMN_1680860
M5.8	ILMN_1666399
M5.8	ILMN_1800976
M5.8	ILMN_1668090
M5.8	ILMN_1712755
M5.8	ILMN_1802973
M5.8	ILMN_1708328
M5.8	ILMN_1813840
M5.8	ILMN_1662130
M5.8	ILMN_1789616
M5.8	ILMN_1756999
M5.8	ILMN_1654037
M5.8	ILMN_1797367
M5.8	ILMN_1755711
M5.8	ILMN_1749838
M5.8	ILMN_1715032
M5.8	ILMN_1705991
M5.8	ILMN_1727142
M5.8	ILMN_1792173
M5.8	ILMN_1803997
M5.8	ILMN_1706859
M5.8	ILMN_1706015
M5.8	ILMN_1795937
M5.8	ILMN_1658802
M5.8	ILMN_1740245
M5.8	ILMN_1702273
M5.8	ILMN_1773885
M5.8	ILMN_1783546
M5.8	ILMN_1756631
M5.8	ILMN_1806432
M5.8	ILMN_1674698
M5.8	ILMN_1654545
M5.8	ILMN_1786016
M5.8	ILMN_1799367
M5.8	ILMN_1670796
M5.8	ILMN_1807808
M5.8	ILMN_1810805
M5.8	ILMN_1694106
M5.8	ILMN_1675483
M5.8	ILMN_1664172
M5.8	ILMN_1810228
M5.8	ILMN_1669377
M5.8	ILMN_1778041
M5.8	ILMN_1762115
M5.8	ILMN_1783728
M5.8	ILMN_1676745
M5.9	ILMN_1739263
M5.9	ILMN_1652230
M5.9	ILMN_1737015
M5.9	ILMN_1706117
M5.9	ILMN_1664610
M5.9	ILMN_1719005
M5.9	ILMN_1686954
M5.9	ILMN_1764721
M5.9	ILMN_1656203
M5.9	ILMN_1754303
M5.9	ILMN_1687738
M5.9	ILMN_1754195
M5.9	ILMN_1655444
M5.9	ILMN_1756360
M5.9	ILMN_1696839
M5.9	ILMN_1762168
M5.9	ILMN_1733183
M5.9	ILMN_1708721
M5.9	ILMN_1709514
M5.9	ILMN_1656292
M5.9	ILMN_1657893
M5.9	ILMN_1690494
M5.9	ILMN_1738642
M5.9	ILMN_1773780
M5.9	ILMN_1749405
M5.9	ILMN_1704315
M5.9	ILMN_1755808
M5.9	ILMN_1651850
M5.9	ILMN_1746485
M5.9	ILMN_1694742
M5.9	ILMN_1740587
M5.9	ILMN_1751956
M5.9	ILMN_1683498
M5.9	ILMN_1700625
M5.9	ILMN_1784717
M5.9	ILMN_1655011
M5.9	ILMN_1687805
M5.9	ILMN_1652768
M5.9	ILMN_1757388
M5.9	ILMN_1797384
M5.9	ILMN_1689712
M5.9	ILMN_1671217
M5.9	ILMN_1783489
M5.9	ILMN_1811063
M5.9	ILMN_1670633
M5.9	ILMN_1805377
M5.9	ILMN_1673518
M5.9	ILMN_1787949
M5.9	ILMN_1705848
M5.9	ILMN_1783753
M5.9	ILMN_1726565
M5.9	ILMN_1685258
M5.9	ILMN_1661174
M5.9	ILMN_1745594
M5.9	ILMN_1651228
M5.9	ILMN_1688749
M5.9	ILMN_1675522
M5.9	ILMN_1746516
M5.9	ILMN_1754220
M5.9	ILMN_1744980
M5.9	ILMN_1698940
M5.9	ILMN_1664614
M5.9	ILMN_1704824
M5.9	ILMN_1795836
M5.9	ILMN_1734353
M5.9	ILMN_1755536
M5.9	ILMN_1741204
M5.9	ILMN_1682873
M5.9	ILMN_1660376
M5.9	ILMN_1711729
M5.9	ILMN_1776862
M5.9	ILMN_1656807
M5.9	ILMN_1699208
M5.9	ILMN_1737074
M5.9	ILMN_1669456
M5.9	ILMN_1719476
M5.9	ILMN_1782621
M5.9	ILMN_1672755
M5.9	ILMN_1770732
M5.9	ILMN_1743536
M5.9	ILMN_1764415
M5.9	ILMN_1759030
M5.9	ILMN_1761155
M5.9	ILMN_1738955
M5.9	ILMN_1663799
M5.10	ILMN_1760741
M5.10	ILMN_1691090
M5.10	ILMN_1770936
M5.10	ILMN_1774079
M5.10	ILMN_1703524
M5.10	ILMN_1658259
M5.10	ILMN_1795991
M5.10	ILMN_1751431
M5.10	ILMN_1690206
M5.10	ILMN_1679476
M5.10	ILMN_1693352
M5.10	ILMN_1716169
M5.10	ILMN_1778347
M5.10	ILMN_1774605
M5.10	ILMN_1783304
M5.10	ILMN_1739345
M5.10	ILMN_1656274
M5.10	ILMN_1772929
M5.10	ILMN_1699859
M5.10	ILMN_1771903
M5.10	ILMN_1749709
M5.10	ILMN_1728975
M5.10	ILMN_1689329
M5.10	ILMN_1714623
M5.10	ILMN_1734973
M5.10	ILMN_1671374
M5.10	ILMN_1781795
M5.10	ILMN_1685112
M5.10	ILMN_1745385
M5.10	ILMN_1677237
M5.10	ILMN_1658144
M5.10	ILMN_1725840
M5.10	ILMN_1679542
M5.10	ILMN_1763424
M5.10	ILMN_1719039
M5.10	ILMN_1673936
M5.10	ILMN_1674337
M5.10	ILMN_1674385
M5.10	ILMN_1808779
M5.10	ILMN_1691393
M5.10	ILMN_1695110
M5.10	ILMN_1673753
M5.10	ILMN_1806123
M5.10	ILMN_1680703
M5.10	ILMN_1756669
M5.10	ILMN_1684446
M5.10	ILMN_1675131
M5.10	ILMN_1795383
M5.10	ILMN_1671291
M5.10	ILMN_1724811
M5.10	ILMN_1781680
M5.10	ILMN_1725071
M5.10	ILMN_1703617
M5.10	ILMN_1663220
M5.10	ILMN_1712320
M5.10	ILMN_1777118
M5.10	ILMN_1688753
M5.10	ILMN_1654552
M5.10	ILMN_1731619
M5.10	ILMN_1728627
M5.10	ILMN_1664231
M5.10	ILMN_1668408
M5.10	ILMN_1759729
M5.10	ILMN_1731851
M5.10	ILMN_1669252
M5.10	ILMN_1728047
M5.10	ILMN_1673962
M5.10	ILMN_1769226
M5.10	ILMN_1797728
M5.10	ILMN_1739946
M5.10	ILMN_1716053
M5.10	ILMN_1807902
M5.10	ILMN_1797318
M5.10	ILMN_1811327
M5.10	ILMN_1667016
M5.10	ILMN_1727004
M5.10	ILMN_1747857
M5.10	ILMN_1672006
M5.10	ILMN_1683175
M5.10	ILMN_1753796
M5.10	ILMN_1749011
M5.10	ILMN_1770020
M5.10	ILMN_1686357
M5.10	ILMN_1703441
M5.10	ILMN_1778236
M5.10	ILMN_1791728
M5.10	ILMN_1810680
M5.10	ILMN_1813389
M5.10	ILMN_1651262
M5.10	ILMN_1689342
M5.10	ILMN_1684244
M5.10	ILMN_1704477
M5.10	ILMN_1758293
M5.10	ILMN_1809010
M5.10	ILMN_1729976
M5.10	ILMN_1702265
M5.10	ILMN_1815795
M5.10	ILMN_1656913
M5.10	ILMN_1741997
M5.10	ILMN_1749161
M5.10	ILMN_1707631
M5.10	ILMN_1767139
M5.10	ILMN_1668662
M5.10	ILMN_1730059
M5.10	ILMN_1779399
M5.10	ILMN_1698677
M5.10	ILMN_1781419
M5.10	ILMN_1756355
M5.10	ILMN_1723895
M5.10	ILMN_1726181
M5.10	ILMN_1662331
M5.10	ILMN_1800844
M5.10	ILMN_1772527
M5.10	ILMN_1813344
M5.10	ILMN_1711810
M5.10	ILMN_1772369
M5.10	ILMN_1774196
M5.10	ILMN_1698258
M5.10	ILMN_1734254
M5.10	ILMN_1772118
M5.10	ILMN_1667716
M5.10	ILMN_1803624
M5.10	ILMN_1743711
M5.10	ILMN_1691432
M5.10	ILMN_1814650
M5.10	ILMN_1655046
M5.10	ILMN_1785570
M5.10	ILMN_1690690
M5.10	ILMN_1746492
M5.10	ILMN_1730685
M5.10	ILMN_1796595
M5.10	ILMN_1760441
M5.10	ILMN_1711682
M5.10	ILMN_1768488
M5.10	ILMN_1672357
M5.10	ILMN_1689097
M5.10	ILMN_1781986
M5.10	ILMN_1790603
M5.10	ILMN_1762426
M5.10	ILMN_1729374
M5.10	ILMN_1793990
M5.10	ILMN_1698928
M5.10	ILMN_1754531
M5.10	ILMN_1775036
M5.10	ILMN_1663664
M5.10	ILMN_1652920
M5.10	ILMN_1746682
M5.10	ILMN_1786823
M5.10	ILMN_1722905
M5.10	ILMN_1758275
M5.10	ILMN_1733932
M5.10	ILMN_1651694
M5.10	ILMN_1716086
M5.10	ILMN_1775008
M5.10	ILMN_1809889
M5.10	ILMN_1802456
M5.10	ILMN_1764431
M5.10	ILMN_1673711
M5.10	ILMN_1687941
M5.10	ILMN_1707100
M5.10	ILMN_1653115
M5.10	ILMN_1768470
M5.10	ILMN_1727051
M5.10	ILMN_1804637
M5.10	ILMN_1776104
M5.10	ILMN_1799103
M5.10	ILMN_1703692
M5.10	ILMN_1771026
M5.10	ILMN_1714495
M5.10	ILMN_1783681
M5.10	ILMN_1769031
M5.10	ILMN_1801941
M5.10	ILMN_1727444
M5.10	ILMN_1705464
M5.10	ILMN_1781408
M5.10	ILMN_1704750
M5.10	ILMN_1776522
M5.10	ILMN_1662263
M5.10	ILMN_1677483
M5.10	ILMN_1812478
M5.10	ILMN_1680644
M5.10	ILMN_1764794
M5.10	ILMN_1767658
M5.10	ILMN_1706376
M5.10	ILMN_1690653
M5.10	ILMN_1661170
M5.10	ILMN_1747303
M5.10	ILMN_1775579
M5.10	ILMN_1689029
M5.10	ILMN_1725705
M5.10	ILMN_1782543
M5.10	ILMN_1789457
M5.10	ILMN_1803611
M5.10	ILMN_1784641
M5.10	ILMN_1688452
M5.10	ILMN_1688818
M5.10	ILMN_1766163
M5.10	ILMN_1657495
M5.10	ILMN_1813836
M5.10	ILMN_1658486
M5.10	ILMN_1723222
M5.10	ILMN_1660840
M5.10	ILMN_1718807
M5.10	ILMN_1686645
M5.10	ILMN_1791544
M5.10	ILMN_1739781
M5.10	ILMN_1694795
M5.10	ILMN_1700477
M5.10	ILMN_1679555
M5.10	ILMN_1692486
M5.10	ILMN_1656293
M5.10	ILMN_1659343
M5.10	ILMN_1768743
M5.10	ILMN_1739497
M5.10	ILMN_1826531
M5.10	ILMN_1749629
M5.10	ILMN_1699253
M5.10	ILMN_1806266
M5.10	ILMN_1748819
M5.10	ILMN_1691843
M5.10	ILMN_1721704
M5.10	ILMN_1697884
M5.10	ILMN_1790575
M5.10	ILMN_1754553
M5.10	ILMN_1788363
M5.10	ILMN_1724487
M5.10	ILMN_1781638
M5.10	ILMN_1692770
M5.10	ILMN_1717855
M5.10	ILMN_1738207
M5.10	ILMN_1696485
M5.10	ILMN_1732705
M5.10	ILMN_1726169
M5.10	ILMN_1759325
M5.10	ILMN_1702828
M5.10	ILMN_1690982
M5.10	ILMN_1752111
M5.11	ILMN_1728180
M5.11	ILMN_1721621
M5.11	ILMN_1750911
M5.11	ILMN_1795428
M5.11	ILMN_1801109
M5.11	ILMN_1730539
M5.11	ILMN_1738239
M5.11	ILMN_1763605
M5.11	ILMN_1751958
M5.11	ILMN_1723124
M5.11	ILMN_1724341
M5.11	ILMN_1697639
M5.11	ILMN_1665331
M5.11	ILMN_1789364
M5.11	ILMN_1745034
M5.11	ILMN_1716921
M5.11	ILMN_1806951
M5.11	ILMN_1893511
M5.11	ILMN_1658373
M5.11	ILMN_1779171
M5.11	ILMN_1760718
M5.11	ILMN_1706608
M5.11	ILMN_1656316
M5.11	ILMN_1802971
M5.11	ILMN_1685052
M5.11	ILMN_1798826
M5.11	ILMN_1703555
M5.11	ILMN_1656656
M5.11	ILMN_1733248
M5.11	ILMN_1686135
M5.11	ILMN_1668526
M5.11	ILMN_1761058
M5.11	ILMN_1803018
M5.11	ILMN_1655117
M5.11	ILMN_1778734
M5.11	ILMN_1874689
M5.11	ILMN_1697793
M5.11	ILMN_1657554
M5.11	ILMN_1694233
M5.11	ILMN_1843949
M5.11	ILMN_1696843
M5.11	ILMN_1760281
M5.11	ILMN_1758798
M5.11	ILMN_1768311
M5.11	ILMN_1743204
M5.11	ILMN_1681118
M5.11	ILMN_1732089
M5.11	ILMN_1653319
M5.11	ILMN_1655635
M5.11	ILMN_1813191
M5.11	ILMN_1697629
M5.11	ILMN_1766803
M5.11	ILMN_1693538
M5.11	ILMN_1718734
M5.11	ILMN_1810703
M5.11	ILMN_1657156
M5.11	ILMN_1682738
M5.11	ILMN_1711270
M5.11	ILMN_1732053
M5.11	ILMN_1737611
M5.11	ILMN_1811301
M5.11	ILMN_1677532
M5.11	ILMN_1702858
M5.11	ILMN_1676302
M5.11	ILMN_1719694
M5.11	ILMN_1664233
M5.11	ILMN_1696375
M5.12	ILMN_1751330
M5.12	ILMN_1758250
M5.12	ILMN_1678054
M5.12	ILMN_1766386
M5.12	ILMN_1726591
M5.12	ILMN_1732534
M5.12	ILMN_1777565
M5.12	ILMN_1731418
M5.12	ILMN_1718977
M5.12	ILMN_1803457
M5.12	ILMN_1751079
M5.12	ILMN_1745148
M5.12	ILMN_1776723
M5.12	ILMN_1671703
M5.12	ILMN_1657181
M5.12	ILMN_1703263
M5.12	ILMN_1766054
M5.12	ILMN_1740572
M5.12	ILMN_1729973
M5.12	ILMN_1788017
M5.12	ILMN_1818621
M5.12	ILMN_1704431
M5.12	ILMN_1774077
M5.12	ILMN_1737599
M5.12	ILMN_1691717
M5.12	ILMN_1736863
M5.12	ILMN_1776777
M5.12	ILMN_1802708
M5.12	ILMN_1663927
M5.12	ILMN_1715760
M5.12	ILMN_1734833
M5.12	ILMN_1690939
M5.12	ILMN_1668358
M5.12	ILMN_1798827
M5.12	ILMN_1687768
M5.12	ILMN_1733048
M5.12	ILMN_1894821
M5.12	ILMN_1654812
M5.12	ILMN_1690920
M5.12	ILMN_1667985
M5.12	ILMN_1733998
M5.12	ILMN_1689977
M5.12	ILMN_1750321
M5.12	ILMN_1845037
M5.12	ILMN_1689669
M5.12	ILMN_1704972
M5.12	ILMN_1769734
M5.12	ILMN_1762284
M5.12	ILMN_1745471
M5.12	ILMN_1751886
M5.12	ILMN_1674891
M5.12	ILMN_1659913
M5.12	ILMN_1678766
M5.12	ILMN_1811077
M5.12	ILMN_1666376
M5.12	ILMN_1778599
M5.12	ILMN_1754859
M5.12	ILMN_1697971
M5.12	ILMN_1759014
M5.12	ILMN_1798233
M5.12	ILMN_1791754
M5.12	ILMN_1723480
M5.12	ILMN_1742270
M5.12	ILMN_1739541
M5.13	ILMN_1750143
M5.13	ILMN_1701696
M5.13	ILMN_1731599
M5.13	ILMN_1704094
M5.13	ILMN_1728385
M5.13	ILMN_1800543
M5.13	ILMN_1682910
M5.13	ILMN_1769720
M5.13	ILMN_1666372
M5.13	ILMN_1805998
M5.13	ILMN_1725169
M5.13	ILMN_1783806
M5.13	ILMN_1800612
M5.13	ILMN_1794223
M5.13	ILMN_1706326
M5.13	ILMN_1752520
M5.13	ILMN_1677440
M5.13	ILMN_1703720
M5.13	ILMN_1726239
M5.13	ILMN_1712659
M5.13	ILMN_1658053
M5.13	ILMN_1741175
M5.13	ILMN_1761721
M5.13	ILMN_1675085
M5.13	ILMN_1770784
M5.13	ILMN_1677607
M5.13	ILMN_1725244
M5.13	ILMN_1701749
M5.13	ILMN_1700515
M5.13	ILMN_1785113
M5.13	ILMN_1710406
M5.13	ILMN_1727603
M5.13	ILMN_1706817
