;GO:0036255;GO:1903442;GO:0032570;GO:0045907;GO:0097190;GO:0022900;GO:0030307;GO:0032526;GO:0001666;GO:0045892;GO:0010977;GO:0045893;GO:0019464;GO:0032024;GO:0060292;GO:0035556;GO:0050853;GO:0033194;GO:0043277;GO:0007565;GO:0043312;GO:0045454;GO:0045779;GO:0007204;GO:0033209;GO:1990830;GO:0043066;GO:0019674;GO:0032355;GO:0030890;GO:0014824;GO:0018105;GO:0018107;GO:0034976
GO:0036255;1.0;0.44571305317054594;0.44571305317054594;0.0;0.0;0.0;0.0;0.44571305317054594;0.40255029006059445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46569204726958535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4062221511962124;0.0;0.0;0.44571305317054594;0.0;0.0;0.0;0.0;0.41569655456547466
GO:1903442;0.44571305317054594;1.0;0.5934960874910626;0.0;0.0;0.0;0.0;0.5934960874910626;0.40255029006059445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5587288733825864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.428883388185629;0.0;0.0;0.6357873808459915;0.0;0.0;0.0;0.0;0.41569655456547466
GO:0032570;0.44571305317054594;0.5934960874910626;1.0;0.0;0.0;0.0;0.0;0.5934960874910626;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5587288733825864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.428883388185629;0.0;0.0;0.5934960874910626;0.0;0.0;0.0;0.0;0.43532661093098707
GO:0045907;0.0;0.0;0.0;1.0;0.48707286941052697;0.0;0.44208400182975705;0.0;0.0;0.3602617962413725;0.5631823215800476;0.44466501484215176;0.359374539574721;0.37620420455963793;0.359374539574721;0.5324390248206085;0.48468115810097206;0.0;0.0;0.5299724222945389;0.0;0.40166583292964997;0.40166583292964997;0.3916664211353051;0.43761722505236517;0.0;0.3584235075907858;0.0;0.0;0.3063477393804779;0.7016686883961482;0.0;0.0;0.0
GO:0097190;0.0;0.0;0.0;0.48707286941052697;1.0;0.4581035956457646;0.47790073363365226;0.0;0.0;0.44349956628348547;0.5577718431601106;0.45367919208438645;0.33714860716322076;0.369136574808537;0.3523069098236201;0.7161632184679758;0.6114966957838561;0.0;0.0;0.0;0.4617073676978904;0.43457437700336077;0.3585009579644807;0.3638217009071567;0.6213414186997325;0.33714860716322076;0.46129133399841116;0.3832702106545222;0.0;0.3153619166227125;0.4722774227688075;0.3832702106545222;0.3757396259776029;0.4666355624166775
GO:0022900;0.0;0.0;0.0;0.0;0.4581035956457646;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36562335570920573;0.0;0.0;0.5034697510558461;0.3988032283717265;0.0;0.0;0.0;0.3819735633868096;0.355171008825149;0.0;0.3323803110180077;0.4086479512876028;0.29556477863482483;0.0;0.4117449592005072;0.0;0.0;0.0;0.4117449592005072;0.4042143745235879;0.412532935538112
GO:0030307;0.0;0.0;0.0;0.44208400182975705;0.47790073363365226;0.0;1.0;0.0;0.0;0.44349956628348547;0.5430836008959539;0.53331809979558;0.26444399670618085;0.4786092177052953;0.3523069098236201;0.5232668890437338;0.4095780419244642;0.0;0.0;0.0;0.0;0.43457437700336077;0.31620966460955174;0.29795586080283276;0.3789812977244133;0.0;0.46129133399841116;0.0;0.0;0.41231576116930124;0.3477186622341379;0.0;0.0;0.0
GO:0032526;0.44571305317054594;0.5934960874910626;0.5934960874910626;0.0;0.0;0.0;0.0;1.0;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6010201667375155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.428883388185629;0.0;0.0;0.6357873808459915;0.0;0.0;0.0;0.0;0.43532661093098707
GO:0001666;0.40255029006059445;0.40255029006059445;0.42521152705001103;0.0;0.0;0.0;0.0;0.42521152705001103;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5911968804996903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36609056871016515;0.0;0.0;0.42521152705001103;0.0;0.0;0.0;0.0;0.6207310492473191
GO:0045892;0.0;0.0;0.0;0.3602617962413725;0.44349956628348547;0.0;0.44349956628348547;0.0;0.0;1.0;0.5079403738988508;0.7724825783855269;0.27457854877881904;0.35139552338078395;0.42703420109702994;0.48886572169356696;0.36688426217405223;0.0;0.0;0.0;0.0;0.3869995903900429;0.3917617262201054;0.31424867671734896;0.37672898508992847;0.0;0.536018625271821;0.0;0.0;0.3077633038342063;0.3454663495996531;0.0;0.0;0.0
GO:0010977;0.0;0.0;0.0;0.5631823215800476;0.5577718431601106;0.0;0.5430836008959539;0.0;0.0;0.5079403738988508;1.0;0.44114039579185704;0.31603508142657444;0.3369677221504953;0.4167477174389854;0.6031379985701921;0.49847147588607255;0.0;0.0;0.0;0.0;0.37974428735590254;0.4922959184327699;0.34832696298715854;0.5083161988019488;0.0;0.5257321416137765;0.0;0.0;0.3046493183723101;0.4770535633116734;0.0;0.0;0.0
GO:0045893;0.0;0.0;0.0;0.44466501484215176;0.45367919208438645;0.0;0.53331809979558;0.0;0.0;0.7724825783855269;0.44114039579185704;1.0;0.28475817457972;0.4370727393206343;0.344745484196768;0.49904534749446794;0.4175053550908803;0.0;0.0;0.0;0.0;0.3971792161909439;0.328278295348212;0.3244283025182499;0.3869086108908294;0.0;0.453729908371559;0.0;0.0;0.4047543355424491;0.35564597540055404;0.0;0.0;0.0
GO:0019464;0.0;0.0;0.0;0.359374539574721;0.33714860716322076;0.36562335570920573;0.26444399670618085;0.0;0.0;0.27457854877881904;0.31603508142657444;0.28475817457972;1.0;0.30271487248131695;0.3327001516739278;0.38251476257330225;0.27784823988918267;0.0;0.0;0.0;0.24138851853875337;0.3327001516739278;0.3327001516739278;0.329539510232299;0.28769296280505896;0.19457357436122563;0.2727402601282323;0.35109390367329946;0.0;0.15286144144501296;0.3495298166588447;0.3415386234739314;0.3340080387970121;0.3040967454057377
GO:0032024;0.0;0.0;0.0;0.37620420455963793;0.369136574808537;0.0;0.4786092177052953;0.0;0.0;0.35139552338078395;0.3369677221504953;0.4370727393206343;0.30271487248131695;1.0;0.3629176854782333;0.4145027302186185;0.31333268144951854;0.0;0.0;0.0;0.0;0.3918211100137737;0.3495298166588447;0.3362267365779689;0.28273593724946766;0.0;0.36504597352346546;0.0;0.0;0.31607040069435555;0.34904454480836644;0.0;0.0;0.0
GO:0060292;0.0;0.0;0.0;0.359374539574721;0.3523069098236201;0.0;0.3523069098236201;0.0;0.0;0.42703420109702994;0.4167477174389854;0.344745484196768;0.3327001516739278;0.3629176854782333;1.0;0.3976730652337016;0.2733764861840696;0.0;0.0;0.0;0.0;0.3749914450288568;0.40179399959051737;0.35220074722171546;0.2832212090999459;0.0;0.44482596881195563;0.0;0.0;0.209731877021625;0.3495298166588447;0.0;0.0;0.0
GO:0035556;0.0;0.0;0.0;0.5324390248206085;0.7161632184679758;0.5034697510558461;0.5232668890437338;0.0;0.0;0.48886572169356696;0.6031379985701921;0.49904534749446794;0.38251476257330225;0.4145027302186185;0.3976730652337016;1.0;0.6568628511939376;0.0;0.0;0.0;0.5070735231079719;0.47994053241344226;0.4038671133745622;0.4091878563172382;0.666707574109814;0.38251476257330225;0.5066574894084926;0.4286363660646037;0.0;0.360728072032794;0.5176435781788891;0.4286363660646037;0.4211057813876844;0.512001717826759
GO:0050853;0.0;0.0;0.0;0.48468115810097206;0.6114966957838561;0.3988032283717265;0.4095780419244642;0.0;0.0;0.36688426217405223;0.49847147588607255;0.4175053550908803;0.27784823988918267;0.31333268144951854;0.2733764861840696;0.6568628511939376;1.0;0.0;0.0;0.0;0.5469259582019668;0.3752740097293227;0.29920059069044264;0.3045213336331187;0.5988032204436986;0.27784823988918267;0.36504597352346546;0.3239698433804841;0.0;0.3824287662360633;0.4129770554947695;0.3239698433804841;0.3164392587035649;0.40733519514263944
GO:0033194;0.46569204726958535;0.5587288733825864;0.5587288733825864;0.0;0.0;0.0;0.0;0.6010201667375155;0.5911968804996903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4262011452952518;0.0;0.0;0.6010201667375155;0.0;0.0;0.0;0.0;0.5911695257414193
GO:0043277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.45197128223470634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007565;0.0;0.0;0.0;0.5299724222945389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5201276993786625;0.0;0.0;0.0
GO:0043312;0.0;0.0;0.0;0.0;0.4617073676978904;0.3819735633868096;0.0;0.0;0.0;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.5070735231079719;0.5469259582019668;0.0;0.45197128223470634;0.0;1.0;0.28367981189368235;0.0;0.2736804000993375;0.4122517233397286;0.24138851853875337;0.0;0.28982524156017203;0.0;0.0;0.0;0.28982524156017203;0.2822946568832527;0.3637029755960619
GO:0045454;0.0;0.0;0.0;0.40166583292964997;0.43457437700336077;0.355171008825149;0.43457437700336077;0.0;0.0;0.3869995903900429;0.37974428735590254;0.3971792161909439;0.3327001516739278;0.3918211100137737;0.3749914450288568;0.47994053241344226;0.3752740097293227;0.0;0.0;0.0;0.28367981189368235;1.0;0.3749914450288568;0.5224189317113863;0.38511873264519897;0.24138851853875337;0.40782253872887275;0.28982524156017203;0.0;0.25654682119915273;0.3918211100137737;0.28982524156017203;0.2822946568832527;0.3637029755960619
GO:0045779;0.0;0.0;0.0;0.40166583292964997;0.3585009579644807;0.0;0.31620966460955174;0.0;0.0;0.3917617262201054;0.4922959184327699;0.328278295348212;0.3327001516739278;0.3495298166588447;0.40179399959051737;0.4038671133745622;0.29920059069044264;0.0;0.0;0.0;0.0;0.3749914450288568;1.0;0.35220074722171546;0.3090453136063189;0.0;0.3899234375695187;0.0;0.0;0.19326468817306902;0.3918211100137737;0.0;0.0;0.0
GO:0007204;0.0;0.0;0.0;0.3916664211353051;0.3638217009071567;0.3323803110180077;0.29795586080283276;0.0;0.0;0.31424867671734896;0.34832696298715854;0.3244283025182499;0.329539510232299;0.3362267365779689;0.35220074722171546;0.4091878563172382;0.3045213336331187;0.0;0.0;0.0;0.2736804000993375;0.5224189317113863;0.35220074722171546;1.0;0.3143660565489949;0.23822787709712456;0.31241038806676225;0.2938370983146914;0.0;0.1950232739822172;0.38182169821942885;0.2938370983146914;0.2863065136377721;0.3409122777889206
GO:0033209;0.0;0.0;0.0;0.43761722505236517;0.6213414186997325;0.4086479512876028;0.3789812977244133;0.0;0.0;0.37672898508992847;0.5083161988019488;0.3869086108908294;0.28769296280505896;0.28273593724946766;0.2832212090999459;0.666707574109814;0.5988032204436986;0.0;0.0;0.0;0.4122517233397286;0.38511873264519897;0.3090453136063189;0.3143660565489949;1.0;0.28769296280505896;0.37489069643934175;0.3338145662963604;0.0;0.2504175334712824;0.4228217784106458;0.3338145662963604;0.3262839816194411;0.4171799180585157
GO:1990830;0.4062221511962124;0.428883388185629;0.428883388185629;0.0;0.33714860716322076;0.29556477863482483;0.0;0.428883388185629;0.36609056871016515;0.0;0.0;0.0;0.19457357436122563;0.0;0.0;0.38251476257330225;0.27784823988918267;0.4262011452952518;0.0;0.0;0.24138851853875337;0.24138851853875337;0.0;0.23822787709712456;0.28769296280505896;1.0;0.0;0.24753394820524305;0.428883388185629;0.0;0.0;0.24753394820524305;0.24000336352832374;0.46664002885374817
GO:0043066;0.0;0.0;0.0;0.3584235075907858;0.46129133399841116;0.0;0.46129133399841116;0.0;0.0;0.536018625271821;0.5257321416137765;0.453729908371559;0.2727402601282323;0.36504597352346546;0.44482596881195563;0.5066574894084926;0.36504597352346546;0.0;0.0;0.0;0.0;0.40782253872887275;0.3899234375695187;0.31241038806676225;0.37489069643934175;0.0;1.0;0.0;0.0;0.31871630119641603;0.34362806094906634;0.0;0.0;0.0
GO:0019674;0.0;0.0;0.0;0.0;0.3832702106545222;0.4117449592005072;0.0;0.0;0.0;0.0;0.0;0.0;0.35109390367329946;0.0;0.0;0.4286363660646037;0.3239698433804841;0.0;0.0;0.0;0.28982524156017203;0.28982524156017203;0.0;0.2938370983146914;0.3338145662963604;0.24753394820524305;0.0;1.0;0.0;0.0;0.0;0.4861259750570191;0.4785953903800998;0.3543596664692833
GO:0032355;0.44571305317054594;0.6357873808459915;0.5934960874910626;0.0;0.0;0.0;0.0;0.6357873808459915;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6010201667375155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.428883388185629;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.43532661093098707
GO:0030890;0.0;0.0;0.0;0.3063477393804779;0.3153619166227125;0.0;0.41231576116930124;0.0;0.0;0.3077633038342063;0.3046493183723101;0.4047543355424491;0.15286144144501296;0.31607040069435555;0.209731877021625;0.360728072032794;0.3824287662360633;0.0;0.0;0.0;0.0;0.25654682119915273;0.19326468817306902;0.1950232739822172;0.2504175334712824;0.0;0.31871630119641603;0.0;0.0;1.0;0.219154897981007;0.0;0.0;0.0
GO:0014824;0.0;0.0;0.0;0.7016686883961482;0.4722774227688075;0.0;0.3477186622341379;0.0;0.0;0.3454663495996531;0.4770535633116734;0.35564597540055404;0.3495298166588447;0.34904454480836644;0.3495298166588447;0.5176435781788891;0.4129770554947695;0.0;0.0;0.5201276993786625;0.0;0.3918211100137737;0.3918211100137737;0.38182169821942885;0.4228217784106458;0.0;0.34362806094906634;0.0;0.0;0.219154897981007;1.0;0.0;0.0;0.0
GO:0018105;0.0;0.0;0.0;0.0;0.3832702106545222;0.4117449592005072;0.0;0.0;0.0;0.0;0.0;0.0;0.3415386234739314;0.0;0.0;0.4286363660646037;0.3239698433804841;0.0;0.0;0.0;0.28982524156017203;0.28982524156017203;0.0;0.2938370983146914;0.3338145662963604;0.24753394820524305;0.0;0.4861259750570191;0.0;0.0;0.0;1.0;0.7478894255107232;0.3543596664692833
GO:0018107;0.0;0.0;0.0;0.0;0.3757396259776029;0.4042143745235879;0.0;0.0;0.0;0.0;0.0;0.0;0.3340080387970121;0.0;0.0;0.4211057813876844;0.3164392587035649;0.0;0.0;0.0;0.2822946568832527;0.2822946568832527;0.0;0.2863065136377721;0.3262839816194411;0.24000336352832374;0.0;0.4785953903800998;0.0;0.0;0.0;0.7478894255107232;1.0;0.346829081792364
GO:0034976;0.41569655456547466;0.41569655456547466;0.43532661093098707;0.0;0.4666355624166775;0.412532935538112;0.0;0.43532661093098707;0.6207310492473191;0.0;0.0;0.0;0.3040967454057377;0.0;0.0;0.512001717826759;0.40733519514263944;0.5911695257414193;0.0;0.0;0.3637029755960619;0.3637029755960619;0.0;0.3409122777889206;0.4171799180585157;0.46664002885374817;0.0;0.3543596664692833;0.43532661093098707;0.0;0.0;0.3543596664692833;0.346829081792364;1.0
