;GO:0009298;GO:0008285;GO:1901386;GO:0045786;GO:0006886;GO:0006468;GO:0097494;GO:0051586;GO:0071376;GO:0010578;GO:2000852;GO:0035556;GO:0032482;GO:0007565;GO:0048843;GO:0007166;GO:0007189;GO:0009306;GO:0007567;GO:0001755;GO:0006904;GO:0043065;GO:0018125;GO:0017157;GO:0072659;GO:0030335;GO:0071526;GO:0051458
GO:0009298;1.0;0.0;0.0;0.0;0.0;0.07548231845693805;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.07548231845693805;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624
GO:0008285;0.0;1.0;0.12804570306913615;0.13839445927415203;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.13839445927415203;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955
GO:1901386;0.0;0.12804570306913615;1.0;0.12804570306913615;0.0;0.0;0.036692364793703955;0.3426981628466756;0.0;0.17530917548795347;0.23542160760630382;0.042064647228987374;0.042064647228987374;0.0;0.19673256925640645;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.23542160760630382;0.0;0.19673256925640645;0.042064647228987374;0.036692364793703955
GO:0045786;0.0;0.13839445927415203;0.12804570306913615;1.0;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.13839445927415203;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955
GO:0006886;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26376911423447535;0.0;0.0;0.2147074070362994;0.0;0.0;0.0;0.2288532216884073;0.0;0.0;0.26194940557449836
GO:0006468;0.07548231845693805;0.0;0.0;0.0;0.0;1.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.18032682375526765;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624
GO:0097494;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.01468324974140624;1.0;0.16702085169111647;0.01468324974140624;0.036692364793703955;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.16702085169111647
GO:0051586;0.0;0.047799631016701725;0.3426981628466756;0.047799631016701725;0.0;0.0;0.16702085169111647;1.0;0.0;0.047799631016701725;0.23542160760630382;0.047799631016701725;0.047799631016701725;0.0;0.19673256925640645;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.23542160760630382;0.0;0.19673256925640645;0.047799631016701725;0.16702085169111647
GO:0071376;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;1.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624
GO:0010578;0.0;0.047799631016701725;0.17530917548795347;0.047799631016701725;0.0;0.0;0.036692364793703955;0.047799631016701725;0.0;1.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955
