;GO:0046458;GO:0006364;GO:0001570;GO:0006369;GO:0045766;GO:0000398;GO:0000122;GO:0045892;GO:0000480;GO:0045893;GO:0006914;GO:0070267;GO:0030148;GO:2000773;GO:0006351;GO:0000209;GO:0000447;GO:0001561;GO:0006357;GO:0051013;GO:0098789;GO:0010507;GO:0031124;GO:0031122;GO:0001938;GO:0033306
GO:0046458;1.0;0.25;0.2222222222222222;0.18518518518518523;0.0;0.2272727272727273;0.0;0.0;0.2272727272727273;0.0;0.4444444444444444;0.1428571428571429;0.26315789473684215;0.0;0.1724137931034483;0.26315789473684215;0.2272727272727273;0.1724137931034483;0.0;0.16666666666666663;0.23809523809523814;0.0;0.25;0.15384615384615385;0.0;0.2777777777777778
GO:0006364;0.25;1.0;0.09090909090909094;0.5;0.0;0.6666666666666667;0.0;0.0;0.6;0.0;0.18181818181818177;0.07407407407407407;0.23333333333333328;0.0;0.46875;0.27586206896551724;0.6;0.14634146341463417;0.0;0.07999999999999996;0.625;0.0;0.7272727272727273;0.07692307692307687;0.0;0.19999999999999996
GO:0001570;0.2222222222222222;0.09090909090909094;1.0;0.06896551724137934;0.0;0.08333333333333337;0.0;0.0;0.08333333333333337;0.0;0.19999999999999996;0.15384615384615385;0.09523809523809523;0.0;0.06451612903225812;0.09523809523809523;0.08333333333333337;0.06451612903225812;0.0;0.18181818181818177;0.08695652173913049;0.0;0.09090909090909094;0.16666666666666663;0.0;0.09999999999999998
GO:0006369;0.18518518518518523;0.5;0.06896551724137934;1.0;0.0;0.46875;0.0;0.0;0.46875;0.0;0.13793103448275867;0.05882352941176472;0.2941176470588235;0.0;0.8620689655172413;0.2222222222222222;0.46875;0.125;0.0;0.0625;0.4838709677419355;0.0;0.5;0.06060606060606055;0.0;0.16216216216216217
GO:0045766;0.0;0.0;0.0;0.0;1.0;0.0;0.06521739130434778;0.06818181818181823;0.0;0.09523809523809523;0.0;0.09523809523809523;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.10344827586206895;0.0;0.0;0.12;0.0;0.0;0.19999999999999996;0.0
GO:0000398;0.2272727272727273;0.6666666666666667;0.08333333333333337;0.46875;0.0;1.0;0.0;0.0;0.5555555555555556;0.0;0.16666666666666663;0.06896551724137934;0.21875;0.0;0.4411764705882353;0.25806451612903225;0.5555555555555556;0.13953488372093026;0.0;0.07407407407407407;0.64;0.0;0.8181818181818181;0.0714285714285714;0.0;0.1875
GO:0000122;0.0;0.0;0.0;0.0;0.06521739130434778;0.0;1.0;0.9444444444444444;0.0;0.38;0.0;0.045454545454545414;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.5277777777777778;0.0;0.0;0.24390243902439024;0.0;0.0;0.09302325581395354;0.0
GO:0045892;0.0;0.0;0.0;0.0;0.06818181818181823;0.0;0.9444444444444444;1.0;0.0;0.39583333333333337;0.0;0.04761904761904767;0.0;0.13953488372093026;0.0;0.0;0.0;0.0;0.5588235294117647;0.0;0.0;0.2564102564102564;0.0;0.0;0.09756097560975607;0.0
GO:0000480;0.2272727272727273;0.6;0.08333333333333337;0.46875;0.0;0.5555555555555556;0.0;0.0;1.0;0.0;0.16666666666666663;0.06896551724137934;0.21875;0.0;0.4411764705882353;0.25806451612903225;1.0;0.13953488372093026;0.0;0.07407407407407407;0.7083333333333333;0.0;0.6;0.0714285714285714;0.0;0.1875
GO:0045893;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.38;0.39583333333333337;0.0;1.0;0.0;0.04878048780487809;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.5757575757575757;0.0;0.0;0.1428571428571429;0.0;0.0;0.1578947368421053;0.0
GO:0006914;0.4444444444444444;0.18181818181818177;0.19999999999999996;0.13793103448275867;0.0;0.16666666666666663;0.0;0.0;0.16666666666666663;0.0;1.0;0.1333333333333333;0.19047619047619047;0.0;0.12903225806451613;0.19047619047619047;0.16666666666666663;0.2068965517241379;0.0;0.15384615384615385;0.17391304347826086;0.0;0.18181818181818177;0.1428571428571429;0.0;0.19999999999999996
GO:0070267;0.1428571428571429;0.07407407407407407;0.15384615384615385;0.05882352941176472;0.09523809523809523;0.06896551724137934;0.045454545454545414;0.04761904761904767;0.06896551724137934;0.04878048780487809;0.1333333333333333;1.0;0.07692307692307687;0.08695652173913049;0.05555555555555558;0.07692307692307687;0.06896551724137934;0.05555555555555558;0.07407407407407407;0.2857142857142857;0.0714285714285714;0.08695652173913049;0.07407407407407407;0.2666666666666667;0.10526315789473684;0.07999999999999996
GO:0030148;0.26315789473684215;0.23333333333333328;0.09523809523809523;0.2941176470588235;0.0;0.21875;0.0;0.0;0.21875;0.0;0.19047619047619047;0.07692307692307687;1.0;0.0;0.2777777777777778;0.2857142857142857;0.21875;0.21052631578947367;0.0;0.08333333333333337;0.22580645161290325;0.0;0.23333333333333328;0.07999999999999996;0.0;0.2962962962962963
