;GO:0060088;GO:0007094;GO:0070849;GO:2000480;GO:0006281;GO:0036498;GO:0071816;GO:0007093;GO:1904456;GO:0007098;GO:0033384;GO:0002480;GO:0002481;GO:0045646;GO:0007413;GO:0050796;GO:0002237;GO:0002479;GO:0001666;GO:0006559;GO:0000460;GO:0045892;GO:0051482;GO:0042780;GO:0019885;GO:0031990;GO:0015701;GO:0035435;GO:0035556;GO:0042307;GO:0042308;GO:0065003;GO:1904983;GO:0051260;GO:0006695;GO:0007268;GO:0007026;GO:0006572;GO:0007265;GO:1900026;GO:1901874;GO:0000226;GO:0009725;GO:0060236;GO:0051016;GO:0048011;GO:0016081;GO:0000470;GO:0045540;GO:0072332;GO:0001956;GO:0031629;GO:0070830;GO:0050848;GO:0010701;GO:0032436;GO:0034614;GO:0051017;GO:0055072;GO:0018009;GO:0035025;GO:0045947;GO:0008286;GO:0006260;GO:0008285;GO:0006662;GO:0006783;GO:0045944;GO:0043401;GO:0000398;GO:0048813;GO:0000045;GO:0000165;GO:0018095;GO:0106074;GO:0048026;GO:0051262;GO:0019221;GO:0097746;GO:0031453;GO:0048260;GO:0010510;GO:0016236;GO:0008050;GO:0033077;GO:0000209;GO:0035493;GO:0008053;GO:0045956;GO:1903955;GO:0010807;GO:0048675;GO:0001933;GO:0018400;GO:0021915;GO:1901386;GO:0007179;GO:0006366;GO:0043149;GO:0006006;GO:0006886;GO:0006644;GO:0006887;GO:0006367;GO:0006885;GO:0006637;GO:0009749;GO:0006999;GO:0010977;GO:0031398;GO:0016055;GO:0035115;GO:0033216;GO:1904781;GO:0046827;GO:0007186;GO:0090267;GO:0031670;GO:1901673;GO:0045454;GO:0043312;GO:0002053;GO:0045736;GO:0006898;GO:0007621;GO:0045337;GO:0045217;GO:0032515;GO:0006404;GO:0031669;GO:0071283;GO:0030218;GO:0050482;GO:0002726;GO:1990613;GO:0072657;GO:0031146;GO:0001916;GO:0010469;GO:0032233;GO:0046718;GO:0043966;GO:0036158;GO:0033320;GO:1904434;GO:0046039;GO:1904437;GO:0046832;GO:0006468;GO:0043687;GO:0006986;GO:0006469;GO:0006620;GO:0000122;GO:0030326;GO:0060509;GO:0032465;GO:0060071;GO:0030047;GO:0031532;GO:0035457;GO:0071514;GO:0060333;GO:0006351;GO:1900121;GO:0044267;GO:0046600;GO:0006355;GO:0007166;GO:0006111;GO:0007288;GO:0002154;GO:0006633;GO:0006357;GO:0006511;GO:0000098;GO:0045087;GO:0070098;GO:2000463;GO:0035725;GO:0070895;GO:0031122;GO:0030433
GO:0060088;1.0;0.020275980933668718;0.0;0.0;0.02619252379014657;0.02174314637983691;0.0;0.022929992442664027;0.0;0.18016694878076595;0.017440114187681783;0.0;0.0;0.0;0.6089168150065267;0.0;0.0;0.0;0.0;0.019454633959398688;0.02020280083632445;0.0;0.021238665959601426;0.01887652695603444;0.0;0.017440114187681783;0.0;0.0;0.029358481352004768;0.0;0.0;0.24700385427287994;0.0;0.21217104784099758;0.0;0.0254060572521794;0.0;0.01868714032575525;0.024660550263540332;0.0;0.0;0.21663264266191556;0.0;0.0;0.16793615241849508;0.020275980933668718;0.019193656101624983;0.02060060834852257;0.0;0.02189537351534798;0.0;0.16628915723881085;0.17762963506090265;0.0;0.0;0.0;0.02305103501128173;0.18503304184304367;0.0;0.016735498401546103;0.0;0.0;0.022562562575308493;0.02362666273143192;0.0;0.0;0.020275980933668718;0.0;0.02336439314196439;0.024809858232917762;0.46121609468306857;0.18453041302811737;0.025077725012694282;0.01932980117066826;0.01967736774486301;0.0;0.19732341228642905;0.026862234835871353;0.0;0.0;0.0;0.0;0.022744481272086482;0.0;0.020714994840789015;0.0247029015255915;0.15952142582353895;0.16940367737481218;0.0;0.0;0.0;0.02111024600253506;0.0;0.016735498401546103;0.0;0.0;0.0227250195291557;0.02690871356398683;0.16538193066208984;0.0;0.0;0.025807083342115632;0.02724381263131305;0.023909086972007047;0.0;0.022744481272086482;0.0;0.16793615241849508;0.0;0.0;0.025092239146645663;0.0;0.0;0.0;0.0;0.028756141138988375;0.0;0.021711219831793305;0.0;0.022168637735401456;0.026143348024288474;0.0;0.0;0.0;0.0;0.018206670843572734;0.16335194767619982;0.0;0.0;0.024263716363412083;0.017440114187681783;0.021645739105976714;0.0;0.0;0.1414280589379686;0.0;0.021358719349702425;0.0;0.0;0.0;0.0;0.1823505473199244;0.17194032870562334;0.016735498401546103;0.0;0.02097206752162638;0.0;0.0;0.02774245850349534;0.02550101479709767;0.0;0.0;0.0;0.0;0.0;0.018467991341220527;0.0;0.02174314637983691;0.14738261377339634;0.18427326217847942;0.01932980117066826;0.020346083498723314;0.022268338462058074;0.03065413987965565;0.0;0.03176880591278177;0.0;0.0;0.030589979469413716;0.0;0.16440688243693133;0.01788048761237731;0.02305103501128173;0.0;0.02619252379014657;0.01967736774486301;0.0;0.02236340122458177;0.0;0.0;0.0;0.18503304184304367;0.022194025132937306
GO:0007094;0.020275980933668718;1.0;0.0;0.18690452380228023;0.027703411996866222;0.07413883766130161;0.0;0.8625427811870853;0.1634326497400965;0.4527389865716073;0.01809729474646061;0.0;0.0;0.07316929192947005;0.021246167726588917;0.08199416894264892;0.0;0.0;0.0;0.020275980933668718;0.021089976034555206;0.2859147041793787;0.055529557291045036;0.019648816607209404;0.0;0.01809729474646061;0.0;0.0;0.10179596007278027;0.06403646285104117;0.17988075281878166;0.03112262640380578;0.0;0.02649157534253356;0.0;0.02682511679124922;0.5883894949842725;0.019443700530977902;0.08462491520689318;0.30535607100311124;0.17057295659138613;0.0270800590317276;0.0;0.5142433628602662;0.5684228585504123;0.06891564477017115;0.019992662136233234;0.021523864074520845;0.06415682418127115;0.07468268961364721;0.06748421709113606;0.0205180357274168;0.021981355279213428;0.07758262873904692;0.06160516693876491;0.0771458609496841;0.024213190317556237;0.022941277152828832;0.05892452539035856;0.017339728950274563;0.07047506265307596;0.19877996225701744;0.07707057980907597;0.024849124238011815;0.26892034704521706;0.0;0.02116973712405622;0.09839103037604466;0.07994958302293613;0.026161326218880628;0.022352817354668576;0.022875990475104722;0.0861353586526052;0.02014042183934945;0.051273067271858985;0.06940336889605397;0.024542967908342993;0.0926278174876124;0.061570348575751936;0.5041731856733563;0.31538898502682944;0.06455437103449081;0.02387517319732646;0.0;0.021648764299347714;0.026042427549117824;0.019648816607209404;0.020919068091574542;0.06916445580749518;0.40446665846969937;0.27010400061706186;0.022080823654154244;0.2572286775336212;0.017339728950274563;0.0;0.18391574458075138;0.07765307256550204;0.02850587585787385;0.020401339940053793;0.0;0.0;0.027272587274262128;0.028882213150935514;0.025161723587948322;0.05955464623467375;0.02387517319732646;0.0;0.02073002640556365;0.5707538005925229;0.0785777989360544;0.08618795908056825;0.0;0.0;0.05570241043814931;0.06086612746677066;0.09957442258726;0.8055091713474026;0.02273919105887121;0.6718194507933174;0.0756598696516044;0.027648405254191526;0.07066884544573485;0.5361465459660971;0.0;0.047289889281872693;0.018924080213231;0.02014042183934945;0.21529897812518378;0.0;0.025554791087860566;0.01809729474646061;0.022667373102279776;0.0;0.059387483231223386;0.017339728950274563;0.0;0.022352817354668576;0.06184350469779602;0.09116936088192511;0.42312411197368033;0.0;0.022593042705441487;0.021246167726588917;0.017339728950274563;0.04522381300535717;0.02192969260898353;0.04522381300535717;0.15781798105124395;0.02944325556657959;0.02693100042818388;0.0;0.24545844702776734;0.0;0.2751367160359442;0.0;0.01920656017453798;0.532664767726546;0.07413883766130161;0.01809729474646061;0.02284259558844974;0.02014042183934945;0.06086612746677066;0.07601668510980168;0.032744130416609944;0.050981453053261495;0.03401913415532445;0.5761833293822041;0.11221777923148246;0.10635646641551065;0.07248481229844167;0.020275980933668718;0.06045879382841808;0.024213190317556237;0.10777266480471735;0.027703411996866222;0.0205180357274168;0.0;0.07635704662816539;0.07027508608932823;0.0;0.17057295659138613;0.022941277152828832;0.02326935612641188
GO:0070849;0.0;0.0;1.0;0.0;0.24112236997645928;0.19535796082292015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4288483449862844;0.0;0.22682842195535663;0.0;0.0;0.0;0.0;0.0;0.0;0.1531411339729816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6199232787313954;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3475265850699182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3935075699150347;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32496154231354807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22100999513607245;0.2551559326323951;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36554864055239095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3187871073384677;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24521888069509343;0.0;0.0;0.0;0.0;0.0;0.3716932901243535
GO:2000480;0.0;0.18690452380228023;0.0;1.0;0.0;0.06911551376350168;0.0;0.21076250322234666;0.15486301631129182;0.0;0.0;0.0;0.0;0.06827215411069404;0.0;0.0758937605564527;0.0;0.0;0.0;0.0;0.0;0.38687204352442306;0.05185240335069931;0.0;0.0;0.0;0.0;0.0;0.09255919341714261;0.05977256868958135;0.16877081934075294;0.0;0.0;0.0;0.0;0.0;0.18928806954638489;0.0;0.07814224402552226;0.06686706065219274;0.4054508764651235;0.0;0.0;0.06728590139753303;0.18326327404790962;0.06455437103449081;0.0;0.0;0.1515707225170699;0.0695879295749403;0.06329673112888025;0.0;0.0;0.07209905214210022;0.05809653937669278;0.2983821342279311;0.0;0.0;0.054800694341765946;0.0;0.06592070451414411;0.39289433406260527;0.0716566224808368;0.0;0.24647756143231725;0.0;0.0;0.20464677002100626;0.07413883766130161;0.0;0.0;0.0;0.07942837835552166;0.0;0.04812204084235154;0.14819521192351906;0.0;0.08491691017435055;0.0570819719699312;0.05569691407432494;0.06891564477017115;0.29931341403526807;0.0;0.0;0.0;0.0;0.0;0.0;0.06477263703294663;0.06672018258805128;0.0595985606966608;0.0;0.6538876839943162;0.0;0.0;0.38057915713361395;0.07215988597727828;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.055345295898913155;0.0;0.0;0.0;0.2166491207896921;0.35756968964206365;0.07947310404933171;0.0;0.0;0.0524479452610096;0.05700123764407563;0.09071887686342082;0.060190181509098085;0.0;0.06432648765024365;0.07043557658994934;0.0;0.06609022054887985;0.6955297271482809;0.0;0.04459656634831675;0.0;0.0;0.5045408605974457;0.0;0.0;0.0;0.0;0.0;0.05570241043814931;0.0;0.0;0.0;0.05785755914066376;0.30693851344607387;0.0695879295749403;0.0;0.0;0.0;0.0;0.20427312671475611;0.0;0.20427312671475611;0.14920095343280554;0.0;0.0;0.0;0.7107565127678285;0.0;0.3735311391591187;0.0;0.0;0.07159089160864772;0.06911551376350168;0.0;0.0;0.0;0.14320304127691744;0.07074471660965363;0.0;0.36891199429540367;0.0;0.1757803962139506;0.23055529157905544;0.09631436016658979;0.1507574228491586;0.0;0.05707594597774237;0.0;0.2222953335513181;0.0;0.0;0.0;0.07103941365552983;0.06574570715869288;0.0;0.23932432487468766;0.0;0.0
GO:0006281;0.02619252379014657;0.027703411996866222;0.24112236997645928;0.0;1.0;0.5194021817703253;0.0;0.032907507611776916;0.0;0.029689020012277516;0.10694739888032122;0.0;0.0;0.0;0.027834446923365584;0.0;0.3037664021553369;0.0;0.45278233526065925;0.24007197284076118;0.283200181325189;0.0;0.02953238318297246;0.25842466747480614;0.0;0.3858017554106755;0.0;0.0;0.04798716550392183;0.0;0.0;0.047640919509112575;0.0;0.03758374961699045;0.26413004332428436;0.03825863493633151;0.0;0.22749275088109716;0.036592782279958665;0.0;0.0;0.03877932620993189;0.3364259058769259;0.0;0.026955195166218297;0.027703411996866222;0.025721655810301506;0.29086427669566106;0.0;0.030817641163373218;0.0;0.02659786442860969;0.029109967259876145;0.0;0.0;0.0;0.5643430984169362;0.030817641163373218;0.0;0.15496379707093255;0.0;0.0;0.03215599028184017;0.7387043708105786;0.0;0.11777061963360551;0.255642181149885;0.0;0.03380963436716135;0.37931102414038853;0.029765019034141818;0.030699944526019946;0.2705312937455288;0.18723405754301514;0.27324431328879933;0.0;0.0337789188704936;0.041659406633906854;0.0;0.0;0.0;0.0;0.15255599440907952;0.0;0.028529524839569664;0.2645263371536837;0.02515530584249927;0.027275699398878514;0.0;0.0;0.0;0.02928466903784216;0.0;0.15496379707093255;0.0;0.0;0.03248698180451989;0.42912357231201204;0.026402094557598947;0.15708848309395937;0.0;0.18483406900612748;0.04258439578213426;0.35917277286658483;0.0;0.15255599440907952;0.27163517750429683;0.026955195166218297;0.0;0.0;0.037551410863454274;0.0;0.0;0.0;0.0;0.04639859111594698;0.0;0.396649688507107;0.0;0.031361756769547826;0.03995549613800302;0.0;0.0;0.0;0.0;0.11313862225042381;0.025966750184543346;0.0;0.0;0.4653110356254471;0.29523168064433336;0.030325391441490674;0.0;0.0;0.021491315517021915;0.0;0.21462159288322424;0.0;0.0;0.0;0.0;0.21770395981314247;0.027834446923365584;0.20408222899975573;0.0;0.27556946186814235;0.0;0.0;0.31593224019882143;0.2774206921393039;0.37683822005942635;0.0;0.0;0.0;0.0;0.024434978772287282;0.0;0.030516924506456815;0.1634437967638915;0.030639830120101748;0.3382044872717631;0.26431681050872213;0.031561665517308275;0.5295660249326735;0.0;0.3949976708719439;0.0;0.0;0.05136729029645831;0.0;0.02619252379014657;0.02341696381729374;0.15644051797407235;0.0;0.28892939430408376;0.1367318889505249;0.5021225235398139;0.031752971719891984;0.0;0.0;0.0;0.030817641163373218;0.5346465286330652
GO:0036498;0.02174314637983691;0.07413883766130161;0.19535796082292015;0.06911551376350168;0.5194021817703253;1.0;0.0;0.08521755552988347;0.05990430059695317;0.024099198191855575;0.01925708380277638;0.0;0.0;0.0790848337081941;0.022862694272932867;0.08949584505552215;0.23454687465758448;0.0;0.3513368253281624;0.02174314637983691;0.02268193162953708;0.10983972539840982;0.05996396766704193;0.021023545921079443;0.0;0.32775817037459887;0.0;0.0;0.3009161533981984;0.0691828895704282;0.0634486319118679;0.034718570220360984;0.0;0.029052948315422267;0.0;0.029454594517342288;0.07522674686106487;0.020788895273728073;0.24535026001045418;0.0772055552749534;0.06268922183041602;0.029762253378492084;0.25355230115614374;0.07776446589311098;0.07248481229844167;0.19635294956823304;0.021417671458441475;0.02318457567359441;0.06932339571310213;0.21414246528879957;0.07248481229844167;0.022021739276101474;0.023716259423215674;0.08426589554660921;0.06574570715869288;0.08375088664467746;0.44823012163479664;0.024837551635675234;0.06394223112712963;0.018401602429566784;0.0759466937700136;0.07383842008629447;0.22157501291504333;0.02708930901196816;0.10262606239055198;0.0;0.022774214900071033;0.10939432577707275;0.23058874299904097;0.028656228966159426;0.024149249127535837;0.024761043995769613;0.2501522813984805;0.02158733483293802;0.05503071221569831;0.07470359664486684;0.026725867265921553;0.2709797223542756;0.06706980776128296;0.06268922183041602;0.07994958302293613;0.06911551376350168;0.025935911651496772;0.0;0.023329558156412696;0.028513632957912486;0.021023545921079443;0.022484369103512793;0.07442687208487056;0.07700981413783284;0.06767585792175514;0.02383209010488365;0.09771854013390668;0.018401602429566784;0.0;0.06497931107021487;0.22339406027662118;0.03149353179882894;0.021887368178553204;0.0;0.0;0.029994972882621422;0.03195352621166398;0.027461233317984602;0.06468491311123278;0.025935911651496772;0.214917645131512;0.022266125884216358;0.08801722290352204;0.08544120496492917;0.2503198023893613;0.0;0.0;0.05955613105889897;0.0654971607942566;0.2936048899070289;0.06843973612029836;0.3204142811187049;0.07383842008629447;0.08200243269990737;0.03045019108888914;0.07617178301138394;0.07660248589583527;0.0;0.05046828645693699;0.020195985138444682;0.02158733483293802;0.08047937859737836;0.0;0.3637761437450481;0.2508142954964041;0.024516812132515654;0.0;0.0637881086933065;0.018401602429566784;0.0;0.024149249127535837;0.06663030910432075;0.10053978695657159;0.08085579312838481;0.0;0.024429880890656078;0.022862694272932867;0.018401602429566784;0.04812204084235155;0.02365613100925357;0.04812204084235155;0.055167789902704205;0.03264165602439489;0.02958230300782699;0.3038254568068915;0.09282285313791518;0.0;0.10525362740112884;0.0;0.0205180357274168;0.08357258266406269;0.212455161056103;0.01925708380277638;0.02472192336726599;0.2811646993501536;0.0654971607942566;0.21828980957711963;0.03674864229448366;0.05469492869258163;0.03836225834481509;0.06911551376350168;0.12675945665996247;0.31604191134121495;0.07828580772818698;0.02174314637983691;0.17067054300695497;0.026335285571629723;0.12111662886265383;0.030516924506456815;0.022021739276101474;0.38033651279503167;0.21934994596191848;0.07571451086651568;0.0;0.06268922183041602;0.024837551635675234;0.7555935222439151
GO:0071816;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24336464225617113;0.19885605110264856;0.18427680397101492;0.0;0.0;0.0;0.0;0.1571759442744788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2666089420945728;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45082129840563795;0.0;0.2489980004807127;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1777768059789006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23961388401163636;0.0;0.0;0.22844735004120248;0.0;0.0;0.0;0.0;0.24922213379645394;0.0;0.0;0.0;0.19100307671584676;0.0;0.0;0.6237449304293838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5488816247996767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21395555167379451;0.0;0.0;0.0
GO:0007093;0.022929992442664027;0.8625427811870853;0.0;0.21076250322234666;0.032907507611776916;0.08521755552988347;0.0;1.0;0.1813868066112718;0.5188121932049654;0.020182268837947173;0.0;0.0;0.08393909585876223;0.024178606006770725;0.09576293696503783;0.0;0.0;0.0;0.022929992442664027;0.02397652811969861;0.3457936262344981;0.06359675427651329;0.022131132536977863;0.0;0.020182268837947173;0.0;0.0;0.12391517414427815;0.07340260534086991;0.20388851320982102;0.03784648941495846;0.0;0.03121155602736658;0.0;0.03167557998170809;0.230483062726073;0.021871259152207445;0.09937083403814799;0.08182511863539114;0.1902245233135813;0.03203166579390662;0.0;0.588595044878091;0.22161199476913496;0.07838859763297769;0.0225683113016119;0.024538898862808956;0.07356079375341497;0.08593687797707988;0.07654187627451019;0.02324004615090918;0.02513531227100558;0.08979927434231308;0.06906616906369405;0.08921464252313445;0.02809669952031705;0.026398376190253838;0.06808970657534377;0.019244612791856863;0.08041248143725141;0.225986665270695;0.08911398020779863;0.02895660728552552;0.32124128428687565;0.0;0.024079670312129507;0.11890617454823808;0.0929856572856424;0.030754158926308603;0.025622199563988073;0.026311967463209695;0.10146002754258568;0.0227567745144836;0.05807517179163688;0.07902023391615262;0.028541717394049867;0.11059063414436639;0.07164745593406319;0.0657010553197443;0.08491391482092393;0.0727946041989137;0.02764257602626242;0.0;0.024701373674972514;0.030589979469413713;0.022131132536977863;0.023755879488898044;0.0787106714096632;0.08160528587410766;0.0711993690605206;0.02526545704444461;0.30469754088775775;0.019244612791856863;0.0;0.2090880053334633;0.08989366341292625;0.0340459695880667;0.023090446691145742;0.0;0.0;0.03230138956910801;0.03458418439745591;0.02938197572878932;0.06893249304009814;0.02764257602626242;0.0;0.023512388299017466;0.27236684153724405;0.09113523027731976;0.10153301756280338;0.0;0.0;0.06265689250636264;0.06926699130475185;0.12063884908750905;0.5142983773832649;0.02613114966890965;0.5571829406670348;0.08723331370128189;0.03282992267132787;0.0806648641560954;0.6124380528021667;0.0;0.05301716804682476;0.021215975677512273;0.0227567745144836;0.24758262859134927;0.0;0.029919363475806142;0.020182268837947173;0.026036352471071812;0.0;0.06735840748659896;0.019244612791856863;0.0;0.025622199563988073;0.07053559838822994;0.10851799694989084;0.08593687797707988;0.0;0.02593833291362305;0.024178606006770725;0.019244612791856863;0.05043401042742456;0.025067783311751888;0.05043401042742456;0.1760000577799724;0.035391714153319015;0.03182332227448163;0.0;0.28832061991962515;0.0;0.33015194244989987;0.0;0.021571664268412803;0.5218848147003365;0.08521755552988347;0.020182268837947173;0.02626779703686862;0.0227567745144836;0.06926699130475185;0.08770798244626994;0.04027160751897703;0.057701333707612344;0.04221762860463217;0.5493932677353774;0.13970952692018065;0.1307393371448839;0.08303952823177722;0.022929992442664027;0.06762854678005077;0.02809669952031705;0.13288586556562607;0.032907507611776916;0.02324004615090918;0.0;0.08816140175527983;0.08015223705896787;0.0;0.1902245233135813;0.026398376190253838;0.026833722204331473
GO:1904456;0.0;0.1634326497400965;0.0;0.15486301631129182;0.0;0.05990430059695317;0.0;0.1813868066112718;1.0;0.0;0.0;0.0;0.0;0.2346372929121718;0.0;0.22883001966297709;0.0;0.0;0.0;0.0;0.0;0.21717691444551646;0.20519195755040617;0.0;0.0;0.0;0.0;0.0;0.07675387763987655;0.05192603780886983;0.14802312871060497;0.0;0.0;0.0;0.0;0.0;0.16525221038610885;0.0;0.0665693157398131;0.05820787123576413;0.14348049547957892;0.0;0.0;0.0585250000880146;0.19386985116877575;0.056447493596425494;0.0;0.0;0.052005150896063286;0.06025886400317226;0.19553663764169094;0.0;0.0;0.21897003037972573;0.05144697224782045;0.0618523158608756;0.0;0.0;0.21525997652765796;0.0;0.20260587333427707;0.1629279449688712;0.0618039145768774;0.0;0.20722950848786692;0.0;0.0;0.07480207426593027;0.0636417011920079;0.0;0.0;0.0;0.06750043524013068;0.0;0.19223687594384334;0.05677428619289395;0.0;0.07142358154413656;0.22294892209820197;0.04955628121232409;0.0597540978909255;0.05348765461158716;0.0;0.0;0.0;0.0;0.0;0.0;0.056614310378147896;0.05809653937669278;0.18544968249972552;0.0;0.20021680297238212;0.0;0.0;0.1507446423257573;0.06217793518997288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21710349381137403;0.0;0.0;0.0;0.3849503524805971;0.06276941388757382;0.06753273372261823;0.0;0.0;0.046307867842103195;0.04982174430043363;0.07548409011423858;0.05308203302860955;0.0;0.056273175188279186;0.2127730532543124;0.0;0.05761831602629059;0.16753507298250192;0.0;0.1797653441876531;0.0;0.0;0.17386169355702086;0.0;0.0;0.0;0.0;0.0;0.21964851287019974;0.0;0.0;0.0;0.05047470214886026;0.2486459095641431;0.06025886400317226;0.0;0.0;0.0;0.0;0.03804081975918655;0.0;0.03804081975918655;0.1327514195058678;0.0;0.0;0.0;0.19301279438783248;0.0;0.21090144983259154;0.0;0.0;0.0617550106791472;0.23714946111874247;0.0;0.0;0.0;0.04982174430043363;0.06112435128218647;0.0;0.042033967468315836;0.0;0.15486301631129182;0.08253324880321751;0.0793183170216674;0.05881979724583095;0.0;0.05064502466817386;0.0;0.08010332780821215;0.0;0.0;0.0;0.06134422349101479;0.620834439475929;0.0;0.14348049547957892;0.0;0.0
GO:0007098;0.18016694878076595;0.4527389865716073;0.0;0.0;0.029689020012277516;0.024099198191855575;0.0;0.5188121932049654;0.0;1.0;0.018924080213231;0.0;0.0;0.0;0.18925384973698972;0.0;0.0;0.0;0.0;0.021319557844277772;0.02222136300885264;0.0;0.023481019219191282;0.02062727568362247;0.0;0.018924080213231;0.0;0.0;0.0338233662662122;0.0;0.0;0.2843771454238006;0.0;0.23917061943407472;0.0;0.028682598332741324;0.0;0.020401339940053793;0.027735982573042727;0.0;0.0;0.6608419332080581;0.0;0.0;0.1844140220435206;0.022309929290988698;0.021006549578978136;0.02270358440312335;0.0;0.024286344850750423;0.0;0.1824298739011182;0.196169653991737;0.0;0.0;0.0;0.02571642579767643;0.20523862083620054;0.0;0.01809729474646061;0.0;0.0;0.025109944287691775;0.026434944196698482;0.0;0.0;0.022309929290988698;0.0;0.026107054833261287;0.02792499598353303;0.19967381257310676;0.20462040777890603;0.028264813436795527;0.02116973712405622;0.02158733483293802;0.0;0.22047024217018688;0.030552414707985507;0.0;0.0;0.0;0.0;0.02533546556071346;0.0;0.02284259558844974;0.027789567293179114;0.1743166227331224;0.18618518089491878;0.0;0.0;0.0;0.023324151066833197;0.0;0.01809729474646061;0.0;0.0;0.02531131956571275;0.03061255482574987;0.1813385594812533;0.0;0.0;0.029194775318029876;0.031046996589759398;0.026788999817354567;0.0;0.02533546556071346;0.0;0.1844140220435206;0.0;0.0;0.02828325250824152;0.0;0.0;0.0;0.0;0.03302637170463176;0.0;0.024059983999255626;0.0;0.024623007283333415;0.02962585460068017;0.0;0.0;0.0;0.0;0.01983002654283323;0.17890084644301515;0.0;0.0;0.02723500340017964;0.018924080213231;0.023979595480373463;0.0;0.0;0.15293630381415857;0.0;0.023627848647866358;0.0;0.0;0.0;0.0;0.20194349921176902;0.18925384973698972;0.01809729474646061;0.0;0.023155586031973697;0.0;0.0;0.03169623876183269;0.02880368638871578;0.0;0.0;0.0;0.0;0.0;0.02014042183934945;0.0;0.024099198191855575;0.15992328806272188;0.20430426442007146;0.02116973712405622;0.022394831149800485;0.02474606781748255;0.035554703739050245;0.0;0.0370630207096908;0.0;0.0;0.03546841826343666;0.0;0.4862542526165682;0.019443700530977902;0.02571642579767643;0.0;0.029689020012277516;0.02158733483293802;0.0;0.024863517957157896;0.0;0.0;0.0;0.553920421354308;0.024654331298441176
