Module	SS	value
M9.15	PS	54.05
M9.15	Zhou	55.41
M9.15	Resnik	55.41
M9.15	Lin	55.41
M9.15	Nunivers	50.00
M9.15	AIC	51.35
M9.15	DAVID	12.162162162162163
M8.60	DF	50.00
M8.60	Ganesan	64.29
M8.60	LC	64.29
M8.60	PS	50.00
M8.60	Zhou	64.29
M8.60	Resnik	57.14
M8.60	Lin	57.14
M8.60	Nunivers	50.00
M8.60	AIC	50.00
M8.60	DAVID	14.285714285714285
M9.14	DF	56.41
M9.14	Ganesan	52.56
M9.14	LC	60.26
M9.14	PS	56.41
M9.14	Zhou	60.26
M9.14	Resnik	60.26
M9.14	Lin	53.85
M9.14	Nunivers	57.69
M9.14	AIC	56.41
M9.14	DAVID	11.538461538461538
M9.13	DF	57.83
M9.13	Ganesan	60.24
M9.13	LC	62.65
M9.13	PS	60.24
M9.13	Zhou	62.65
M9.13	Resnik	60.24
M9.13	Lin	60.24
M9.13	Nunivers	50.60
M9.13	AIC	60.24
M9.13	DAVID	0.0
M9.12	DF	58.02
M9.12	Ganesan	54.32
M9.12	LC	64.20
M9.12	PS	61.73
M9.12	Zhou	64.20
M9.12	Resnik	56.79
M9.12	Lin	61.73
M9.12	Nunivers	60.49
M9.12	AIC	59.26
M9.12	DAVID	11.11111111111111
M9.11	DF	58.51
M9.11	Ganesan	58.51
M9.11	LC	61.70
M9.11	PS	58.51
M9.11	Zhou	61.70
M9.11	Resnik	59.57
M9.11	Lin	48.94
M9.11	Nunivers	59.57
M9.11	AIC	58.51
M9.11	DAVID	4.25531914893617
M9.10	DF	39.73
M9.10	Ganesan	38.36
M9.10	LC	45.21
M9.10	PS	42.47
M9.10	Zhou	45.21
M9.10	Resnik	42.47
M9.10	Lin	42.47
M9.10	Nunivers	42.47
M9.10	AIC	43.84
M9.10	DAVID	9.58904109589041
M8.9	DF	30.00
M8.9	Ganesan	55.00
M8.9	LC	65.00
M8.9	PS	55.00
M8.9	Zhou	65.00
M8.9	Resnik	50.00
M8.9	Lin	50.00
M8.9	Nunivers	25.00
M8.9	AIC	30.00
M8.9	DAVID	20.0
M8.8	DF	78.79
M8.8	Ganesan	78.79
M8.8	LC	78.79
M8.8	PS	78.79
M8.8	Zhou	78.79
M8.8	Resnik	78.79
M8.8	Lin	69.70
M8.8	Nunivers	78.79
M8.8	AIC	78.79
M8.8	DAVID	42.42424242424242
M8.7	DF	40.62
M8.7	Ganesan	56.25
M8.7	LC	65.62
M8.7	PS	65.62
M8.7	Zhou	65.62
M8.7	Resnik	62.50
M8.7	Lin	50.00
M8.7	Nunivers	46.88
M8.7	AIC	40.62
M8.7	DAVID	34.375
M8.6	DF	54.05
M8.6	Ganesan	62.16
M8.6	LC	72.97
M8.6	PS	72.97
M8.6	Zhou	72.97
M8.6	Resnik	72.97
M8.6	Lin	72.97
M8.6	Nunivers	54.05
M8.6	AIC	72.97
M8.6	DAVID	18.91891891891892
M8.5	DF	64.86
M8.5	Ganesan	72.97
M8.5	LC	72.97
M8.5	PS	70.27
M8.5	Zhou	72.97
M8.5	Resnik	70.27
M8.5	Lin	59.46
M8.5	Nunivers	59.46
M8.5	AIC	67.57
M8.5	DAVID	27.027027027027028
M8.4	DF	74.36
M8.4	Ganesan	69.23
M8.4	LC	76.92
M8.4	PS	69.23
M8.4	Zhou	76.92
M8.4	Resnik	76.92
M8.4	Lin	76.92
M8.4	Nunivers	74.36
M8.4	AIC	74.36
M8.4	DAVID	35.8974358974359
M8.3	DF	63.83
M8.3	Ganesan	70.21
M8.3	LC	70.21
M8.3	PS	70.21
M8.3	Zhou	70.21
M8.3	Resnik	68.09
M8.3	Lin	68.09
M8.3	Nunivers	63.83
M8.3	AIC	63.83
M8.3	DAVID	59.57446808510638
M8.59	DF	46.67
M8.59	Ganesan	60.00
M8.59	LC	86.67
M8.59	PS	80.00
M8.59	Zhou	86.67
M8.59	Resnik	80.00
M8.59	Lin	40.00
M8.59	Nunivers	40.00
M8.59	AIC	40.00
M8.59	DAVID	0.0
M8.2	DF	58.00
M8.2	Ganesan	68.00
M8.2	LC	68.00
M8.2	PS	68.00
M8.2	Zhou	68.00
M8.2	Resnik	52.00
M8.2	Lin	62.00
M8.2	Nunivers	66.00
M8.2	AIC	68.00
M8.2	DAVID	18.0
M8.58	DF	53.33
M8.58	Ganesan	53.33
M8.58	LC	66.67
M8.58	PS	66.67
M8.58	Zhou	66.67
M8.58	Resnik	53.33
M8.58	Lin	53.33
M8.58	Nunivers	0.00
M8.58	AIC	53.33
M8.58	DAVID	0.0
M8.1	DF	60.71
M8.1	Ganesan	53.57
M8.1	LC	69.64
M8.1	PS	58.93
M8.1	Zhou	69.64
M8.1	Resnik	67.86
M8.1	Lin	58.93
M8.1	Nunivers	64.29
M8.1	AIC	60.71
M8.1	DAVID	3.571428571428571
M8.57	DF	43.75
M8.57	Ganesan	56.25
M8.57	LC	56.25
M8.57	PS	56.25
M8.57	Zhou	56.25
M8.57	Resnik	50.00
M8.57	Lin	50.00
M8.57	Nunivers	56.25
M8.57	AIC	56.25
M8.57	DAVID	12.5
M8.56	DF	53.33
M8.56	Ganesan	73.33
M8.56	LC	73.33
M8.56	PS	73.33
M8.56	Zhou	73.33
M8.56	Resnik	46.67
M8.56	Lin	53.33
M8.56	Nunivers	66.67
M8.56	AIC	53.33
M8.56	DAVID	26.666666666666668
M8.55	DF	0.00
M8.55	Ganesan	73.33
M8.55	LC	80.00
M8.55	PS	80.00
M8.55	Zhou	80.00
M8.55	Resnik	80.00
M8.55	Lin	66.67
M8.55	Nunivers	66.67
M8.55	AIC	80.00
M8.55	DAVID	0.0
M8.54	DF	66.67
M8.54	Ganesan	66.67
M8.54	LC	66.67
M8.54	PS	66.67
M8.54	Zhou	66.67
M8.54	Resnik	53.33
M8.54	Lin	53.33
M8.54	Nunivers	40.00
M8.54	AIC	66.67
M8.54	DAVID	40.0
M8.53	DF	80.00
M8.53	Ganesan	86.67
M8.53	LC	86.67
M8.53	PS	73.33
M8.53	Zhou	86.67
M8.53	Resnik	86.67
M8.53	Lin	86.67
M8.53	Nunivers	80.00
M8.53	AIC	66.67
M8.53	DAVID	20.0
M8.52	DF	58.82
M8.52	Ganesan	58.82
M8.52	LC	58.82
M8.52	PS	58.82
M8.52	Zhou	58.82
M8.52	Resnik	47.06
M8.52	Lin	47.06
M8.52	Nunivers	58.82
M8.52	AIC	58.82
M8.52	DAVID	35.294117647058826
M8.51	DF	76.47
M8.51	Ganesan	76.47
M8.51	LC	82.35
M8.51	PS	76.47
M8.51	Zhou	82.35
M8.51	Resnik	76.47
M8.51	Lin	64.71
M8.51	Nunivers	70.59
M8.51	AIC	76.47
M8.51	DAVID	17.647058823529413
M8.50	DF	52.94
M8.50	Ganesan	58.82
M8.50	LC	64.71
M8.50	PS	58.82
M8.50	Zhou	64.71
M8.50	Resnik	64.71
M8.50	Lin	64.71
M8.50	Nunivers	58.82
M8.50	AIC	64.71
M8.50	DAVID	29.411764705882355
M8.49	DF	52.63
M8.49	Ganesan	52.63
M8.49	LC	52.63
M8.49	PS	52.63
M8.49	Zhou	52.63
M8.49	Resnik	36.84
M8.49	Lin	36.84
M8.49	Nunivers	52.63
M8.49	AIC	52.63
M8.49	DAVID	0.0
M8.48	DF	62.50
M8.48	Ganesan	62.50
M8.48	LC	81.25
M8.48	PS	62.50
M8.48	Zhou	81.25
M8.48	Resnik	75.00
M8.48	Lin	62.50
M8.48	Nunivers	62.50
M8.48	AIC	75.00
M8.48	DAVID	31.25
M8.47	DF	29.41
M8.47	Ganesan	41.18
M8.47	LC	41.18
M8.47	PS	41.18
M8.47	Zhou	41.18
M8.47	Resnik	35.29
M8.47	Lin	29.41
M8.47	Nunivers	23.53
M8.47	AIC	41.18
M8.47	DAVID	0.0
M8.46	DF	87.50
M8.46	Ganesan	93.75
M8.46	LC	93.75
M8.46	PS	75.00
M8.46	Zhou	93.75
M8.46	Resnik	87.50
M8.46	Lin	87.50
M8.46	Nunivers	87.50
M8.46	AIC	87.50
M8.46	DAVID	75.0
M8.45	DF	64.71
M8.45	Ganesan	58.82
M8.45	LC	82.35
M8.45	PS	35.29
M8.45	Zhou	82.35
M8.45	Resnik	82.35
M8.45	Lin	82.35
M8.45	Nunivers	64.71
M8.45	AIC	82.35
M8.45	DAVID	17.647058823529413
M8.44	DF	77.78
M8.44	Ganesan	77.78
M8.44	LC	83.33
M8.44	PS	77.78
M8.44	Zhou	83.33
M8.44	Resnik	66.67
M8.44	Lin	72.22
M8.44	Nunivers	22.22
M8.44	AIC	77.78
M8.44	DAVID	11.11111111111111
M8.43	DF	65.00
M8.43	Ganesan	75.00
M8.43	LC	75.00
M8.43	PS	75.00
M8.43	Zhou	75.00
M8.43	Resnik	45.00
M8.43	Lin	65.00
M8.43	Nunivers	60.00
M8.43	AIC	75.00
M8.43	DAVID	0.0
M8.42	DF	47.37
M8.42	Ganesan	57.89
M8.42	LC	73.68
M8.42	PS	52.63
M8.42	Zhou	73.68
M8.42	Resnik	63.16
M8.42	Lin	63.16
M8.42	Nunivers	63.16
M8.42	AIC	47.37
M8.42	DAVID	15.789473684210526
M8.41	DF	25.00
M8.41	Ganesan	45.00
M8.41	LC	55.00
M8.41	PS	45.00
M8.41	Zhou	55.00
M8.41	Resnik	40.00
M8.41	Lin	35.00
M8.41	Nunivers	25.00
M8.41	AIC	50.00
M8.41	DAVID	10.0
M8.40	DF	50.00
M8.40	Ganesan	77.78
M8.40	LC	77.78
M8.40	PS	77.78
M8.40	Zhou	77.78
M8.40	Resnik	61.11
M8.40	Lin	50.00
M8.40	Nunivers	50.00
M8.40	AIC	77.78
M8.40	DAVID	22.22222222222222
M2.3	DF	69.01
M2.3	Ganesan	71.83
M2.3	LC	71.83
M2.3	PS	71.83
M2.3	Zhou	71.83
M2.3	Resnik	70.42
M2.3	Lin	67.61
M2.3	Nunivers	61.97
M2.3	AIC	71.83
M2.3	DAVID	30.985915492957744
M2.2	DF	53.68
M2.2	Ganesan	55.15
M2.2	LC	58.09
M2.2	PS	55.88
M2.2	Zhou	58.09
M2.2	Resnik	56.62
M2.2	Lin	53.68
M2.2	Nunivers	56.62
M2.2	AIC	54.41
M2.2	DAVID	25.735294117647058
M2.1	DF	31.25
M2.1	Ganesan	35.42
M2.1	LC	36.46
M2.1	PS	35.42
M2.1	Zhou	36.46
M2.1	Resnik	32.29
M2.1	Lin	29.17
M2.1	Nunivers	31.25
M2.1	AIC	31.25
M2.1	DAVID	10.416666666666668
M5.15	DF	82.61
M5.15	Ganesan	82.61
M5.15	LC	82.61
M5.15	PS	82.61
M5.15	Zhou	82.61
M5.15	Resnik	82.61
M5.15	Lin	82.61
M5.15	Nunivers	82.61
M5.15	AIC	82.61
M5.15	DAVID	65.21739130434783
M8.39	DF	57.89
M8.39	Ganesan	68.42
M8.39	LC	84.21
M8.39	PS	68.42
M8.39	Zhou	84.21
M8.39	Resnik	84.21
M8.39	Lin	78.95
M8.39	Nunivers	68.42
M8.39	AIC	57.89
M8.39	DAVID	10.526315789473683
M5.14	DF	63.33
M5.14	Ganesan	66.67
M5.14	LC	73.33
M5.14	PS	66.67
M5.14	Zhou	73.33
M5.14	Resnik	61.67
M5.14	Lin	61.67
M5.14	Nunivers	63.33
M5.14	AIC	63.33
M5.14	DAVID	36.666666666666664
M8.38	DF	42.86
M8.38	Ganesan	66.67
M8.38	LC	66.67
M8.38	PS	66.67
M8.38	Zhou	66.67
M8.38	Resnik	66.67
M8.38	Lin	42.86
M8.38	Nunivers	61.90
M8.38	AIC	61.90
M8.38	DAVID	28.57142857142857
M5.13	DF	67.80
M5.13	Ganesan	67.80
M5.13	LC	69.49
M5.13	PS	65.54
M5.13	Zhou	69.49
M5.13	Resnik	69.49
M5.13	Lin	62.15
M5.13	Nunivers	67.80
M5.13	AIC	67.80
M5.13	DAVID	41.80790960451977
M8.37	DF	52.38
M8.37	Ganesan	52.38
M8.37	LC	80.95
M8.37	PS	76.19
M8.37	Zhou	80.95
M8.37	Resnik	80.95
M8.37	Lin	80.95
M8.37	Nunivers	38.10
M8.37	AIC	57.14
M8.37	DAVID	0.0
M5.12	DF	79.66
M5.12	Ganesan	77.97
M5.12	LC	84.75
M5.12	PS	74.58
M5.12	Zhou	84.75
M5.12	Resnik	84.75
M5.12	Lin	76.27
M5.12	Nunivers	79.66
M5.12	AIC	81.36
M5.12	DAVID	44.06779661016949
M8.36	DF	71.43
M8.36	Ganesan	19.05
M8.36	LC	85.71
M8.36	PS	52.38
M8.36	Zhou	85.71
M8.36	Resnik	76.19
M8.36	Lin	66.67
M8.36	Nunivers	57.14
M8.36	AIC	71.43
M8.36	DAVID	14.285714285714285
M5.11	DF	46.88
M5.11	Ganesan	40.62
M5.11	LC	59.38
M5.11	PS	59.38
M5.11	Zhou	59.38
M5.11	Resnik	59.38
M5.11	Lin	56.25
M5.11	Nunivers	48.44
M5.11	AIC	46.88
M5.11	DAVID	21.875
M8.35	DF	76.19
M8.35	Ganesan	80.95
M8.35	LC	80.95
M8.35	PS	80.95
M8.35	Zhou	80.95
M8.35	Resnik	80.95
M8.35	Lin	80.95
M8.35	Nunivers	80.95
M8.35	AIC	76.19
M8.35	DAVID	23.809523809523807
M5.10	DF	74.35
M5.10	Ganesan	71.74
M5.10	LC	74.78
M5.10	PS	73.04
M5.10	Zhou	74.78
M5.10	Resnik	74.78
M5.10	Lin	72.61
M5.10	Nunivers	74.78
M5.10	AIC	74.35
M5.10	DAVID	47.391304347826086
M8.34	DF	22.73
M8.34	Ganesan	50.00
M8.34	LC	50.00
M8.34	PS	50.00
M8.34	Zhou	50.00
M8.34	Resnik	40.91
M8.34	Lin	40.91
M8.34	Nunivers	18.18
M8.34	AIC	45.45
M8.34	DAVID	13.636363636363635
M8.33	DF	54.55
M8.33	Ganesan	54.55
M8.33	LC	54.55
M8.33	PS	45.45
M8.33	Zhou	54.55
M8.33	Resnik	54.55
M8.33	Lin	54.55
M8.33	Nunivers	50.00
M8.33	AIC	54.55
M8.33	DAVID	0.0
M8.32	DF	63.64
M8.32	Ganesan	54.55
M8.32	LC	77.27
M8.32	PS	63.64
M8.32	Zhou	77.27
M8.32	Resnik	54.55
M8.32	Lin	63.64
M8.32	Nunivers	68.18
M8.32	AIC	77.27
M8.32	DAVID	22.727272727272727
M8.31	DF	50.00
M8.31	Ganesan	55.00
M8.31	LC	55.00
M8.31	PS	55.00
M8.31	Zhou	55.00
M8.31	Resnik	55.00
M8.31	Lin	55.00
M8.31	Nunivers	45.00
M8.31	AIC	55.00
M8.31	DAVID	5.0
M8.30	DF	42.86
M8.30	Ganesan	47.62
M8.30	LC	47.62
M8.30	PS	33.33
M8.30	Zhou	47.62
M8.30	Resnik	42.86
M8.30	Lin	42.86
M8.30	Nunivers	19.05
M8.30	AIC	42.86
M8.30	DAVID	19.047619047619047
M9.9	DF	56.19
M9.9	Ganesan	52.38
M9.9	LC	60.00
M9.9	PS	54.29
M9.9	Zhou	60.00
M9.9	Resnik	59.05
M9.9	Lin	53.33
M9.9	Nunivers	54.29
M9.9	AIC	56.19
M9.9	DAVID	5.714285714285714
M9.8	DF	70.00
M9.8	Ganesan	68.00
M9.8	LC	72.00
M9.8	PS	72.00
M9.8	Zhou	72.00
M9.8	Resnik	72.00
M9.8	Lin	69.00
M9.8	Nunivers	70.00
M9.8	AIC	70.00
M9.8	DAVID	22.0
M9.7	DF	43.04
M9.7	Ganesan	43.04
M9.7	LC	44.30
M9.7	PS	43.04
M9.7	Zhou	44.30
M9.7	Resnik	44.30
M9.7	Lin	41.77
M9.7	Nunivers	43.04
M9.7	AIC	44.30
M9.7	DAVID	12.658227848101266
M9.6	DF	48.25
M9.6	Ganesan	44.74
M9.6	LC	52.63
M9.6	PS	46.49
M9.6	Zhou	52.63
M9.6	Resnik	52.63
M9.6	Lin	48.25
M9.6	Nunivers	50.00
M9.6	AIC	50.00
M9.6	DAVID	28.07017543859649
M9.5	DF	48.72
M9.5	Ganesan	51.28
M9.5	LC	54.70
M9.5	PS	50.43
M9.5	Zhou	54.70
M9.5	Resnik	51.28
M9.5	Lin	54.70
M9.5	Nunivers	51.28
M9.5	AIC	48.72
M9.5	DAVID	10.256410256410255
M9.4	DF	58.02
M9.4	Ganesan	56.79
M9.4	LC	64.20
M9.4	PS	58.02
M9.4	Zhou	64.20
M9.4	Resnik	59.26
M9.4	Lin	56.79
M9.4	Nunivers	62.96
M9.4	AIC	60.49
M9.4	DAVID	8.641975308641975
M9.3	DF	64.53
M9.3	Ganesan	63.37
M9.3	LC	66.86
M9.3	PS	66.86
M9.3	Zhou	66.86
M9.3	Resnik	66.28
M9.3	Lin	62.21
M9.3	Nunivers	62.79
M9.3	AIC	65.12
M9.3	DAVID	11.046511627906977
M9.2	DF	59.39
M9.2	Ganesan	56.36
M9.2	LC	61.21
M9.2	PS	61.21
M9.2	Zhou	61.21
M9.2	Resnik	58.18
M9.2	Lin	56.97
M9.2	Nunivers	60.61
M9.2	AIC	60.00
M9.2	DAVID	30.909090909090907
M9.1	DF	54.22
M9.1	Ganesan	54.22
M9.1	LC	56.00
M9.1	PS	52.89
M9.1	Zhou	56.00
M9.1	Resnik	53.33
M9.1	Lin	52.89
M9.1	Nunivers	54.22
M9.1	AIC	54.67
M9.1	DAVID	27.111111111111114
M8.29	DF	60.87
M8.29	Ganesan	60.87
M8.29	LC	65.22
M8.29	PS	65.22
M8.29	Zhou	65.22
M8.29	Resnik	52.17
M8.29	Lin	52.17
M8.29	Nunivers	65.22
M8.29	AIC	65.22
M8.29	DAVID	21.73913043478261
M8.28	DF	39.13
M8.28	Ganesan	69.57
M8.28	LC	69.57
M8.28	PS	47.83
M8.28	Zhou	69.57
M8.28	Resnik	69.57
M8.28	Lin	47.83
M8.28	Nunivers	52.17
M8.28	AIC	65.22
M8.28	DAVID	13.043478260869565
M8.27	DF	68.18
M8.27	Ganesan	68.18
M8.27	LC	77.27
M8.27	PS	72.73
M8.27	Zhou	77.27
M8.27	Resnik	77.27
M8.27	Lin	77.27
M8.27	Nunivers	68.18
M8.27	AIC	68.18
M8.27	DAVID	45.45454545454545
M8.26	DF	61.54
M8.26	Ganesan	73.08
M8.26	LC	73.08
M8.26	PS	65.38
M8.26	Zhou	73.08
M8.26	Resnik	69.23
M8.26	Lin	69.23
M8.26	Nunivers	69.23
M8.26	AIC	61.54
M8.26	DAVID	19.230769230769234
M8.25	DF	65.22
M8.25	Ganesan	69.57
M8.25	LC	69.57
M8.25	PS	69.57
M8.25	Zhou	69.57
M8.25	Resnik	65.22
M8.25	Lin	69.57
M8.25	Nunivers	65.22
M8.25	AIC	65.22
M8.25	DAVID	0.0
M8.24	DF	73.68
M8.24	Ganesan	63.16
M8.24	LC	78.95
M8.24	PS	78.95
M8.24	Zhou	78.95
M8.24	Resnik	63.16
M8.24	Lin	63.16
M8.24	Nunivers	73.68
M8.24	AIC	73.68
M8.24	DAVID	0.0
M8.23	DF	54.55
M8.23	Ganesan	54.55
M8.23	LC	54.55
M8.23	PS	54.55
M8.23	Zhou	54.55
M8.23	Resnik	54.55
M8.23	Lin	54.55
M8.23	Nunivers	54.55
M8.23	AIC	54.55
M8.23	DAVID	0.0
M8.22	DF	40.00
M8.22	Ganesan	64.00
M8.22	LC	64.00
M8.22	PS	60.00
M8.22	Zhou	64.00
M8.22	Resnik	60.00
M8.22	Lin	60.00
M8.22	Nunivers	36.00
M8.22	AIC	64.00
M8.22	DAVID	0.0
M8.21	DF	41.67
M8.21	Ganesan	54.17
M8.21	LC	58.33
M8.21	PS	58.33
M8.21	Zhou	58.33
M8.21	Resnik	54.17
M8.21	Lin	50.00
M8.21	Nunivers	41.67
M8.21	AIC	54.17
M8.21	DAVID	20.833333333333336
M8.20	DF	62.50
M8.20	Ganesan	62.50
M8.20	LC	66.67
M8.20	PS	62.50
M8.20	Zhou	66.67
M8.20	Resnik	66.67
M8.20	Lin	66.67
M8.20	Nunivers	58.33
M8.20	AIC	62.50
M8.20	DAVID	16.666666666666664
M3.6	DF	72.34
M3.6	Ganesan	72.34
M3.6	LC	72.34
M3.6	PS	72.34
M3.6	Zhou	72.34
M3.6	Resnik	68.09
M3.6	Lin	70.21
M3.6	Nunivers	72.34
M3.6	AIC	72.34
M3.6	DAVID	42.5531914893617
M3.5	DF	73.83
M3.5	Ganesan	75.17
M3.5	LC	75.17
M3.5	PS	75.17
M3.5	Zhou	75.17
M3.5	Resnik	73.83
M3.5	Lin	73.83
M3.5	Nunivers	73.83
M3.5	AIC	73.83
M3.5	DAVID	52.348993288590606
M3.4	DF	84.91
M3.4	Ganesan	84.91
M3.4	LC	84.91
M3.4	PS	84.91
M3.4	Zhou	88.68
M3.4	Resnik	86.79
M3.4	Lin	84.91
M3.4	Nunivers	83.02
M3.4	AIC	84.91
M3.4	DAVID	67.9245283018868
M8.19	DF	80.77
M8.19	Ganesan	65.38
M8.19	LC	84.62
M8.19	PS	73.08
M8.19	Zhou	84.62
M8.19	Resnik	84.62
M8.19	Lin	80.77
M8.19	Nunivers	84.62
M8.19	AIC	84.62
M8.19	DAVID	11.538461538461538
M3.3	DF	85.71
M3.3	Ganesan	79.59
M3.3	LC	87.76
M3.3	PS	85.71
M3.3	Zhou	87.76
M3.3	Resnik	87.76
M3.3	Lin	87.76
M3.3	Nunivers	85.71
M3.3	AIC	85.71
M3.3	DAVID	81.63265306122449
M8.18	DF	70.83
M8.18	Ganesan	70.83
M8.18	LC	75.00
M8.18	PS	75.00
M8.18	Zhou	75.00
M8.18	Resnik	75.00
M8.18	Lin	66.67
M8.18	Nunivers	41.67
M8.18	AIC	70.83
M8.18	DAVID	8.333333333333332
M3.2	DF	73.19
M3.2	Ganesan	73.19
M3.2	LC	73.91
M3.2	PS	73.19
M3.2	Zhou	73.91
M3.2	Resnik	73.19
M3.2	Lin	73.19
M3.2	Nunivers	73.19
M3.2	AIC	73.91
M3.2	DAVID	31.15942028985507
M8.17	DF	70.37
M8.17	Ganesan	77.78
M8.17	LC	77.78
M8.17	PS	77.78
M8.17	Zhou	77.78
M8.17	Resnik	74.07
M8.17	Lin	74.07
M8.17	Nunivers	70.37
M8.17	AIC	70.37
M8.17	DAVID	25.925925925925924
M3.1	DF	54.88
M3.1	Ganesan	57.32
M3.1	LC	64.63
M3.1	PS	59.76
M3.1	Zhou	64.63
M3.1	Resnik	58.54
M3.1	Lin	54.88
M3.1	Nunivers	59.76
M3.1	AIC	54.88
M3.1	DAVID	25.609756097560975
M8.16	DF	62.96
M8.16	Ganesan	70.37
M8.16	LC	70.37
M8.16	PS	70.37
M8.16	Zhou	70.37
M8.16	Resnik	70.37
M8.16	Lin	70.37
M8.16	Nunivers	66.67
M8.16	AIC	70.37
M8.16	DAVID	33.33333333333333
M8.15	DF	43.33
M8.15	Ganesan	63.33
M8.15	LC	70.00
M8.15	PS	70.00
M8.15	Zhou	70.00
M8.15	Resnik	63.33
M8.15	Lin	40.00
M8.15	Nunivers	36.67
M8.15	AIC	43.33
M8.15	DAVID	36.666666666666664
M8.14	DF	24.24
M8.14	Ganesan	36.36
M8.14	LC	63.64
M8.14	PS	63.64
M8.14	Zhou	63.64
M8.14	Resnik	57.58
M8.14	Lin	36.36
M8.14	Nunivers	42.42
M8.14	AIC	63.64
M8.14	DAVID	24.242424242424242
M8.13	DF	53.33
M8.13	Ganesan	56.67
M8.13	LC	66.67
M8.13	PS	66.67
M8.13	Zhou	66.67
M8.13	Resnik	40.00
M8.13	Lin	53.33
M8.13	Nunivers	53.33
M8.13	AIC	56.67
M8.13	DAVID	20.0
M8.12	DF	0.00
M8.12	Ganesan	0.00
M8.12	LC	0.00
M8.12	PS	0.00
M8.12	Zhou	0.00
M8.12	Resnik	0.00
M8.12	Lin	36.36
M8.12	Nunivers	0.00
M8.12	AIC	0.00
M8.12	DAVID	0.0
M8.11	DF	42.86
M8.11	Ganesan	60.71
M8.11	LC	64.29
M8.11	PS	60.71
M8.11	Zhou	64.29
M8.11	Resnik	53.57
M8.11	Lin	53.57
M8.11	Nunivers	46.43
M8.11	AIC	46.43
M8.11	DAVID	14.285714285714285
M8.10	DF	66.67
M8.10	Ganesan	66.67
M8.10	LC	66.67
M8.10	PS	66.67
M8.10	Zhou	66.67
M8.10	Resnik	66.67
M8.10	Lin	51.52
M8.10	Nunivers	66.67
M8.10	AIC	66.67
M8.10	DAVID	18.181818181818183
M8.111	DF	44.44
M8.111	Ganesan	66.67
M8.111	LC	66.67
M8.111	PS	66.67
M8.111	Zhou	66.67
M8.111	Resnik	66.67
M8.111	Lin	55.56
M8.111	Nunivers	44.44
M8.111	AIC	66.67
M8.111	DAVID	0.0
M8.110	DF	0.00
M8.110	Ganesan	70.00
M8.110	LC	70.00
M8.110	PS	40.00
M8.110	Zhou	70.00
M8.110	Resnik	0.00
M8.110	Lin	0.00
M8.110	Nunivers	0.00
M8.110	AIC	70.00
M8.110	DAVID	0.0
M8.109	DF	90.00
M8.109	Ganesan	80.00
M8.109	LC	100.00
M8.109	PS	90.00
M8.109	Zhou	100.00
M8.109	Resnik	80.00
M8.109	Lin	80.00
M8.109	Nunivers	60.00
M8.109	AIC	90.00
M8.109	DAVID	40.0
M8.108	DF	50.00
M8.108	Ganesan	60.00
M8.108	LC	70.00
M8.108	PS	60.00
M8.108	Zhou	70.00
M8.108	Resnik	70.00
M8.108	Lin	70.00
M8.108	Nunivers	0.00
M8.108	AIC	70.00
M8.108	DAVID	0.0
M8.107	DF	80.00
M8.107	Ganesan	70.00
M8.107	LC	80.00
M8.107	PS	80.00
M8.107	Zhou	80.00
M8.107	Resnik	80.00
M8.107	Lin	80.00
M8.107	Nunivers	60.00
M8.107	AIC	80.00
M8.107	DAVID	20.0
M8.106	DF	70.00
M8.106	Ganesan	70.00
M8.106	LC	70.00
M8.106	PS	70.00
M8.106	Zhou	70.00
M8.106	Resnik	70.00
M8.106	Lin	70.00
M8.106	Nunivers	70.00
M8.106	AIC	70.00
M8.106	DAVID	30.0
M8.105	DF	0.00
M8.105	Ganesan	0.00
M8.105	LC	60.00
M8.105	PS	0.00
M8.105	Zhou	0.00
M8.105	Resnik	0.00
M8.105	Lin	0.00
M8.105	Nunivers	0.00
M8.105	AIC	40.00
M8.105	DAVID	0.0
M8.104	DF	80.00
M8.104	Ganesan	80.00
M8.104	LC	80.00
M8.104	PS	80.00
M8.104	Zhou	80.00
M8.104	Resnik	0.00
M8.104	Lin	0.00
M8.104	Nunivers	50.00
M8.104	AIC	80.00
M8.104	DAVID	40.0
M8.103	DF	0.00
M8.103	Ganesan	50.00
M8.103	LC	50.00
M8.103	PS	50.00
M8.103	Zhou	50.00
M8.103	Resnik	40.00
M8.103	Lin	40.00
M8.103	Nunivers	50.00
M8.103	AIC	50.00
M8.103	DAVID	0.0
M8.102	DF	36.36
M8.102	Ganesan	63.64
M8.102	LC	81.82
M8.102	PS	72.73
M8.102	Zhou	81.82
M8.102	Resnik	72.73
M8.102	Lin	45.45
M8.102	Nunivers	36.36
M8.102	AIC	36.36
M8.102	DAVID	18.181818181818183
M8.101	DF	0.00
M8.101	Ganesan	45.45
M8.101	LC	45.45
M8.101	PS	45.45
M8.101	Zhou	45.45
M8.101	Resnik	36.36
M8.101	Lin	36.36
M8.101	Nunivers	0.00
M8.101	AIC	0.00
M8.101	DAVID	0.0
M8.100	DF	50.00
M8.100	Ganesan	58.33
M8.100	LC	58.33
M8.100	PS	50.00
M8.100	Zhou	58.33
M8.100	Resnik	58.33
M8.100	Lin	58.33
M8.100	Nunivers	50.00
M8.100	AIC	50.00
M8.100	DAVID	41.66666666666667
M4.9	DF	78.72
M4.9	Ganesan	75.53
M4.9	LC	79.79
M4.9	PS	77.66
M4.9	Zhou	79.79
M4.9	Resnik	77.66
M4.9	Lin	77.66
