Module	SS	value
M8.55	Resnik	9
M8.55	Lin	15
M8.55	Nunivers	25
M8.55	AIC	5
M8.54	Annotation	27
M8.54	DF	11
M8.54	Ganesan	13
M8.54	LC	3
M8.54	PS	13
M8.54	Zhou	3
M8.54	Resnik	11
M8.54	Lin	11
M8.54	Nunivers	18
M8.54	AIC	11
M8.53	Annotation	68
M8.53	DF	30
M8.53	Ganesan	9
M8.53	LC	13
M8.53	PS	36
M8.53	Zhou	9
M8.53	Resnik	14
M8.53	Lin	14
M8.53	Nunivers	33
M8.53	AIC	27
M8.52	Annotation	67
M8.52	DF	35
M8.52	Ganesan	5
M8.52	LC	6
M8.52	PS	19
M8.52	Zhou	5
M8.52	Resnik	28
M8.52	Lin	26
M8.52	Nunivers	34
M8.52	AIC	35
M8.51	Annotation	167
M8.51	DF	83
M8.51	Ganesan	81
M8.51	LC	11
M8.51	PS	73
M8.51	Zhou	7
M8.51	Resnik	63
M8.51	Lin	93
M8.51	Nunivers	88
M8.51	AIC	76
M8.50	Annotation	51
M8.50	DF	25
M8.50	Ganesan	33
M8.50	LC	7
M8.50	PS	26
M8.50	Zhou	10
M8.50	Resnik	17
M8.50	Lin	18
M8.50	Nunivers	32
M8.50	AIC	16
M8.49	Annotation	49
M8.49	DF	25
M8.49	Ganesan	4
M8.49	LC	4
M8.49	PS	9
M8.49	Zhou	5
M8.49	Resnik	21
M8.49	Lin	26
M8.49	Nunivers	33
M8.49	AIC	7
M8.48	Annotation	127
M8.48	DF	72
M8.48	Ganesan	71
M8.48	LC	10
M8.48	PS	70
M8.48	Zhou	13
M8.48	Resnik	32
M8.48	Lin	60
M8.48	Nunivers	73
M8.48	AIC	55
M8.47	Annotation	64
M8.47	DF	37
M8.47	Ganesan	22
M8.47	LC	7
M8.47	PS	21
M8.47	Zhou	6
M8.47	Resnik	33
M8.47	Lin	34
M8.47	Nunivers	43
M8.47	AIC	11
M8.46	Annotation	69
M8.46	DF	34
M8.46	Ganesan	43
M8.46	LC	5
M8.46	PS	40
M8.46	Zhou	5
M8.46	Resnik	30
M8.46	Lin	28
M8.46	Nunivers	41
M8.46	AIC	34
M8.45	Annotation	68
M8.45	DF	43
M8.45	Ganesan	36
M8.45	LC	5
M8.45	PS	38
M8.45	Zhou	4
M8.45	Resnik	21
M8.45	Lin	23
M8.45	Nunivers	47
M8.45	AIC	7
M8.44	Annotation	69
M8.44	DF	35
M8.44	Ganesan	19
M8.44	LC	17
M8.44	PS	24
M8.44	Zhou	16
M8.44	Resnik	27
M8.44	Lin	21
M8.44	Nunivers	50
M8.44	AIC	41
M8.43	Annotation	85
M8.43	DF	50
M8.43	Ganesan	15
M8.43	LC	17
M8.43	PS	29
M8.43	Zhou	17
M8.43	Resnik	47
M8.43	Lin	44
M8.43	Nunivers	54
M8.43	AIC	17
M8.42	Annotation	70
M8.42	DF	43
M8.42	Ganesan	34
M8.42	LC	7
M8.42	PS	34
M8.42	Zhou	7
M8.42	Resnik	26
M8.42	Lin	24
M8.42	Nunivers	42
M8.42	AIC	41
M8.41	Annotation	66
M8.41	DF	41
M8.41	Ganesan	34
M8.41	LC	6
M8.41	PS	39
M8.41	Zhou	9
M8.41	Resnik	23
M8.41	Lin	23
M8.41	Nunivers	43
M8.41	AIC	36
M8.40	Annotation	40
M8.40	DF	30
M8.40	Ganesan	5
M8.40	LC	5
M8.40	PS	8
M8.40	Zhou	6
M8.40	Resnik	17
M8.40	Lin	25
M8.40	Nunivers	31
M8.40	AIC	6
M2.3	Annotation	263
M2.3	DF	148
M2.3	Ganesan	26
M2.3	LC	8
M2.3	PS	38
M2.3	Zhou	10
M2.3	Resnik	76
M2.3	Lin	102
M2.3	Nunivers	200
M2.3	AIC	28
M2.2	Annotation	332
M2.2	DF	151
M2.2	Ganesan	169
M2.2	LC	26
M2.2	PS	153
M2.2	Zhou	41
M2.2	Resnik	110
M2.2	Lin	143
M2.2	Nunivers	172
M2.2	AIC	129
M2.1	Annotation	122
M2.1	DF	51
M2.1	Ganesan	55
M2.1	LC	6
M2.1	PS	52
M2.1	Zhou	8
M2.1	Resnik	51
M2.1	Lin	67
M2.1	Nunivers	66
M2.1	AIC	52
M5.15	Annotation	117
M5.15	DF	55
M5.15	Ganesan	9
M5.15	LC	13
M5.15	PS	18
M5.15	Zhou	13
M5.15	Resnik	34
M5.15	Lin	49
M5.15	Nunivers	68
M5.15	AIC	54
M8.39	Annotation	116
M8.39	DF	68
M8.39	Ganesan	71
M8.39	LC	9
M8.39	PS	66
M8.39	Zhou	9
M8.39	Resnik	37
M8.39	Lin	46
M8.39	Nunivers	76
M8.39	AIC	14
M5.14	Annotation	286
M5.14	DF	152
M5.14	Ganesan	140
M5.14	LC	11
M5.14	PS	127
M5.14	Zhou	7
M5.14	Resnik	157
M5.14	Lin	159
M5.14	Nunivers	148
M5.14	AIC	125
M8.38	Annotation	101
M8.38	DF	65
M8.38	Ganesan	12
M8.38	LC	6
M8.38	PS	33
M8.38	Zhou	6
M8.38	Resnik	20
M8.38	Lin	60
M8.38	Nunivers	64
M8.38	AIC	47
M5.13	Annotation	411
M5.13	DF	172
M5.13	Ganesan	175
M5.13	LC	15
M5.13	PS	230
M5.13	Zhou	14
M5.13	Resnik	178
M5.13	Lin	191
M5.13	Nunivers	228
M5.13	AIC	175
M8.37	Annotation	89
M8.37	DF	52
M8.37	Ganesan	63
M8.37	LC	6
M8.37	PS	53
M8.37	Zhou	6
M8.37	Resnik	27
M8.37	Lin	32
M8.37	Nunivers	68
M8.37	AIC	45
M5.12	Annotation	279
M5.12	DF	148
M5.12	Ganesan	129
M5.12	LC	17
M5.12	PS	136
M5.12	Zhou	16
M5.12	Resnik	85
M5.12	Lin	120
M5.12	Nunivers	143
M5.12	AIC	120
M8.36	Annotation	53
M8.36	DF	23
M8.36	Ganesan	33
M8.36	LC	5
M8.36	PS	30
M8.36	Zhou	5
M8.36	Resnik	16
M8.36	Lin	30
M8.36	Nunivers	32
M8.36	AIC	22
M5.11	Annotation	218
M5.11	DF	116
M5.11	Ganesan	123
M5.11	LC	15
M5.11	PS	98
M5.11	Zhou	11
M5.11	Resnik	69
M5.11	Lin	103
M5.11	Nunivers	113
M5.11	AIC	118
M8.35	Annotation	133
M8.35	DF	81
M8.35	Ganesan	16
M8.35	LC	10
M8.35	PS	27
M8.35	Zhou	10
M8.35	Resnik	40
M8.35	Lin	59
M8.35	Nunivers	72
M8.35	AIC	15
M5.10	Annotation	633
M5.10	DF	233
M5.10	Ganesan	361
M5.10	LC	15
M5.10	PS	337
M5.10	Zhou	8
M5.10	Resnik	188
M5.10	Lin	272
M5.10	Nunivers	296
M5.10	AIC	210
M8.34	Annotation	55
M8.34	DF	38
M8.34	Ganesan	11
M8.34	LC	5
M8.34	PS	12
M8.34	Zhou	6
M8.34	Resnik	32
M8.34	Lin	32
M8.34	Nunivers	33
M8.34	AIC	10
M8.33	Annotation	53
M8.33	DF	18
M8.33	Ganesan	13
M8.33	LC	10
M8.33	PS	22
M8.33	Zhou	13
M8.33	Resnik	17
M8.33	Lin	19
M8.33	Nunivers	31
M8.33	AIC	18
M8.32	Annotation	138
M8.32	DF	73
M8.32	Ganesan	81
M8.32	LC	9
M8.32	PS	78
M8.32	Zhou	11
M8.32	Resnik	80
M8.32	Lin	71
M8.32	Nunivers	64
M8.32	AIC	15
M8.31	Annotation	87
M8.31	DF	47
M8.31	Ganesan	8
M8.31	LC	7
M8.31	PS	14
M8.31	Zhou	8
M8.31	Resnik	17
M8.31	Lin	36
M8.31	Nunivers	56
M8.31	AIC	10
M8.30	Annotation	41
M8.30	DF	14
M8.30	Ganesan	10
M8.30	LC	8
M8.30	PS	25
M8.30	Zhou	10
M8.30	Resnik	15
M8.30	Lin	19
M8.30	Nunivers	20
M8.30	AIC	14
M9.9	Annotation	242
M9.9	DF	93
M9.9	Ganesan	117
M9.9	LC	8
M9.9	PS	121
M9.9	Zhou	9
M9.9	Resnik	80
M9.9	Lin	123
M9.9	Nunivers	118
M9.9	AIC	93
M9.8	Annotation	366
M9.8	DF	143
M9.8	Ganesan	187
M9.8	LC	11
M9.8	PS	173
M9.8	Zhou	15
M9.8	Resnik	147
M9.8	Lin	175
M9.8	Nunivers	162
M9.8	AIC	120
M9.7	Annotation	224
M9.7	DF	83
M9.7	Ganesan	97
M9.7	LC	13
M9.7	PS	43
M9.7	Zhou	12
M9.7	Resnik	26
M9.7	Lin	111
M9.7	Nunivers	131
M9.7	AIC	20
M9.6	Annotation	250
M9.6	DF	124
M9.6	Ganesan	139
M9.6	LC	12
M9.6	PS	135
M9.6	Zhou	23
M9.6	Resnik	113
M9.6	Lin	107
M9.6	Nunivers	127
M9.6	AIC	90
M9.5	Annotation	270
M9.5	DF	140
M9.5	Ganesan	141
M9.5	LC	15
M9.5	PS	149
M9.5	Zhou	9
M9.5	Resnik	127
M9.5	Lin	96
M9.5	Nunivers	128
M9.5	AIC	129
M9.4	Annotation	279
M9.4	DF	161
M9.4	Ganesan	144
M9.4	LC	36
M9.4	PS	145
M9.4	Zhou	24
M9.4	Resnik	117
M9.4	Lin	131
M9.4	Nunivers	140
M9.4	AIC	120
M9.3	Annotation	501
M9.3	DF	232
M9.3	Ganesan	230
M9.3	LC	16
M9.3	PS	23
M9.3	Zhou	8
M9.3	Resnik	189
M9.3	Lin	240
M9.3	Nunivers	245
M9.3	AIC	195
M9.2	Annotation	414
M9.2	DF	216
M9.2	Ganesan	213
M9.2	LC	17
M9.2	PS	68
M9.2	Zhou	19
M9.2	Resnik	197
M9.2	Lin	240
M9.2	Nunivers	188
M9.2	AIC	215
M9.1	Annotation	532
M9.1	DF	289
M9.1	Ganesan	251
M9.1	LC	8
M9.1	PS	310
M9.1	Zhou	17
M9.1	Resnik	234
M9.1	Lin	258
M9.1	Nunivers	281
M9.1	AIC	219
M8.29	Annotation	106
M8.29	DF	64
M8.29	Ganesan	63
M8.29	LC	13
M8.29	PS	22
M8.29	Zhou	13
M8.29	Resnik	54
M8.29	Lin	52
M8.29	Nunivers	63
M8.29	AIC	44
M8.28	Annotation	63
M8.28	DF	39
M8.28	Ganesan	7
M8.28	LC	7
M8.28	PS	28
M8.28	Zhou	7
M8.28	Resnik	19
M8.28	Lin	29
M8.28	Nunivers	36
M8.28	AIC	23
M8.27	Annotation	154
M8.27	DF	73
M8.27	Ganesan	87
M8.27	LC	4
M8.27	PS	79
M8.27	Zhou	7
M8.27	Resnik	26
M8.27	Lin	46
M8.27	Nunivers	84
M8.27	AIC	68
M8.26	Annotation	131
M8.26	DF	64
M8.26	Ganesan	18
M8.26	LC	11
M8.26	PS	73
M8.26	Zhou	19
M8.26	Resnik	57
M8.26	Lin	60
M8.26	Nunivers	69
M8.26	AIC	16
M8.25	Annotation	122
M8.25	DF	70
M8.25	Ganesan	61
M8.25	LC	8
M8.25	PS	19
M8.25	Zhou	10
M8.25	Resnik	41
M8.25	Lin	59
M8.25	Nunivers	64
M8.25	AIC	61
M8.24	Annotation	96
M8.24	DF	32
M8.24	Ganesan	55
M8.24	LC	6
M8.24	PS	45
M8.24	Zhou	6
M8.24	Resnik	39
M8.24	Lin	39
M8.24	Nunivers	44
M8.24	AIC	33
M8.23	Annotation	29
M8.23	DF	9
M8.23	Ganesan	4
M8.23	LC	4
M8.23	PS	11
M8.23	Zhou	4
M8.23	Resnik	10
M8.23	Lin	13
M8.23	Nunivers	17
M8.23	AIC	9
M8.22	Annotation	54
M8.22	DF	28
M8.22	Ganesan	7
M8.22	LC	7
M8.22	PS	14
M8.22	Zhou	7
M8.22	Resnik	20
M8.22	Lin	17
M8.22	Nunivers	37
M8.22	AIC	10
M8.21	Annotation	111
M8.21	DF	58
M8.21	Ganesan	47
M8.21	LC	9
M8.21	PS	24
M8.21	Zhou	6
M8.21	Resnik	41
M8.21	Lin	44
M8.21	Nunivers	66
M8.21	AIC	55
M8.20	Annotation	116
M8.20	DF	47
M8.20	Ganesan	51
M8.20	LC	12
M8.20	PS	51
M8.20	Zhou	12
M8.20	Resnik	20
M8.20	Lin	21
M8.20	Nunivers	60
M8.20	AIC	46
M3.6	Annotation	188
M3.6	DF	78
M3.6	Ganesan	97
M3.6	LC	14
M3.6	PS	87
M3.6	Zhou	15
M3.6	Resnik	78
M3.6	Lin	84
M3.6	Nunivers	84
M3.6	AIC	70
M3.5	Annotation	405
M3.5	DF	185
M3.5	Ganesan	180
M3.5	LC	13
M3.5	PS	29
M3.5	Zhou	12
M3.5	Resnik	215
M3.5	Lin	230
M3.5	Nunivers	195
M3.5	AIC	159
M3.4	Annotation	307
M3.4	DF	137
M3.4	Ganesan	131
M3.4	LC	142
M3.4	PS	116
M3.4	Zhou	11
M3.4	Resnik	91
M3.4	Lin	98
M3.4	Nunivers	168
M3.4	AIC	115
M8.19	Annotation	119
M8.19	DF	82
M8.19	Ganesan	71
M8.19	LC	7
M8.19	PS	63
M8.19	Zhou	5
M8.19	Resnik	34
M8.19	Lin	63
M8.19	Nunivers	73
M8.19	AIC	42
M3.3	Annotation	254
M3.3	DF	133
M3.3	Ganesan	144
M3.3	LC	13
M3.3	PS	88
M3.3	Zhou	8
M3.3	Resnik	56
M3.3	Lin	130
M3.3	Nunivers	154
M3.3	AIC	15
M8.18	Annotation	93
M8.18	DF	49
M8.18	Ganesan	51
M8.18	LC	10
M8.18	PS	22
M8.18	Zhou	12
M8.18	Resnik	23
M8.18	Lin	38
M8.18	Nunivers	64
M8.18	AIC	57
M3.2	Annotation	566
M3.2	DF	261
M3.2	Ganesan	235
M3.2	LC	28
M3.2	PS	236
M3.2	Zhou	35
M3.2	Resnik	252
M3.2	Lin	304
M3.2	Nunivers	314
M3.2	AIC	224
M8.17	Annotation	87
M8.17	DF	42
M8.17	Ganesan	17
M8.17	LC	17
M8.17	PS	25
M8.17	Zhou	17
M8.17	Resnik	32
M8.17	Lin	28
M8.17	Nunivers	48
M8.17	AIC	41
M3.1	Annotation	299
M3.1	DF	136
M3.1	Ganesan	143
M3.1	LC	14
M3.1	PS	122
M3.1	Zhou	16
M3.1	Resnik	132
M3.1	Lin	152
M3.1	Nunivers	160
M3.1	AIC	137
M8.16	Annotation	68
M8.16	DF	38
M8.16	Ganesan	39
M8.16	LC	6
M8.16	PS	39
M8.16	Zhou	6
M8.16	Resnik	22
M8.16	Lin	32
M8.16	Nunivers	41
M8.16	AIC	35
M8.15	Annotation	64
M8.15	DF	36
M8.15	Ganesan	15
M8.15	LC	13
M8.15	PS	16
M8.15	Zhou	14
M8.15	Resnik	22
M8.15	Lin	40
M8.15	Nunivers	48
M8.15	AIC	36
M8.14	Annotation	81
M8.14	DF	48
M8.14	Ganesan	50
M8.14	LC	8
M8.14	PS	24
M8.14	Zhou	8
M8.14	Resnik	25
M8.14	Lin	40
M8.14	Nunivers	47
M8.14	AIC	10
M8.13	Annotation	119
M8.13	DF	55
M8.13	Ganesan	60
M8.13	LC	11
M8.13	PS	21
M8.13	Zhou	10
M8.13	Resnik	58
M8.13	Lin	43
M8.13	Nunivers	57
M8.13	AIC	50
M8.12	Annotation	22
M8.12	DF	13
M8.12	Ganesan	3
M8.12	LC	3
M8.12	PS	11
M8.12	Zhou	3
M8.12	Resnik	4
M8.12	Lin	6
M8.12	Nunivers	16
M8.12	AIC	13
M8.11	Annotation	45
M8.11	DF	28
M8.11	Ganesan	20
M8.11	LC	3
M8.11	PS	21
M8.11	Zhou	3
M8.11	Resnik	15
M8.11	Lin	21
M8.11	Nunivers	27
M8.11	AIC	18
M8.10	Annotation	116
M8.10	DF	61
M8.10	Ganesan	12
M8.10	LC	9
M8.10	PS	25
M8.10	Zhou	9
M8.10	Resnik	26
M8.10	Lin	67
M8.10	Nunivers	66
M8.10	AIC	41
M8.111	Annotation	24
M8.111	DF	17
M8.111	Ganesan	4
M8.111	LC	4
M8.111	PS	4
M8.111	Zhou	4
M8.111	Resnik	8
M8.111	Lin	13
M8.111	Nunivers	16
M8.111	AIC	11
M8.110	Annotation	21
M8.110	DF	10
M8.110	Ganesan	4
M8.110	LC	4
M8.110	PS	7
M8.110	Zhou	4
M8.110	Resnik	16
M8.110	Lin	16
M8.110	Nunivers	11
M8.110	AIC	4
M8.109	Annotation	139
M8.109	DF	77
M8.109	Ganesan	81
M8.109	LC	15
M8.109	PS	75
M8.109	Zhou	16
M8.109	Resnik	78
M8.109	Lin	68
M8.109	Nunivers	89
M8.109	AIC	76
M8.108	Annotation	49
M8.108	DF	32
M8.108	Ganesan	26
M8.108	LC	7
M8.108	PS	24
M8.108	Zhou	7
M8.108	Resnik	17
M8.108	Lin	20
M8.108	Nunivers	30
M8.108	AIC	8
M8.107	Annotation	30
M8.107	DF	16
M8.107	Ganesan	19
M8.107	LC	3
M8.107	PS	17
M8.107	Zhou	3
M8.107	Resnik	15
M8.107	Lin	11
M8.107	Nunivers	23
M8.107	AIC	14
M8.106	Annotation	28
M8.106	DF	9
M8.106	Ganesan	6
M8.106	LC	5
M8.106	PS	14
M8.106	Zhou	6
M8.106	Resnik	11
M8.106	Lin	14
M8.106	Nunivers	20
M8.106	AIC	9
M8.105	Annotation	20
M8.105	DF	8
M8.105	Ganesan	7
M8.105	LC	3
M8.105	PS	7
M8.105	Zhou	6
M8.105	Resnik	8
M8.105	Lin	8
M8.105	Nunivers	16
M8.105	AIC	5
M8.104	Annotation	28
M8.104	DF	14
M8.104	Ganesan	4
M8.104	LC	5
M8.104	PS	7
M8.104	Zhou	4
M8.104	Resnik	17
M8.104	Lin	17
M8.104	Nunivers	18
M8.104	AIC	4
M8.103	Annotation	12
M8.103	DF	9
M8.103	Ganesan	3
M8.103	LC	3
M8.103	PS	4
M8.103	Zhou	3
M8.103	Resnik	5
M8.103	Lin	5
M8.103	Nunivers	7
M8.103	AIC	3
M8.102	Annotation	40
M8.102	DF	23
M8.102	Ganesan	21
M8.102	LC	6
M8.102	PS	21
M8.102	Zhou	6
M8.102	Resnik	16
M8.102	Lin	19
M8.102	Nunivers	29
M8.102	AIC	22
M8.101	Annotation	19
M8.101	DF	12
M8.101	Ganesan	2
M8.101	LC	2
M8.101	PS	5
M8.101	Zhou	2
M8.101	Resnik	7
M8.101	Lin	6
M8.101	Nunivers	12
M8.101	AIC	10
M8.100	Annotation	25
M8.100	DF	8
M8.100	Ganesan	6
M8.100	LC	6
M8.100	PS	11
M8.100	Zhou	5
M8.100	Resnik	7
M8.100	Lin	7
M8.100	Nunivers	16
M8.100	AIC	8
M4.9	Annotation	513
M4.9	DF	232
M4.9	Ganesan	273
M4.9	LC	35
M4.9	PS	271
M4.9	Zhou	28
M4.9	Resnik	242
M4.9	Lin	231
M4.9	Nunivers	261
M4.9	AIC	174
M4.8	Annotation	64
M4.8	DF	36
M4.8	Ganesan	41
M4.8	LC	7
M4.8	PS	37
M4.8	Zhou	7
M4.8	Resnik	38
M4.8	Lin	30
M4.8	Nunivers	40
M4.8	AIC	23
M4.7	Annotation	335
M4.7	DF	149
M4.7	Ganesan	152
M4.7	LC	15
M4.7	PS	46
M4.7	Zhou	14
M4.7	Resnik	94
M4.7	Lin	172
M4.7	Nunivers	197
M4.7	AIC	129
M4.6	Annotation	631
M4.6	DF	283
M4.6	Ganesan	297
M4.6	LC	18
M4.6	PS	331
M4.6	Zhou	9
M4.6	Resnik	250
M4.6	Lin	308
M4.6	Nunivers	289
M4.6	AIC	211
M4.5	Annotation	118
M4.5	DF	60
M4.5	Ganesan	46
M4.5	LC	4
M4.5	PS	26
M4.5	Zhou	5
M4.5	Resnik	49
M4.5	Lin	66
M4.5	Nunivers	87
M4.5	AIC	11
M4.4	Annotation	338
M4.4	DF	156
M4.4	Ganesan	29
M4.4	LC	15
M4.4	PS	132
M4.4	Zhou	10
M4.4	Resnik	160
M4.4	Lin	151
M4.4	Nunivers	185
M4.4	AIC	155
M4.3	Annotation	133
M4.3	DF	74
M4.3	Ganesan	62
M4.3	LC	15
M4.3	PS	34
M4.3	Zhou	17
M4.3	Resnik	46
M4.3	Lin	76
M4.3	Nunivers	88
M4.3	AIC	74
M4.2	Annotation	216
M4.2	DF	94
M4.2	Ganesan	26
M4.2	LC	29
M4.2	PS	37
M4.2	Zhou	29
M4.2	Resnik	77
M4.2	Lin	120
M4.2	Nunivers	95
M4.2	AIC	92
M4.1	Annotation	333
M4.1	DF	143
M4.1	Ganesan	171
M4.1	LC	17
M4.1	PS	151
M4.1	Zhou	19
M4.1	Resnik	123
M4.1	Lin	169
M4.1	Nunivers	192
M4.1	AIC	127
M4.16	Annotation	424
M4.16	DF	162
M4.16	Ganesan	214
M4.16	LC	29
M4.16	PS	190
M4.16	Zhou	51
M4.16	Resnik	167
M4.16	Lin	162
M4.16	Nunivers	190
M4.16	AIC	163
M4.15	Annotation	184
M4.15	DF	91
M4.15	Ganesan	82
M4.15	LC	13
M4.15	PS	21
M4.15	Zhou	13
M4.15	Resnik	119
M4.15	Lin	82
M4.15	Nunivers	89
M4.15	AIC	79
M4.14	Annotation	353
M4.14	DF	166
M4.14	Ganesan	149
M4.14	LC	9
M4.14	PS	146
M4.14	Zhou	13
M4.14	Resnik	178
M4.14	Lin	169
M4.14	Nunivers	191
M4.14	AIC	144
M4.13	Annotation	416
M4.13	DF	140
M4.13	Ganesan	182
M4.13	LC	16
M4.13	PS	39
M4.13	Zhou	9
M4.13	Resnik	159
M4.13	Lin	174
M4.13	Nunivers	224
M4.13	AIC	130
M4.12	Annotation	267
M4.12	DF	123
M4.12	Ganesan	13
M4.12	LC	7
M4.12	PS	17
M4.12	Zhou	8
M4.12	Resnik	116
M4.12	Lin	110
M4.12	Nunivers	147
M4.12	AIC	107
M4.11	Annotation	34
M4.11	DF	11
M4.11	Ganesan	7
M4.11	LC	4
M4.11	PS	8
M4.11	Zhou	8
M4.11	Resnik	12
M4.11	Lin	11
M4.11	Nunivers	18
M4.11	AIC	7
M7.35	Annotation	124
M7.35	DF	72
M7.35	Ganesan	7
M7.35	LC	7
M7.35	PS	65
M7.35	Zhou	7
M7.35	Resnik	26
M7.35	Lin	52
M7.35	Nunivers	60
M7.35	AIC	61
M4.10	Annotation	69
M4.10	DF	38
M4.10	Ganesan	49
M4.10	LC	7
M4.10	PS	44
M4.10	Zhou	6
M4.10	Resnik	23
M4.10	Lin	32
M4.10	Nunivers	47
M4.10	AIC	29
M7.34	Annotation	230
M7.34	DF	121
M7.34	Ganesan	131
M7.34	LC	11
M7.34	PS	21
M7.34	Zhou	8
M7.34	Resnik	91
M7.34	Lin	113
M7.34	Nunivers	116
M7.34	AIC	105
M7.33	Annotation	206
M7.33	DF	126
M7.33	Ganesan	117
M7.33	LC	17
M7.33	PS	114
M7.33	Zhou	22
M7.33	Resnik	99
M7.33	Lin	82
M7.33	Nunivers	113
M7.33	AIC	22
M7.32	Annotation	87
M7.32	DF	39
M7.32	Ganesan	8
M7.32	LC	9
M7.32	PS	15
M7.32	Zhou	9
M7.32	Resnik	30
M7.32	Lin	28
M7.32	Nunivers	49
M7.32	AIC	42
M7.31	Annotation	159
M7.31	DF	80
M7.31	Ganesan	97
M7.31	LC	10
M7.31	PS	43
M7.31	Zhou	8
M7.31	Resnik	69
M7.31	Lin	80
M7.31	Nunivers	74
M7.31	AIC	62
M7.30	Annotation	259
M7.30	DF	123
M7.30	Ganesan	15
M7.30	LC	9
M7.30	PS	26
M7.30	Zhou	12
M7.30	Resnik	31
M7.30	Lin	134
M7.30	Nunivers	127
M7.30	AIC	91
M7.29	Annotation	361
M7.29	DF	171
M7.29	Ganesan	183
M7.29	LC	10
M7.29	PS	175
M7.29	Zhou	9
M7.29	Resnik	189
M7.29	Lin	204
M7.29	Nunivers	204
M7.29	AIC	173
M7.28	Annotation	210
M7.28	DF	111
M7.28	Ganesan	37
M7.28	LC	18
M7.28	PS	60
M7.28	Zhou	38
M7.28	Resnik	100
M7.28	Lin	100
M7.28	Nunivers	101
M7.28	AIC	90
M7.27	Annotation	157
M7.27	DF	77
M7.27	Ganesan	8
M7.27	LC	7
M7.27	PS	83
M7.27	Zhou	7
M7.27	Resnik	94
M7.27	Lin	71
M7.27	Nunivers	86
M7.27	AIC	55
M7.26	Annotation	406
M7.26	DF	164
M7.26	Ganesan	200
M7.26	LC	14
M7.26	PS	176
M7.26	Zhou	27
M7.26	Resnik	164
M7.26	Lin	183
M7.26	Nunivers	168
M7.26	AIC	158
M7.25	Annotation	236
M7.25	DF	133
M7.25	Ganesan	130
M7.25	LC	9
M7.25	PS	46
M7.25	Zhou	5
M7.25	Resnik	80
M7.25	Lin	118
M7.25	Nunivers	124
M7.25	AIC	95
M7.24	Annotation	275
M7.24	DF	158
M7.24	Ganesan	132
M7.24	LC	16
M7.24	PS	137
M7.24	Zhou	9
M7.24	Resnik	150
M7.24	Lin	118
M7.24	Nunivers	138
M7.24	AIC	158
M7.23	Annotation	310
M7.23	DF	151
M7.23	Ganesan	159
M7.23	LC	8
M7.23	PS	161
M7.23	Zhou	14
M7.23	Resnik	137
M7.23	Lin	148
M7.23	Nunivers	135
M7.23	AIC	110
M7.22	Annotation	271
M7.22	DF	142
M7.22	Ganesan	16
M7.22	LC	16
M7.22	PS	127
M7.22	Zhou	17
M7.22	Resnik	119
M7.22	Lin	129
M7.22	Nunivers	120
M7.22	AIC	117
M7.21	Annotation	340
M7.21	DF	130
M7.21	Ganesan	168
M7.21	LC	9
M7.21	PS	153
M7.21	Zhou	12
M7.21	Resnik	154
M7.21	Lin	157
M7.21	Nunivers	177
M7.21	AIC	111
M7.20	Annotation	173
M7.20	DF	75
M7.20	Ganesan	73
M7.20	LC	14
M7.20	PS	17
M7.20	Zhou	11
M7.20	Resnik	51
M7.20	Lin	72
M7.20	Nunivers	95
M7.20	AIC	71
M7.19	Annotation	305
M7.19	DF	130
M7.19	Ganesan	147
M7.19	LC	25
M7.19	PS	71
M7.19	Zhou	23
M7.19	Resnik	111
M7.19	Lin	151
M7.19	Nunivers	135
M7.19	AIC	111
M5.9	Annotation	160
M5.9	DF	88
M5.9	Ganesan	86
M5.9	LC	23
M5.9	PS	23
M5.9	Zhou	8
M5.9	Resnik	65
M5.9	Lin	88
M5.9	Nunivers	97
M5.9	AIC	70
M7.18	Annotation	340
M7.18	DF	152
M7.18	Ganesan	151
M7.18	LC	14
M7.18	PS	161
M7.18	Zhou	8
M7.18	Resnik	157
M7.18	Lin	153
M7.18	Nunivers	172
M7.18	AIC	123
M5.8	Annotation	345
M5.8	DF	180
M5.8	Ganesan	188
M5.8	LC	10
M5.8	PS	26
M5.8	Zhou	14
M5.8	Resnik	124
M5.8	Lin	180
M5.8	Nunivers	200
M5.8	AIC	116
M7.17	Annotation	356
M7.17	DF	141
M7.17	Ganesan	162
M7.17	LC	15
M7.17	PS	151
M7.17	Zhou	13
M7.17	Resnik	204
M7.17	Lin	183
M7.17	Nunivers	188
M7.17	AIC	133
M5.7	Annotation	677
M5.7	DF	225
M5.7	Ganesan	303
M5.7	LC	43
M5.7	PS	388
M5.7	Zhou	46
M5.7	Resnik	241
M5.7	Lin	372
M5.7	Nunivers	321
M5.7	AIC	226
M7.16	Annotation	334
M7.16	DF	125
M7.16	Ganesan	154
M7.16	LC	15
M7.16	PS	166
M7.16	Zhou	22
M7.16	Resnik	86
M7.16	Lin	142
M7.16	Nunivers	136
M7.16	AIC	133
M5.6	Annotation	395
M5.6	DF	171
M5.6	Ganesan	198
M5.6	LC	8
M5.6	PS	165
M5.6	Zhou	7
M5.6	Resnik	149
M5.6	Lin	180
M5.6	Nunivers	166
M5.6	AIC	124
M7.15	Annotation	400
M7.15	DF	181
M7.15	Ganesan	201
M7.15	LC	19
M7.15	PS	193
M7.15	Zhou	14
M7.15	Resnik	184
M7.15	Lin	193
M7.15	Nunivers	181
M7.15	AIC	155
M5.5	Annotation	537
M5.5	DF	196
M5.5	Ganesan	248
