;GO:0045927;GO:0036498;GO:0007252;GO:0051928;GO:0050718;GO:1901224;GO:0042376;GO:0042377;GO:0008625;GO:0051090;GO:0051005;GO:0002755;GO:0045893;GO:0031639;GO:0019367;GO:0034626;GO:0070207;GO:0032722;GO:0034625;GO:0035556;GO:0030148;GO:0035397;GO:0033490;GO:0030260;GO:1903892;GO:0034220;GO:2001183;GO:0050729;GO:0007265;GO:0009725;GO:0045416;GO:0006974;GO:0045657;GO:0048011;GO:0097011;GO:0045540;GO:0030539;GO:0001558;GO:0033489;GO:0014902;GO:0008285;GO:0055078;GO:0043123;GO:0048812;GO:0006663;GO:0046598;GO:0000038;GO:0043524;GO:0050850;GO:2000778;GO:0019064;GO:0036109;GO:0034201;GO:0032304;GO:0032305;GO:0050731;GO:0050852;GO:0034162;GO:0036101;GO:0000209;GO:0043651;GO:0008333;GO:0007249;GO:0070294;GO:0001774;GO:0071260;GO:0001932;GO:0006948;GO:0016064;GO:0032411;GO:0032496;GO:0034158;GO:0010524;GO:0010243;GO:0007050;GO:0003091;GO:0034154;GO:0042178;GO:1902236;GO:0006886;GO:1903966;GO:0043154;GO:0031398;GO:2000675;GO:0051607;GO:0033211;GO:0042987;GO:0046949;GO:0043433;GO:0043312;GO:0042102;GO:0006897;GO:0006895;GO:0038180;GO:0030217;GO:0007616;GO:0007218;GO:0006888;GO:0045860;GO:0001516;GO:0034138;GO:0019432;GO:0032355;GO:0032755;GO:0018105;GO:0030334;GO:0033327;GO:0071449;GO:0044539;GO:0033280;GO:0036151;GO:1904037;GO:1901687;GO:0043687;GO:0006983;GO:0000122;GO:0032507;GO:0097267;GO:0032868;GO:0045078;GO:0042360;GO:0042361;GO:0032509;GO:0035338;GO:0032469;GO:0060453;GO:0022417;GO:0050829;GO:0009584;GO:0045599;GO:0007169;GO:0042761;GO:0046323;GO:0045356;GO:0045359;GO:0045086;GO:0019371;GO:0019373;GO:0045087;GO:0006749;GO:0070374;GO:0035723;GO:0030433;GO:0071902
GO:0045927;1.0;0.2142857142857143;0.0;0.33333333333333337;0.10810810810810811;0.2222222222222222;0.0;0.0;0.2727272727272727;0.13636363636363635;0.1428571428571429;0.14814814814814814;0.11764705882352944;0.0;0.0;0.0;0.0;0.4;0.0;0.375;0.0;0.2666666666666667;0.0;0.0;0.13043478260869568;0.0;0.08823529411764708;0.3076923076923077;0.30000000000000004;0.0;0.12121212121212122;0.0;0.16000000000000003;0.25;0.0;0.1875;0.0;0.5714285714285714;0.0;0.0;0.33333333333333337;0.15384615384615385;0.2222222222222222;0.0;0.0;0.3076923076923077;0.0;0.17647058823529416;0.2222222222222222;0.125;0.0;0.0;0.0;0.125;0.17391304347826086;0.12903225806451613;0.18181818181818177;0.14814814814814814;0.0;0.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.17647058823529416;0.0;0.0;0.36363636363636365;0.0;0.14814814814814814;0.11111111111111116;0.0;0.25;0.1333333333333333;0.14814814814814814;0.0;0.09090909090909094;0.0;0.0;0.0714285714285714;0.16000000000000003;0.17647058823529416;0.0;0.2727272727272727;0.0;0.0;0.12;0.0;0.125;0.0;0.0;0.30000000000000004;0.0;0.0;0.33333333333333337;0.0;0.10256410256410253;0.0;0.14814814814814814;0.0;0.0;0.4;0.0;0.30000000000000004;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.1875;0.07894736842105265;0.18181818181818177;0.0;0.0;0.12121212121212122;0.0;0.0;0.0;0.0;0.09090909090909094;0.2727272727272727;0.0;0.0;0.0;0.23076923076923073;0.30000000000000004;0.0;0.0;0.11428571428571432;0.11428571428571432;0.12121212121212122;0.0;0.0;0.0;0.0;0.09302325581395354;0.30000000000000004;0.0;0.09756097560975607
GO:0036498;0.2142857142857143;1.0;0.06896551724137934;0.15000000000000002;0.09090909090909094;0.16000000000000003;0.06451612903225812;0.08695652173913049;0.4;0.1428571428571429;0.09523809523809523;0.1875;0.09756097560975607;0.0;0.05882352941176472;0.05714285714285716;0.09999999999999998;0.16666666666666663;0.05714285714285716;0.5;0.0714285714285714;0.13043478260869568;0.0;0.0;0.13793103448275867;0.0;0.09999999999999998;0.1428571428571429;0.4285714285714286;0.1333333333333333;0.09999999999999998;0.5;0.125;0.375;0.21052631578947367;0.13043478260869568;0.0;0.2857142857142857;0.0;0.11764705882352944;0.2666666666666667;0.09999999999999998;0.16000000000000003;0.09090909090909094;0.052631578947368474;0.1428571428571429;0.08333333333333337;0.17391304347826086;0.16000000000000003;0.10256410256410253;0.09523809523809523;0.07407407407407407;0.11111111111111116;0.09677419354838712;0.09677419354838712;0.10526315789473684;0.2222222222222222;0.1875;0.04347826086956519;0.0714285714285714;0.07692307692307687;0.0;0.46153846153846156;0.0;0.11111111111111116;0.2222222222222222;0.17391304347826086;0.0;0.09999999999999998;0.1578947368421053;0.09999999999999998;0.1875;0.11904761904761907;0.1333333333333333;0.2941176470588235;0.09090909090909094;0.1875;0.11764705882352944;0.10256410256410253;0.0;0.05555555555555558;0.08333333333333337;0.125;0.17391304347826086;0.13636363636363635;0.4;0.0;0.0625;0.12903225806451613;0.0625;0.10256410256410253;0.0;0.0;0.4285714285714286;0.09090909090909094;0.0;0.46153846153846156;0.0;0.08695652173913049;0.04761904761904767;0.1875;0.06896551724137934;0.10526315789473684;0.16666666666666663;0.06451612903225812;0.25;0.11764705882352944;0.2727272727272727;0.0;0.09090909090909094;0.0714285714285714;0.19047619047619047;0.08333333333333337;0.07999999999999996;0.7333333333333334;0.09090909090909094;0.17647058823529416;0.06896551724137934;0.09523809523809523;0.09999999999999998;0.09523809523809523;0.06896551724137934;0.0;0.05882352941176472;0.1071428571428571;0.16666666666666663;0.09523809523809523;0.1428571428571429;0.09999999999999998;0.21052631578947367;0.4285714285714286;0.05882352941176472;0.0;0.09523809523809523;0.09523809523809523;0.09999999999999998;0.06896551724137934;0.06896551724137934;0.19999999999999996;0.08695652173913049;0.07999999999999996;0.4285714285714286;0.17500000000000004;0.08333333333333337
GO:0007252;0.0;0.06896551724137934;1.0;0.0;0.0;0.0;0.1428571428571429;0.1428571428571429;0.07692307692307687;0.0;0.0;0.046511627906976716;0.0;0.34782608695652173;0.16216216216216217;0.1578947368421053;0.07407407407407407;0.0;0.1578947368421053;0.08695652173913049;0.27586206896551724;0.0;0.10256410256410253;0.0;0.0;0.0;0.0;0.0;0.07999999999999996;0.0;0.0;0.08695652173913049;0.0;0.07407407407407407;0.0714285714285714;0.0;0.0;0.0;0.10256410256410253;0.08333333333333337;0.0;0.0;0.0;0.06896551724137934;0.2702702702702703;0.0;0.2222222222222222;0.0;0.0;0.0;0.0714285714285714;0.19999999999999996;0.0;0.0;0.0;0.0;0.052631578947368474;0.046511627906976716;0.12244897959183676;0.6818181818181819;0.2068965517241379;0.0;0.08333333333333337;0.0;0.07999999999999996;0.07407407407407407;0.0;0.0;0.0;0.0;0.0;0.046511627906976716;0.038461538461538436;0.0;0.07407407407407407;0.0;0.046511627906976716;0.18181818181818177;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.07692307692307687;0.4;0.17142857142857137;0.0;0.05128205128205132;0.0;0.0;0.0;0.07999999999999996;0.06896551724137934;0.0;0.08333333333333337;0.0;0.0;0.1333333333333333;0.046511627906976716;0.1875;0.0;0.0;0.9047619047619048;0.0;0.08333333333333337;0.06060606060606055;0.0;0.0;0.37037037037037035;0.0;0.2692307692307693;0.7894736842105263;0.06451612903225812;0.0;0.07999999999999996;0.1875;0.0;0.0;0.19999999999999996;0.1515151515151515;0.0;0.16216216216216217;0.05555555555555558;0.0;0.4285714285714286;0.0;0.0;0.0;0.07999999999999996;0.16216216216216217;0.0;0.0;0.0;0.0;0.1875;0.1875;0.0;0.28;0.0;0.07999999999999996;0.2558139534883721;0.0
GO:0051928;0.33333333333333337;0.15000000000000002;0.0;1.0;0.17500000000000004;0.16666666666666663;0.0;0.0;0.17647058823529416;0.1071428571428571;0.09999999999999998;0.12121212121212122;0.09999999999999998;0.0;0.0;0.0;0.0;0.25;0.0;0.2142857142857143;0.0;0.19047619047619047;0.0;0.0;0.10344827586206895;0.0;0.13157894736842102;0.21052631578947367;0.1875;0.0;0.10256410256410253;0.0;0.12903225806451613;0.16666666666666663;0.0;0.13636363636363635;0.0;0.2142857142857143;0.0;0.0;0.19999999999999996;0.10526315789473684;0.16666666666666663;0.0;0.0;0.21052631578947367;0.0;0.13043478260869568;0.16666666666666663;0.19999999999999996;0.0;0.0;0.0;0.2222222222222222;0.375;0.10810810810810811;0.1428571428571429;0.12121212121212122;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.13043478260869568;0.0;0.0;0.5;0.0;0.12121212121212122;0.3142857142857143;0.0;0.16666666666666663;0.09523809523809523;0.12121212121212122;0.0;0.07692307692307687;0.0;0.0;0.0625;0.12903225806451613;0.13043478260869568;0.0;0.17647058823529416;0.0;0.0;0.09677419354838712;0.0;0.10526315789473684;0.0;0.0;0.1875;0.0;0.0;0.19999999999999996;0.0;0.0888888888888889;0.0;0.12121212121212122;0.0;0.0;0.25;0.0;0.2666666666666667;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.13636363636363635;0.06818181818181823;0.11764705882352944;0.0;0.0;0.10256410256410253;0.0;0.0;0.0;0.0;0.0714285714285714;0.33333333333333337;0.0;0.0;0.0;0.1578947368421053;0.1875;0.0;0.0;0.09756097560975607;0.09756097560975607;0.10256410256410253;0.0;0.0;0.0;0.0;0.08163265306122447;0.1875;0.0;0.08510638297872342
GO:0050718;0.10810810810810811;0.09090909090909094;0.0;0.17500000000000004;1.0;0.12765957446808507;0.0;0.0;0.09756097560975607;0.07692307692307687;0.0444444444444444;0.08771929824561409;0.09523809523809523;0.0;0.0;0.0;0.0;0.21621621621621623;0.0;0.10526315789473684;0.0;0.08695652173913049;0.0;0.0;0.07547169811320753;0.0;0.33333333333333337;0.09090909090909094;0.09999999999999998;0.0;0.1724137931034483;0.0;0.15384615384615385;0.09523809523809523;0.0;0.06382978723404253;0.0;0.10526315789473684;0.0;0.0;0.10256410256410253;0.045454545454545414;0.12765957446808507;0.0;0.0;0.09090909090909094;0.0;0.08510638297872342;0.12765957446808507;0.7631578947368421;0.0;0.0;0.0;0.11538461538461542;0.18367346938775508;0.09999999999999998;0.09615384615384615;0.08771929824561409;0.0;0.0;0.0;0.0;0.10256410256410253;0.0;0.0;0.0;0.08510638297872342;0.0;0.0;0.17948717948717952;0.0;0.08771929824561409;0.14516129032258063;0.0;0.09523809523809523;0.04347826086956519;0.08771929824561409;0.0;0.06349206349206349;0.0;0.0;0.05555555555555558;0.11111111111111116;0.08510638297872342;0.0;0.09756097560975607;0.0;0.0;0.07272727272727275;0.0;0.09836065573770492;0.0;0.0;0.09999999999999998;0.0;0.0;0.10256410256410253;0.0;0.08823529411764708;0.0;0.08771929824561409;0.0;0.0;0.21621621621621623;0.0;0.1282051282051282;0.0;0.0;0.0;0.0;0.0;0.13953488372093026;0.0;0.0;0.08695652173913049;0.05882352941176472;0.04761904761904767;0.0;0.0;0.1724137931034483;0.0;0.0;0.0;0.0;0.037735849056603765;0.1842105263157895;0.0;0.0;0.0;0.09302325581395354;0.09999999999999998;0.0;0.0;0.16666666666666663;0.16666666666666663;0.1724137931034483;0.0;0.0;0.0;0.0;0.08333333333333337;0.09999999999999998;0.0;0.08571428571428574
GO:1901224;0.2222222222222222;0.16000000000000003;0.0;0.16666666666666663;0.12765957446808507;1.0;0.0;0.0;0.18181818181818177;0.12121212121212122;0.07692307692307687;0.19444444444444442;0.13636363636363635;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.21052631578947367;0.0;0.24;0.0;0.0;0.2666666666666667;0.0;0.0888888888888889;0.26086956521739135;0.19047619047619047;0.0;0.13953488372093026;0.0;0.17142857142857137;0.17391304347826086;0.0;0.1071428571428571;0.0;0.21052631578947367;0.0;0.0;0.19999999999999996;0.07999999999999996;0.8888888888888888;0.0;0.0;0.16000000000000003;0.0;0.1428571428571429;0.8888888888888888;0.1428571428571429;0.0;0.0;0.0;0.08333333333333337;0.11428571428571432;0.14634146341463417;0.22580645161290325;0.19444444444444442;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.17391304347826086;0.0;0.19444444444444442;0.13043478260869568;0.0;0.17391304347826086;0.07407407407407407;0.19444444444444442;0.0;0.23076923076923073;0.0;0.0;0.07547169811320753;0.17142857142857137;0.1428571428571429;0.0;0.18181818181818177;0.0;0.0;0.11111111111111116;0.0;0.1428571428571429;0.0;0.0;0.19047619047619047;0.0;0.0;0.19999999999999996;0.0;0.12244897959183676;0.0;0.19444444444444442;0.0;0.0;0.18181818181818177;0.0;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.14814814814814814;0.08163265306122447;0.08695652173913049;0.0;0.0;0.13953488372093026;0.0;0.0;0.0;0.0;0.05882352941176472;0.13043478260869568;0.0;0.0;0.0;0.16666666666666663;0.19047619047619047;0.0;0.0;0.1333333333333333;0.1333333333333333;0.13953488372093026;0.0;0.0;0.0;0.0;0.37209302325581395;0.19047619047619047;0.0;0.11764705882352944
GO:0042376;0.0;0.06451612903225812;0.1428571428571429;0.0;0.0;0.0;1.0;0.41666666666666663;0.0714285714285714;0.0;0.0;0.0444444444444444;0.0;0.09999999999999998;0.15384615384615385;0.15000000000000002;0.06896551724137934;0.0;0.15000000000000002;0.07999999999999996;0.1470588235294118;0.0;0.09756097560975607;0.0;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.07999999999999996;0.0;0.06896551724137934;0.06666666666666665;0.0;0.0;0.0;0.09756097560975607;0.07692307692307687;0.0;0.0;0.0;0.06451612903225812;0.11363636363636365;0.0;0.2068965517241379;0.0;0.0;0.0;0.06666666666666665;0.1875;0.0;0.0;0.0;0.0;0.050000000000000044;0.0444444444444444;0.21276595744680848;0.1470588235294118;0.19354838709677424;0.0;0.07692307692307687;0.0;0.07407407407407407;0.06896551724137934;0.0;0.0;0.0;0.0;0.0;0.0444444444444444;0.03703703703703709;0.0;0.06896551724137934;0.0;0.0444444444444444;0.2727272727272727;0.0;0.0;0.14634146341463417;0.0;0.0;0.0;0.0;0.0714285714285714;0.11111111111111116;0.19444444444444442;0.0;0.04878048780487809;0.0;0.0;0.0;0.07407407407407407;0.06451612903225812;0.0;0.07692307692307687;0.0;0.0;0.12765957446808507;0.0444444444444444;0.1428571428571429;0.0;0.0;0.1351351351351351;0.0;0.07692307692307687;0.05714285714285716;0.0;0.0;0.1470588235294118;0.0;0.16666666666666663;0.16129032258064513;0.06060606060606055;0.0;0.07407407407407407;0.17647058823529416;0.0;0.0;0.28;0.8181818181818181;0.0;0.1842105263157895;0.052631578947368474;0.0;0.1428571428571429;0.0;0.0;0.0;0.07407407407407407;0.15384615384615385;0.0;0.0;0.0;0.0;0.17647058823529416;0.17647058823529416;0.0;0.2142857142857143;0.0;0.07407407407407407;0.16666666666666663;0.0
GO:0042377;0.0;0.08695652173913049;0.1428571428571429;0.0;0.0;0.0;0.41666666666666663;1.0;0.09999999999999998;0.0;0.0;0.05405405405405406;0.0;0.08695652173913049;0.15625;0.1515151515151515;0.09523809523809523;0.0;0.1515151515151515;0.11764705882352944;0.14814814814814814;0.0;0.08823529411764708;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.11764705882352944;0.0;0.09523809523809523;0.09090909090909094;0.0;0.0;0.0;0.08823529411764708;0.11111111111111116;0.0;0.0;0.0;0.08695652173913049;0.10810810810810811;0.0;0.2272727272727273;0.0;0.0;0.0;0.09090909090909094;0.19999999999999996;0.0;0.0;0.0;0.0;0.0625;0.05405405405405406;0.19512195121951215;0.14814814814814814;0.20833333333333337;0.0;0.11111111111111116;0.0;0.10526315789473684;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.05405405405405406;0.04347826086956519;0.0;0.09523809523809523;0.0;0.05405405405405406;0.4285714285714286;0.0;0.0;0.1470588235294118;0.0;0.0;0.0;0.0;0.09999999999999998;0.09999999999999998;0.12903225806451613;0.0;0.06060606060606055;0.0;0.0;0.0;0.10526315789473684;0.08695652173913049;0.0;0.11111111111111116;0.0;0.0;0.125;0.05405405405405406;0.1428571428571429;0.0;0.0;0.1333333333333333;0.0;0.11111111111111116;0.07407407407407407;0.0;0.0;0.14814814814814814;0.0;0.17391304347826086;0.16666666666666663;0.07999999999999996;0.0;0.10526315789473684;0.18518518518518523;0.0;0.0;0.4117647058823529;0.33333333333333337;0.0;0.12121212121212122;0.06666666666666665;0.0;0.1428571428571429;0.0;0.0;0.0;0.10526315789473684;0.15625;0.0;0.0;0.0;0.0;0.18518518518518523;0.18518518518518523;0.0;0.18181818181818177;0.0;0.10526315789473684;0.1428571428571429;0.0
GO:0008625;0.2727272727272727;0.4;0.07692307692307687;0.17647058823529416;0.09756097560975607;0.18181818181818177;0.0714285714285714;0.09999999999999998;1.0;0.16000000000000003;0.11111111111111116;0.2068965517241379;0.10526315789473684;0.0;0.06451612903225812;0.0625;0.11764705882352944;0.19999999999999996;0.0625;0.6666666666666667;0.07999999999999996;0.15000000000000002;0.0;0.0;0.15384615384615385;0.0;0.10810810810810811;0.16666666666666663;0.5454545454545454;0.0;0.10810810810810811;0.15384615384615385;0.13793103448275867;0.5833333333333333;0.11111111111111116;0.15000000000000002;0.0;0.36363636363636365;0.0;0.1428571428571429;0.33333333333333337;0.11764705882352944;0.18181818181818177;0.10526315789473684;0.05714285714285716;0.16666666666666663;0.09523809523809523;0.19999999999999996;0.18181818181818177;0.11111111111111116;0.11111111111111116;0.08333333333333337;0.0;0.1071428571428571;0.1071428571428571;0.11428571428571432;0.30434782608695654;0.2068965517241379;0.046511627906976716;0.07999999999999996;0.08695652173913049;0.0;0.6;0.0;0.1333333333333333;0.11764705882352944;0.19999999999999996;0.0;0.0;0.1875;0.0;0.2068965517241379;0.1282051282051282;0.0;0.3571428571428571;0.10526315789473684;0.2068965517241379;0.1428571428571429;0.11111111111111116;0.0;0.06060606060606055;0.0888888888888889;0.13793103448275867;0.19999999999999996;0.0;0.6363636363636364;0.0;0.06896551724137934;0.1428571428571429;0.06896551724137934;0.11111111111111116;0.0;0.0;0.7;0.10526315789473684;0.0;0.6;0.0;0.09302325581395354;0.05128205128205132;0.2068965517241379;0.07692307692307687;0.0;0.19999999999999996;0.0714285714285714;0.3076923076923077;0.1428571428571429;0.08695652173913049;0.0;0.0;0.07999999999999996;0.2222222222222222;0.09523809523809523;0.09090909090909094;0.3529411764705882;0.09756097560975607;0.2142857142857143;0.07692307692307687;0.0;0.10810810810810811;0.11111111111111116;0.07692307692307687;0.0;0.06451612903225812;0.12;0.19999999999999996;0.11111111111111116;0.0;0.0;0.25;0.7;0.06451612903225812;0.0;0.10256410256410253;0.10256410256410253;0.10810810810810811;0.07692307692307687;0.07692307692307687;0.0;0.09999999999999998;0.08510638297872342;0.7;0.04761904761904767;0.0888888888888889
GO:0051090;0.13636363636363635;0.1428571428571429;0.0;0.1071428571428571;0.07692307692307687;0.12121212121212122;0.0;0.0;0.16000000000000003;1.0;0.1071428571428571;0.09523809523809523;0.5588235294117647;0.0;0.0;0.0;0.0;0.11538461538461542;0.0;0.18181818181818177;0.0;0.09677419354838712;0.0;0.0;0.10810810810810811;0.0;0.08333333333333337;0.10344827586206895;0.16666666666666663;0.0;0.30000000000000004;0.0;0.09999999999999998;0.15384615384615385;0.0;0.2142857142857143;0.0;0.18181818181818177;0.0;0.0;0.17391304347826086;0.0714285714285714;0.12121212121212122;0.0;0.0;0.10344827586206895;0.0;0.12903225806451613;0.12121212121212122;0.08510638297872342;0.0;0.0;0.0;0.07692307692307687;0.07692307692307687;0.2195121951219512;0.10810810810810811;0.09523809523809523;0.0;0.0;0.0;0.0;0.17391304347826086;0.0;0.0;0.0;0.34615384615384615;0.0;0.0;0.15384615384615385;0.0;0.09523809523809523;0.07843137254901966;0.0;0.15384615384615385;0.06666666666666665;0.09523809523809523;0.0;0.08510638297872342;0.0;0.0;0.19999999999999996;0.2571428571428571;0.12903225806451613;0.0;0.16000000000000003;0.0;0.0;0.8695652173913043;0.0;0.08510638297872342;0.0;0.0;0.16666666666666663;0.0;0.0;0.17391304347826086;0.0;0.20833333333333337;0.0;0.09523809523809523;0.0;0.0;0.11538461538461542;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.13793103448275867;0.0;0.0;0.1333333333333333;0.5135135135135135;0.07692307692307687;0.0;0.0;0.30000000000000004;0.0;0.0;0.0;0.0;0.05405405405405406;0.11538461538461542;0.0;0.0;0.0;0.14814814814814814;0.16666666666666663;0.0;0.0;0.2857142857142857;0.2857142857142857;0.30000000000000004;0.0;0.0;0.0;0.0;0.16981132075471694;0.16666666666666663;0.0;0.19999999999999996
