;GO:0014068;GO:0014067;GO:0046854;GO:0002244;GO:0045766;GO:0008589;GO:2000119;GO:0001701;GO:0048642;GO:0010811;GO:0050679;GO:0032720;GO:0043518;GO:0055062;GO:0002092;GO:0035790;GO:1900025;GO:0045930;GO:0009725;GO:0030539;GO:0048015;GO:2000647;GO:0071363;GO:2000802;GO:0010544;GO:0018146;GO:2000249;GO:0034614;GO:0051897;GO:0033128;GO:1902174;GO:2000780;GO:0008285;GO:0038091;GO:0045944;GO:0045668;GO:0002576;GO:0000165;GO:2000778;GO:0048146;GO:0019221;GO:0001649;GO:2000773;GO:0008210;GO:0048701;GO:0007517;GO:0070570;GO:1990830;GO:2000146;GO:2000144;GO:0030199;GO:0035924;GO:0030510;GO:2000147;GO:0007050;GO:0018108;GO:0045606;GO:0023019;GO:0046777;GO:0006366;GO:0048557;GO:0003253;GO:0060326;GO:2000679;GO:0042340;GO:0055003;GO:0032760;GO:2000276;GO:0071456;GO:0035115;GO:0035116;GO:0030500;GO:0035359;GO:0007186;GO:0032000;GO:2000051;GO:0043552;GO:0090263;GO:0002053;GO:0043433;GO:0032914;GO:0072378;GO:0000271;GO:0010628;GO:0010863;GO:0050920;GO:0033327;GO:0030335;GO:0035067;GO:0071639;GO:0000122;GO:0071230;GO:2000739;GO:0030326;GO:0009968;GO:0060628;GO:0010955;GO:0010952;GO:0060070;GO:0006351;GO:0007204;GO:0090090;GO:0043066;GO:0070373;GO:0070374;GO:0045880;GO:0006508;GO:0035567
GO:0014068;1.0;0.6049078444060921;0.0;0.0;0.32581273568902114;0.656173902341636;0.2646860535784392;0.0;0.2444459768693951;0.39047664275918853;0.5173796448201861;0.2783633024462454;0.4940917931323185;0.19338470327494922;0.3602822928509414;0.3620039537008926;0.2693193353652573;0.37773521066504945;0.0;0.0;0.38308597749667567;0.37848156230580665;0.0;0.38550619765348065;0.2880882008495064;0.0;0.3816955370928993;0.0;0.911846813896294;0.19383031995108327;0.4424877792497815;0.27783553308053727;0.40018012627196836;0.4224661239217396;0.27757328066941783;0.3211563293321677;0.0;0.23796660125424254;0.31694395470978176;0.5180739204083047;0.3929919460226821;0.0;0.37801837244880765;0.16586186621938112;0.0;0.0;0.3437219717824612;0.0;0.34701582902965095;0.2545960112309962;0.0;0.0;0.4046739370949919;0.47495858823603354;0.359587043939152;0.0;0.4202179652407789;0.40705196408527317;0.0;0.0;0.0;0.0;0.0;0.20495820431348924;0.0;0.0;0.3465531139604224;0.21371706974665053;0.0;0.0;0.0;0.3037247161293594;0.5377329455140147;0.4057767743171799;0.33824830476534284;0.5134418914316702;0.30480446509433207;0.8189355467564552;0.51834051677338;0.2541287429107609;0.3473847604266721;0.0;0.0;0.3555704918334423;0.18224730109439857;0.3980739272561837;0.0;0.4511221064574279;0.20727903654353225;0.34708298265690474;0.1998759292187506;0.0;0.4053919284201616;0.0;0.5630624942446529;0.38112040295298105;0.24402288255757693;0.32035655153475767;0.3716943538343634;0.0;0.1504791625526967;0.5126182991342256;0.3550981206459164;0.34445344597963123;0.5587083191841935;0.8579604226873082;0.0;0.37170518983820283
GO:0014067;0.6049078444060921;1.0;0.0;0.0;0.26240787189833553;0.6597768177708755;0.33010588411982406;0.0;0.30474868234805713;0.31479091164691125;0.37898325892833223;0.3472518338771;0.8035542558630989;0.19440866334081414;0.26348165640284915;0.3638588757990583;0.36870346847491764;0.5179206884138365;0.0;0.0;0.3851638609022992;0.5189495104211592;0.0;0.2820016604511907;0.417727762975914;0.0;0.3837583235825583;0.0;0.5604425205925913;0.2650746546940504;0.32387437297190097;0.40281181686755496;0.5488697987541528;0.30915592685171633;0.20282213460866572;0.43999174709413963;0.0;0.23876674725486036;0.23168405348610785;0.3794945372409227;0.39517898680444213;0.0;0.548718911080028;0.1666145364228377;0.0;0.0;0.3451413341539209;0.0;0.4755938537121015;0.1859887239731823;0.0;0.0;0.40604139387047045;0.3477574394969803;0.49291070794462283;0.0;0.30750362547856164;0.40939876240203577;0.0;0.0;0.0;0.0;0.0;0.20610875840588636;0.0;0.0;0.27919827934729435;0.26628726640707406;0.0;0.0;0.0;0.3054396681205679;0.8587490014118188;0.4081088497064806;0.24731163873859385;0.8197901932938428;0.22278232199590692;0.5132845564844681;0.3796908660375294;0.3018758630341127;0.27987175642234946;0.0;0.0;0.28650154821498613;0.1831564365134341;0.4004651708913728;0.0;0.3302235692858871;0.28352042918206727;0.2796273713118191;0.27336572734835357;0.0;0.40771956965639267;0.0;0.8993902370348595;0.3831769610166559;0.3339527076926927;0.23418686745663067;0.3736501813394585;0.0;0.1510984348008325;0.8184695655787576;0.4867265067398988;0.559555177970485;0.3428301109804193;0.5378536777959696;0.0;0.37366113168146436
GO:0046854;0.0;0.0;1.0;0.23151273730569713;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18970888317931112;0.0;0.0;0.0;0.0;0.20057716945638535;0.0;0.20310214676807056;0.0;0.0;0.29293171994280254;0.0;0.1817875752590646;0.0;0.0;0.0;0.0;0.0;0.16168398547845522;0.0;0.0;0.19697762559401386;0.4466598136142414;0.0;0.0;0.2056772130629016;0.23148617683420228;0.0;0.49688292297550646;0.0;0.0;0.0;0.1922484130394814;0.0;0.0;0.21012313129149798;0.19770084590105963;0.0;0.0;0.18846166351988272;0.5013981108880955;0.0;0.21290858846112612;0.5223008639726552;0.3114752228610952;0.0;0.20703760582757555;0.21231812960329785;0.0;0.2957857194315779;0.1686026350177361;0.0;0.0;0.17758155227245517;0.0;0.0;0.0;0.0;0.212253086270185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3324622536234351;0.3285694613084315;0.0;0.0;0.0;0.21696279434007743;0.0;0.0;0.0;0.0;0.15736546553226363;0.0;0.0;0.0;0.0;0.0;0.0;0.19470693428138544;0.3168262160908955;0.15297804125435338;0.0;0.0;0.0;0.0;0.0;0.3525213703180031;0.19471252090011928
GO:0002244;0.0;0.0;0.23151273730569713;1.0;0.0;0.0;0.0;0.328978385029049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.313472395763646;0.0;0.0;0.0;0.297935141682414;0.3442990999027793;0.0;0.35180670583216733;0.0;0.0;0.1789173643892254;0.0;0.2924177442729193;0.0;0.0;0.0;0.0;0.0;0.24367994438773277;0.0;0.0;0.3338276395515575;0.1696250896395539;0.0;0.0;0.3596053293347257;0.8777319887045716;0.0;0.25926938460912935;0.33471276241228015;0.3969565991005223;0.0;0.32046736823648014;0.0;0.0;0.3734194908479158;0.3359101664819139;0.0;0.0;0.31008155421884304;0.19902289546995702;0.0;0.38230822807689196;0.21096274744036597;0.15528272133354643;0.3756754756203024;0.36378458859651197;0.38040857922415555;0.0;0.18131832545259619;0.34898190386264893;0.0;0.0;0.2816858032095963;0.31849505643828624;0.3185294483337242;0.0;0.0;0.38019983045828326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7773269954735468;0.0;0.0;0.0;0.0;0.2340016848469173;0.0;0.35466106892683613;0.0;0.0;0.0;0.0;0.32735763556234043;0.15883221980098317;0.22443036757533782;0.0;0.0;0.0;0.0;0.0;0.0;0.3273734276532675
GO:0045766;0.32581273568902114;0.26240787189833553;0.0;0.0;1.0;0.35013910446744473;0.30780318985097815;0.0;0.4636506405247392;0.4679917096837156;0.42250143628671444;0.3985584089318913;0.2274435473945453;0.22772252454361452;0.2790288177421873;0.32289472599857927;0.3273834085299802;0.3394471965707553;0.0;0.0;0.3451338809860626;0.34023866608749;0.0;0.6084346767645872;0.2525539568581649;0.0;0.3436533611258075;0.0;0.3255870664832007;0.1601740025790162;0.35220640386825963;0.19872884447805406;0.3634972088152537;0.33401186233491137;0.20928634060833315;0.40428664190116953;0.0;0.2005170101715065;0.32561387706297346;0.4231701638484039;0.3557386871867551;0.0;0.34222070640781743;0.19049858910969442;0.0;0.0;0.4163819343476917;0.0;0.3073512673454033;0.1905614117251145;0.0;0.0;0.20161724773919565;0.3822427992029329;0.32037340869195413;0.0;0.5605421379301412;0.37096458561182954;0.0;0.0;0.0;0.0;0.0;0.2439433240449359;0.0;0.0;0.5466075455530969;0.24097245652318147;0.0;0.0;0.0;0.5976216311362865;0.2776512973045795;0.3695751449910131;0.2600814791205861;0.26336079240384036;0.23183740859294782;0.3268765670516776;0.4234270354697732;0.2156902323227721;0.548145969760364;0.0;0.0;0.41872553982265487;0.21243514539754801;0.3896096956411499;0.0;0.36012892736473434;0.172300918708508;0.5475875779336906;0.16560772554231373;0.0;0.44951048552988326;0.0;0.2927562151733819;0.3430415404046059;0.2061770304047523;0.2448952938351649;0.33306178138078535;0.0;0.17048241322993563;0.262879572965107;0.3157057855698553;0.15298404873926869;0.18936576714389258;0.34473103696886725;0.0;0.3330732026944765
GO:0008589;0.656173902341636;0.6597768177708755;0.0;0.0;0.35013910446744473;1.0;0.35654168748929993;0.0;0.3207653435720077;0.4500737134314357;0.5232191799668201;0.38181231074577937;0.5619877638659138;0.26759482576252935;0.32595198057355773;0.4948231060610906;0.3365204379884534;0.5246918479226804;0.0;0.0;0.5350730999850821;0.5261330044640251;0.0;0.3547754468077514;0.3519629974079959;0.0;0.5323643983851012;0.0;0.6556598360454867;0.2263634138860479;0.4236888003577934;0.33677968529445323;0.5690230121868469;0.39884818206310657;0.23792335107084261;0.4215368520513935;0.0;0.28895104661469795;0.2786424388932889;0.5241941868299725;0.5545989150686291;0.0;0.496173839585525;0.21762470116498525;0.0;0.0;0.4387164228416861;0.0;0.46723810994289455;0.2150872532171636;0.0;0.0;0.4918980179202439;0.4655117548981171;0.4903183507594099;0.0;0.39610233423718233;0.5830182244635321;0.0;0.0;0.0;0.0;0.0;0.29027603601378515;0.0;0.0;0.38068692389742514;0.26985136171482976;0.0;0.0;0.0;0.43119888467412004;0.7034943178528686;0.5804057526223573;0.30156021576569153;0.6624901115255005;0.26586605997715074;0.6585985305486265;0.524568851744697;0.3131324475210986;0.38194010613405305;0.0;0.0;0.3943950141259423;0.24673063845846438;0.5806179186903973;0.0;0.4346205930500064;0.24492167142953675;0.3814851088089185;0.23465215645125506;0.0;0.5796187092219968;0.0;0.7474857089135067;0.5312462620545164;0.2979294088899849;0.2822705681449635;0.5131083817413997;0.0;0.19188732672447753;0.6611195886243713;0.48200982796230435;0.36459548734368397;0.36151329194977644;0.7596317303279939;0.0;0.5131290317509638
GO:2000119;0.2646860535784392;0.33010588411982406;0.0;0.0;0.30780318985097815;0.35654168748929993;1.0;0.0;0.353540906738487;0.38245601845956345;0.3446230164035998;0.4120501524730123;0.2856020638796995;0.2317095882567125;0.3238171524500819;0.32833196474915866;0.28904570445744443;0.4287374979742395;0.0;0.0;0.3513530973767088;0.4297549141610962;0.0;0.24432426417067626;0.2594846193307447;0.0;0.34981885826079506;0.0;0.26450023589165084;0.2004316845828096;0.28644292439942964;0.24917357565667006;0.45969082398661254;0.2714396454645085;0.16920004625108478;0.3538888759183291;0.0;0.20260052246716378;0.28043479916289893;0.3451781357710853;0.36234962699480167;0.0;0.35389462571362923;0.19328075848103052;0.0;0.0;0.2554478881801448;0.0;0.4559944408549261;0.15394213317739933;0.0;0.0;0.2037238073457543;0.379483785032528;0.40424397221074226;0.0;0.26976896376862736;0.37815926563173097;0.0;0.0;0.0;0.0;0.0;0.24852433186048561;0.0;0.0;0.33116399852071865;0.5523908919784514;0.0;0.0;0.0;0.36874013907651215;0.3495589339076434;0.3767155121858741;0.2107097667972223;0.33132105967125774;0.1876071475067249;0.2655620672254246;0.34539137647136425;0.27067827670413347;0.3321119336219035;0.0;0.0;0.3414891787839153;0.21590078802044363;0.3975535202296501;0.0;0.3571996431543406;0.21574183738387284;0.33176785730705916;0.20728934948253447;0.0;0.376280184353245;0.0;0.3688656861286219;0.4997916197233162;0.25861219179605105;0.19828128589299354;0.33884988679244543;0.0;0.17270722498694205;0.3307073878765795;0.39825748169870795;0.1913634785316403;0.15296867232304864;0.2802759570365531;0.0;0.33886170853254743
GO:0001701;0.0;0.0;0.0;0.328978385029049;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3694529441784552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32891483016530465;0.0;0.0;0.2963183336410465;0.47588838592356725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3279780403467757;0.0;0.0;0.0;0.0;0.20203011926949396;0.0;0.0;0.0;0.2835368156722396;0.28356407182082294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2955951826101536;0.0;0.0;0.0;0.0;0.0;0.0;0.3118464798185754;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048642;0.2444459768693951;0.30474868234805713;0.0;0.0;0.4636506405247392;0.3207653435720077;0.353540906738487;0.0;1.0;0.341588107111993;0.31108610287131755;0.5015449300325805;0.2664225108207333;0.20935231343115604;0.21128522799022192;0.297750143444751;0.3608979567709721;0.38692340379988527;0.0;0.0;0.3165596439624815;0.38775185170169124;0.0;0.3748202735749882;0.32724346294610257;0.0;0.3153136830652806;0.0;0.24428748242832898;0.19079263515657596;0.26288673821435155;0.23444855958542682;0.4119572247293299;0.2501949720785543;0.16069454685402557;0.5468720846169022;0.0;0.1905253973754251;0.22538794654599817;0.3115383657774781;0.3254585216898378;0.0;0.4352361105542021;0.1774714051899431;0.0;0.0;0.39062238999955046;0.0;0.35306045185501855;0.1468694039158986;0.0;0.0;0.19151844723797093;0.2836427775929568;0.36686275802492735;0.0;0.41081744366905365;0.3381564448666002;0.0;0.0;0.0;0.0;0.0;0.22298330474770076;0.0;0.0;0.3663531413257337;0.2813304435722659;0.0;0.0;0.0;0.5459482421171715;0.32125321958472663;0.33700151846118426;0.19767974787633985;0.3057840471022405;0.17720724981009786;0.24519294942233597;0.3117120580394513;0.25339009712648436;0.36730310886824946;0.0;0.0;0.3085302629829068;0.19636154381192325;0.3535808768845158;0.0;0.2683850337533943;0.2046148463232764;0.3669583538401036;0.19699636258115916;0.0;0.4099324769175497;0.0;0.3374872132373927;0.31479853462253043;0.24278591670772412;0.18670081694380097;0.3063742410888132;0.0;0.15997349505113378;0.30526125413985983;0.3619254799476528;0.18255774491504462;0.14598308024176032;0.25768315605760833;0.0;0.30638390537455884
GO:0010811;0.39047664275918853;0.31479091164691125;0.0;0.0;0.4679917096837156;0.4500737134314357;0.38245601845956345;0.0;0.341588107111993;1.0;0.5380449511192872;0.4116841719832441;0.265777487917567;0.2892681436140231;0.32514148808652066;0.40603611298039094;0.3758787492418634;0.4325602274265799;0.0;0.0;0.44183724138100877;0.4338462860575635;0.0;0.35544996168228943;0.23809996493502553;0.0;0.43941374706772285;0.0;0.39015255202696497;0.1782829631923364;0.4290061082664964;0.22738473167724482;0.4723881420436668;0.40231240217963454;0.23419929881028556;0.34199132891798684;0.0;0.2297288114974683;0.2759658731760057;0.5391299217694158;0.45936826819789994;0.0;0.34199799302763656;0.23174575315903165;0.0;0.0;0.30013536878815;0.0;0.38175854752482397;0.21099819430918487;0.0;0.0;0.23117412565573778;0.4744141023287804;0.4020572167325955;0.0;0.3993742176388265;0.4850776501228497;0.0;0.0;0.0;0.0;0.0;0.31595538603447787;0.0;0.0;0.5120058134312069;0.28443818418633016;0.0;0.0;0.0;0.469687744230529;0.336985079228349;0.4827046512452293;0.2996996569217745;0.31616325337924445;0.2628056897923769;0.3920056457235555;0.5395469305172506;0.24986700425209346;0.513823197758027;0.0;0.0;0.5319363653170261;0.2650403797417562;0.5174586026285015;0.0;0.44081832469798293;0.19343668981022136;0.5131632456622244;0.1850407113770706;0.0;0.4819901364644647;0.0;0.35949732782048516;0.43841394306914605;0.23718876397462443;0.2797122454116503;0.4222444340985214;0.0;0.20278222704022955;0.31546997982902475;0.39473321706792586;0.16942032000191798;0.20953332958851956;0.4179663472801181;0.0;0.42226279095504754
