;GO:0006284;GO:0006043;GO:0019919;GO:0061614;GO:0006046;GO:0007257;GO:0043985;GO:0045648;GO:0045766;GO:0006048;GO:0000188;GO:0001666;GO:0000185;GO:0000184;GO:0017183;GO:0072344;GO:0045010;GO:0035556;GO:0090502;GO:1901194;GO:0050728;GO:0050729;GO:0045652;GO:0007265;GO:0002098;GO:1904628;GO:1900028;GO:0060754;GO:0048010;GO:1990258;GO:0051496;GO:0032436;GO:0035264;GO:0043405;GO:0034970;GO:0006383;GO:0006384;GO:0008285;GO:0002181;GO:0006382;GO:0008284;GO:0090398;GO:0006388;GO:0002184;GO:1904996;GO:0046632;GO:0045944;GO:0002576;GO:0000165;GO:0051781;GO:0001649;GO:0010633;GO:0030488;GO:0031571;GO:0000209;GO:0038084;GO:0006397;GO:0043536;GO:0001934;GO:0031167;GO:0001938;GO:0050868;GO:0071549;GO:0046777;GO:0000379;GO:1901029;GO:0051289;GO:0097049;GO:0070126;GO:0051607;GO:0033173;GO:0006493;GO:1901796;GO:0006412;GO:0051572;GO:0032355;GO:0031145;GO:0031146;GO:0010469;GO:0018105;GO:0030336;GO:0030578;GO:0030335;GO:0007274;GO:0043687;GO:0006469;GO:0000122;GO:0006614;GO:0019262;GO:0070301;GO:0045070;GO:0050930;GO:0050776;GO:0006351;GO:0006470;GO:0045599;GO:0044387;GO:0007565;GO:0007166;GO:0021965;GO:0000494;GO:0045087;GO:0071346;GO:0045081
GO:0006284;1.0;0.2134859890098059;0.4096008237277168;0.5777586927070822;0.2134858694960999;0.0;0.3720342616125894;0.0;0.0;0.4709101610773903;0.0;0.25234898135246164;0.0;0.49636844052781587;0.30527336169295316;0.2851967971845438;0.0992204689319565;0.1873907469794418;0.7024510405480023;0.0;0.0;0.0;0.0;0.17667672249199176;0.6069692095004471;0.2434529108610122;0.0;0.0;0.1717796996360484;0.3926913702161361;0.0;0.0;0.0;0.0;0.3720342616125894;0.5878979384497318;0.5831535023178946;0.0;0.439878647707576;0.6865088323039436;0.0;0.39327903581956986;0.6317577317831481;0.17230508706869926;0.0;0.15056906107076828;0.0;0.16706124170677064;0.39925757373037984;0.0;0.19392418666863853;0.0;0.6096665917550605;0.26276907027800833;0.4640661922783462;0.1717796996360484;0.7024192854746567;0.0;0.0;0.6096665575227083;0.0;0.0;0.17734977472880467;0.4535180806965294;0.7184785518970016;0.08897753232128915;0.1676979270939811;0.18250763092008193;0.17230508706869926;0.20637307385499423;0.16277440528373827;0.46313340496150934;0.0;0.44835465622780474;0.0;0.1719994274975632;0.4016060121300801;0.4016060121300801;0.0;0.4349137829904728;0.0;0.1823484126939089;0.0;0.17205561717842038;0.49669866128160123;0.0;0.0;0.0;0.24676543332808565;0.29720321966656277;0.0;0.0;0.0;0.5983994724058247;0.4634314367116064;0.0;0.0;0.0;0.1873907469794418;0.14376403327251472;0.5958710305097144;0.25198329148393095;0.2758563701101249;0.0
GO:0006043;0.2134859890098059;1.0;0.20443709563756735;0.17804011286522253;0.8598522992828183;0.0;0.18143284307794783;0.0;0.0;0.26517146196048236;0.0;0.0;0.0;0.22216669014380858;0.1430505722351638;0.1729569454295773;0.0;0.0;0.246594645096288;0.0;0.0;0.0;0.0;0.0;0.2045034994591007;0.0;0.0;0.0;0.0;0.1939503098268036;0.0;0.0;0.0;0.0;0.18143284307794783;0.1818752474871989;0.19452733375098624;0.0;0.19932925293878387;0.23932316189666422;0.0;0.0;0.21510206470360993;0.0;0.0;0.0;0.0;0.0;0.1979963701078632;0.0;0.0;0.0;0.19021167397087796;0.0;0.23977283659007137;0.0;0.2465800599573239;0.0;0.0;0.19021166075006357;0.0;0.0;0.0;0.2327366120244387;0.2540083659552197;0.0;0.0;0.0;0.0;0.0;0.0;0.23914674787016238;0.0;0.20415072176584725;0.0;0.0;0.29878125848654247;0.29878125848654247;0.0;0.22055587237091986;0.0;0.0;0.0;0.0;0.26216108094630536;0.0;0.0;0.0;0.5045132969368186;0.0;0.0;0.0;0.0;0.18587926602619226;0.23934670536758837;0.0;0.0;0.0;0.0;0.0;0.1998297857901414;0.0;0.0;0.0
GO:0019919;0.4096008237277168;0.20443709563756735;1.0;0.3556080047686538;0.20443698604064126;0.0;0.8090005551615509;0.0;0.0;0.28589595786112587;0.0;0.0;0.0;0.3067791808484602;0.4965798965619842;0.2770292687909736;0.0965540062898023;0.1781015174963866;0.41269195759169297;0.0;0.0;0.0;0.0;0.1683958763386456;0.39715409136952795;0.13818633503212924;0.0;0.0;0.16394135613050206;0.7448753706767172;0.0;0.0;0.0;0.0;0.8090005551615509;0.3616626616047155;0.344806523054207;0.0;0.4997913959838716;0.4472842717899988;0.0;0.1591597259482921;0.37256949574010406;0.16441982362971141;0.0;0.14451278127065043;0.0;0.15963828890996248;0.6081073361076722;0.0;0.18399308539854198;0.0;0.48480248601936893;0.09528056281300648;0.7031809739977339;0.16394135613050206;0.41267400296667256;0.0;0.0;0.4848024596385064;0.0;0.0;0.10172789720267278;0.6877736952694437;0.4217462826888545;0.08682722657393756;0.16021955376482006;0.17368482293457704;0.16441982362971141;0.0;0.1557194710939156;0.7018195222981393;0.0;0.5091077292256919;0.0;0.0;0.46323194949632013;0.46323194949632013;0.0;0.7001654961365115;0.0;0.1735406204370224;0.0;0.16419264939729605;0.7506831939445493;0.0;0.0;0.0;0.23871352824217332;0.12159381334236999;0.0;0.0;0.0;0.36792710026321057;0.702254537086912;0.0;0.0;0.0;0.1781015174963866;0.1382327594850236;0.3520848737846189;0.0;0.15578138411637338;0.0
GO:0061614;0.5777586927070822;0.17804011286522253;0.3556080047686538;1.0;0.1780400297434644;0.0;0.3269460796620374;0.0;0.0;0.6619586969472322;0.0;0.0;0.0;0.4711421338824029;0.32832648155194044;0.4045582390573189;0.0882574836224252;0.1517828143392038;0.6355502704496692;0.0;0.0;0.0;0.0;0.14467647911479856;0.5605521316052566;0.12179983964926923;0.0;0.0;0.141376166419045;0.34279294042277264;0.0;0.0;0.0;0.0;0.3269460796620374;0.9537437255540904;0.8703010783319352;0.0;0.5850302122811465;0.6232408207222154;0.0;0.13780591870291084;0.5803201728874717;0.1417318414454087;0.0;0.12668829521894068;0.0;0.13816453770318954;0.34778584877975993;0.0;0.15604098486296902;0.0;0.5652035064484229;0.08719227515121462;0.3959535370891028;0.141376166419045;0.6355258344392182;0.0;0.0;0.5652034786903124;0.0;0.0;0.09256061571215464;0.388248857340484;0.6478416765523008;0.08005949622093862;0.13859972925206746;0.14856321545518486;0.1417318414454087;0.0;0.13521936630467585;0.3952742718837977;0.0;0.5948186051604718;0.0;0.0;0.349566453248648;0.349566453248648;0.0;0.37453321876511597;0.0;0.14845769812859588;0.0;0.14156300415228576;0.4194671403493238;0.0;0.0;0.0;0.21425877548160177;0.10872296876196029;0.0;0.0;0.0;0.9686795891269917;0.3954913452128886;0.0;0.0;0.0;0.1517828143392038;0.12183590521332542;0.5516325347642692;0.0;0.1352660484952474;0.0
GO:0006046;0.2134858694960999;0.8598522992828183;0.20443698604064126;0.1780400297434644;1.0;0.0;0.18143275675807202;0.0;0.0;0.26517133849648594;0.0;0.0;0.0;0.22216660374239885;0.14305051857422857;0.17295686698642862;0.0;0.0;0.24659448563832814;0.0;0.0;0.0;0.0;0.0;0.2045033897909661;0.0;0.0;0.0;0.0;0.19395021118524272;0.0;0.0;0.0;0.0;0.18143275675807202;0.18187516074584656;0.194527234521613;0.0;0.1993291487499799;0.23932301170411352;0.0;0.0;0.21510194337363314;0.0;0.0;0.0;0.0;0.0;0.19799626730778794;0.0;0.0;0.0;0.1902115790955435;0.0;0.239772685832584;0.0;0.24657990051822615;0.0;0.0;0.19021156587474228;0.0;0.0;0.0;0.23273646998519473;0.2540081967651172;0.0;0.0;0.0;0.0;0.0;0.0;0.23914659789895512;0.0;0.2041506124757511;0.0;0.0;0.2987811022187113;0.2987811022187113;0.0;0.22055574481042334;0.0;0.0;0.0;0.0;0.26216090072117804;0.0;0.0;0.0;0.5045130267301959;0.0;0.0;0.0;0.0;0.18587917542354493;0.23934655514548578;0.0;0.0;0.0;0.0;0.0;0.1998296810774266;0.0;0.0;0.0
GO:0007257;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.1569763693355079;0.12362842107146971;0.0;0.4822106686026735;0.0;0.8993438987402963;0.11274315884025805;0.2184076252778154;0.23968552102750135;0.13604796380704653;0.13470376953499183;0.0;0.21020732294231448;0.14963795934466398;0.19863570748536388;0.12658994598170276;0.13131814241092996;0.0;0.0;0.11941381296869077;0.18718140146325765;0.12969285109960932;0.0;0.15388828351571165;0.3788722523291145;0.0;0.6119819020275585;0.0;0.0;0.0;0.13311695004860546;0.0;0.0;0.1852384919492265;0.0;0.0;0.0;0.12662246363744184;0.0;0.3079216306645103;0.0;0.10786905450642767;0.18523775880533352;0.0;0.11668693418255012;0.0;0.09699096591302621;0.0;0.12969285109960932;0.0;0.1555183227838209;0.6079056150684777;0.0;0.17625933040598707;0.1128820287058779;0.0;0.0;0.0;0.16359042933863113;0.0;0.0;0.0;0.0;0.1265661732910944;0.0;0.25636936989077047;0.0;0.25278589382665356;0.0;0.0;0.0;0.25848557463685073;0.0;0.12217263443848954;0.0;0.17000877460563701;0.0;0.0;0.4098794566459974;0.19286155451909692;0.0;0.0;0.0;0.12512122487296393;0.1700638609743812;0.13662262995677352;0.0;0.0;0.12665145048004575;0.4062393406541181;0.0;0.13470376953499183;0.0;0.0;0.0;0.0;0.2191568955729236
GO:0043985;0.3720342616125894;0.18143284307794783;0.8090005551615509;0.3269460796620374;0.18143275675807202;0.0;1.0;0.0;0.0;0.26289860831610806;0.0;0.0;0.0;0.28520932242388863;0.4626189992925714;0.25516971626236434;0.15158334951175656;0.15510216832158252;0.370960769017156;0.0;0.0;0.0;0.0;0.14768920615668954;0.36180460047381796;0.12392812419324856;0.0;0.0;0.14425164457410633;0.885288694480977;0.0;0.0;0.0;0.0;0.9687964848251929;0.3320570477274551;0.31518248143532923;0.0;0.45610233285500545;0.402945838818757;0.0;0.14053659612579733;0.33822050411719107;0.24529904480420625;0.0;0.12899246206106812;0.0;0.14090958751910235;0.5552017143066265;0.0;0.1595513497652748;0.0;0.44381297083867377;0.08827755415342328;0.6333885761570832;0.14425164457410633;0.37094626186369245;0.0;0.0;0.44381294873017274;0.0;0.0;0.09378458578172445;0.6208606940359179;0.3782603446377288;0.13734244737052498;0.23977016852054003;0.15174176899941105;0.24529904480420625;0.0;0.13784752118802787;0.6322837551272276;0.0;0.4638484661709317;0.0;0.0;0.4227211617442053;0.4227211617442053;0.0;0.6344915509773444;0.0;0.2571885365305251;0.0;0.1444461650877103;0.671672635698851;0.0;0.0;0.0;0.2174854509533245;0.11041560984041451;0.0;0.0;0.0;0.3373303766695389;0.6326368167470139;0.0;0.0;0.0;0.15510216832158252;0.2102627465801184;0.32125290895902786;0.0;0.13789603599083994;0.0
GO:0045648;0.0;0.0;0.0;0.0;0.0;0.1569763693355079;0.0;1.0;0.5329305174417213;0.0;0.12936728548468024;0.0;0.17785652924293077;0.12842517600678302;0.15555976494350446;0.18285946622436428;0.27376178220587466;0.32880318665462693;0.0;0.14598260577916178;0.22168591870137525;0.2770015984395928;0.6717640228772451;0.30933608704453547;0.0;0.0;0.25050875674270845;0.34667679399502627;0.30046622840493836;0.0;0.2986010538297051;0.23631499915632376;0.0;0.19374181672948207;0.0;0.0;0.0;0.31950645965033153;0.0;0.0;0.4446073651968907;0.0;0.0;0.0;0.28448460745864723;0.0;0.23996684355387476;0.0;0.20457699358560408;0.44460314164682396;0.0;0.28648975346890737;0.0;0.16869453171303966;0.0;0.30046622840493836;0.0;0.3905725959678173;0.2710688821766171;0.0;0.39616700266203664;0.26800247514793835;0.0;0.0;0.0;0.18506207463088253;0.0;0.0;0.0;0.0;0.2842006264377128;0.0;0.30084169854436654;0.0;0.17523499180723934;0.0;0.0;0.0;0.30000441108164533;0.0;0.2629658692980119;0.0;0.3659278931079938;0.0;0.0;0.16371937394319974;0.16969440674134828;0.0;0.0;0.0;0.2770171383384615;0.26312134917741664;0.3404756653550217;0.0;0.0;0.3961028075038509;0.1612380023009553;0.0;0.32880318665462693;0.0;0.0;0.0;0.0;0.21702424930994513
GO:0045766;0.0;0.0;0.0;0.0;0.0;0.12362842107146971;0.0;0.5329305174417213;1.0;0.0;0.11508551831358307;0.0;0.1418832455847711;0.1466906725100632;0.14158509322992283;0.17054085268538152;0.1972364139719642;0.3532744784699892;0.0;0.13175476524851823;0.28238080330732995;0.35284086760572553;0.5076883705925378;0.3257524505580676;0.0;0.0;0.24885586684819638;0.228933641141212;0.3135720569786373;0.0;0.25744801494001895;0.19559574446317085;0.0;0.18248582918274303;0.0;0.0;0.0;0.33999311583734143;0.0;0.0;0.42482882318429854;0.0;0.0;0.0;0.3650727564735832;0.0;0.19908527315003385;0.0;0.19461726440320298;0.424823457199619;0.0;0.2931152818738819;0.0;0.15534045497629367;0.0;0.3135720569786373;0.0;0.36722263352656453;0.22948340313353657;0.0;0.3654192623934001;0.21626914084319354;0.0;0.0;0.0;0.13903167256326043;0.0;0.0;0.0;0.0;0.2917944733099684;0.0;0.31408323202205973;0.0;0.16231096783645635;0.0;0.0;0.0;0.3129438590032132;0.0;0.26440318510549743;0.0;0.330376796728061;0.0;0.0;0.15009244079292736;0.15640079842586146;0.0;0.0;0.0;0.3528660819727972;0.33062451132534026;0.3703185996940951;0.0;0.0;0.36531381667126733;0.14749229138652456;0.0;0.3532744784699892;0.0;0.0;0.0;0.0;0.21043799607164945
GO:0006048;0.4709101610773903;0.26517146196048236;0.28589595786112587;0.6619586969472322;0.26517133849648594;0.0;0.26289860831610806;0.0;0.0;1.0;0.0;0.0;0.0;0.3624890134873427;0.2745843375373362;0.28265884287128007;0.08809752714727809;0.1513103404897411;0.518267705414352;0.0;0.0;0.0;0.0;0.14424714862236565;0.4572417213105944;0.12149540566022071;0.0;0.0;0.1409661722552197;0.2756145785013739;0.0;0.0;0.0;0.0;0.26289860831610806;0.67214491899983;0.7048960325515657;0.0;0.44982381569888297;0.5082539275226116;0.0;0.13741634214053597;0.4733304021969596;0.14131978476127546;0.0;0.12635896686394632;0.0;0.1377729337556581;0.313200975464581;0.0;0.15554167285035603;0.0;0.4347095395204872;0.08703615309452477;0.31825425994252976;0.1409661722552197;0.5182478275809766;0.0;0.0;0.4347095182150399;0.0;0.0;0.0923846966753557;0.3495542463170965;0.5282658563564111;0.07992785328239346;0.1382056579841692;0.14811054324699144;0.14131978476127546;0.0;0.13484425693086766;0.3177096006112266;0.0;0.45733376022606986;0.0;0.0;0.2810490898322735;0.2810490898322735;0.0;0.3372336777405825;0.0;0.14800566773650908;0.0;0.14115192718034714;0.3371055433846801;0.0;0.0;0.0;0.3193050545492237;0.10848033073288287;0.0;0.0;0.0;0.6826495900941026;0.35605924451835125;0.0;0.0;0.0;0.1513103404897411;0.12153129113406527;0.4499814964146096;0.0;0.134890680435937;0.0
