id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0009987	cellular process	1986	0.09	0.05	0.84	3.37
GO:0050789	regulation of biological process	1657	0.09	0.17	1.80	4.47
GO:0043170	macromolecule metabolic process	902	0.25	0.32	3.46	10.22
GO:0051179	localization	775	0.26	0.13	2.57	3.37
GO:0071260	cellular response to mechanical stimulus	21	1.00	0.79	9.63	56.12
GO:0042221	response to chemical	510	0.32	0.29	4.12	6.14
GO:0060560	developmental growth involved in morphogenesis	16	0.60	0.50	7.06	15.00
GO:0009653	anatomical structure morphogenesis	171	0.36	0.31	4.09	6.46
