;GO:0021915;GO:0033260;GO:0006281;GO:0031081;GO:0006361;GO:0034198;GO:0006283;GO:0006360;GO:0006366;GO:0022008;GO:0006363;GO:0008585;GO:0051292;GO:0006369;GO:0000973;GO:0000972;GO:0006367;GO:0006368;GO:0034629;GO:0006999;GO:0045893;GO:0048246;GO:0072423;GO:0050830;GO:1904263;GO:0045737;GO:0006296;GO:0006370;GO:0006293;GO:1901673;GO:0006294;GO:0007064;GO:0006406;GO:0006606;GO:0000070;GO:0070911;GO:0032876;GO:0048339;GO:0006468;GO:0045944;GO:0000079;GO:0002534;GO:0070816;GO:0006398;GO:0006355;GO:1901409;GO:0030032;GO:0007080;GO:0051315
GO:0021915;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3998540636032579;0.0;0.4484041346033949;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6305647446495172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0033260;0.0;1.0;0.6826300053190759;0.13391673809461996;0.6986888979148285;0.1374859080052687;0.6573075931236637;0.7309078778927265;0.7309078778927265;0.1779799325280353;0.6986888979148285;0.0;0.14809578135139134;0.6986888979148285;0.16817693267886807;0.1729051151647267;0.6986888979148285;0.6986888979148285;0.0;0.16817974818852077;0.0;0.14052233503503922;0.15505749537423386;0.0;0.0;0.0;0.6737809355285411;0.6205223630691824;0.0;0.0;0.15558530386723002;0.2133076203431169;0.0;0.0;0.20259440437171497;0.6573075931236637;0.0;0.0;0.4358061807584149;0.0;0.0;0.0;0.3059960903470244;0.6085201563786186;0.0;0.0;0.155524231007582;0.19245845145204366;0.2387755341889577
GO:0006281;0.0;0.6826300053190759;1.0;0.1460691002918917;0.5941851601484497;0.35499548314425294;0.9600120260841687;0.5984194994804304;0.5984194994804304;0.20010567949344388;0.5941851601484497;0.0;0.16310193120943914;0.5941851601484497;0.18779811354752093;0.1937133307348584;0.5941851601484497;0.5941851601484497;0.0;0.18780162435864037;0.0;0.15396328671454845;0.29066932291210923;0.21820057846551935;0.0;0.0;0.7352961615014578;0.6723232472048014;0.0;0.0;0.17223292730927212;0.17677514756027712;0.0;0.0;0.16697575629359435;0.9600120260841687;0.0;0.0;0.473787696184057;0.0;0.0;0.0;0.3242471092820187;0.6582562368688707;0.0;0.0;0.17215808878134795;0.1578028523213349;0.2005103913266866
GO:0031081;0.0;0.13391673809461996;0.1460691002918917;1.0;0.13126424044562054;0.1709453729518047;0.13957393507792734;0.12348282776934884;0.12348282776934884;0.23838128251165266;0.13126424044562054;0.0;0.44116672449103617;0.13126424044562054;0.4476503273297821;0.4643452922528047;0.13126424044562054;0.13126424044562054;0.7131893727316587;0.5198296185654486;0.0;0.17566493537995584;0.1989824074853585;0.0;0.0;0.0;0.16660512781637657;0.15061220710195958;0.0;0.0;0.3389776801304604;0.4170321014344671;0.2130109714882013;0.35934960395126725;0.3903377077483181;0.13957393507792734;0.0;0.0;0.15807917960106727;0.0;0.0;0.0;0.10402052215750347;0.14708902556513168;0.0;0.0;0.33880677968926604;0.30900466314236963;0.2389558478439114
GO:0006361;0.0;0.6986888979148285;0.5941851601484497;0.13126424044562054;1.0;0.13469161173282632;0.5725242197320545;0.8846065548871033;0.8846065548871033;0.17332507753645837;0.9308030876571312;0.0;0.14485864624944833;0.9308030876571312;0.16401473213452106;0.16850864881830083;0.9654016051157109;0.9308030876571312;0.0;0.1640174100058421;0.0;0.1376045593744356;0.15151250581129547;0.0;0.0;0.0;0.6603622858761337;0.6479755756837033;0.0;0.0;0.15201641701020108;0.15554397767065242;0.0;0.0;0.14790624952352288;0.5725242197320545;0.0;0.0;0.3866066445310822;0.0;0.0;0.0;0.2730043428955454;0.6356682302529119;0.0;0.0;0.15195811332506992;0.1406634515175392;0.17362862900774834
GO:0034198;0.0;0.1374859080052687;0.35499548314425294;0.1709453729518047;0.13469161173282632;1.0;0.3387711354134086;0.12651120329196247;0.12651120329196247;0.24993086315258978;0.13469161173282632;0.0;0.19474642922472216;0.13469161173282632;0.23102081915158768;0.24003757502255768;0.13469161173282632;0.13469161173282632;0.0;0.23102613202076205;0.0;0.1818577941179574;0.35060251206205206;0.3268830774651348;0.0;0.0;0.17216556356904855;0.15514184299695508;0.0;0.0;0.20790721872966386;0.21456230662719641;0.0;0.0;0.20029481559333556;0.3387711354134086;0.0;0.0;0.16307653602689756;0.0;0.0;0.0;0.10616123878117877;0.15140618473691858;0.0;0.0;0.2077981769521458;0.18723898333870084;0.2505625264039856
GO:0006283;0.0;0.6573075931236637;0.9600120260841687;0.13957393507792734;0.5725242197320545;0.3387711354134086;1.0;0.5777401744559274;0.5777401744559274;0.18811327197860764;0.5725242197320545;0.0;0.15504544548657562;0.5725242197320545;0.17719645575539125;0.18245332000981013;0.5725242197320545;0.5725242197320545;0.0;0.17719958136416974;0.0;0.14676439868948452;0.2756034290872902;0.20746611247399577;0.0;0.0;0.7024098956495799;0.6447230022450859;0.0;0.0;0.1632739075410429;0.1673502816255431;0.0;0.0;0.15854192200956013;0.9615499740931555;0.0;0.0;0.4535186151906539;0.0;0.0;0.0;0.31462383433153074;0.6317761238256395;0.0;0.0;0.16320665073184024;0.1502492405535483;0.18847088498881465
GO:0006360;0.0;0.7309078778927265;0.5984194994804304;0.12348282776934884;0.8846065548871033;0.12651120329196247;0.5777401744559274;1.0;0.9686795060521912;0.16001084115038958;0.8846065548871033;0.0;0.13543983101792714;0.8846065548871033;0.15204305749295055;0.155897173630161;0.8846065548871033;0.8846065548871033;0.0;0.1520453587050955;0.0;0.12907769275219394;0.14123922280931436;0.0;0.0;0.0;0.6210142211095875;0.6121959953663936;0.0;0.0;0.1416770167635636;0.14473621350487548;0.0;0.0;0.1381003643987414;0.5777401744559274;0.0;0.0;0.40299468620960527;0.0;0.0;0.0;0.28944901438888637;0.6011987528429839;0.0;0.0;0.14162637309503354;0.13176553069063207;0.16026951345343476
GO:0006366;0.0;0.7309078778927265;0.5984194994804304;0.12348282776934884;0.8846065548871033;0.12651120329196247;0.5777401744559274;0.9686795060521912;1.0;0.16001084115038958;0.8846065548871033;0.0;0.13543983101792714;0.8846065548871033;0.15204305749295055;0.155897173630161;0.8846065548871033;0.8846065548871033;0.0;0.1520453587050955;0.0;0.12907769275219394;0.14123922280931436;0.0;0.0;0.0;0.6210142211095875;0.6121959953663936;0.0;0.0;0.1416770167635636;0.14473621350487548;0.0;0.0;0.1381003643987414;0.5777401744559274;0.0;0.0;0.40299468620960527;0.0;0.0;0.0;0.28944901438888637;0.6011987528429839;0.0;0.0;0.14162637309503354;0.13176553069063207;0.16026951345343476
GO:0022008;0.3998540636032579;0.1779799325280353;0.20010567949344388;0.23838128251165266;0.17332507753645837;0.24993086315258978;0.18811327197860764;0.16001084115038958;0.16001084115038958;1.0;0.17332507753645837;0.35226497094890796;0.28735462160946285;0.17332507753645837;0.37400620113422545;0.39822349690201286;0.17332507753645837;0.17332507753645837;0.0;0.3740201259888754;0.0;0.2601497259103242;0.31477677771808465;0.0;0.0;0.0;0.24076076165834545;0.20873111492211144;0.0;0.0;0.3169596164700141;0.33269133700489106;0.0;0.0;0.2996004489164249;0.18811327197860764;0.0;0.40010497800480965;0.22335247122826765;0.0;0.0;0.0;0.12878678021034376;0.20202476244942735;0.0;0.0;0.3167062540533381;0.2713036873662604;0.42805323302651166
