;GO:0021915;GO:0033260;GO:0006281;GO:0031081;GO:0006361;GO:0034198;GO:0006283;GO:0006360;GO:0006366;GO:0022008;GO:0006363;GO:0008585;GO:0051292;GO:0006369;GO:0000973;GO:0000972;GO:0006367;GO:0006368;GO:0034629;GO:0006999;GO:0045893;GO:0048246;GO:0072423;GO:0050830;GO:1904263;GO:0045737;GO:0006296;GO:0006370;GO:0006293;GO:1901673;GO:0006294;GO:0007064;GO:0006406;GO:0006606;GO:0000070;GO:0070911;GO:0032876;GO:0048339;GO:0006468;GO:0045944;GO:0000079;GO:0002534;GO:0070816;GO:0006398;GO:0006355;GO:1901409;GO:0030032;GO:0007080;GO:0051315
GO:0021915;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10200993726884038;0.0;0.12672175318334397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34464293077229397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0033260;0.0;1.0;0.5401405161689338;0.01252126346828007;0.23294441580449518;0.01252126346828007;0.5401405161689338;0.19036456900037046;0.19036456900037046;0.01252126346828007;0.23294441580449518;0.0;0.01252126346828007;0.23294441580449518;0.01252126346828007;0.01252126346828007;0.23294441580449518;0.23294441580449518;0.0;0.01252126346828007;0.0;0.01252126346828007;0.01252126346828007;0.0;0.0;0.0;0.4133096971791088;0.31356485744310547;0.0;0.0;0.01252126346828007;0.02748950255893126;0.0;0.0;0.02748950255893126;0.5401405161689338;0.0;0.0;0.1132078933784204;0.0;0.0;0.0;0.0702458942317532;0.2345774919019906;0.0;0.0;0.01252126346828007;0.02748950255893126;0.02748950255893126
GO:0006281;0.0;0.5401405161689338;1.0;0.018671662510121284;0.23294441580449518;0.1412395729111794;0.9778008415377911;0.19036456900037046;0.19036456900037046;0.018671662510121284;0.23294441580449518;0.0;0.018671662510121284;0.23294441580449518;0.018671662510121284;0.018671662510121284;0.23294441580449518;0.23294441580449518;0.0;0.018671662510121284;0.0;0.018671662510121284;0.07503791901008591;0.034045672848047145;0.0;0.0;0.6163259161057159;0.31356485744310547;0.0;0.0;0.018671662510121284;0.018671662510121284;0.0;0.0;0.018671662510121284;0.9778008415377911;0.0;0.0;0.1688151985619076;0.0;0.0;0.0;0.0702458942317532;0.2345774919019906;0.0;0.0;0.018671662510121284;0.018671662510121284;0.018671662510121284
GO:0031081;0.0;0.01252126346828007;0.018671662510121284;1.0;0.007057077111086225;0.029052828007225057;0.01825716731530622;0.00576711589335461;0.00576711589335461;0.04692956229232374;0.007057077111086225;0.0;0.14874591323850941;0.007057077111086225;0.20835059655001825;0.20835059655001825;0.007057077111086225;0.007057077111086225;0.5324873769880167;0.25575264034125594;0.0;0.03510579126282341;0.04692956229232374;0.0;0.0;0.0;0.02924553745024626;0.009499482400814233;0.0;0.0;0.15962022722809768;0.20835059655001825;0.04671943728592725;0.09668469073296189;0.20835059655001825;0.01825716731530622;0.0;0.0;0.018943192534739486;0.0;0.0;0.0;0.0077694878244981055;0.007106551333975386;0.0;0.0;0.14642652419748617;0.07902039006954456;0.04692956229232374
GO:0006361;0.0;0.23294441580449518;0.23294441580449518;0.007057077111086225;1.0;0.007057077111086225;0.23294441580449518;0.8106906578533873;0.8106906578533873;0.007057077111086225;0.9920221114857338;0.0;0.007057077111086225;0.9920221114857338;0.007057077111086225;0.007057077111086225;0.9966269885311504;0.9920221114857338;0.0;0.007057077111086225;0.0;0.007057077111086225;0.007057077111086225;0.0;0.0;0.0;0.23294441580449518;0.2352468543272055;0.0;0.0;0.007057077111086225;0.007057077111086225;0.0;0.0;0.007057077111086225;0.23294441580449518;0.0;0.0;0.028930983336468746;0.0;0.0;0.0;0.028930983336468746;0.2352468543272055;0.0;0.0;0.007057077111086225;0.007057077111086225;0.007057077111086225
GO:0034198;0.0;0.01252126346828007;0.1412395729111794;0.029052828007225057;0.007057077111086225;1.0;0.13810417325098942;0.00576711589335461;0.00576711589335461;0.029052828007225057;0.007057077111086225;0.0;0.027294266021030633;0.007057077111086225;0.029052828007225057;0.029052828007225057;0.007057077111086225;0.007057077111086225;0.0;0.029052828007225057;0.0;0.029052828007225057;0.1167578812994488;0.052974558484462496;0.0;0.0;0.029052828007225057;0.009499482400814233;0.0;0.0;0.029052828007225057;0.029052828007225057;0.0;0.0;0.029052828007225057;0.13810417325098942;0.0;0.0;0.018943192534739486;0.0;0.0;0.0;0.0077694878244981055;0.007106551333975386;0.0;0.0;0.029052828007225057;0.029052828007225057;0.029052828007225057
GO:0006283;0.0;0.5401405161689338;0.9778008415377911;0.01825716731530622;0.23294441580449518;0.13810417325098942;1.0;0.19036456900037046;0.19036456900037046;0.01825716731530622;0.23294441580449518;0.0;0.01825716731530622;0.23294441580449518;0.01825716731530622;0.01825716731530622;0.23294441580449518;0.23294441580449518;0.0;0.01825716731530622;0.0;0.01825716731530622;0.07337214035530662;0.033289887561540825;0.0;0.0;0.602643999429719;0.31356485744310547;0.0;0.0;0.01825716731530622;0.01825716731530622;0.0;0.0;0.01825716731530622;0.9924836398768909;0.0;0.0;0.16506764321820255;0.0;0.0;0.0;0.0702458942317532;0.2345774919019906;0.0;0.0;0.01825716731530622;0.01825716731530622;0.01825716731530622
GO:0006360;0.0;0.19036456900037046;0.19036456900037046;0.00576711589335461;0.8106906578533873;0.00576711589335461;0.19036456900037046;1.0;0.995744138514387;0.00576711589335461;0.8106906578533873;0.0;0.00576711589335461;0.8106906578533873;0.00576711589335461;0.00576711589335461;0.8106906578533873;0.8106906578533873;0.0;0.00576711589335461;0.0;0.00576711589335461;0.00576711589335461;0.0;0.0;0.0;0.19036456900037046;0.1922461454078232;0.0;0.0;0.00576711589335461;0.00576711589335461;0.0;0.0;0.00576711589335461;0.19036456900037046;0.0;0.0;0.05214194580361808;0.0;0.0;0.0;0.05214194580361808;0.1922461454078232;0.0;0.0;0.00576711589335461;0.00576711589335461;0.00576711589335461
GO:0006366;0.0;0.19036456900037046;0.19036456900037046;0.00576711589335461;0.8106906578533873;0.00576711589335461;0.19036456900037046;0.995744138514387;1.0;0.00576711589335461;0.8106906578533873;0.0;0.00576711589335461;0.8106906578533873;0.00576711589335461;0.00576711589335461;0.8106906578533873;0.8106906578533873;0.0;0.00576711589335461;0.0;0.00576711589335461;0.00576711589335461;0.0;0.0;0.0;0.19036456900037046;0.1922461454078232;0.0;0.0;0.00576711589335461;0.00576711589335461;0.0;0.0;0.00576711589335461;0.19036456900037046;0.0;0.0;0.05214194580361808;0.0;0.0;0.0;0.05214194580361808;0.1922461454078232;0.0;0.0;0.00576711589335461;0.00576711589335461;0.00576711589335461
GO:0022008;0.10200993726884038;0.01252126346828007;0.018671662510121284;0.04692956229232374;0.007057077111086225;0.029052828007225057;0.01825716731530622;0.00576711589335461;0.00576711589335461;1.0;0.007057077111086225;0.06607111804024644;0.027294266021030633;0.007057077111086225;0.1585268734605183;0.1585268734605183;0.007057077111086225;0.007057077111086225;0.0;0.08762087483678903;0.0;0.03510579126282341;0.08555904802927577;0.0;0.0;0.0;0.02924553745024626;0.009499482400814233;0.0;0.0;0.051094870620756565;0.06849232316294404;0.0;0.0;0.059238069873707146;0.01825716731530622;0.0;0.09892432723894794;0.018943192534739486;0.0;0.0;0.0;0.0077694878244981055;0.007106551333975386;0.0;0.0;0.043050513132991935;0.05463555046956647;0.12059674659541368
