;GO:0008360;GO:0015695;GO:0006783;GO:0043200;GO:0006782;GO:0045944;GO:0009635;GO:0000165;GO:0045471;GO:0001666;GO:0072488;GO:0051384;GO:0071353;GO:0070542;GO:0006351;GO:0033197;GO:1901653;GO:0051260;GO:0043312;GO:0042167;GO:1901799;GO:0071284;GO:0006888;GO:0030218;GO:0018160;GO:0051693;GO:0046597;GO:0019353;GO:0045087;GO:0032496;GO:0010266
GO:0008360;1.0;0.0;0.0;0.0;0.0;0.1266952612483087;0.0;0.10707714517752503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08846996989955712;0.0;0.0;0.0;0.0;0.36459431803315256;0.0715766397392745;0.0;0.0;0.0;0.0
GO:0015695;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4655393346583581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29732624620029346;0.0;0.0;0.0;0.2722448596501532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006783;0.0;0.0;1.0;0.0;0.9174102624354302;0.0;0.0;0.22293496568928203;0.0;0.0;0.0;0.0;0.021458197157809184;0.0;0.39787409853623745;0.0;0.025510050612511655;0.02649157534253356;0.027648405254191526;0.8773003494003964;0.0;0.018924080213231;0.0;0.022667373102279776;0.14609702966372304;0.021981355279213428;0.0;0.8021998988488394;0.0;0.0;0.0
GO:0043200;0.0;0.0;0.0;1.0;0.0;0.0;0.3103267058400144;0.0;0.5143208455809696;0.24852502436834467;0.0;0.4334583297694832;0.3668399273190768;0.7609852178026655;0.0;0.41948507516180045;0.6534518352729392;0.0;0.0;0.0;0.0;0.2850634139016292;0.0;0.0;0.0;0.0;0.0;0.0;0.27077446053273013;0.5657853269122983;0.454103167272653
GO:0006782;0.0;0.0;0.9174102624354302;0.0;1.0;0.0;0.0;0.20557600363469278;0.0;0.0;0.0;0.0;0.020082913816025467;0.0;0.3602308895569945;0.0;0.02358959598948353;0.0244264765302036;0.025406642781729216;0.8013146338746312;0.0;0.017846288321375487;0.0;0.02113824999963302;0.13843639397528298;0.020540446236642355;0.0;0.8810027719063777;0.0;0.0;0.0
GO:0045944;0.1266952612483087;0.0;0.0;0.0;0.0;1.0;0.0;0.1376904287442359;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24716413909079762;0.0;0.0;0.0;0.0;0.10386635487476423;0.08612109743107554;0.0;0.0;0.0;0.0
GO:0009635;0.0;0.0;0.0;0.3103267058400144;0.0;0.0;1.0;0.0;0.6265480006245508;0.30645384683341786;0.0;0.3181257346140069;0.2769336912254538;0.30351092119089296;0.0;0.26377191038191783;0.32695552041629145;0.0;0.0;0.0;0.0;0.24529431965157067;0.0;0.0;0.0;0.0;0.0;0.0;0.3282872114100587;0.3380769671491866;0.24087578477380892
GO:0000165;0.10707714517752503;0.0;0.22293496568928203;0.0;0.20557600363469278;0.1376904287442359;0.0;1.0;0.0;0.0;0.0;0.0;0.026911508183839913;0.0;0.3417894599705496;0.0;0.03360573866975742;0.03533015083811516;0.03741809460811189;0.2032694279279563;0.09369450595961193;0.02304183917185996;0.0;0.02884100231057392;0.25464922699294107;0.09030272606351691;0.075444247811111;0.17470418013770003;0.0;0.0;0.0
GO:0045471;0.0;0.0;0.0;0.5143208455809696;0.0;0.0;0.6265480006245508;0.0;1.0;0.2511706242611495;0.0;0.43778356479695;0.36993308943940095;0.5005393183330202;0.0;0.4228227876125794;0.5485256549070802;0.0;0.0;0.0;0.0;0.287145578207309;0.0;0.0;0.0;0.0;0.0;0.0;0.2739179600808783;0.5718740481180785;0.4665425131386887
GO:0001666;0.0;0.0;0.0;0.24852502436834467;0.0;0.0;0.30645384683341786;0.0;0.2511706242611495;1.0;0.0;0.25692969716943287;0.214080394986686;0.24129475941056583;0.0;0.20115253792364102;0.2666187539882722;0.0;0.0;0.0;0.0;0.18358149506005791;0.0;0.0;0.0;0.0;0.0;0.0;0.46230147896406315;0.279092884949412;0.17947617359680862
GO:0072488;0.0;0.4655393346583581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26931281563567966;0.0;0.0;0.0;0.24857014853163004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051384;0.0;0.0;0.0;0.4334583297694832;0.0;0.0;0.3181257346140069;0.0;0.43778356479695;0.25692969716943287;0.0;1.0;0.37661981473834233;0.6213690430394551;0.0;0.5266119142326451;0.6198613824748647;0.0;0.0;0.0;0.0;0.2916308756588223;0.0;0.0;0.0;0.0;0.0;0.0;0.2807816662327277;0.7119770822668968;0.4724498923248932
GO:0071353;0.0;0.0;0.021458197157809184;0.3668399273190768;0.020082913816025467;0.0;0.2769336912254538;0.026911508183839913;0.36993308943940095;0.214080394986686;0.0;0.37661981473834233;1.0;0.3583168248803016;0.03343942560473035;0.3090610472138115;0.47395865797044007;0.02694484901289802;0.02814249939683547;0.01989707421866705;0.0;0.32265178726285837;0.0;0.022998409656064506;0.017532779044369076;0.022292520168939445;0.0;0.017532779044369076;0.23038750513200046;0.40177162781424663;0.2810165297196913
GO:0070542;0.0;0.0;0.0;0.7609852178026655;0.0;0.0;0.30351092119089296;0.0;0.5005393183330202;0.24129475941056583;0.0;0.6213690430394551;0.3583168248803016;1.0;0.0;0.41027181738534163;0.5275874878276734;0.0;0.0;0.0;0.0;0.27930188513342413;0.0;0.0;0.0;0.0;0.0;0.0;0.2622139495437507;0.6681964870937516;0.3053266859465106
GO:0006351;0.0;0.0;0.39787409853623745;0.0;0.3602308895569945;0.0;0.0;0.3417894599705496;0.0;0.0;0.0;0.0;0.03343942560473035;0.0;1.0;0.0;0.04443887826212531;0.0475049634528783;0.051358341485113625;0.269849110315511;0.0;0.027666107247553737;0.0;0.036471253718724825;0.17597987778227991;0.03472742809979378;0.0;0.2965568560120146;0.0;0.0;0.0
GO:0033197;0.0;0.0;0.0;0.41948507516180045;0.0;0.0;0.26377191038191783;0.0;0.4228227876125794;0.20115253792364102;0.0;0.5266119142326451;0.3090610472138115;0.41027181738534163;0.0;1.0;0.44196312619997746;0.0;0.0;0.0;0.0;0.24529431965157067;0.0;0.0;0.0;0.0;0.0;0.0;0.2154836900412737;0.456996575886585;0.6651166633693483
GO:1901653;0.0;0.0;0.025510050612511655;0.6534518352729392;0.02358959598948353;0.0;0.32695552041629145;0.03360573866975742;0.5485256549070802;0.2666187539882722;0.0;0.6198613824748647;0.47395865797044007;0.5275874878276734;0.04443887826212531;0.44196312619997746;1.0;0.03365774558232716;0.03554740972186662;0.0233336050134118;0.0;0.37595455851781046;0.0;0.027716750313618102;0.02014747062899469;0.026697925380644083;0.0;0.02014747062899469;0.2923938384119439;0.6074551854787081;0.4758714286727157
GO:0051260;0.0;0.0;0.02649157534253356;0.0;0.0244264765302036;0.0;0.0;0.03533015083811516;0.0;0.0;0.0;0.0;0.02694484901289802;0.0;0.0475049634528783;0.0;0.03365774558232716;1.0;0.03748258184514128;0.024152105575009256;0.0;0.023066276698130817;0.0;0.02887929885580113;0.020754795593142927;0.23471978793348394;0.0;0.020754795593142927;0.0;0.0;0.0
GO:0043312;0.0;0.29732624620029346;0.027648405254191526;0.0;0.025406642781729216;0.0;0.0;0.03741809460811189;0.0;0.0;0.26931281563567966;0.0;0.02814249939683547;0.0;0.051358341485113625;0.0;0.03554740972186662;0.03748258184514128;1.0;0.025109944287691775;0.0;0.02393837158402052;0.576931660340113;0.030259492167268042;0.021458197157809184;0.029049239248283443;0.0;0.021458197157809184;0.5763566826339191;0.0;0.0
GO:0042167;0.0;0.0;0.8773003494003964;0.0;0.8013146338746312;0.0;0.0;0.2032694279279563;0.0;0.0;0.0;0.0;0.01989707421866705;0.0;0.269849110315511;0.0;0.0233336050134118;0.024152105575009256;0.025109944287691775;1.0;0.0;0.017699386080986357;0.0;0.020932465938127257;0.13738656687641815;0.020346083498723314;0.0;0.7066835286949895;0.0;0.0;0.0
GO:1901799;0.08846996989955712;0.0;0.0;0.0;0.0;0.24716413909079762;0.0;0.09369450595961193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.22206533888780114;0.19655556817502634;0.0;0.0;0.0;0.0
GO:0071284;0.0;0.0;0.018924080213231;0.2850634139016292;0.017846288321375487;0.0;0.24529431965157067;0.02304183917185996;0.287145578207309;0.18358149506005791;0.0;0.2916308756588223;0.32265178726285837;0.27930188513342413;0.027666107247553737;0.24529431965157067;0.37595455851781046;0.023066276698130817;0.02393837158402052;0.017699386080986357;0.0;1.0;0.0;0.020111920149896736;0.01580365215978331;0.01957001359577429;0.0;0.01580365215978331;0.19544446597638382;0.3083101303710931;0.22537251176301767
GO:0006888;0.0;0.2722448596501532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24857014853163004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.576931660340113;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030218;0.0;0.0;0.022667373102279776;0.0;0.02113824999963302;0.0;0.0;0.02884100231057392;0.0;0.0;0.0;0.0;0.022998409656064506;0.0;0.036471253718724825;0.0;0.027716750313618102;0.02887929885580113;0.030259492167268042;0.020932465938127257;0.0;0.020111920149896736;0.0;1.0;0.0183317861014124;0.023600418376274874;0.0;0.0183317861014124;0.0;0.0;0.0
GO:0018160;0.0;0.0;0.14609702966372304;0.0;0.13843639397528298;0.0;0.0;0.25464922699294107;0.0;0.0;0.0;0.0;0.017532779044369076;0.0;0.17597987778227991;0.0;0.02014747062899469;0.020754795593142927;0.021458197157809184;0.13738656687641815;0.0;0.01580365215978331;0.0;0.0183317861014124;1.0;0.01788048761237731;0.0;0.1237146889194086;0.0;0.0;0.0
GO:0051693;0.36459431803315256;0.0;0.021981355279213428;0.0;0.020540446236642355;0.10386635487476423;0.0;0.09030272606351691;0.0;0.0;0.0;0.0;0.022292520168939445;0.0;0.03472742809979378;0.0;0.026697925380644083;0.23471978793348394;0.029049239248283443;0.020346083498723314;0.22206533888780114;0.01957001359577429;0.0;0.023600418376274874;0.01788048761237731;1.0;0.19093923655251868;0.01788048761237731;0.0;0.0;0.0
GO:0046597;0.0715766397392745;0.0;0.0;0.0;0.0;0.08612109743107554;0.0;0.075444247811111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19655556817502634;0.0;0.0;0.0;0.0;0.19093923655251868;1.0;0.0;0.0;0.0;0.0
GO:0019353;0.0;0.0;0.8021998988488394;0.0;0.8810027719063777;0.0;0.0;0.17470418013770003;0.0;0.0;0.0;0.0;0.017532779044369076;0.0;0.2965568560120146;0.0;0.02014747062899469;0.020754795593142927;0.021458197157809184;0.7066835286949895;0.0;0.01580365215978331;0.0;0.0183317861014124;0.1237146889194086;0.01788048761237731;0.0;1.0;0.0;0.0;0.0
GO:0045087;0.0;0.0;0.0;0.27077446053273013;0.0;0.0;0.3282872114100587;0.0;0.2739179600808783;0.46230147896406315;0.0;0.2807816662327277;0.23038750513200046;0.2622139495437507;0.0;0.2154836900412737;0.2923938384119439;0.0;0.5763566826339191;0.0;0.0;0.19544446597638382;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.30746456267720335;0.19079814726528194
