;GO:0042416;GO:0036499;GO:0008584;GO:0016925;GO:0034198;GO:0021952;GO:0008344;GO:0061737;GO:0045648;GO:0002244;GO:0000188;GO:0071372;GO:0001666;GO:0071376;GO:0001942;GO:0045650;GO:0030308;GO:0035556;GO:0042701;GO:0042541;GO:0042542;GO:0006611;GO:0032713;GO:0007193;GO:0043408;GO:0033089;GO:0008285;GO:0008284;GO:0045786;GO:0097191;GO:0042551;GO:0045944;GO:0043401;GO:0021773;GO:0043524;GO:0071310;GO:0043372;GO:0046882;GO:0051384;GO:0046881;GO:0071397;GO:0030522;GO:2001241;GO:0044344;GO:0001541;GO:0042326;GO:1990440;GO:0007517;GO:0042053;GO:0035767;GO:0001938;GO:0035924;GO:2001234;GO:0007050;GO:1902237;GO:0006366;GO:0002042;GO:0045444;GO:0006367;GO:0043547;GO:0032924;GO:0032526;GO:0035914;GO:0071850;GO:0048168;GO:0033574;GO:0051447;GO:2000279;GO:0014037;GO:0006094;GO:0090266;GO:0060395;GO:0045578;GO:0008277;GO:1904948;GO:0060279;GO:0031668;GO:0030218;GO:0048333;GO:0032355;GO:0035987;GO:0032870;GO:0010469;GO:0010862;GO:0007274;GO:0061394;GO:0051591;GO:0045586;GO:1903984;GO:0000122;GO:0070262;GO:0032868;GO:0009968;GO:0000082;GO:0045077;GO:0060070;GO:0035335;GO:0032743;GO:0035970;GO:0006351;GO:0048468;GO:0097154;GO:0001975;GO:0043066;GO:0070373;GO:0043065;GO:0034599;GO:0032733
GO:0042416;1.0;0.30050947687859925;0.0;0.30944629358695136;0.27456257665810896;0.3678281368182669;0.0;0.30050947687859925;0.0;0.30546502635565725;0.0;0.21140323934614252;0.0;0.21140323934614252;0.0;0.0;0.0;0.4220056645476357;0.30050947687859925;0.49740399445546196;0.0;0.0;0.0;0.3538582526801856;0.0;0.0;0.0;0.0;0.0;0.3440135297643094;0.3173391418635162;0.0;0.36278663763179425;0.30050947687859925;0.0;0.3976587271324092;0.0;0.0;0.0;0.0;0.22541450789500678;0.38683359166660697;0.0;0.22541450789500678;0.0;0.0;0.24090324668827506;0.0;0.0;0.3173391418635162;0.0;0.22541450789500678;0.0;0.34775631971058624;0.0;0.5340331692719045;0.25821818352367026;0.29187751349350416;0.46183281208695515;0.0;0.33958674883462;0.0;0.29187751349350416;0.33416880684843314;0.0;0.0;0.0;0.0;0.30050947687859925;0.3486872249854988;0.0;0.30050947687859925;0.0;0.0;0.30050947687859925;0.0;0.39153073356139606;0.297295455479691;0.3017222364093804;0.0;0.25821818352367026;0.339906158434885;0.0;0.0;0.21544161831826303;0.3173391418635162;0.0;0.0;0.0;0.0;0.3081053673953027;0.0;0.0;0.30050947687859925;0.0;0.38226766952968955;0.33477975529609594;0.0;0.3081053673953027;0.5423200354204986;0.42418610977953514;0.33958674883462;0.0;0.0;0.0;0.0;0.32700881378021013;0.0
GO:0036499;0.30050947687859925;1.0;0.0;0.24090324668827506;0.5517677062369496;0.4528959953786031;0.0;0.5185369985399844;0.3156677795389986;0.4328241782709224;0.24880914897764567;0.3866168651513686;0.5829991788998685;0.3866168651513686;0.0;0.2560615493486744;0.37600149740962563;0.6400331862090207;0.3855773354389354;0.28367981189368235;0.477487032069206;0.0;0.25690929733551365;0.5718857743415706;0.3555497329457626;0.2504175334712824;0.40836211813926365;0.4091496490416876;0.4216041379499515;0.5620410514256944;0.4024070004238523;0.33719977645849797;0.5808141592931793;0.3855773354389354;0.3098955970007391;0.6083248759398481;0.2602208719763757;0.25654682119915273;0.3966948574235851;0.25654682119915273;0.4092781021407852;0.604861113327992;0.22374314557048924;0.4360806567024458;0.0;0.34438241126505803;0.6361586255047347;0.0;0.30005087408486286;0.4024070004238523;0.2832212090999459;0.4092781021407852;0.33371020405469665;0.44798248093132176;0.27617687756466514;0.48458024718554527;0.3855773354389354;0.3441416964251768;0.3855773354389354;0.2519585736096705;0.557614270496005;0.4047672387796846;0.41923666540876925;0.4343949680691686;0.34932710950883245;0.4047672387796846;0.3587582024063959;0.28972087931850826;0.3855773354389354;0.0;0.27289121433359137;0.5185369985399844;0.2783091563197782;0.3915944001855893;0.3855773354389354;0.25970968871610917;0.6248581193582516;0.4246546073949561;0.42908138832464554;0.4047672387796846;0.3855773354389354;0.5350835684490556;0.42773091795977247;0.23923188436375753;0.24090324668827506;0.5772293346069617;0.4146119616955609;0.2659062722645507;0.209731877021625;0.32190873040274914;0.24138851853875337;0.37796468421802404;0.4170527423146935;0.3855773354389354;0.23923188436375753;0.6002951911910746;0.26806290643954656;0.26675402025138994;0.24138851853875337;0.4928671133341394;0.5092539683398714;0.4246546073949561;0.4047672387796846;0.36553124537394377;0.22374314557048924;0.3668583556867586;0.6291902998785845;0.26675402025138994
GO:0008584;0.0;0.0;1.0;0.0;0.0;0.5136936326222776;0.0;0.0;0.0;0.493621815514597;0.0;0.0;0.0;0.0;0.5013371908646149;0.0;0.0;0.0;0.5114057690003564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4632046376675269;0.0;0.0;0.44637497268261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6438995519925923;0.0;0.0;0.6436004097173036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4049393336688514;0.0;0.0;0.0;0.0;0.48003430265244385;0.0;0.0;0.0;0.0;0.0;0.44637497268261;0.0;0.0;0.0;0.0;0.0;0.44637497268261;0.0;0.0;0.4854522446386307;0.48987902556832014;0.0;0.44637497268261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6250138237655508;0.4854522446386307;0.0;0.0;0.0;0.0;0.0;0.0
GO:0016925;0.30944629358695136;0.24090324668827506;0.0;1.0;0.23227128330317998;0.30822190662794274;0.0;0.24090324668827506;0.0;0.27266135072699377;0.0;0.17595071634392961;0.0;0.17595071634392961;0.0;0.0;0.0;0.36239943435731153;0.24090324668827506;0.3683210144805833;0.0;0.0;0.0;0.29425202248986143;0.0;0.0;0.0;0.0;0.0;0.2844072995739852;0.257732911673192;0.0;0.30318040744147007;0.24090324668827506;0.0;0.35084378295488144;0.0;0.0;0.0;0.0;0.18684511085235794;0.3272273614762828;0.0;0.18684511085235794;0.0;0.0;0.19861195333334608;0.0;0.0;0.257732911673192;0.0;0.18684511085235794;0.0;0.28815008952026205;0.0;0.4483348119515774;0.22541450789500678;0.24506256931597642;0.33371151943409466;0.0;0.2799805186442958;0.0;0.2590738378648407;0.27456257665810896;0.0;0.0;0.0;0.0;0.24090324668827506;0.24694779953473517;0.0;0.24090324668827506;0.0;0.0;0.24090324668827506;0.0;0.33909700156722017;0.2644917798510275;0.2689185607807169;0.0;0.22541450789500678;0.297614865079956;0.0;0.0;0.18263794268959954;0.257732911673192;0.0;0.0;0.0;0.0;0.4228340563558106;0.0;0.0;0.24090324668827506;0.0;0.32266143933936536;0.44950844425660386;0.0;0.4228340563558106;0.4566216781001715;0.36457987958921095;0.2799805186442958;0.0;0.0;0.0;0.0;0.2801938696026824;0.0
GO:0034198;0.27456257665810896;0.5517677062369496;0.0;0.23227128330317998;1.0;0.3846578018031838;0.0;0.3173391418635162;0.0;0.3419247477060866;0.0;0.38333120192029485;0.54156353988611;0.38333120192029485;0.0;0.0;0.0;0.43883532953255266;0.3173391418635162;0.257732911673192;0.46168257048796274;0.0;0.0;0.37068791766510256;0.0;0.0;0.0;0.0;0.0;0.36084319474922627;0.33416880684843314;0.0;0.37961630261671114;0.3173391418635162;0.0;0.5823779757193579;0.0;0.0;0.37792045539924307;0.0;0.40064613875569005;0.40366325665152386;0.0;0.40064613875569005;0.0;0.0;0.5189640306082861;0.0;0.0;0.33416880684843314;0.0;0.40064613875569005;0.0;0.3645859846955032;0.0;0.3936808166207095;0.2946779048740996;0.30870717847842105;0.3173391418635162;0.0;0.35641641381953687;0.36933272083292895;0.32833723484393346;0.35099847183335003;0.0;0.36933272083292895;0.0;0.0;0.3173391418635162;0.0;0.0;0.3173391418635162;0.0;0.0;0.3173391418635162;0.0;0.7161817892071143;0.3337551768301203;0.3381819577598097;0.36933272083292895;0.2946779048740996;0.5192791068678123;0.0;0.0;0.43005314854946947;0.535793695593203;0.3791774437488052;0.0;0.0;0.0;0.22823290433105947;0.35201778399753375;0.0;0.3173391418635162;0.0;0.3990973345146065;0.25490729223185266;0.0;0.22823290433105947;0.40196768276930356;0.44101577476445203;0.35641641381953687;0.36933272083292895;0.0;0.0;0.0;0.6205583364934895;0.0
GO:0021952;0.3678281368182669;0.4528959953786031;0.5136936326222776;0.30822190662794274;0.3846578018031838;1.0;0.0;0.4528959953786031;0.0;0.6146990439698512;0.0;0.30870717847842105;0.0;0.30870717847842105;0.5136936326222776;0.0;0.0;0.5743921830476395;0.4528959953786031;0.35099847183335003;0.0;0.0;0.0;0.5062447711801894;0.0;0.0;0.0;0.0;0.0;0.49640004826431317;0.5842818661227811;0.0;0.515173156131798;0.5674522011378642;0.0;0.5172415700037494;0.0;0.0;0.0;0.0;0.32833723484393346;0.5392201101666108;0.0;0.35099847183335003;0.5136936326222776;0.0;0.35099847183335003;0.5696005695632153;0.0;0.46972566036352;0.0;0.32833723484393346;0.0;0.5001428382105901;0.0;0.551898907125213;0.4528959953786031;0.558820237752769;0.4528959953786031;0.0;0.4919732673346237;0.0;0.601111531107698;0.4865553253484369;0.0;0.0;0.0;0.0;0.5674522011378642;0.0;0.0;0.4528959953786031;0.0;0.0;0.5674522011378642;0.0;0.5242871956958874;0.6065294730938848;0.6109562540235742;0.0;0.5674522011378642;0.45000138357995983;0.0;0.0;0.30822190662794274;0.46972566036352;0.0;0.0;0.0;0.0;0.30870717847842105;0.0;0.0;0.4528959953786031;0.0;0.5346541880296933;0.3353815663792142;0.0;0.30870717847842105;0.560185773273807;0.6911288340388;0.6065294730938848;0.0;0.0;0.0;0.0;0.44659165665155043;0.0
GO:0008344;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5000840129948374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0061737;0.30050947687859925;0.5185369985399844;0.0;0.24090324668827506;0.3173391418635162;0.4528959953786031;0.0;1.0;0.3156677795389986;0.4328241782709224;0.24880914897764567;0.24138851853875337;0.0;0.24138851853875337;0.0;0.2560615493486744;0.37600149740962563;0.6400331862090207;0.3855773354389354;0.28367981189368235;0.0;0.0;0.25690929733551365;0.6672556557815092;0.3555497329457626;0.2504175334712824;0.40836211813926365;0.4091496490416876;0.4216041379499515;0.5620410514256944;0.4024070004238523;0.33719977645849797;0.5808141592931793;0.3855773354389354;0.3098955970007391;0.4499229100640818;0.2602208719763757;0.25654682119915273;0.0;0.25654682119915273;0.2610185749042658;0.604861113327992;0.22374314557048924;0.28367981189368235;0.0;0.34438241126505803;0.2988381145540817;0.0;0.30005087408486286;0.4024070004238523;0.2832212090999459;0.2610185749042658;0.33371020405469665;0.44798248093132176;0.27617687756466514;0.48458024718554527;0.3855773354389354;0.3441416964251768;0.3855773354389354;0.2519585736096705;0.557614270496005;0.0;0.41923666540876925;0.4343949680691686;0.34932710950883245;0.0;0.3587582024063959;0.28972087931850826;0.3855773354389354;0.0;0.27289121433359137;0.5185369985399844;0.2783091563197782;0.3915944001855893;0.3855773354389354;0.25970968871610917;0.4569685357562198;0.4246546073949561;0.42908138832464554;0.0;0.3855773354389354;0.3826827236402922;0.42773091795977247;0.23923188436375753;0.24090324668827506;0.41756530308425166;0.0;0.2659062722645507;0.209731877021625;0.32190873040274914;0.24138851853875337;0.0;0.4170527423146935;0.3855773354389354;0.23923188436375753;0.6002951911910746;0.26806290643954656;0.26675402025138994;0.24138851853875337;0.4928671133341394;0.5092539683398714;0.4246546073949561;0.0;0.36553124537394377;0.22374314557048924;0.3668583556867586;0.3792729967118828;0.26675402025138994
GO:0045648;0.0;0.3156677795389986;0.0;0.0;0.0;0.0;0.0;0.3156677795389986;1.0;0.0;0.25284752794976617;0.0;0.0;0.0;0.0;0.580289634895087;0.37016992540512594;0.4371639672080351;0.3918211100137737;0.0;0.0;0.0;0.3450722739470853;0.369016555340585;0.35506446109528433;0.5628448443436328;0.402530546134764;0.5127907199339462;0.41577256594545187;0.35917183242470874;0.0;0.414038292789096;0.3779449402921936;0.0;0.3094103251502608;0.0;0.5670293950320779;0.3495298166588447;0.0;0.42750527791583115;0.0;0.4019918943270063;0.31607040069435555;0.0;0.0;0.3457233374567067;0.30058166190108726;0.0;0.29956560223438455;0.0;0.3796897817960564;0.0;0.33322493220421834;0.3629146223709856;0.37567663088467973;0.0;0.0;0.0;0.0;0.25147330175919225;0.35474505149501934;0.0;0.0;0.3493271095088325;0.46911265953018505;0.0;0.35595781102580043;0.2910618055101569;0.0;0.0;0.27423214052524003;0.3424703341006592;0.5016838271251158;0.3887940088049938;0.0;0.45430783247749174;0.0;0.0;0.0;0.0;0.0;0.0;0.4177580283830288;0.33338533752975075;0.0;0.33249744452391555;0.0;0.48928094306988834;0.30058166190108726;0.3247271268388018;0.0;0.0;0.41425235093409807;0.0;0.31092767212677314;0.3974259721900889;0.0;0.4541796658166244;0.0;0.0;0.0;0.0;0.0;0.36504597352346546;0.22656154200654188;0.46332692838286904;0.0;0.4541796658166244
GO:0002244;0.30546502635565725;0.4328241782709224;0.493621815514597;0.27266135072699377;0.3419247477060866;0.6146990439698512;0.0;0.4328241782709224;0.0;1.0;0.0;0.28863536137074036;0.0;0.28863536137074036;0.493621815514597;0.0;0.0;0.5543203659399589;0.4328241782709224;0.30826541773625277;0.0;0.0;0.0;0.48617295407250877;0.0;0.0;0.0;0.0;0.0;0.47632823115663253;0.5642100490151004;0.0;0.49510133902411735;0.5824312174729585;0.0;0.4703671983344082;0.0;0.0;0.0;0.0;0.28863536137074036;0.5191482930589301;0.0;0.33092665472566934;0.493621815514597;0.0;0.30826541773625277;0.5495287524555346;0.0;0.4496538432558393;0.0;0.28863536137074036;0.0;0.4800710211029094;0.0;0.5318270900175323;0.4328241782709224;0.6160905474427922;0.4328241782709224;0.0;0.4719014502269431;0.0;0.6160905474427922;0.46648350824075624;0.0;0.0;0.0;0.0;0.5824312174729585;0.0;0.0;0.4328241782709224;0.0;0.0;0.5824312174729585;0.0;0.4714117029595433;0.6215084894289791;0.6259352703586685;0.0;0.5824312174729585;0.4299295664722792;0.0;0.0;0.28815008952026205;0.4496538432558393;0.0;0.0;0.0;0.0;0.27132042453534516;0.0;0.0;0.4328241782709224;0.0;0.5145823709220128;0.29799481243613835;0.0;0.27132042453534516;0.5401139561661263;0.6710570169311194;0.6215084894289791;0.0;0.0;0.0;0.0;0.3997172849822092;0.0
