;GO:0045638;GO:0008584;GO:0006351;GO:0060065;GO:0008284;GO:0045665;GO:0006366;GO:0002076;GO:0045944;GO:0048704;GO:0002244;GO:0006357;GO:0060326;GO:0048538;GO:0045668;GO:0000122;GO:0030326;GO:0071300;GO:0060070;GO:0050767
GO:0045638;1.0;0.0;0.0;0.0;0.4764683089813553;0.647775340726049;0.0;0.0;0.40451843639816565;0.0;0.0;0.44742640905345354;0.0;0.0;0.6437634839715296;0.4816957330435797;0.0;0.0;0.4056236737899107;0.6313638450785977
GO:0008584;0.0;1.0;0.0;0.6438995519925923;0.0;0.0;0.0;0.5013371908646149;0.0;0.48003430265244385;0.493621815514597;0.0;0.0;0.5876934727763661;0.0;0.0;0.4730493605834032;0.0;0.0;0.0
GO:0006351;0.0;0.0;1.0;0.0;0.0;0.0;0.8898156103061527;0.4928671133341394;0.0;0.0;0.5401139561661263;0.0;0.5830329187111318;0.0;0.0;0.0;0.0;0.3683083527994698;0.5746253059852298;0.0
GO:0060065;0.0;0.6438995519925923;0.0;1.0;0.0;0.0;0.0;0.5013371908646149;0.0;0.48003430265244385;0.493621815514597;0.0;0.0;0.5876934727763661;0.0;0.0;0.4730493605834032;0.0;0.0;0.0
GO:0008284;0.4764683089813553;0.0;0.0;0.0;1.0;0.4824249027752998;0.0;0.0;0.5403238379204485;0.0;0.0;0.507734220436787;0.0;0.0;0.4259793140266045;0.4477090036836233;0.0;0.0;0.4682466047033613;0.5409745638437813
GO:0045665;0.647775340726049;0.0;0.0;0.0;0.4824249027752998;1.0;0.0;0.0;0.43313626718152676;0.0;0.0;0.4760442398368147;0.0;0.0;0.5972863457712982;0.4775098881982774;0.0;0.0;0.5784303214734539;0.8026078221853579
GO:0006366;0.0;0.0;0.8898156103061527;0.0;0.0;0.0;1.0;0.48458024718554527;0.0;0.0;0.5318270900175323;0.0;0.5747460525625376;0.0;0.0;0.0;0.0;0.36002148665087563;0.5663384398366356;0.0
GO:0002076;0.0;0.5013371908646149;0.4928671133341394;0.5013371908646149;0.0;0.0;0.48458024718554527;1.0;0.0;0.48003430265244385;0.5473803840301835;0.0;0.4757431408159278;0.5013371908646149;0.0;0.0;0.4730493605834032;0.28367981189368235;0.4673355280900257;0.0
GO:0045944;0.40451843639816565;0.0;0.0;0.0;0.5403238379204485;0.43313626718152676;0.0;0.0;1.0;0.0;0.0;0.8706832425927273;0.0;0.0;0.35402944144341486;0.7683667324846346;0.0;0.0;0.41895796910958827;0.46902469126059165
GO:0048704;0.0;0.48003430265244385;0.0;0.48003430265244385;0.0;0.0;0.0;0.48003430265244385;0.0;1.0;0.5272811454844308;0.0;0.0;0.48003430265244385;0.0;0.0;0.6705739398933854;0.0;0.0;0.0
GO:0002244;0.0;0.493621815514597;0.5401139561661263;0.493621815514597;0.0;0.0;0.5318270900175323;0.5473803840301835;0.0;0.5272811454844308;1.0;0.0;0.5229899836479148;0.493621815514597;0.0;0.0;0.5202962034153902;0.30826541773625277;0.5145823709220128;0.0
GO:0006357;0.44742640905345354;0.0;0.0;0.0;0.507734220436787;0.4760442398368147;0.0;0.0;0.8706832425927273;0.0;0.0;1.0;0.0;0.0;0.39693741409870287;0.8553921965369784;0.0;0.0;0.4618659417648762;0.5119326639158797
GO:0060326;0.0;0.0;0.5830329187111318;0.0;0.0;0.0;0.5747460525625376;0.4757431408159278;0.0;0.0;0.5229899836479148;0.0;1.0;0.0;0.0;0.0;0.0;0.3738456172706747;0.557501333467018;0.0
GO:0048538;0.0;0.5876934727763661;0.0;0.5876934727763661;0.0;0.0;0.0;0.5013371908646149;0.0;0.48003430265244385;0.493621815514597;0.0;0.0;1.0;0.0;0.0;0.4730493605834032;0.0;0.0;0.0
GO:0045668;0.6437634839715296;0.0;0.0;0.0;0.4259793140266045;0.5972863457712982;0.0;0.0;0.35402944144341486;0.0;0.0;0.39693741409870287;0.0;0.0;1.0;0.431206738088829;0.0;0.0;0.3551346788351599;0.580874850123847
GO:0000122;0.4816957330435797;0.0;0.0;0.0;0.4477090036836233;0.4775098881982774;0.0;0.0;0.7683667324846346;0.0;0.0;0.8553921965369784;0.0;0.0;0.431206738088829;1.0;0.0;0.0;0.40366692305383944;0.45373364520484283
GO:0030326;0.0;0.4730493605834032;0.0;0.4730493605834032;0.0;0.0;0.0;0.4730493605834032;0.0;0.6705739398933854;0.5202962034153902;0.0;0.0;0.4730493605834032;0.0;0.0;1.0;0.0;0.0;0.0
GO:0071300;0.0;0.0;0.3683083527994698;0.0;0.0;0.0;0.36002148665087563;0.28367981189368235;0.0;0.0;0.30826541773625277;0.0;0.3738456172706747;0.0;0.0;0.0;0.0;1.0;0.36543800454477265;0.0
GO:0060070;0.4056236737899107;0.0;0.5746253059852298;0.0;0.4682466047033613;0.5784303214734539;0.5663384398366356;0.4673355280900257;0.41895796910958827;0.0;0.5145823709220128;0.4618659417648762;0.557501333467018;0.0;0.3551346788351599;0.40366692305383944;0.0;0.36543800454477265;1.0;0.6143187455525188
GO:0050767;0.6313638450785977;0.0;0.0;0.0;0.5409745638437813;0.8026078221853579;0.0;0.0;0.46902469126059165;0.0;0.0;0.5119326639158797;0.0;0.0;0.580874850123847;0.45373364520484283;0.0;0.0;0.6143187455525188;1.0
