;GO:0045638;GO:0008584;GO:0006351;GO:0060065;GO:0008284;GO:0045665;GO:0006366;GO:0002076;GO:0045944;GO:0048704;GO:0002244;GO:0006357;GO:0060326;GO:0048538;GO:0045668;GO:0000122;GO:0030326;GO:0071300;GO:0060070;GO:0050767
GO:0045638;1.0;0.0;0.0;0.0;0.19047619047619047;0.52;0.0;0.0;0.08163265306122447;0.0;0.0;0.12121212121212122;0.0;0.0;0.5714285714285714;0.125;0.0;0.0;0.17391304347826086;0.4
GO:0008584;0.0;1.0;0.0;0.875;0.0;0.0;0.0;0.2727272727272727;0.0;0.15384615384615385;0.18181818181818177;0.0;0.0;0.4;0.0;0.0;0.15384615384615385;0.0;0.0;0.0
GO:0006351;0.0;0.0;1.0;0.0;0.0;0.0;0.9655172413793104;0.0625;0.0;0.0;0.06451612903225812;0.0;0.05882352941176472;0.0;0.0;0.0;0.0;0.04878048780487809;0.05714285714285716;0.0
GO:0060065;0.0;0.875;0.0;1.0;0.0;0.0;0.0;0.30000000000000004;0.0;0.16666666666666663;0.19999999999999996;0.0;0.0;0.4444444444444444;0.0;0.0;0.16666666666666663;0.0;0.0;0.0
GO:0008284;0.19047619047619047;0.0;0.0;0.0;1.0;0.17391304347826086;0.0;0.0;0.16666666666666663;0.0;0.0;0.18181818181818177;0.0;0.0;0.2222222222222222;0.10256410256410253;0.0;0.0;0.33333333333333337;0.3076923076923077
GO:0045665;0.52;0.0;0.0;0.0;0.17391304347826086;1.0;0.0;0.0;0.07843137254901966;0.0;0.0;0.11428571428571432;0.0;0.0;0.5217391304347826;0.12;0.0;0.0;0.16000000000000003;0.5
GO:0006366;0.0;0.0;0.9655172413793104;0.0;0.0;0.0;1.0;0.06060606060606055;0.0;0.0;0.0625;0.0;0.05714285714285716;0.0;0.0;0.0;0.0;0.04761904761904767;0.05555555555555558;0.0
GO:0002076;0.0;0.2727272727272727;0.0625;0.30000000000000004;0.0;0.0;0.06060606060606055;1.0;0.0;0.18181818181818177;0.5714285714285714;0.0;0.16666666666666663;0.33333333333333337;0.0;0.0;0.18181818181818177;0.10526315789473684;0.15384615384615385;0.0
GO:0045944;0.08163265306122447;0.0;0.0;0.0;0.16666666666666663;0.07843137254901966;0.0;0.0;1.0;0.0;0.0;0.5428571428571429;0.0;0.0;0.08695652173913049;0.3921568627450981;0.0;0.0;0.09999999999999998;0.09756097560975607
GO:0048704;0.0;0.15384615384615385;0.0;0.16666666666666663;0.0;0.0;0.0;0.18181818181818177;0.0;1.0;0.19999999999999996;0.0;0.0;0.18181818181818177;0.0;0.0;0.4;0.0;0.0;0.0
GO:0002244;0.0;0.18181818181818177;0.06451612903225812;0.19999999999999996;0.0;0.0;0.0625;0.5714285714285714;0.0;0.19999999999999996;1.0;0.0;0.18181818181818177;0.2222222222222222;0.0;0.0;0.19999999999999996;0.11111111111111116;0.16666666666666663;0.0
GO:0006357;0.12121212121212122;0.0;0.0;0.0;0.18181818181818177;0.11428571428571432;0.0;0.0;0.5428571428571429;0.0;0.0;1.0;0.0;0.0;0.1333333333333333;0.5277777777777778;0.0;0.0;0.16666666666666663;0.16000000000000003
GO:0060326;0.0;0.0;0.05882352941176472;0.0;0.0;0.0;0.05714285714285716;0.16666666666666663;0.0;0.0;0.18181818181818177;0.0;1.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.1333333333333333;0.0
GO:0048538;0.0;0.4;0.0;0.4444444444444444;0.0;0.0;0.0;0.33333333333333337;0.0;0.18181818181818177;0.2222222222222222;0.0;0.0;1.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.0
GO:0045668;0.5714285714285714;0.0;0.0;0.0;0.2222222222222222;0.5217391304347826;0.0;0.0;0.08695652173913049;0.0;0.0;0.1333333333333333;0.0;0.0;1.0;0.1333333333333333;0.0;0.0;0.19999999999999996;0.38888888888888884
GO:0000122;0.125;0.0;0.0;0.0;0.10256410256410253;0.12;0.0;0.0;0.3921568627450981;0.0;0.0;0.5277777777777778;0.0;0.0;0.1333333333333333;1.0;0.0;0.0;0.09756097560975607;0.09523809523809523
GO:0030326;0.0;0.15384615384615385;0.0;0.16666666666666663;0.0;0.0;0.0;0.18181818181818177;0.0;0.4;0.19999999999999996;0.0;0.0;0.18181818181818177;0.0;0.0;1.0;0.0;0.0;0.0
GO:0071300;0.0;0.0;0.04878048780487809;0.0;0.0;0.0;0.04761904761904767;0.10526315789473684;0.0;0.0;0.11111111111111116;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;1.0;0.09090909090909094;0.0
GO:0060070;0.17391304347826086;0.0;0.05714285714285716;0.0;0.33333333333333337;0.16000000000000003;0.05555555555555558;0.15384615384615385;0.09999999999999998;0.0;0.16666666666666663;0.16666666666666663;0.1333333333333333;0.0;0.19999999999999996;0.09756097560975607;0.0;0.09090909090909094;1.0;0.2666666666666667
GO:0050767;0.4;0.0;0.0;0.0;0.3076923076923077;0.5;0.0;0.0;0.09756097560975607;0.0;0.0;0.16000000000000003;0.0;0.0;0.38888888888888884;0.09523809523809523;0.0;0.0;0.2666666666666667;1.0
