;GO:0045638;GO:0008584;GO:0006351;GO:0060065;GO:0008284;GO:0045665;GO:0006366;GO:0002076;GO:0045944;GO:0048704;GO:0002244;GO:0006357;GO:0060326;GO:0048538;GO:0045668;GO:0000122;GO:0030326;GO:0071300;GO:0060070;GO:0050767
GO:0045638;1.0;0.0;0.0;0.0;0.028530662496452513;0.24482777605203243;0.0;0.0;0.005439344724655555;0.0;0.0;0.028530662496452513;0.0;0.0;0.29664406188432274;0.013029324657314607;0.0;0.0;0.028530662496452513;0.08361166541353433
GO:0008584;0.0;1.0;0.0;0.6151375232874303;0.0;0.0;0.0;0.12672175318334397;0.0;0.06607111804024644;0.06607111804024644;0.0;0.0;0.23018548011744744;0.0;0.0;0.06607111804024644;0.0;0.0;0.0
GO:0006351;0.0;0.0;1.0;0.0;0.0;0.0;0.995744138514387;0.005791764842280598;0.0;0.0;0.005791764842280598;0.0;0.005791764842280598;0.0;0.0;0.0;0.0;0.005791764842280598;0.005791764842280598;0.0
GO:0060065;0.0;0.6151375232874303;0.0;1.0;0.0;0.0;0.0;0.12951359097001927;0.0;0.0675267469225723;0.0675267469225723;0.0;0.0;0.23525675245382444;0.0;0.0;0.0675267469225723;0.0;0.0;0.0
GO:0008284;0.028530662496452513;0.0;0.0;0.0;1.0;0.023547070532702778;0.0;0.0;0.016294308724158792;0.0;0.0;0.03203300198081839;0.0;0.0;0.04674786275686857;0.004334589126298501;0.0;0.0;0.18324392195747494;0.13168736752934485
GO:0045665;0.24482777605203243;0.0;0.0;0.0;0.023547070532702778;1.0;0.0;0.0;0.005439344724655555;0.0;0.0;0.023547070532702778;0.0;0.0;0.24482777605203243;0.013029324657314607;0.0;0.0;0.023547070532702778;0.1788103974928014
GO:0006366;0.0;0.0;0.995744138514387;0.0;0.0;0.0;1.0;0.00576711589335461;0.0;0.0;0.00576711589335461;0.0;0.00576711589335461;0.0;0.0;0.0;0.0;0.00576711589335461;0.00576711589335461;0.0
GO:0002076;0.0;0.12672175318334397;0.005791764842280598;0.12951359097001927;0.0;0.0;0.00576711589335461;1.0;0.0;0.07402644187673764;0.4307808540776915;0.0;0.1047265944888685;0.17994474213765224;0.0;0.0;0.07775539224077378;0.016785930066481353;0.1047265944888685;0.0
GO:0045944;0.005439344724655555;0.0;0.0;0.0;0.016294308724158792;0.005439344724655555;0.0;0.0;1.0;0.0;0.0;0.16980440134560842;0.0;0.0;0.005439344724655555;0.13531635682768936;0.0;0.0;0.005439344724655555;0.005439344724655555
GO:0048704;0.0;0.06607111804024644;0.0;0.0675267469225723;0.0;0.0;0.0;0.07402644187673764;0.0;1.0;0.07402644187673764;0.0;0.0;0.07402644187673764;0.0;0.0;0.24040926544176702;0.0;0.0;0.0
GO:0002244;0.0;0.06607111804024644;0.005791764842280598;0.0675267469225723;0.0;0.0;0.00576711589335461;0.4307808540776915;0.0;0.07402644187673764;1.0;0.0;0.11117984168356607;0.09382091077367775;0.0;0.0;0.07775539224077378;0.016785930066481353;0.10718707408000999;0.0
GO:0006357;0.028530662496452513;0.0;0.0;0.0;0.03203300198081839;0.023547070532702778;0.0;0.0;0.16980440134560842;0.0;0.0;1.0;0.0;0.0;0.03203300198081839;0.13531635682768936;0.0;0.0;0.03203300198081839;0.03203300198081839
GO:0060326;0.0;0.0;0.005791764842280598;0.0;0.0;0.0;0.00576711589335461;0.1047265944888685;0.0;0.0;0.11117984168356607;0.0;1.0;0.0;0.0;0.0;0.0;0.016785930066481353;0.10718707408000999;0.0
GO:0048538;0.0;0.23018548011744744;0.0;0.23525675245382444;0.0;0.0;0.0;0.17994474213765224;0.0;0.07402644187673764;0.09382091077367775;0.0;0.0;1.0;0.0;0.0;0.07775539224077378;0.0;0.0;0.0
GO:0045668;0.29664406188432274;0.0;0.0;0.0;0.04674786275686857;0.24482777605203243;0.0;0.0;0.005439344724655555;0.0;0.0;0.03203300198081839;0.0;0.0;1.0;0.013029324657314607;0.0;0.0;0.04674786275686857;0.13699880471093578
GO:0000122;0.013029324657314607;0.0;0.0;0.0;0.004334589126298501;0.013029324657314607;0.0;0.0;0.13531635682768936;0.0;0.0;0.13531635682768936;0.0;0.0;0.013029324657314607;1.0;0.0;0.0;0.004334589126298501;0.004334589126298501
GO:0030326;0.0;0.06607111804024644;0.0;0.0675267469225723;0.0;0.0;0.0;0.07775539224077378;0.0;0.24040926544176702;0.07775539224077378;0.0;0.0;0.07775539224077378;0.0;0.0;1.0;0.0;0.0;0.0
GO:0071300;0.0;0.0;0.005791764842280598;0.0;0.0;0.0;0.00576711589335461;0.016785930066481353;0.0;0.0;0.016785930066481353;0.0;0.016785930066481353;0.0;0.0;0.0;0.0;1.0;0.016785930066481353;0.0
GO:0060070;0.028530662496452513;0.0;0.005791764842280598;0.0;0.18324392195747494;0.023547070532702778;0.00576711589335461;0.1047265944888685;0.005439344724655555;0.0;0.10718707408000999;0.03203300198081839;0.10718707408000999;0.0;0.04674786275686857;0.004334589126298501;0.0;0.016785930066481353;1.0;0.13168736752934485
GO:0050767;0.08361166541353433;0.0;0.0;0.0;0.13168736752934485;0.1788103974928014;0.0;0.0;0.005439344724655555;0.0;0.0;0.03203300198081839;0.0;0.0;0.13699880471093578;0.004334589126298501;0.0;0.0;0.13168736752934485;1.0
