;GO:0008584;GO:0032693;GO:1902311;GO:0035162;GO:0038156;GO:0015031;GO:1905146;GO:0046854;GO:0097490;GO:0042531;GO:0051092;GO:0001550;GO:0045766;GO:0000187;GO:0045892;GO:0045893;GO:0002636;GO:0051482;GO:2000353;GO:1990408;GO:0019367;GO:0032689;GO:0034626;GO:0050679;GO:0035434;GO:0034625;GO:0035556;GO:0050710;GO:0030148;GO:1902285;GO:0061684;GO:2001186;GO:0060355;GO:0065003;GO:2001181;GO:0007143;GO:0050728;GO:0051260;GO:0045410;GO:0042700;GO:0048010;GO:1990410;GO:0071360;GO:0001556;GO:0002768;GO:0001954;GO:0050680;GO:0001836;GO:0070830;GO:0030890;GO:2000249;GO:2000484;GO:0032436;GO:0031623;GO:0051897;GO:0043406;GO:0090557;GO:0090037;GO:0008284;GO:0043123;GO:0097190;GO:0051151;GO:0045944;GO:0045425;GO:0042832;GO:0048661;GO:0002576;GO:0000165;GO:0043491;GO:0007229;GO:0051781;GO:0051023;GO:0019221;GO:0048146;GO:0006816;GO:0043252;GO:0015804;GO:0010595;GO:0038128;GO:0050731;GO:0033590;GO:2001240;GO:0061740;GO:0031295;GO:0031296;GO:0006670;GO:0000209;GO:0038084;GO:0060019;GO:0046007;GO:1901652;GO:0048305;GO:0048304;GO:1903830;GO:1903556;GO:0009267;GO:0043536;GO:0001782;GO:0097352;GO:0071260;GO:2000145;GO:0032496;GO:0050900;GO:0001938;GO:0017038;GO:0018108;GO:1902475;GO:1902476;GO:0007173;GO:0007179;GO:0045840;GO:0009756;GO:0043547;GO:0006878;GO:0043154;GO:0051607;GO:0006919;GO:0034260;GO:0060674;GO:0007186;GO:0031032;GO:0042100;GO:0043312;GO:0042102;GO:0007189;GO:0006897;GO:0006898;GO:0043434;GO:0046825;GO:0048846;GO:0048208;GO:0010629;GO:0030216;GO:0033209;GO:0006888;GO:0002845;GO:0010628;GO:0034138;GO:0010469;GO:0071329;GO:0072659;GO:0030335;GO:0046718;GO:0045627;GO:0046716;GO:0009299;GO:1905404;GO:0045740;GO:0045741;GO:0045986;GO:0001573;GO:0000122;GO:0050892;GO:0035338;GO:0071356;GO:0051902;GO:0016311;GO:0038043;GO:0061549;GO:0007166;GO:0042761;GO:0042246;GO:0006874;GO:0060337;GO:0006357;GO:0006511;GO:0045086;GO:0032735;GO:0071222;GO:0045089;GO:0045087;GO:0042130;GO:0043066;GO:0071347;GO:0071346;GO:0036016;GO:0036018
GO:0008584;1.0;0.0;0.0;0.5304338915797314;0.0;0.0;0.0;0.0;0.28514850817847504;0.0;0.0;0.34993321181751047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24978084984110932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4595802826133758;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3846073574472357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33321510571217383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6761807399913692;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26130448279153345;0.0;0.0;0.3161675863206722;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5595375003527754;0.0;0.0;0.4225778478656223;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032693;0.0;1.0;0.3547992724446878;0.0;0.3862891813986089;0.0;0.0;0.0;0.0;0.1406253311103079;0.2215674400089885;0.0;0.3928367243634321;0.12010795136773286;0.22006971171089007;0.17984390730018823;0.264479450568406;0.1786850915066354;0.29274360804171934;0.3862731351136574;0.0;0.8226308594193802;0.0;0.37039078083368787;0.0;0.0;0.4255730330714507;0.44576316914817093;0.0;0.3862652363703414;0.0;0.2706593977569105;0.40642901611028276;0.0;0.31820821051503606;0.0;0.40828496037675205;0.0;0.27383193912060366;0.4049648885107784;0.3692527064731809;0.36936064392123535;0.0;0.0;0.33828467819035335;0.3700053227157086;0.4628160792565964;0.0;0.0;0.2169726774847958;0.3705134609978379;0.27381330216963856;0.16927836897852974;0.0;0.2732639281647611;0.12359455021209668;0.0;0.2732639281647611;0.4064442235622635;0.27326398146058245;0.4255730330714507;0.39332855637551783;0.17254897257096077;0.2738319361848761;0.0;0.3703876420854088;0.0;0.2147119303328441;0.4049574842261815;0.4049585023855703;0.4064380863923316;0.26348375063896423;0.4049585023855703;0.3703882147554149;0.0;0.0;0.0;0.3109697903533624;0.3536835912046713;0.19232718522699338;0.0;0.26404299187942737;0.0;0.22148158531839335;0.26401389366038264;0.0;0.0;0.3692527064731809;0.0;0.22433634418556472;0.0;0.0;0.14000180444917723;0.0;0.8226325518953832;0.0;0.29371632274677145;0.2850423917296874;0.0;0.0;0.40595129316164497;0.0;0.0;0.3403041132801447;0.0;0.0;0.0;0.0;0.3536835912046713;0.3692432247352914;0.2567296248514601;0.4255730330714507;0.27307520457575146;0.19531902563490466;0.19441820268614612;0.0;0.15279861891989616;0.4219544864060485;0.0;0.4255730330714507;0.0;0.0;0.0;0.1873973047849192;0.313889587630867;0.0;0.0;0.0;0.30289906532005334;0.0;0.0;0.4625646965521809;0.0;0.3862891813986089;0.0;0.22935311388111004;0.37018872632970423;0.21015302412412112;0.3683819138708811;0.0;0.0;0.3029163545116926;0.0;0.14220795971153938;0.29898024490402847;0.0;0.25698743089950704;0.20618784393074815;0.11677258586709714;0.5910123963661156;0.0;0.21132078233264945;0.0;0.0;0.0;0.37641295876861924;0.0;0.3862891813986089;0.0;0.4255730330714507;0.0;0.0;0.19534935421220512;0.3862891813986089;0.25662290112571595;0.0;0.2738321767497235;0.5534567142622845;0.0;0.30288888207899867;0.0;0.23424463429367562;0.42507083196660206;0.0;0.0;0.0;0.0
GO:1902311;0.0;0.3547992724446878;1.0;0.0;0.36936684024671534;0.0;0.0;0.0;0.0;0.138318405823328;0.21589412675025016;0.0;0.30308703486910893;0.1184210462728907;0.17251870538941233;0.1760879947328808;0.25643566728791223;0.1737039074870493;0.2829206548966884;0.36935216903418316;0.0;0.3547992724446878;0.0;0.3548046104482346;0.0;0.0;0.40512492818055734;0.293183411961764;0.0;0.3693449471471882;0.0;0.21118403344658163;0.3877388147254512;0.0;0.26821839897032823;0.0;0.31456121860208025;0.0;0.1793552048282295;0.38640602994567785;0.35376016690743095;0.3538592357993471;0.0;0.0;0.3252358724629285;0.35445089470649516;0.3548065203802384;0.0;0.0;0.21152933513658387;0.3549171814336234;0.26821839897032823;0.1659467132518161;0.0;0.26468560072801;0.1218090136626052;0.0;0.26468560072801;0.38775265564204286;0.26468565073021716;0.40512492818055734;0.303452843234861;0.16908864808350313;0.179355202946281;0.0;0.3548017303001702;0.0;0.20938003708766564;0.3863992887564757;0.3864002157346258;0.38774706996141284;0.3821145498109431;0.3864002157346258;0.35480225578827684;0.0;0.0;0.0;0.30205425701462973;0.3394447702129179;0.18803798557364299;0.0;0.2061477530875328;0.0;0.2158126116414989;0.25599797487420717;0.0;0.0;0.35376016690743095;0.0;0.17579370045789833;0.0;0.0;0.11057441880644389;0.0;0.3547999716900245;0.0;0.28574998946000757;0.2725735024833153;0.0;0.0;0.48394700587087086;0.0;0.0;0.32710208941911045;0.0;0.0;0.0;0.0;0.3394447702129179;0.35375146410950825;0.24914357529848305;0.40512492818055734;0.26161026607700427;0.18938267592844252;0.15277413960425212;0.0;0.15007886899371184;0.3246872846246018;0.0;0.40512492818055734;0.0;0.0;0.0;0.1833228460109903;0.3026235892622928;0.0;0.0;0.0;0.4372939186724362;0.0;0.0;0.3546219094300383;0.0;0.36936684024671534;0.0;0.17964116735496607;0.3546191989438678;0.205042453084853;0.3529608330849913;0.0;0.0;0.36537572045062194;0.0;0.1122936497831807;0.2852914285791424;0.0;0.2493863635276791;0.20126604833121087;0.11517744756226045;0.3267232256489884;0.0;0.16579504165617806;0.0;0.0;0.0;0.29085264550910395;0.0;0.36936684024671534;0.0;0.40512492818055734;0.0;0.0;0.1894111888282436;0.36936684024671534;0.24904306426805584;0.0;0.17935535716040388;0.3547977762002288;0.0;0.29238550008941744;0.0;0.18338912658909662;0.3269922652869669;0.0;0.0;0.0;0.0
GO:0035162;0.5304338915797314;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.30024091065309894;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.285060469101007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4050681743524612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35401004578154555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4736283968143554;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2739225261115174;0.0;0.0;0.3348296040986841;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5945825120548116;0.0;0.0;0.4474085054790433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0038156;0.0;0.3862891813986089;0.36936684024671534;0.0;1.0;0.0;0.1830627343755869;0.2016679771637043;0.28428837946867963;0.17850559310033035;0.2838455382686787;0.0;0.3257730744003175;0.1521090201568127;0.22446419629691639;0.22930401079163149;0.272490505921358;0.25056008682989;0.3780948668580868;0.7102539949768315;0.16837901318670556;0.3862891813986089;0.16398653036430474;0.48268687420581335;0.0;0.16398653036430474;0.7861043096265699;0.25650579156250425;0.20077469988655697;0.8070484242577293;0.18255876668927976;0.2773371728585216;0.5318734529265452;0.3318165577568701;0.2337252365371279;0.24912060954172222;0.3390668957724471;0.2998240061146152;0.23374147571364245;0.74624326032725;0.7699816267643668;0.6778249326272879;0.22321074846436129;0.2706415692887439;0.7028826011039165;0.38587625542791;0.48268970315243315;0.31477938481908907;0.28585944072156433;0.2778138047478248;0.4828536163326632;0.2337252365371279;0.21557442332083107;0.22103718408569042;0.35214759148002966;0.15658608310305555;0.2856663434744368;0.35214759148002966;0.5318942958488347;0.35214766231246325;0.7861043096265699;0.4075905479502983;0.21982095690379427;0.23374147315561328;0.0;0.48268260820296544;0.2718457176416009;0.3870852218562096;0.7462289730478271;0.8479464733357255;0.5318858844008679;0.3391638735158156;0.9493919722483485;0.4826833865422692;0.0;0.0;0.0;0.3198172937525946;0.7361876170717623;0.2455681103488675;0.0;0.2703944436017063;0.0;0.28373277537492686;0.3398669216896108;0.19397135162508233;0.20119107104221715;0.7699816267643668;0.332041155092405;0.22890464653980871;0.0;0.2069190264043428;0.14176747976407564;0.0;0.38629001027411103;0.23016559305593087;0.3015968537559179;0.2978109302945306;0.3149876846135737;0.271418032100214;0.5312187363485701;0.0;0.31249780385867115;0.4419369595917524;0.0;0.18320976305208814;0.0;0.0;0.7361876170717623;0.7699610087737798;0.3302143679187926;0.7861043096265699;0.2847721057376926;0.2745909198091454;0.19783997866944042;0.0;0.19422499510784152;0.35086172562122875;0.0;0.7861043096265699;0.29902831762604914;0.2589881598282008;0.17675747065953681;0.23913960489436994;0.572348034468586;0.0;0.0;0.0;0.3134530599854502;0.2605820049797112;0.27293581220753366;0.3860789471616723;0.3151104927270384;0.9036595449209444;0.0;0.18737497926247085;0.38607573447764565;0.3786697826814487;0.47995717460949056;0.2233979505373065;0.0;0.39169136367764457;0.0;0.14403008279153895;0.4271863141065398;0.14467084097088556;0.3305557180251946;0.2636808822702409;0.1478294430581343;0.35324035187474;0.19477781809500994;0.215369590357799;0.0;0.1686591048345041;0.26084815215431567;0.38945428149867195;0.33207921427377035;0.9036595449209444;0.0;0.8932548134384061;0.16836247735937807;0.0;0.2746348482690827;0.9036595449209444;0.3300730654323525;0.18850899268151244;0.23374168277040622;0.38628740777262816;0.19422881310837842;0.31344215475928366;0.0;0.23922986943896132;0.4417765264414287;0.26084815215431567;0.26084815215431567;0.26084815215431567;0.26084815215431567
GO:0015031;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35096298034876705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33599788122794016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4041574108867592;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4222014423065429;0.5267283163651242;0.5244933040546544;0.0;0.0;0.0;0.0;0.0;0.5972711498595641;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8138961751406523;0.0;0.3396492031332383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9643283254005606;0.0;0.41895721090679394;0.36322454872950355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2740509020701088;0.0;0.0;0.4810025306380993;0.4597810697242801;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.420815930558855;0.0;0.0;0.0;0.0;0.0;0.42220249451999853;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45664405923911433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1905146;0.0;0.0;0.0;0.0;0.1830627343755869;0.0;1.0;0.3365068721344703;0.17769429437137924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1323432197467413;0.0;0.18305785796288;0.29552199840063154;0.0;0.2897945855686763;0.0;0.0;0.2897945855686763;0.19458058802411388;0.0;0.429716727815947;0.18305545750763785;0.7454266959921135;0.0;0.0;0.19516760611538195;0.0;0.16328642910561655;0.0;0.18364199004178758;0.0;0.18864137942832526;0.17780225410581357;0.17783611510330358;0.1517414131193442;0.17226494325422553;0.16779383496113912;0.0;0.0;0.18914619150334833;0.17830681807995394;0.0;0.0;0.0;0.0;0.40583933513477827;0.0;0.0;0.178231670103013;0.0;0.0;0.0;0.19458058802411388;0.0;0.0;0.0;0.0;0.0;0.17275200385046768;0.5258146669413055;0.1886392053764255;0.18863950433093335;0.0;0.0;0.18863950433093335;0.0;0.0;0.0;0.0;0.0;0.1728447456668363;0.0;0.0;0.0;0.0;0.0;0.0;0.4193845093114909;0.613543344841505;0.17780225410581357;0.1952452849891216;0.0;0.0;0.1440321135797143;0.0;0.0;0.0;0.15492380907865455;0.0;0.0;0.1892213809335764;0.1725791914516174;0.0;0.0;0.1883200076625345;0.0;0.0;0.573996651355029;0.0;0.0;0.1728447456668363;0.17779927926545686;0.0;0.19458058802411388;0.0;0.14125287941604983;0.0;0.0;0.0;0.0;0.0;0.19458058802411388;0.18334317593568555;0.16746861468295401;0.12874060245275187;0.0;0.15947510955110902;0.0;0.0;0.0;0.0;0.16813359643064776;0.17319157685686865;0.0;0.18926569205342034;0.1830627343755869;0.0;0.0;0.0;0.11906840505830597;0.0;0.15182790435207286;0.0;0.0;0.0;0.0;0.18852361185942254;0.3743291277704872;0.0;0.0;0.0;0.0;0.42062027070161717;0.0;0.0;0.2532872973434356;0.16824435687346523;0.0;0.3307250203301201;0.1830627343755869;0.0;0.19458058802411388;0.2955005840311738;0.0;0.14126874072018705;0.1830627343755869;0.0;0.7631051010593308;0.0;0.0;0.13776658016098217;0.0;0.0;0.0;0.0;0.16824435687346523;0.16824435687346523;0.16824435687346523;0.16824435687346523
GO:0046854;0.0;0.0;0.0;0.0;0.2016679771637043;0.0;0.3365068721344703;1.0;0.1951722223310123;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14180077192104262;0.0;0.20166205918670868;0.4011766370333554;0.0;0.3928929675182225;0.0;0.0;0.3928929675182225;0.21573595145001387;0.0;0.45954120537567206;0.20165914602443868;0.3357905194503513;0.0;0.0;0.21645778985283418;0.0;0.17792818987516978;0.0;0.2023711854393742;0.0;0.20845922989030624;0.19530247205438975;0.19534332739580304;0.1643062439731318;0.18864191321212062;0.18329346904352856;0.0;0.0;0.20907585354002545;0.19591141767846051;0.0;0.0;0.0;0.0;0.33216082190782;0.0;0.0;0.19582070190306722;0.0;0.0;0.0;0.21573595145001387;0.0;0.0;0.0;0.0;0.0;0.18922614115155992;0.43246936233067657;0.208456575054217;0.2084569401211171;0.0;0.0;0.2084569401211171;0.0;0.0;0.0;0.0;0.0;0.18933742032994813;0.0;0.0;0.0;0.0;0.0;0.0;0.4476683303360967;0.3616921534979571;0.19530247205438975;0.21655334470518278;0.0;0.0;0.15530522656518028;0.0;0.0;0.0;0.16804398285174865;0.0;0.0;0.20916772646417994;0.18901881716590946;0.0;0.0;0.2080668575999978;0.0;0.0;0.474924885673452;0.0;0.0;0.18933742032994813;0.1952988828027685;0.0;0.21573595145001387;0.0;0.1520787893785177;0.0;0.0;0.0;0.0;0.0;0.21573595145001387;0.20200837280609624;0.18290545999830413;0.13767288396006178;0.0;0.17341216137443338;0.0;0.0;0.0;0.0;0.18369897510244546;0.1897536776225585;0.0;0.20922187321275643;0.2016679771637043;0.0;0.0;0.0;0.12666933037642725;0.0;0.16440765670277743;0.0;0.0;0.0;0.0;0.20831542768098704;0.27924096774480167;0.0;0.0;0.0;0.0;0.4490860622511553;0.0;0.0;0.31359527459864206;0.1838312007283318;0.0;0.5080523260474727;0.2016679771637043;0.0;0.21573595145001387;0.40114562506764007;0.0;0.1520971752959088;0.2016679771637043;0.0;0.34419153486820425;0.0;0.0;0.14804524729841476;0.0;0.0;0.0;0.0;0.1838312007283318;0.1838312007283318;0.1838312007283318;0.1838312007283318
GO:0097490;0.28514850817847504;0.0;0.0;0.30024091065309894;0.28428837946867963;0.0;0.17769429437137924;0.1951722223310123;1.0;0.0;0.0;0.3296703570053846;0.0;0.0;0.0;0.0;0.0;0.17821953132968943;0.0;0.2842766193316275;0.16382654511776124;0.0;0.15966543586852702;0.0;0.0;0.15966543586852702;0.31306689244413055;0.0;0.19433544408046327;0.2842708304323185;0.1772194133312372;0.0;0.0;0.3145892802668376;0.0;0.23928285645824093;0.0;0.2856878029679756;0.0;0.29797283762536303;0.2718002567158768;0.27187939172829045;0.21528036477227003;0.3535157169396505;0.2490882586956029;0.0;0.0;0.29923432601568956;0.2729811032886596;0.0;0.0;0.0;0.0;0.21325780474410483;0.0;0.0;0.37225769559826033;0.0;0.0;0.0;0.31306689244413055;0.0;0.0;0.0;0.0;0.0;0.2601733236923718;0.1583088521924387;0.2979674132912361;0.2979681591886995;0.0;0.0;0.2979681591886995;0.0;0.0;0.0;0.0;0.0;0.26038373687350685;0.0;0.0;0.0;0.0;0.0;0.0;0.1879545578079573;0.19472550982695525;0.2718002567158768;0.4295501425981161;0.0;0.0;0.20008632397218445;0.0;0.0;0.0;0.22174264164916999;0.0;0.0;0.29942255431019316;0.25978155074385373;0.0;0.0;0.29717178960992247;0.0;0.0;0.1778328227959522;0.0;0.0;0.26038373687350685;0.271793305111895;0.0;0.31306689244413055;0.0;0.19476288713465728;0.0;0.0;0.0;0.0;0.3138783673722497;0.31306689244413055;0.28496528606382804;0.2483722397735536;0.17174741373918495;0.0;0.2311861974631541;0.0;0.0;0.0;0.0;0.8399074689090957;0.26117164408632104;0.0;0.40873025069436225;0.28428837946867963;0.0;0.0;0.0;0.15495514818751802;0.0;0.21545449587357038;0.0;0.0;0.0;0.0;0.29767910781363066;0.1412972730216958;0.0;0.0;0.0;0.0;0.18871167106202455;0.0;0.0;0.16409168389681913;0.25008237168505026;0.0;0.3148253618262986;0.28428837946867963;0.3158006302987406;0.31306689244413055;0.16381089132041352;0.5057431036041227;0.19479304323333022;0.28428837946867963;0.0;0.1828213327846888;0.0;0.0;0.18819628467633948;0.0;0.0;0.0;0.0;0.25008237168505026;0.25008237168505026;0.25008237168505026;0.25008237168505026
GO:0042531;0.0;0.1406253311103079;0.138318405823328;0.0;0.17850559310033035;0.0;0.0;0.0;0.0;1.0;0.3054212405179253;0.0;0.1645851633642119;0.7565181721481955;0.24543427365169945;0.392848202389333;0.21225770048076212;0.08646452519595992;0.22214685103158566;0.17850285077733594;0.0;0.1406253311103079;0.0;0.24451779792830616;0.0;0.0;0.1848147306945428;0.13301757442155135;0.0;0.17850150082302185;0.0;0.138408774586314;0.25303638900499925;0.0;0.17619485833844364;0.0;0.1672362538169803;0.0;0.44493633942727456;0.18160283960929133;0.17551089135181588;0.1755304036504157;0.0;0.0;0.20347439636081047;0.1756467979076533;0.17571664571035114;0.0;0.0;0.19276764080156622;0.17573836321060018;0.17619485833844364;0.4712214202739499;0.0;0.5137538359129282;0.7707304857839334;0.0;0.5137538359129282;0.2530397789936551;0.5137538813462167;0.1848147306945428;0.16467143304301204;0.3838001614163075;0.44493633678946837;0.0;0.2445170112176052;0.0;0.1377860980525785;0.1816016479478328;0.1816018118142473;0.25303841093815027;0.15226068953849486;0.1816018118142473;0.2445171547549386;0.0;0.0;0.0;0.20627637727549766;0.17262037367608024;0.8010939232890554;0.0;0.24400489114396187;0.0;0.19479389454834575;0.2120751523127905;0.0;0.0;0.17551089135181588;0.0;0.1251895458308719;0.0;0.0;0.3304256132088395;0.0;0.14062544095794943;0.0;0.2006576641456175;0.10551585073837261;0.0;0.0;0.18176134430867683;0.0;0.0;0.23657662417499414;0.0;0.0;0.0;0.0;0.17262037367608024;0.17550917696114499;0.2093312869426535;0.1848147306945428;0.1038314440363969;0.0901808565216506;0.27221519805028677;0.0;0.44381753503762894;0.13563946014273123;0.0;0.1848147306945428;0.0;0.0;0.0;0.17838281354076924;0.16447569837847692;0.0;0.0;0.0;0.1296574487904081;0.0;0.0;0.21022953150267057;0.0;0.17850559310033032;0.0;0.17636837444084508;0.3124920904115234;0.2168447401334596;0.3130966207861076;0.0;0.0;0.22545112707860523;0.0;0.16882417659471904;0.10736869674127625;0.0;0.20942980901639296;0.42298394305285164;0.7424807579019036;0.13599347707533577;0.0;0.23984597683961872;0.0;0.0;0.0;0.16163048608604114;0.0;0.17850559310033032;0.0;0.1848147306945428;0.0;0.0;0.09018732132551172;0.17850559310033032;0.29805167493437157;0.0;0.444936552941413;0.17571492929518023;0.0;0.2254529403619409;0.0;0.12821604004202483;0.16998580813564126;0.0;0.0;0.0;0.0
