;GO:0060441;GO:0016525;GO:0040037;GO:0045600;GO:0008543;GO:0006487;GO:0046777;GO:0060449;GO:0042059;GO:0006402;GO:0006886;GO:0032091;GO:0002003;GO:0046580;GO:0010977;GO:2000233;GO:0034504;GO:0051603;GO:0035116;GO:0033138;GO:0034260;GO:0006491;GO:0046709;GO:0090068;GO:0060437;GO:0043312;GO:0006897;GO:0042147;GO:0045778;GO:0048208;GO:0048133;GO:0006646;GO:0006888;GO:0010628;GO:0030099;GO:0030210;GO:2000369;GO:0035863;GO:0051138;GO:0031345;GO:0051897;GO:0016567;GO:0030335;GO:0034656;GO:0015014;GO:0043407;GO:0015012;GO:0090630;GO:0008285;GO:0006580;GO:0006382;GO:0008284;GO:0045944;GO:0043687;GO:0045747;GO:0043525;GO:0000122;GO:1901639;GO:0006657;GO:0051387;GO:0031338;GO:0010637;GO:0045595;GO:0010757;GO:2000179;GO:0016077;GO:0016310;GO:0016311;GO:1904681;GO:0045638;GO:0006351;GO:0043410;GO:0006477;GO:0000132;GO:1990830;GO:0010923;GO:0010801;GO:0043066;GO:0070373;GO:0043065;GO:0045880;GO:0070374;GO:0006508;GO:0019695;GO:0032332;GO:2000781;GO:0071902
GO:0060441;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06293476764642246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10982393510681211;0.0;0.0;0.0;0.0;0.0;0.06293476764642246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06293476764642246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0016525;0.0;1.0;0.02669552008070001;0.052693550906917914;0.029554417434315347;0.0;0.0;0.0;0.03401969731312881;0.011161476702527729;0.0;0.022284038081440277;0.018229073232384308;0.027623629240543447;0.04793368141296015;0.015562500002213072;0.0;0.0;0.0;0.005735323047764678;0.052693550906917914;0.0;0.0;0.029554417434315347;0.0;0.0;0.0;0.0;0.052693550906917914;0.0;0.0;0.0;0.0;0.029554417434315347;0.0;0.0;0.029554417434315347;0.0;0.015858038799806434;0.052693550906917914;0.01873144595815766;0.0;0.028397541039609942;0.0;0.0;0.0030505251661797376;0.0;0.022284038081440277;0.052693550906917914;0.0;0.0;0.029554417434315347;0.0030507844279764845;0.0;0.023799924187602718;0.02489867114273423;0.004334589126298501;0.0;0.0;0.02675770252968184;0.029554417434315347;0.1462675341909262;0.052693550906917914;0.009703942708349298;0.029554417434315347;0.0;0.0;0.0;0.0;0.08486837181390344;0.0;0.004390224708493307;0.0;0.0;0.0;0.02996150138133961;0.010203932787939208;0.052693550906917914;0.006742652780456316;0.029554417434315347;0.023799924187602718;0.0037883119857789515;0.0;0.022284038081440277;0.10049874180319646;0.007317576758618078;0.0035427330503222847
GO:0040037;0.0;0.02669552008070001;1.0;0.02669552008070001;0.02669552008070001;0.0;0.0;0.0;0.47155760797439633;0.011161476702527729;0.0;0.011289502716053869;0.011289502716053869;0.47155760797439633;0.04843739066102092;0.04677925844875793;0.0;0.0;0.0;0.01022569765270045;0.02669552008070001;0.0;0.0;0.02669552008070001;0.0;0.0;0.0;0.0;0.014972810344189106;0.0;0.0;0.0;0.0;0.014972810344189106;0.0;0.0;0.02669552008070001;0.0;0.005469551329843024;0.08024396035993493;0.12602282382420069;0.0;0.02669552008070001;0.0;0.0;0.05388538399255245;0.0;0.011289502716053869;0.08024396035993493;0.0;0.0;0.02669552008070001;0.005439344724655555;0.0;0.12602282382420069;0.02669552008070001;0.013029324657314607;0.0;0.0;0.47155760797439633;0.02669552008070001;0.08024396035993493;0.02669552008070001;0.029169043782249552;0.02669552008070001;0.0;0.0;0.0;0.0;0.08024396035993493;0.0;0.03695154765663791;0.0;0.0;0.0;0.08024396035993493;0.030671962024924275;0.08024396035993493;0.1191042244894342;0.02669552008070001;0.12602282382420069;0.03188538176870792;0.0;0.011289502716053869;0.02669552008070001;0.013046750263390992;0.006316456237097961
GO:0045600;0.0;0.052693550906917914;0.02669552008070001;1.0;0.06968481436172225;0.0;0.0;0.0;0.03401969731312881;0.006260176738375449;0.0;0.029469622566864185;0.018229073232384308;0.027623629240543447;0.04722389326765427;0.015562500002213072;0.0;0.0;0.0;0.030632490292028372;0.039084367195468886;0.0;0.0;0.208750490375934;0.0;0.0;0.0;0.0;0.06968481436172225;0.0;0.0;0.0;0.0;0.06968481436172225;0.0;0.0;0.06968481436172225;0.0;0.05669366361289899;0.06968481436172225;0.10004507709335599;0.0;0.15167190984165477;0.0;0.0;0.0030505251661797376;0.0;0.029469622566864185;0.06968481436172225;0.0;0.0;0.208750490375934;0.016294308724158792;0.0;0.1271159341080005;0.13298436647984044;0.004334589126298501;0.0;0.0;0.02675770252968184;0.06968481436172225;0.05022423837309038;0.2042175986464048;0.009703942708349298;0.208750490375934;0.0;0.0;0.0;0.0;0.08361166541353433;0.0;0.023448289598117546;0.0;0.0;0.0;0.02996150138133961;0.010203932787939208;0.06968481436172225;0.006742652780456316;0.208750490375934;0.1271159341080005;0.020233460113947156;0.0;0.029469622566864185;0.35929044778094216;0.03908334319666694;0.01892181745778763
GO:0008543;0.0;0.029554417434315347;0.02669552008070001;0.06968481436172225;1.0;0.019071515051579176;0.018629235703855225;0.0;0.03401969731312881;0.006260176738375449;0.0;0.10292480909972106;0.018229073232384308;0.027623629240543447;0.01611412658657372;0.015562500002213072;0.0;0.0;0.0;0.01022569765270045;0.07303836979561198;0.03483302314719772;4.3241590249533575E-4;0.1296137991013734;0.0;0.02535564089323761;0.0;0.0;0.10701981388708316;0.05393102709678925;0.05865871732002015;0.005094263692149157;0.0;0.07595466202205571;0.10861444214277861;0.008106005261954125;0.16284950853988273;4.2489566918211305E-4;0.005469551329843024;0.12243037224241059;0.03339691615813532;0.02189487228911387;0.050630917619257816;0.007557257306122156;0.007302543371297493;0.0030505251661797376;0.006802634570522786;0.06825029425055543;0.18256445760049927;0.021858649145393694;0.025139756265015918;0.18324392195747494;0.005439344724655555;0.022277141600228655;0.0424336740708042;0.044392666452999496;0.004334589126298501;4.883237763717151E-4;0.004482360945087447;0.02675770252968184;0.16519133292804902;0.05022423837309038;0.2568331922320555;0.009703942708349298;0.12382198537139001;0.0043465970330952685;0.10861444214277861;0.10861444214277861;0.0;0.028530662496452513;0.005791764842280598;0.007827477218386933;0.01948486995065883;0.014778732692432576;0.04124057718599388;0.02996150138133961;0.010203932787939208;0.0982116173552396;0.006742652780456316;0.09840791439978333;0.0424336740708042;0.006754307064843514;0.0;0.06132486138220315;0.034662736913213595;0.013046750263390992;0.006316456237097961
GO:0006487;0.0;0.0;0.0;0.0;0.019071515051579176;1.0;0.8134159560994599;0.0;0.0;0.042676288099502205;0.0;0.0;0.2423496001643775;0.0;0.0;0.0;0.0;0.2535495901715998;0.0;0.0;0.0;0.2535495901715998;0.0024916483849156;0.0;0.0;0.019071515051579176;0.0;0.0;0.0;0.019071515051579176;0.019071515051579176;0.020884291849045698;0.0;0.0;0.019071515051579176;0.04670807618894915;0.0;0.0024483156187500867;0.0;0.0;0.0;0.8327273805835828;0.0;0.030981507180835362;0.06602413194670155;0.0;0.09043881426192149;0.0;0.0;0.10989306684129958;0.07818501561952232;0.0;0.0;0.8327273805835828;0.0;0.0;0.0;0.00281379834018846;0.025828068174611987;0.0;0.0;0.0;0.0;0.0;0.0;0.03929867738412812;0.07818501561952232;0.07818501561952232;0.0;0.0;0.052364803152556746;0.0;0.8327273805835828;0.014778732692432576;0.019071515051579176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2535495901715998;0.07818501561952232;0.0;0.0;0.0
GO:0046777;0.0;0.0;0.0;0.0;0.018629235703855225;0.8134159560994599;1.0;0.0;0.0;0.042676288099502205;0.0;0.0;0.2423496001643775;0.0;0.0;0.0;0.0;0.24766963008172296;0.0;0.0;0.0;0.24766963008172296;0.0026775124090232406;0.0;0.0;0.018629235703855225;0.0;0.0;0.0;0.018629235703855225;0.018629235703855225;0.03154359997366898;0.0;0.0;0.018629235703855225;0.04670807618894915;0.0;0.0026309472436379993;0.0;0.0;0.0;0.8134159560994599;0.0;0.030981507180835362;0.06602413194670155;0.0;0.09043881426192149;0.0;0.0;0.10734458373492309;0.07637186036591671;0.0;0.0;0.8134159560994599;0.0;0.0;0.0;0.0030236930772231728;0.027754707870213526;0.0;0.0;0.0;0.0;0.0;0.0;0.03929867738412812;0.13502154830108826;0.11535193197070082;0.0;0.0;0.052364803152556746;0.0;0.8134159560994599;0.014778732692432576;0.018629235703855225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24766963008172296;0.07637186036591671;0.0;0.0;0.0
GO:0060449;0.06293476764642246;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05726080959113724;0.0;0.0;0.0;0.0;0.0;0.5052640424698348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15869477029298315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042059;0.0;0.03401969731312881;0.47155760797439633;0.03401969731312881;0.03401969731312881;0.0;0.0;0.0;1.0;0.011161476702527729;0.0;0.014386888288929235;0.014386888288929235;0.48795200426380625;0.04843739066102092;0.04677925844875793;0.0;0.0;0.0;0.01022569765270045;0.03401969731312881;0.0;0.0;0.03401969731312881;0.0;0.0;0.0;0.0;0.019080747417408644;0.0;0.0;0.0;0.0;0.019080747417408644;0.0;0.0;0.03401969731312881;0.0;0.005469551329843024;0.10225967632019664;0.15765842615334905;0.0;0.03401969731312881;0.0;0.0;0.05388538399255245;0.0;0.014386888288929235;0.10225967632019664;0.0;0.0;0.03401969731312881;0.005439344724655555;0.0;0.16059841906375194;0.03401969731312881;0.013029324657314607;0.0;0.0;0.47265601725097983;0.03401969731312881;0.10225967632019664;0.03401969731312881;0.029169043782249552;0.03401969731312881;0.0;0.0;0.0;0.0;0.08576020783589036;0.0;0.03695154765663791;0.0;0.0;0.0;0.09006116089517698;0.030671962024924275;0.10225967632019664;0.1191042244894342;0.03401969731312881;0.16059841906375194;0.03188538176870792;0.0;0.014386888288929235;0.03401969731312881;0.013046750263390992;0.006316456237097961
GO:0006402;0.0;0.011161476702527729;0.011161476702527729;0.006260176738375449;0.006260176738375449;0.042676288099502205;0.042676288099502205;0.0;0.011161476702527729;1.0;0.0;0.004720174814629594;0.0374306903849575;0.011161476702527729;0.011161476702527729;0.08276951693350704;0.0;0.014323961407163053;0.0;0.013786382641766669;0.011161476702527729;0.042676288099502205;0.040325796339479664;0.006260176738375449;0.0;0.004720174814629594;0.0;0.0;0.006260176738375449;0.004720174814629594;0.004720174814629594;0.01935068821803607;0.0;0.019247336948181867;0.004720174814629594;0.01935068821803607;0.006260176738375449;0.03962448217581367;0.0030677265129872484;0.011161476702527729;0.006260176738375449;0.042676288099502205;0.006260176738375449;0.44018919554779173;0.042676288099502205;0.015015522265644557;0.042676288099502205;0.004720174814629594;0.011161476702527729;0.0374306903849575;0.15734648488844394;0.006260176738375449;0.00937984314110079;0.042676288099502205;0.006260176738375449;0.006260176738375449;0.032143761766550885;0.04553959519077539;0.01837575355477489;0.011161476702527729;0.006260176738375449;0.011161476702527729;0.006260176738375449;0.0719609664318523;0.006260176738375449;0.6875098789522037;0.01935068821803607;0.01935068821803607;0.0;0.011161476702527729;0.15734648488844394;0.0105530790873614;0.042676288099502205;0.004720174814629594;0.004720174814629594;0.03172100138864131;0.050226558257285364;0.011161476702527729;0.0331891879066985;0.006260176738375449;0.006260176738375449;0.009106220899395527;0.014323961407163053;0.01935068821803607;0.006260176738375449;0.015048008839531352;0.00851590625717448
