;GO:0016525;GO:0032570;GO:1902430;GO:0015031;GO:0090051;GO:0051092;GO:0045766;GO:0001300;GO:0042535;GO:1902949;GO:0000187;GO:0001666;GO:0030823;GO:0010812;GO:0045893;GO:0006958;GO:2000353;GO:2000352;GO:0034504;GO:0070208;GO:2001202;GO:1902042;GO:1902043;GO:2000098;GO:0032286;GO:0000902;GO:0061044;GO:0051260;GO:0045773;GO:0045652;GO:0042542;GO:0007266;GO:1902847;GO:0051895;GO:0071363;GO:0051131;GO:0071364;GO:0001836;GO:0018149;GO:0032436;GO:0051897;GO:0034976;GO:0045429;GO:0090399;GO:1905049;GO:0008284;GO:0007597;GO:0007598;GO:0002581;GO:1904237;GO:0045944;GO:0002576;GO:0048661;GO:0097187;GO:0034605;GO:0071277;GO:0010757;GO:0019221;GO:0048146;GO:0051384;GO:0010759;GO:0034446;GO:0010754;GO:0001649;GO:0010595;GO:0048260;GO:2000379;GO:0010751;GO:0051788;GO:0033591;GO:0061740;GO:0061741;GO:0035491;GO:0090201;GO:0022617;GO:0044344;GO:0043536;GO:0033629;GO:0001774;GO:0071260;GO:1902618;GO:0071300;GO:2001237;GO:0031960;GO:0001937;GO:0032496;GO:0050900;GO:0001938;GO:0019730;GO:0030199;GO:0017038;GO:0010763;GO:0033622;GO:0010641;GO:0030511;GO:0071306;GO:0007050;GO:0040037;GO:1902230;GO:0045727;GO:0022604;GO:0007179;GO:0042730;GO:1902998;GO:0009749;GO:0051045;GO:0043154;GO:0043032;GO:0032760;GO:0006919;GO:0033574;GO:0051965;GO:0090026;GO:1903573;GO:0050927;GO:0090263;GO:0043312;GO:1902004;GO:0038063;GO:0006898;GO:0043434;GO:0048208;GO:0032914;GO:1905908;GO:0071560;GO:0006888;GO:0032757;GO:1905907;GO:0010628;GO:0002605;GO:0010748;GO:0035987;GO:0032355;GO:0010469;GO:0030335;GO:0008360;GO:1901164;GO:0051591;GO:1903588;GO:0009615;GO:0043687;GO:0006986;GO:0002541;GO:0010718;GO:0045471;GO:0071230;GO:0030449;GO:0043691;GO:0010952;GO:2001027;GO:0010951;GO:0014912;GO:0071356;GO:0032463;GO:0032464;GO:0050776;GO:1905892;GO:2001044;GO:0050829;GO:0051918;GO:0007044;GO:1905895;GO:1901331;GO:1901216;GO:0002543;GO:0070372;GO:0071222;GO:0045087;GO:0043066;GO:0032695
GO:0016525;1.0;0.0;0.32818585622671465;0.0;0.7912494034324358;0.30415614016750064;0.7851474704628363;0.0;0.32585611118057495;0.21595340251127143;0.2523058508348301;0.0;0.3148565174245473;0.3959897880168606;0.375525138180199;0.28732647518258375;0.22772024499225957;0.2986858488845821;0.0;0.0;0.43597535147351946;0.32952678241836325;0.2573411959899729;0.31269711743344636;0.0;0.0;0.85085563362276;0.0;0.46952961280343375;0.4320525218465808;0.0;0.30415614016750064;0.31400086308337694;0.32818585622671465;0.0;0.0;0.0;0.0;0.0;0.25945745539698156;0.25452279955392026;0.0;0.25452279955392026;0.0;0.3253602367853753;0.39763800967018964;0.0;0.0;0.3791601230319437;0.27001153834718855;0.35396816189306474;0.0;0.28684120333210544;0.0;0.0;0.0;0.2986858488845821;0.3863293869291936;0.29668592624798173;0.0;0.27001153834718855;0.0;0.32818585622671465;0.0;0.40216383969494857;0.31725838117917554;0.3259184752881262;0.32818585622671465;0.0;0.0;0.0;0.0;0.37828984317475084;0.31269711743344636;0.0;0.0;0.3581745149587601;0.36233045804702674;0.0;0.0;0.0;0.0;0.3672631281827353;0.0;0.35486024412750783;0.0;0.0;0.28119718745471345;0.0;0.0;0.0;0.27135246453883716;0.0;0.29668592624798173;0.27001153834718855;0.0;0.39274763589409684;0.37217518096290303;0.36233045804702674;0.33867112447850484;0.6419628853601668;0.3476601930532108;0.43597535147351946;0.27001153834718855;0.0;0.32818585622671465;0.3463564474032802;0.28684120333210544;0.3680192378746364;0.24454990997717646;0.0;0.4488821868314977;0.25452279955392026;0.4233519246075168;0.3135155912328987;0.2980268524396304;0.0;0.25452279955392026;0.28732647518258375;0.0;0.0;0.0;0.3581745149587601;0.25452279955392026;0.0;0.0;0.3853341747100316;0.32818585622671465;0.40236315654074545;0.37217518096290303;0.31269711743344636;0.0;0.0;0.3894167240266139;0.37384930910352565;0.5732251892555386;0.4974890939429367;0.0;0.7912494034324358;0.0;0.0;0.0;0.0;0.47528621376719116;0.0;0.0;0.3654810190946251;0.0;0.3120027279365227;0.45280501645843635;0.35690692406447666;0.35486024412750783;0.0;0.32952678241836325;0.27135246453883716;0.46211204918696647;0.36513084942762225;0.31400086308337694;0.0;0.4009510801641674;0.0;0.36513084942762225;0.4053781339457876;0.31725838117917554;0.35865978680923843;0.2881821295237541;0.0;0.0;0.4371702804015057;0.4853109763637292
GO:0032570;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42521152705001103;0.0;0.0;0.0;0.4047672387796846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6082932292299303;0.0;0.0;0.0;0.5139070179271842;0.0;0.4743919078790403;0.0;0.0;0.0;0.0;0.43532661093098707;0.0;0.0;0.0;0.0;0.4047672387796846;0.4047672387796846;0.0;0.0;0.0;0.0;0.0;0.0;0.3943807191846282;0.392541815325418;0.0;0.0;0.0;0.7169289273632174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4823603306480828;0.4922658677840891;0.0;0.0;0.0;0.0;0.0;0.4743919078790403;0.0;0.0;0.0;0.35530344722860746;0.41520305231483456;0.5438627468774822;0.0;0.7724903424697185;0.0;0.6033408104069389;0.0;0.0;0.3988075001143176;0.0;0.0;0.0;0.0;0.0;0.0;0.5044009172801913;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4526467991488882;0.0;0.0;0.0;0.0;0.0;0.6717413179177776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6585063566350984;0.0;0.0;0.0;0.4743919078790403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5934960874910626;0.0;0.0;0.0;0.0;0.563878980809648;0.0;0.399749898679999;0.0;0.48934527271712347;0.0;0.0;0.6082932292299303;0.5726856593721675;0.0;0.0;0.0;0.0;0.0;0.0;0.428883388185629;0.0;0.0;0.0;0.0;0.0;0.31835845402769986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5438627468774822;0.45798784792040365;0.0;0.0
GO:1902430;0.32818585622671465;0.0;1.0;0.0;0.26939654409412445;0.3222595407429083;0.25452279955392026;0.0;0.3818635141717858;0.32942978217760993;0.36266535646073267;0.0;0.3798206339257371;0.4089917765813319;0.44374715121966535;0.22276469551520156;0.209731877021625;0.298896551436257;0.0;0.0;0.3162114882716522;0.3157262164211739;0.22656154200654188;0.3162114882716522;0.0;0.0;0.28093901339472765;0.0;0.2832212090999459;0.2832212090999459;0.0;0.2560615493486744;0.2832212090999459;0.3358415446371646;0.0;0.0;0.0;0.0;0.0;0.38842257385658835;0.22374314557048924;0.0;0.3617782094100391;0.0;0.46379748760624645;0.386488412052271;0.0;0.0;0.3319132801999567;0.22374314557048924;0.41888650664600013;0.0;0.2733764861840696;0.0;0.0;0.0;0.45978433669486984;0.3555497329457626;0.2832212090999459;0.0;0.22374314557048924;0.0;0.3162114882716522;0.0;0.2672471984561994;0.2864787271957445;0.4045478822308766;0.3162114882716522;0.0;0.0;0.0;0.0;0.22276469551520156;0.3162114882716522;0.0;0.0;0.22656154200654188;0.37533244661149806;0.0;0.0;0.0;0.0;0.35528876022767286;0.0;0.3625159325379578;0.0;0.0;0.2659062722645507;0.0;0.0;0.0;0.24057281055540614;0.0;0.2659062722645507;0.25654682119915273;0.0;0.40574962445856816;0.38517716952737435;0.37533244661149806;0.5836872552010886;0.3930170708424507;0.29956560223438455;0.29825395023012286;0.23923188436375753;0.0;0.48658689125653043;0.4511523733097747;0.2560615493486744;0.2199390760738622;0.33224817861366257;0.0;0.30005087408486286;0.209731877021625;0.4435264113681363;0.2507800096076434;0.2672471984561994;0.0;0.7851474704628364;0.23923188436375753;0.0;0.0;0.0;0.2100943531579859;0.4045247511612024;0.0;0.0;0.23395034462272646;0.5193905668851939;0.4747264871524559;0.32492833813091604;0.26545027460145937;0.0;0.0;0.3586370700431829;0.34306965512009463;0.33745299400097356;0.3358415446371646;0.0;0.3162114882716522;0.0;0.0;0.0;0.0;0.3037936640311397;0.0;0.0;0.48267929507324375;0.0;0.4533547111032525;0.3330411532565691;0.4953441748853478;0.34288587617244537;0.0;0.3330411532565691;0.24057281055540614;0.39523514998946707;0.38530533618824175;0.2832212090999459;0.0;0.34054524358505184;0.0;0.38530533618824175;0.23923188436375753;0.3037936640311397;0.22276469551520156;0.37857785094071206;0.0;0.0;0.44482596881195563;0.32492833813091604
GO:0015031;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6378631489277014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4666723321995027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6660323812454789;0.708323674600408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8320064126076361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5089636255544316;0.0;0.0;0.5663255522673947;0.0;0.0;0.0;0.0;0.0;0.5357661801160922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.55726591822698;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0090051;0.7912494034324358;0.0;0.26939654409412445;0.0;1.0;0.24057281055540614;0.6628056586472568;0.0;0.25180671378692726;0.16413691538016506;0.20189614048588655;0.0;0.25727430887945557;0.33389680759773943;0.3179429296351073;0.20727595672193327;0.17427935401941208;0.24483841560033986;0.0;0.0;0.35178351544062486;0.2734349230662449;0.2020034135127573;0.256605258081328;0.0;0.0;0.7017112672455198;0.0;0.38533777677053915;0.3478606858136862;0.0;0.24057281055540614;0.2504175334712824;0.26939654409412445;0.0;0.0;0.0;0.0;0.0;0.2076409682658752;0.19694059100882855;0.0;0.19694059100882855;0.0;0.27151280350113305;0.33405468005809513;0.0;0.0;0.2991096045712932;0.4328355499100834;0.29863037941584913;0.0;0.22656154200654188;0.0;0.0;0.0;0.24483841560033986;0.3227460573170991;0.23640626492241817;0.0;0.4155206130746882;0.0;0.26939654409412445;0.0;0.6722680102872052;0.3311338651805549;0.2656388139625626;0.26939654409412445;0.0;0.0;0.0;0.0;0.29409800714185624;0.256605258081328;0.0;0.0;0.7260265121229905;0.3002374776279056;0.0;0.0;0.0;0.0;0.3084738160501451;0.0;0.29607093199491763;0.0;0.0;0.22361497890962173;0.0;0.0;0.0;0.4496652148950003;0.0;0.23640626492241817;0.209731877021625;0.0;0.3306546554749757;0.3100822005437819;0.3002374776279056;0.2810889159334131;0.5351098123378557;0.28407686344111627;0.35178351544062486;0.209731877021625;0.0;0.26939654409412445;0.29026458805116184;0.22656154200654188;0.2912723877005169;0.19110901900432897;0.0;0.3646903507986031;0.4000318742814199;0.35711762661615154;0.4077994593659889;0.24044464389453868;0.0;0.19694059100882855;0.22374314557048924;0.0;0.0;0.0;0.2814276647846406;0.19694059100882855;0.0;0.0;0.30528365624938114;0.26939654409412445;0.3256163063666259;0.29212466250225255;0.27109573633577144;0.0;0.0;0.3258333944145194;0.5563033770319329;0.4765145548724744;0.5289231812064955;0.0;0.7711775863247551;0.0;0.0;0.0;0.0;0.3857480775802752;0.0;0.0;0.2854305006339746;0.0;0.25666494545930707;0.7348800739823693;0.3030594907802344;0.5555975691072887;0.0;0.2734349230662449;0.21377025599374544;0.37792021315407187;0.298896551436257;0.2504175334712824;0.0;0.31141294397725144;0.0;0.298896551436257;0.321186297912893;0.256978719853612;0.27860926834858796;0.2305999209786624;0.0;0.0;0.3783809682689155;0.39577284017681325
GO:0051092;0.30415614016750064;0.0;0.3222595407429083;0.0;0.24057281055540614;1.0;0.40335608948691276;0.0;0.37742553373792304;0.42751466855745884;0.45744657455405063;0.0;0.41852040059339096;0.3434955375043328;0.6033945615614735;0.3334480096655092;0.2965030164646016;0.22656154200654188;0.0;0.0;0.2560615493486744;0.2574024755403231;0.33064761828491374;0.2560615493486744;0.0;0.0;0.23959436050011845;0.0;0.382783634555719;0.30005087408486286;0.0;0.309836207534499;0.31968093045037527;0.2733764861840696;0.0;0.0;0.0;0.0;0.0;0.35027485483535015;0.3334480096655092;0.0;0.3760914396067368;0.0;0.3842363396621312;0.49322333570419225;0.0;0.0;0.29056862730534755;0.35610924665492577;0.569046299261543;0.0;0.3729389116398427;0.0;0.0;0.0;0.3666164722515834;0.39200945429619194;0.382783634555719;0.0;0.3334480096655092;0.0;0.2560615493486744;0.0;0.3996132995406359;0.40335608948691276;0.4213775472157935;0.2560615493486744;0.0;0.0;0.0;0.0;0.38291180121658636;0.24057281055540614;0.0;0.0;0.35027767465042614;0.309836207534499;0.0;0.0;0.0;0.0;0.29513882130469515;0.0;0.28273593724946766;0.0;0.0;0.36012239756630243;0.0;0.0;0.0;0.35027767465042614;0.0;0.382783634555719;0.35610924665492577;0.0;0.340253385381569;0.30005087408486286;0.29020615116898657;0.49350852819926316;0.40984673582736764;0.35334026042020905;0.25690929733551365;0.35610924665492577;0.0;0.3222595407429083;0.3757325429379036;0.3729389116398427;0.36012239756630243;0.4270293967069806;0.0;0.4264158541022965;0.3334480096655092;0.35122761772947664;0.3996132995406359;0.3769520625512193;0.0;0.3592045339438159;0.293006542549582;0.0;0.0;0.0;0.35027767465042614;0.3592045339438159;0.0;0.0;0.382783634555719;0.3222595407429083;0.5585743206354645;0.2835836852363069;0.22410562170685017;0.0;0.0;0.5460609853573529;0.4599470174112629;0.3739127153514029;0.293006542549582;0.0;0.24057281055540614;0.0;0.0;0.0;0.0;0.43015864404857335;0.0;0.0;0.48171600936453235;0.0;0.5412971588438544;0.29020615116898657;0.4157830269412326;0.28273593724946766;0.0;0.27289121433359137;0.35027767465042614;0.454356108329313;0.293006542549582;0.31968093045037527;0.0;0.35610924665492577;0.0;0.293006542549582;0.3138179532999968;0.40335608948691276;0.35610924665492577;0.3559188707127422;0.0;0.0;0.36504597352346546;0.2835836852363069
GO:0045766;0.7851474704628363;0.0;0.25452279955392026;0.0;0.6628056586472568;0.40335608948691276;1.0;0.0;0.43526121877348467;0.2846289009567427;0.3318757437887297;0.0;0.3148565174245473;0.3378154701373345;0.4652374697733456;0.3442351311470669;0.3114314555184034;0.22772024499225957;0.0;0.0;0.35865978680923843;0.2573411959899729;0.3437498592965886;0.25452279955392026;0.0;0.0;0.6956093342759204;0.0;0.5251727618668647;0.4320525218465808;0.0;0.30415614016750064;0.31400086308337694;0.27001153834718855;0.0;0.0;0.0;0.0;0.0;0.3409242398552493;0.3442351311470669;0.0;0.3442351311470669;0.0;0.25439463289305275;0.49683795898960176;0.0;0.0;0.3036708683170224;0.3638651875125793;0.4403768251996804;0.0;0.3806948524974962;0.0;0.0;0.0;0.22772024499225957;0.3863293869291936;0.3905395754133725;0.0;0.3442351311470669;0.0;0.25452279955392026;0.0;0.528229063210272;0.4111120303445663;0.4197721244535169;0.25452279955392026;0.0;0.0;0.0;0.0;0.5175286859532253;0.240511531005056;0.0;0.0;0.47475212074781814;0.30415614016750064;0.0;0.0;0.0;0.0;0.29360007150994094;0.0;0.28119718745471345;0.0;0.0;0.37090951904786007;0.0;0.0;0.0;0.3610647961319838;0.0;0.3905395754133725;0.3638651875125793;0.0;0.33457331801457074;0.29668592624798173;0.28684120333210544;0.42838345607165146;0.6419628853601668;0.3476601930532108;0.35865978680923843;0.3638651875125793;0.0;0.25452279955392026;0.27417086097488985;0.3806948524974962;0.48459684366369443;0.3282611205033203;0.0;0.5420024268517817;0.3442351311470669;0.3455475503624783;0.4073692403982894;0.387739184032777;0.0;0.3442351311470669;0.28732647518258375;0.0;0.0;0.0;0.47475212074781814;0.3442351311470669;0.0;0.0;0.5113993982253551;0.25452279955392026;0.4962168057061362;0.29668592624798173;0.240511531005056;0.0;0.0;0.3894167240266139;0.4677029582689164;0.5732251892555386;0.42803937093520417;0.0;0.6628056586472568;0.0;0.0;0.0;0.0;0.578548892426722;0.0;0.0;0.3654810190946251;0.0;0.39841139124313835;0.3754894517941553;0.2859413201721541;0.28119718745471345;0.0;0.27135246453883716;0.3610647961319838;0.46211204918696647;0.28732647518258375;0.31400086308337694;0.0;0.45792245576290125;0.0;0.28732647518258375;0.4490345824149944;0.4111120303445663;0.45792245576290125;0.2881821295237541;0.0;0.0;0.3635072237287113;0.404964231075544
GO:0001300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28367981189368235;0.0;0.0;0.0;0.0;0.31048236645534294;0.5185204417172931;0.0;0.31035419979447554;0.0;0.0;0.0;0.32731203144025983;0.0;0.0;0.2996095937186479;0.28367981189368235;0.22407358170335817;0.31048236645534294;0.32388590420807967;0.0;0.0;0.34104173860664533;0.0;0.7375182563549213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24138851853875337;0.0;0.37128000369901754;0.30009584686028645;0.22407358170335817;0.0;0.4094852782019528;0.0;0.0;0.0;0.45784224784326755;0.0;0.42503857221460406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2946779048740996;0.22407358170335817;0.0;0.0;0.27784823988918267;0.24138851853875337;0.24138851853875337;0.24138851853875337;0.0;0.0;0.0;0.0;0.38309080172033005;0.0;0.0;0.2610185749042658;0.0;0.0;0.28367981189368235;0.0;0.0;0.24138851853875337;0.35772920928732993;0.0;0.0;0.0;0.0;0.37081608432596996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28367981189368235;0.0;0.31048236645534294;0.0;0.0;0.31048236645534294;0.0;0.0;0.22407358170335817;0.0;0.0;0.0;0.0;0.0;0.0;0.42503857221460406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3123944436197417;0.0;0.0;0.0;0.0;0.31287971547022003;0.0;0.0;0.0;0.0;0.0;0.0;0.22407358170335817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3173391418635162;0.0;0.0;0.0;0.0;0.0;0.28367981189368235;0.0;0.0;0.0
GO:0042535;0.32585611118057495;0.0;0.3818635141717858;0.0;0.25180671378692726;0.37742553373792304;0.43526121877348467;0.0;1.0;0.41589552597472657;0.44582743197131836;0.0;0.3625056970903419;0.28972087931850826;0.5843229447730114;0.2796733514796847;0.28375199691617037;0.19694059100882855;0.0;0.0;0.39604918130396793;0.21377025599374544;0.30058166190108726;0.209731877021625;0.0;0.0;0.2645979997997237;0.0;0.41468876384229086;0.3207723950426494;0.0;0.2560615493486744;0.2659062722645507;0.22374314557048924;0.0;0.0;0.0;0.0;0.0;0.4593995788604367;0.29924073570943865;0.0;0.4993236388205744;0.0;0.3889078457070666;0.4691585003873687;0.0;0.0;0.22692401814290286;0.29924073570943865;0.5541160000453247;0.0;0.35301539389526315;0.0;0.0;0.0;0.3622334578062734;0.3382347961103674;0.36286011681113944;0.0;0.28375199691617037;0.0;0.209731877021625;0.0;0.4315184288272078;0.36380251537682085;0.4864597422201349;0.209731877021625;0.0;0.0;0.0;0.0;0.41067561293091426;0.209731877021625;0.0;0.0;0.38521398456090217;0.2560615493486744;0.0;0.0;0.0;0.0;0.24880914897764567;0.0;0.2504175334712824;0.0;0.0;0.34323006044562704;0.0;0.0;0.0;0.31607040069435555;0.0;0.34323006044562704;0.33618572891034626;0.0;0.2864787271957445;0.2659062722645507;0.2560615493486744;0.6070751612616412;0.3733870144769383;0.29956560223438455;0.27860926834858796;0.31655567254483385;0.0;0.3818635141717858;0.36308911214744377;0.33338533752975075;0.8714280885539538;0.39992151533097997;0.0;0.4315184288272078;0.28375199691617037;0.3147678963790473;0.3231774043653948;0.3427447885951488;0.0;0.48498937389131613;0.23923188436375753;0.0;0.0;0.0;0.507896340912347;0.5177930495199796;0.0;0.0;0.544543618389884;0.4045247511612024;0.581983041773509;0.2199390760738622;0.16870655967928444;0.0;0.0;0.3413221332077877;0.42039344330117095;0.32013805716557836;0.31141294397725144;0.0;0.2645979997997237;0.0;0.0;0.0;0.0;0.45792245576290125;0.0;0.0;0.48267929507324375;0.0;0.5296780162611222;0.29543893333350485;0.420454532986168;0.23640626492241817;0.0;0.22656154200654188;0.31607040069435555;0.37792021315407187;0.25654682119915273;0.2659062722645507;0.0;0.3683843195759853;0.0;0.25654682119915273;0.29924073570943865;0.38343257174233325;0.3683843195759853;0.37857785094071206;0.0;0.0;0.3327275697452803;0.4423536255702735
GO:1902949;0.21595340251127143;0.0;0.32942978217760993;0.0;0.16413691538016506;0.42751466855745884;0.2846289009567427;0.0;0.41589552597472657;1.0;0.657532401253737;0.0;0.4408765449164956;0.24742958596357928;0.48422497745424614;0.2641846126864164;0.24518259987352153;0.16413691538016506;0.0;0.0;0.17427935401941208;0.18096658036508195;0.2620122648584384;0.17427935401941208;0.0;0.0;0.1578121651708561;0.0;0.32591512361023184;0.22361497890962173;0.0;0.24057281055540614;0.22361497890962173;0.1851737485278404;0.0;0.0;0.0;0.0;0.0;0.4555853423351592;0.25694944235450967;0.0;0.35784147675062516;0.0;0.37540482161206157;0.40955227019704454;0.0;0.0;0.20236588964911828;0.25694944235450967;0.46119053092270784;0.0;0.30058166190108726;0.0;0.0;0.0;0.3450764507831298;0.3227460573170991;0.31042638481696355;0.0;0.24518259987352153;0.0;0.17427935401941208;0.0;0.3004534952402198;0.3169875711992931;0.4173658943035453;0.17427935401941208;0.0;0.0;0.0;0.0;0.25017334413755216;0.17427935401941208;0.0;0.0;0.2620122648584384;0.21377025599374544;0.0;0.0;0.0;0.0;0.21335662597543276;0.0;0.2118481364286336;0.0;0.0;0.2964151162680993;0.0;0.0;0.0;0.27377910733942656;0.0;0.2964151162680993;0.28375199691617037;0.0;0.27098998840247623;0.22361497890962173;0.21377025599374544;0.5558358445643579;0.32657207029941054;0.28407686344111627;0.16870655967928444;0.2697407283673061;0.0;0.3778801264117933;0.3555872091194415;0.286570393352223;0.25228960354456076;0.40218656815216036;0.0;0.3427447885951488;0.24518259987352153;0.26795295220151955;0.28088611101046584;0.3004534952402198;0.0;0.41589552597472657;0.22374314557048924;0.0;0.0;0.0;0.24244488062868447;0.43552558234023897;0.0;0.0;0.2640564460255489;0.3449185209708782;0.5128891938569196;0.19538094758007762;0.1476697265316091;0.0;0.0;0.46013747245584646;0.3735784991236432;0.3046493183723101;0.19694059100882855;0.0;0.17427935401941208;0.0;0.0;0.0;0.0;0.33099883974815736;0.0;0.0;0.42307306488291957;0.0;0.5232931006417503;0.2020034135127573;0.40695150889116294;0.20095374192020526;0.0;0.19110901900432897;0.27377910733942656;0.34842020581193933;0.209731877021625;0.22361497890962173;0.0;0.25017334413755216;0.0;0.209731877021625;0.25694944235450967;0.33099883974815736;0.2641846126864164;0.5180872972341217;0.0;0.0;0.29415817270263145;0.19538094758007762
