;GO:0090330;GO:0051092;GO:1902715;GO:0060326;GO:2000318;GO:0051289;GO:0001865;GO:0032729;GO:0032689;GO:0070207;GO:0035556;GO:0050830;GO:0034260;GO:2000570;GO:2000010;GO:0030183;GO:0045577;GO:0042100;GO:0045652;GO:0042267;GO:0042102;GO:0046627;GO:0030217;GO:0045580;GO:0002323;GO:0051973;GO:0001558;GO:0070233;GO:0002769;GO:0002728;GO:0030890;GO:0018105;GO:2000484;GO:0032753;GO:0045429;GO:1904355;GO:0038095;GO:0043123;GO:0046710;GO:0046037;GO:0038096;GO:0046638;GO:0002223;GO:0050850;GO:0002534;GO:0046641;GO:0032740;GO:0050852;GO:0050853;GO:0050776;GO:0038202;GO:0031295;GO:0007169;GO:0007202;GO:0038083;GO:0007166;GO:0007249;GO:0060732;GO:0045954;GO:0045086;GO:0071222;GO:0006509;GO:0002228;GO:0070970;GO:0071663;GO:0045087;GO:0032212;GO:0072678;GO:0032496;GO:0050900;GO:2000502
GO:0090330;1.0;0.09999999999999998;0.1063829787234043;0.0;0.12903225806451613;0.0;0.0;0.16000000000000003;0.16000000000000003;0.0;0.18181818181818177;0.0;0.1071428571428571;0.17500000000000004;0.11111111111111116;0.0;0.19999999999999996;0.0;0.1923076923076923;0.0;0.15909090909090906;0.15625;0.0;0.19999999999999996;0.0;0.07843137254901966;0.18181818181818177;0.12121212121212122;0.1724137931034483;0.13043478260869568;0.125;0.0;0.1063829787234043;0.16000000000000003;0.1282051282051282;0.11363636363636365;0.1785714285714286;0.15625;0.0;0.0;0.125;0.15384615384615385;0.1428571428571429;0.15625;0.0;0.14583333333333337;0.16000000000000003;0.13888888888888884;0.13888888888888884;0.19047619047619047;0.16666666666666663;0.18918918918918914;0.16666666666666663;0.0625;0.0;0.18181818181818177;0.17391304347826086;0.0888888888888889;0.11627906976744184;0.1063829787234043;0.0;0.0;0.0;0.0;0.13793103448275867;0.0;0.09090909090909094;0.0;0.0;0.0;0.13043478260869568
GO:0051092;0.09999999999999998;1.0;0.0980392156862745;0.0;0.11428571428571432;0.0;0.0;0.13793103448275867;0.09999999999999998;0.0;0.15384615384615385;0.0;0.12903225806451613;0.10869565217391308;0.1333333333333333;0.0;0.11111111111111116;0.0;0.12903225806451613;0.0;0.09999999999999998;0.10810810810810811;0.0;0.11111111111111116;0.0;0.40476190476190477;0.15384615384615385;0.10810810810810811;0.11764705882352944;0.05660377358490565;0.11363636363636365;0.0;0.0980392156862745;0.13793103448275867;0.26315789473684215;0.26190476190476186;0.12121212121212122;0.13888888888888884;0.0;0.0;0.11363636363636365;0.0847457627118644;0.1063829787234043;0.13888888888888884;0.0;0.09259259259259256;0.13793103448275867;0.125;0.125;0.11538461538461542;0.1428571428571429;0.11627906976744184;0.1428571428571429;0.11764705882352944;0.0;0.15384615384615385;0.14814814814814814;0.2325581395348837;0.08333333333333337;0.3023255813953488;0.0;0.0;0.0;0.0;0.12121212121212122;0.0;0.30612244897959184;0.0;0.0;0.0;0.07692307692307687
GO:1902715;0.1063829787234043;0.0980392156862745;1.0;0.0;0.09302325581395354;0.0;0.0;0.28125;0.17142857142857137;0.0;0.11764705882352944;0.0;0.07499999999999996;0.1132075471698113;0.16666666666666663;0.0;0.11627906976744184;0.0;0.13157894736842102;0.0;0.10526315789473684;0.0888888888888889;0.0;0.11627906976744184;0.0;0.09836065573770492;0.11764705882352944;0.0888888888888889;0.09523809523809523;0.0847457627118644;0.11764705882352944;0.0;0.8285714285714285;0.24242424242424243;0.12;0.10909090909090913;0.09756097560975607;0.13953488372093026;0.0;0.0;0.09615384615384615;0.125;0.09090909090909094;0.13953488372093026;0.0;0.09836065573770492;0.24242424242424243;0.10416666666666663;0.10416666666666663;0.08823529411764708;0.11111111111111116;0.12;0.11111111111111116;0.045454545454545414;0.0;0.11764705882352944;0.11428571428571432;0.10909090909090913;0.0714285714285714;0.18518518518518523;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.09090909090909094;0.0;0.0;0.0;0.0847457627118644
GO:0060326;0.0;0.0;0.0;1.0;0.0;0.125;0.09523809523809523;0.0;0.0;0.125;0.16666666666666663;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.11764705882352944;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.07407407407407407;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.04761904761904767;0.04761904761904767;0.06451612903225812;0.0;0.05882352941176472;0.0;0.0;0.0;0.0;0.07407407407407407;0.07407407407407407;0.0;0.1428571428571429;0.0;0.1428571428571429;0.0;0.06896551724137934;0.16666666666666663;0.15384615384615385;0.0;0.0;0.0;0.07999999999999996;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.5454545454545454;0.0;0.6666666666666667;0.0
GO:2000318;0.12903225806451613;0.11428571428571432;0.09302325581395354;0.0;1.0;0.0;0.0;0.19999999999999996;0.1428571428571429;0.0;0.16666666666666663;0.0;0.13043478260869568;0.16666666666666663;0.19047619047619047;0.0;0.14814814814814814;0.0;0.18181818181818177;0.0;0.15000000000000002;0.1428571428571429;0.0;0.14814814814814814;0.0;0.08695652173913049;0.16666666666666663;0.10344827586206895;0.26086956521739135;0.14634146341463417;0.17647058823529416;0.0;0.09302325581395354;0.19999999999999996;0.11428571428571432;0.09999999999999998;0.2727272727272727;0.23076923076923073;0.0;0.0;0.33333333333333337;0.12244897959183676;0.303030303030303;0.23076923076923073;0.0;0.13636363636363635;0.19999999999999996;0.3846153846153846;0.3846153846153846;0.33333333333333337;0.15000000000000002;0.18181818181818177;0.15000000000000002;0.07407407407407407;0.0;0.16666666666666663;0.1578947368421053;0.09999999999999998;0.303030303030303;0.09302325581395354;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.07843137254901966;0.0;0.0;0.0;0.11904761904761907
GO:0051289;0.0;0.0;0.0;0.125;0.0;1.0;0.08695652173913049;0.0;0.0;0.8181818181818181;0.1428571428571429;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.10526315789473684;0.0;0.0;0.0;0.09090909090909094;0.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.045454545454545414;0.045454545454545414;0.06060606060606055;0.0;0.05555555555555558;0.0;0.0;0.0;0.0;0.06896551724137934;0.06896551724137934;0.0;0.125;0.0;0.125;0.0;0.06451612903225812;0.1428571428571429;0.1333333333333333;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.11764705882352944;0.0;0.1333333333333333;0.0
GO:0001865;0.0;0.0;0.0;0.09523809523809523;0.0;0.08695652173913049;1.0;0.0;0.0;0.08695652173913049;0.10526315789473684;0.0;0.0;0.0;0.0;0.6875;0.0;0.30000000000000004;0.0;0.07692307692307687;0.0;0.0;0.8;0.0;0.30000000000000004;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.05882352941176472;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.04081632653061229;0.04081632653061229;0.08108108108108103;0.0;0.07499999999999996;0.0;0.0;0.0;0.0;0.09090909090909094;0.09090909090909094;0.0;0.09523809523809523;0.05405405405405406;0.09523809523809523;0.0;0.05555555555555558;0.10526315789473684;0.09999999999999998;0.0;0.0;0.0;0.0625;0.0;0.08695652173913049;0.06451612903225812;0.0;0.10526315789473684;0.0;0.1428571428571429;0.0;0.1578947368421053;0.0
GO:0032729;0.16000000000000003;0.13793103448275867;0.28125;0.0;0.19999999999999996;0.0;0.0;1.0;0.5;0.0;0.25;0.0;0.17647058823529416;0.125;0.2666666666666667;0.0;0.19047619047619047;0.0;0.25;0.0;0.11111111111111116;0.13043478260869568;0.0;0.19047619047619047;0.0;0.09999999999999998;0.25;0.13043478260869568;0.15000000000000002;0.13888888888888884;0.1333333333333333;0.0;0.24242424242424243;0.8;0.13793103448275867;0.11764705882352944;0.1578947368421053;0.18181818181818177;0.0;0.0;0.1333333333333333;0.13953488372093026;0.12121212121212122;0.18181818181818177;0.0;0.09999999999999998;0.8;0.15384615384615385;0.15384615384615385;0.2727272727272727;0.2142857142857143;0.13793103448275867;0.2142857142857143;0.09523809523809523;0.0;0.25;0.23076923076923073;0.11764705882352944;0.12121212121212122;0.24242424242424243;0.0;0.0;0.0;0.0;0.375;0.0;0.0888888888888889;0.0;0.0;0.0;0.07894736842105265
GO:0032689;0.16000000000000003;0.09999999999999998;0.17142857142857137;0.0;0.1428571428571429;0.0;0.0;0.5;1.0;0.0;0.25;0.0;0.25;0.09090909090909094;0.1875;0.0;0.19047619047619047;0.0;0.25;0.0;0.08108108108108103;0.18181818181818177;0.0;0.19047619047619047;0.0;0.07317073170731703;0.25;0.18181818181818177;0.15000000000000002;0.24242424242424243;0.09677419354838712;0.0;0.13888888888888884;0.3846153846153846;0.09999999999999998;0.08571428571428574;0.1578947368421053;0.13043478260869568;0.0;0.0;0.09677419354838712;0.0888888888888889;0.08823529411764708;0.13043478260869568;0.0;0.07317073170731703;0.3846153846153846;0.11111111111111116;0.11111111111111116;0.2727272727272727;0.2142857142857143;0.09999999999999998;0.2142857142857143;0.09523809523809523;0.0;0.25;0.23076923076923073;0.08571428571428574;0.08823529411764708;0.13888888888888884;0.0;0.0;0.0;0.0;0.2941176470588235;0.0;0.06521739130434778;0.0;0.0;0.0;0.10810810810810811
GO:0070207;0.0;0.0;0.0;0.125;0.0;0.8181818181818181;0.08695652173913049;0.0;0.0;1.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.10526315789473684;0.0;0.0;0.0;0.09090909090909094;0.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.045454545454545414;0.045454545454545414;0.06060606060606055;0.0;0.05555555555555558;0.0;0.0;0.0;0.0;0.06896551724137934;0.06896551724137934;0.0;0.125;0.0;0.125;0.0;0.06451612903225812;0.1428571428571429;0.1333333333333333;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.11764705882352944;0.0;0.1333333333333333;0.0
