;GO:0036353;GO:0006281;GO:0035520;GO:0006282;GO:0008284;GO:0006342;GO:0008625;GO:1903507;GO:0051290;GO:0006268;GO:0000122;GO:0006999;GO:0051443;GO:0045892;GO:0043154;GO:0048146;GO:0000060;GO:0006919;GO:0030488;GO:0017148;GO:0070208;GO:0036228;GO:0006270;GO:0042306;GO:0042769;GO:0006351;GO:0051260;GO:0006355;GO:0006298;GO:0006357;GO:0006511;GO:0006610;GO:0006406;GO:0006605;GO:0071260;GO:0043065;GO:0006607;GO:0070317;GO:0036337
GO:0036353;1.0;0.18181818181818182;0.08;0.0;0.0;0.07692307692307693;0.09090909090909091;0.0;0.09090909090909091;0.08695652173913043;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.09090909090909091;0.0;0.09090909090909091;0.0;0.1;0.08333333333333333;0.09523809523809523;0.0;0.17391304347826086;0.0;0.08695652173913043;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.09523809523809523
GO:0006281;0.18181818181818182;1.0;0.42105263157894735;0.0;0.0;0.2;0.25;0.0;0.125;0.23529411764705882;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.125;0.0;0.875;0.0;0.7142857142857143;0.4444444444444444;0.13333333333333333;0.0;0.9411764705882353;0.0;0.5882352941176471;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.26666666666666666
GO:0035520;0.08;0.42105263157894735;1.0;0.0;0.0;0.08695652173913043;0.10526315789473684;0.0;0.10526315789473684;0.1;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.34782608695652173;0.0;0.10526315789473684;0.0;0.3157894736842105;0.0;0.11764705882352941;0.38095238095238093;0.1111111111111111;0.0;0.4;0.0;0.5;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.1111111111111111
GO:0006282;0.0;0.0;0.0;1.0;0.5714285714285714;0.5;0.125;0.6666666666666666;0.0;0.0;0.5;0.0;0.5;0.5263157894736842;0.38095238095238093;0.5333333333333333;0.0;0.36363636363636365;0.0;0.5882352941176471;0.0;0.0;0.0;0.35294117647058826;0.0;0.0;0.0;0.5555555555555556;0.0;0.5263157894736842;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.5333333333333333
GO:0008284;0.0;0.0;0.0;0.5714285714285714;1.0;0.1111111111111111;0.14285714285714285;0.5;0.0;0.0;0.4444444444444444;0.0;0.5555555555555556;0.47058823529411764;0.42105263157894735;0.9230769230769231;0.0;0.5;0.0;0.5333333333333333;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.5;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.5714285714285714;0.6153846153846154
GO:0006342;0.07692307692307693;0.2;0.08695652173913043;0.5;0.1111111111111111;1.0;0.1;0.9090909090909091;0.1;0.09523809523809523;0.9166666666666666;0.3333333333333333;0.08333333333333333;0.9565217391304348;0.08;0.10526315789473684;0.0;0.07692307692307693;0.08333333333333333;0.7619047619047619;0.1;0.0;0.1;0.09523809523809523;0.1111111111111111;0.09090909090909091;0.10526315789473684;0.9090909090909091;0.19047619047619047;0.8695652173913043;0.09523809523809523;0.0;0.0;0.0;0.1111111111111111;0.1;0.0;0.1;0.10526315789473684
GO:0008625;0.09090909090909091;0.25;0.10526315789473684;0.125;0.14285714285714285;0.1;1.0;0.1111111111111111;0.125;0.11764705882352941;0.1;0.2857142857142857;0.1;0.10526315789473684;0.09523809523809523;0.13333333333333333;0.0;0.09090909090909091;0.1;0.11764705882352941;0.125;0.0;0.125;0.11764705882352941;0.14285714285714285;0.1111111111111111;0.13333333333333333;0.1111111111111111;0.23529411764705882;0.10526315789473684;0.11764705882352941;0.0;0.0;0.0;0.14285714285714285;0.125;0.0;0.125;0.13333333333333333
GO:1903507;0.0;0.0;0.0;0.6666666666666666;0.5;0.9090909090909091;0.1111111111111111;1.0;0.0;0.0;0.9090909090909091;0.0;0.45454545454545453;0.9523809523809523;0.43478260869565216;0.47058823529411764;0.0;0.3333333333333333;0.0;0.7368421052631579;0.0;0.0;0.0;0.3157894736842105;0.0;0.0;0.0;0.9;0.0;0.8571428571428571;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.5555555555555556;0.47058823529411764
GO:0051290;0.09090909090909091;0.125;0.10526315789473684;0.0;0.0;0.1;0.125;0.0;1.0;0.11764705882352941;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.125;0.0;0.125;0.0;0.14285714285714285;0.1111111111111111;0.13333333333333333;0.0;0.11764705882352941;0.0;0.11764705882352941;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.13333333333333333
GO:0006268;0.08695652173913043;0.23529411764705882;0.1;0.0;0.0;0.09523809523809523;0.11764705882352941;0.0;0.11764705882352941;1.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.11764705882352941;0.0;0.11764705882352941;0.0;0.13333333333333333;0.10526315789473684;0.125;0.0;0.2222222222222222;0.0;0.1111111111111111;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.125
