;GO:0036353;GO:0006281;GO:0035520;GO:0006282;GO:0008284;GO:0006342;GO:0008625;GO:1903507;GO:0051290;GO:0006268;GO:0000122;GO:0006999;GO:0051443;GO:0045892;GO:0043154;GO:0048146;GO:0000060;GO:0006919;GO:0030488;GO:0017148;GO:0070208;GO:0036228;GO:0006270;GO:0042306;GO:0042769;GO:0006351;GO:0051260;GO:0006355;GO:0006298;GO:0006357;GO:0006511;GO:0006610;GO:0006406;GO:0006605;GO:0071260;GO:0043065;GO:0006607;GO:0070317;GO:0036337
GO:0036353;1.0;0.5356143810225276;0.4;0.0;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.6000000000000001;0.8;0.8;0.0;0.48300749985576874;0.0;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.8
GO:0006281;0.5356143810225276;1.0;0.4;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.48300749985576874;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.48300749985576874;0.0;0.8;0.0;0.8;0.6000000000000001;0.48300749985576874;0.0;1.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276
GO:0035520;0.4;0.4;1.0;0.0;0.0;0.4;0.4;0.0;0.4;0.4;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.4;0.0;0.48300749985576874;0.0;0.3356143810225276;0.48300749985576874;0.4;0.0;0.3660149997115376;0.0;0.5356143810225276;0.0;0.0;0.0;0.3081136762725405;0.0;0.0;0.0;0.4
GO:0006282;0.0;0.0;0.0;1.0;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.3660149997115376;0.5356143810225276;0.4;0.48300749985576874;0.0;0.3660149997115376;0.0;0.5356143810225276;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.6000000000000001;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874
GO:0008284;0.0;0.0;0.0;0.5356143810225276;1.0;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.0;0.0;0.4;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;1.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.48300749985576874;0.5356143810225276
GO:0006342;0.8;0.5356143810225276;0.4;0.48300749985576874;0.48300749985576874;1.0;0.8;0.8;0.8;0.8;0.8;0.6830074998557688;0.43852901558847923;1.0;0.3660149997115376;0.43852901558847923;0.0;0.3356143810225276;0.8;0.6830074998557688;0.8;0.0;0.8;0.4;0.6000000000000001;0.8;0.8;0.8;0.48300749985576874;0.6830074998557688;0.8;0.0;0.0;0.0;0.5356143810225276;0.4;0.0;0.4;0.8
GO:0008625;0.8;0.5356143810225276;0.4;0.43852901558847923;0.48300749985576874;0.8;1.0;0.3660149997115376;0.8;0.8;0.3660149997115376;0.6000000000000001;0.43852901558847923;0.4;0.3660149997115376;0.43852901558847923;0.0;0.3356143810225276;0.8;0.4;0.8;0.0;0.8;0.4;0.6000000000000001;0.8;0.8;0.43852901558847923;0.48300749985576874;0.4;0.8;0.0;0.0;0.0;0.5356143810225276;0.4;0.0;0.4;0.8
GO:1903507;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.8;0.3660149997115376;1.0;0.0;0.0;0.8;0.0;0.3356143810225276;1.0;0.4;0.4;0.0;0.3081136762725405;0.0;0.6000000000000001;0.0;0.0;0.0;0.3081136762725405;0.0;0.0;0.0;0.8;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.4
GO:0051290;0.8;0.48300749985576874;0.4;0.0;0.0;0.8;0.8;0.0;1.0;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.6000000000000001;0.8;0.8;0.0;0.43852901558847923;0.0;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.8
GO:0006268;0.8;0.5356143810225276;0.4;0.0;0.0;0.8;0.8;0.0;0.8;1.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.6000000000000001;0.8;0.8;0.0;0.48300749985576874;0.0;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.8
GO:0000122;0.0;0.0;0.0;0.48300749985576874;0.4;0.8;0.3660149997115376;0.8;0.0;0.0;1.0;0.0;0.3081136762725405;1.0;0.3660149997115376;0.3660149997115376;0.0;0.2830074998557688;0.0;0.6830074998557688;0.0;0.0;0.0;0.3081136762725405;0.0;0.0;0.0;0.8;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.4;0.3660149997115376
GO:0006999;0.6830074998557688;0.43852901558847923;0.3081136762725405;0.0;0.0;0.6830074998557688;0.6000000000000001;0.0;0.6000000000000001;0.6000000000000001;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.0;0.4;0.0;0.6000000000000001;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.6000000000000001
GO:0051443;0.0;0.0;0.0;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.0;0.0;0.3081136762725405;0.0;1.0;0.3356143810225276;0.3660149997115376;0.4;0.0;0.4;0.0;0.43852901558847923;0.0;0.0;0.0;0.3081136762725405;0.0;0.0;0.0;0.3660149997115376;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.3081136762725405;0.43852901558847923
GO:0045892;0.0;0.0;0.0;0.5356143810225276;0.43852901558847923;1.0;0.4;1.0;0.0;0.0;1.0;0.0;0.3356143810225276;1.0;0.4;0.4;0.0;0.3081136762725405;0.0;0.8;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;1.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.4
GO:0043154;0.0;0.0;0.0;0.4;0.43852901558847923;0.3660149997115376;0.3660149997115376;0.4;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.4;1.0;0.4;0.0;0.6830074998557688;0.0;0.48300749985576874;0.0;0.0;0.0;0.3081136762725405;0.0;0.0;0.0;0.3660149997115376;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.43852901558847923;0.4
GO:0048146;0.0;0.0;0.0;0.48300749985576874;1.0;0.43852901558847923;0.43852901558847923;0.4;0.0;0.0;0.3660149997115376;0.0;0.4;0.4;0.4;1.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.48300749985576874
GO:0000060;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.0;0.8;0.0;0.0
GO:0006919;0.0;0.0;0.0;0.3660149997115376;0.48300749985576874;0.3356143810225276;0.3356143810225276;0.3081136762725405;0.0;0.0;0.2830074998557688;0.0;0.4;0.3081136762725405;0.6830074998557688;0.43852901558847923;0.0;1.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.2830074998557688;0.0;0.0;0.0;0.3356143810225276;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.3356143810225276;0.3660149997115376
GO:0030488;0.8;0.6000000000000001;0.48300749985576874;0.0;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.8;0.0;0.8;0.0;0.6000000000000001;0.8;0.8;0.0;0.5356143810225276;0.0;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.8
GO:0017148;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.6830074998557688;0.4;0.6000000000000001;0.0;0.0;0.6830074998557688;0.0;0.43852901558847923;0.8;0.48300749985576874;0.43852901558847923;0.0;0.3660149997115376;0.0;1.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.6830074998557688;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.48300749985576874;0.43852901558847923
GO:0070208;0.8;0.48300749985576874;0.4;0.0;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;1.0;0.0;0.8;0.0;0.6000000000000001;0.8;0.8;0.0;0.43852901558847923;0.0;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.8
GO:0036228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.5356143810225276;0.6000000000000001;0.0;0.0;0.6830074998557688;0.0;0.0
GO:0006270;0.8;0.8;0.48300749985576874;0.0;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;1.0;0.0;0.6000000000000001;0.8;0.8;0.0;0.6830074998557688;0.0;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.8
GO:0042306;0.0;0.0;0.0;0.3660149997115376;0.4;0.4;0.4;0.3081136762725405;0.0;0.0;0.3081136762725405;0.0;0.3081136762725405;0.3356143810225276;0.3081136762725405;0.3660149997115376;0.0;0.2830074998557688;0.0;0.3356143810225276;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.3356143810225276;0.4
GO:0042769;0.6000000000000001;0.8;0.3356143810225276;0.0;0.0;0.6000000000000001;0.6000000000000001;0.0;0.6000000000000001;0.6000000000000001;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;1.0;0.6000000000000001;0.6000000000000001;0.0;0.6830074998557688;0.0;0.6000000000000001;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.6000000000000001
GO:0006351;0.8;0.6000000000000001;0.48300749985576874;0.0;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.6000000000000001;1.0;0.8;0.0;0.5356143810225276;0.0;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.8
GO:0051260;0.8;0.48300749985576874;0.4;0.0;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.6000000000000001;0.8;1.0;0.0;0.43852901558847923;0.0;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.8
GO:0006355;0.0;0.0;0.0;0.6000000000000001;0.48300749985576874;0.8;0.43852901558847923;0.8;0.0;0.0;0.8;0.0;0.3660149997115376;1.0;0.3660149997115376;0.43852901558847923;0.0;0.3356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.43852901558847923
GO:0006298;0.48300749985576874;1.0;0.3660149997115376;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.43852901558847923;0.48300749985576874;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;0.6830074998557688;0.0;0.6830074998557688;0.5356143810225276;0.43852901558847923;0.0;1.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874
GO:0006357;0.0;0.0;0.0;0.5356143810225276;0.43852901558847923;0.6830074998557688;0.4;0.6830074998557688;0.0;0.0;1.0;0.0;0.3356143810225276;0.8;0.3356143810225276;0.4;0.0;0.3081136762725405;0.0;0.6000000000000001;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.4
GO:0006511;0.8;0.6830074998557688;0.5356143810225276;0.0;0.0;0.8;0.8;0.0;0.8;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.0;0.6000000000000001;0.8;0.8;0.0;0.6000000000000001;0.0;1.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.8
GO:0006610;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.8;0.8;0.0;0.0;0.8;0.0;0.0
