;GO:0036353;GO:0006281;GO:0035520;GO:0006282;GO:0008284;GO:0006342;GO:0008625;GO:1903507;GO:0051290;GO:0006268;GO:0000122;GO:0006999;GO:0051443;GO:0045892;GO:0043154;GO:0048146;GO:0000060;GO:0006919;GO:0030488;GO:0017148;GO:0070208;GO:0036228;GO:0006270;GO:0042306;GO:0042769;GO:0006351;GO:0051260;GO:0006355;GO:0006298;GO:0006357;GO:0006511;GO:0006610;GO:0006406;GO:0006605;GO:0071260;GO:0043065;GO:0006607;GO:0070317;GO:0036337
GO:0036353;1.0;0.036076227903273604;0.17911547183705717;0.0;0.0;0.008530355212390286;0.003990180728905891;0.0;0.013571691776322288;0.013571691776322288;0.0;0.013571691776322288;0.0;0.0;0.0;0.0;0.0;0.0;0.036076227903273604;0.0;0.013571691776322288;0.0;0.036076227903273604;0.0;0.003990180728905891;0.036076227903273604;0.013571691776322288;0.0;0.036076227903273604;0.0;0.05304815510401369;0.0;0.0;0.0;0.003990180728905891;0.0;0.0;0.0;0.003990180728905891
GO:0006281;0.036076227903273604;1.0;0.1485142122565262;0.0;0.0;0.0019214048001029512;0.018671662510121284;0.0;0.018671662510121284;0.018671662510121284;0.0;0.018671662510121284;0.0;0.0;0.0;0.0;0.0;0.0;0.16229611076529424;0.0;0.018671662510121284;0.0;0.8054555717558404;0.0;0.16079324948997548;0.19117819692555485;0.018671662510121284;0.0;0.9852060046642974;0.0;0.1688151985619076;0.0;0.0;0.0;0.07503791901008591;0.0;0.0;0.0;0.018671662510121284
GO:0035520;0.17911547183705717;0.1485142122565262;1.0;0.0;0.0;0.0019214048001029512;0.016426289059473888;0.0;0.016426289059473888;0.016426289059473888;0.0;0.016426289059473888;0.0;0.0;0.0;0.0;0.0;0.0;0.04445383432483962;0.0;0.016426289059473888;0.0;0.1485142122565262;0.0;0.016426289059473888;0.052364803152556746;0.016426289059473888;0.0;0.1485142122565262;0.0;0.23346084511043094;0.0;0.0;0.0;0.016426289059473888;0.0;0.0;0.0;0.016426289059473888
GO:0006282;0.0;0.0;0.0;1.0;0.07593126107711375;0.030891787861433023;0.07593126107711375;0.0602507519913896;0.0;0.0;0.029471927209139805;0.0;0.03451542792459709;0.03423757401158513;0.031008013650729714;0.07593126107711375;0.0;0.031008046902669915;0.0;0.02043194944972784;0.0;0.0;0.0;0.023569146328979367;0.0;0.0;0.0;0.2206576146908016;0.0;0.21780018247660254;0.0;0.0;0.0;0.0;0.0;0.07593126107711375;0.0;0.07593126107711375;0.07593126107711375
GO:0008284;0.0;0.0;0.0;0.07593126107711375;1.0;0.004543415393431132;0.1518231482096793;0.008861390454038368;0.0;0.0;0.004334589126298501;0.0;0.03614846745039167;0.00503549750813152;0.010840797126225047;0.6816542766671689;0.0;0.03247514058380218;0.0;0.0071432701679223;0.0;0.0;0.0;0.023569146328979367;0.0;0.0;0.0;0.032453259350379245;0.0;0.03203300198081839;0.0;0.0;0.0;0.0;0.0;0.29479450545988367;0.0;0.09589526441987734;0.18324392195747494
GO:0006342;0.008530355212390286;0.0019214048001029512;0.0019214048001029512;0.030891787861433023;0.004543415393431132;1.0;0.004543415393431132;0.5127203701266293;0.006535221208311946;0.006535221208311946;0.8608065279148356;0.006535221208311946;0.012995565261491586;0.9022773591078627;0.045850226591475425;0.004543415393431132;0.0;0.012995565261491586;0.0019214048001029512;0.21073774374057647;0.006535221208311946;0.0;0.0019214048001029512;0.0025482813893517465;0.0019214048001029512;0.0019214048001029512;0.006535221208311946;0.13999873924460032;0.0019214048001029512;0.13999873924460032;0.0019214048001029512;0.0;0.0;0.0;0.0019214048001029512;0.004543415393431132;0.0;0.013657034724443766;0.004543415393431132
GO:0008625;0.003990180728905891;0.018671662510121284;0.016426289059473888;0.07593126107711375;0.1518231482096793;0.004543415393431132;1.0;0.008861390454038368;0.03940633811535304;0.0642058232576707;0.004334589126298501;0.0642058232576707;0.01206703389872232;0.00503549750813152;0.010840797126225047;0.12490900307557773;0.0;0.010840808751527521;0.004916778814141339;0.0071432701679223;0.03940633811535304;0.0;0.02259291310586302;0.023569146328979367;0.0642058232576707;0.005791764842280598;0.0642058232576707;0.032453259350379245;0.01839543402203674;0.03203300198081839;0.021522845044846663;0.0;0.0;0.0;0.059997900517474737;0.09840791439978333;0.0;0.09589526441987734;0.4417985090863461
GO:1903507;0.0;0.0;0.0;0.0602507519913896;0.008861390454038368;0.5127203701266293;0.008861390454038368;1.0;0.0;0.0;0.48915451235117563;0.0;0.02534630184145405;0.5682513973680859;0.08942540469018533;0.008861390454038368;0.0;0.02534630184145405;0.0;0.15324708190693637;0.0;0.0;0.0;0.004970119265443625;0.0;0.0;0.0;0.16682451854889957;0.0;0.16682451854889957;0.0;0.0;0.0;0.0;0.0;0.008861390454038368;0.0;0.02663641922607993;0.008861390454038368
GO:0051290;0.013571691776322288;0.018671662510121284;0.016426289059473888;0.0;0.0;0.006535221208311946;0.03940633811535304;0.0;1.0;0.13403169211379498;0.0;0.1749501519541871;0.0;0.0;0.0;0.0;0.0;0.0;0.004916778814141339;0.0;0.49188833012008903;0.0;0.02259291310586302;0.0;0.03940633811535304;0.005791764842280598;0.473053615929472;0.0;0.01839543402203674;0.0;0.021522845044846663;0.0;0.0;0.0;0.03940633811535304;0.0;0.0;0.0;0.03940633811535304
GO:0006268;0.013571691776322288;0.018671662510121284;0.016426289059473888;0.0;0.0;0.006535221208311946;0.0642058232576707;0.0;0.13403169211379498;1.0;0.0;0.38900557880263;0.0;0.0;0.0;0.0;0.0;0.0;0.004916778814141339;0.0;0.13403169211379498;0.0;0.02259291310586302;0.0;0.08452422285928322;0.005791764842280598;0.27248398448703315;0.0;0.01839543402203674;0.0;0.021522845044846663;0.0;0.0;0.0;0.059997900517474737;0.0;0.0;0.0;0.12705590171490894
GO:0000122;0.0;0.0;0.0;0.029471927209139805;0.004334589126298501;0.8608065279148356;0.004334589126298501;0.48915451235117563;0.0;0.0;1.0;0.0;0.01239825791716216;0.8608065279148356;0.04374284022303413;0.004334589126298501;0.0;0.01239825791716216;0.0;0.2010517316640836;0.0;0.0;0.0;0.0024311562656152597;0.0;0.0;0.0;0.13356406145528946;0.0;0.13531635682768936;0.0;0.0;0.0;0.0;0.0;0.004334589126298501;0.0;0.013029324657314607;0.004334589126298501
GO:0006999;0.013571691776322288;0.018671662510121284;0.016426289059473888;0.0;0.0;0.006535221208311946;0.0642058232576707;0.0;0.1749501519541871;0.38900557880263;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004916778814141339;0.0;0.1749501519541871;0.0;0.02259291310586302;0.0;0.08452422285928322;0.005791764842280598;0.3556704667327134;0.0;0.01839543402203674;0.0;0.021522845044846663;0.0;0.0;0.0;0.059997900517474737;0.0;0.0;0.0;0.08762087483678903
GO:0051443;0.0;0.0;0.0;0.03451542792459709;0.03614846745039167;0.012995565261491586;0.01206703389872232;0.02534630184145405;0.0;0.0;0.01239825791716216;0.0;1.0;0.014403071439519554;0.09633879276843545;0.03614846745039167;0.0;0.3927814959682922;0.0;0.06348002055417558;0.0;0.0;0.0;0.006768079791526295;0.0;0.0;0.0;0.03451542792459709;0.0;0.03451542792459709;0.0;0.0;0.0;0.0;0.0;0.03614846745039167;0.0;0.01206703389872232;0.01206703389872232
GO:0045892;0.0;0.0;0.0;0.03423757401158513;0.00503549750813152;0.9022773591078627;0.00503549750813152;0.5682513973680859;0.0;0.0;0.8608065279148356;0.0;0.014403071439519554;1.0;0.050816111175404396;0.00503549750813152;0.0;0.014403071439519554;0.0;0.23356204343744796;0.0;0.0;0.0;0.002824277217674385;0.0;0.0;0.0;0.155161534124081;0.0;0.155161534124081;0.0;0.0;0.0;0.0;0.0;0.00503549750813152;0.0;0.015136182446102072;0.00503549750813152
GO:0043154;0.0;0.0;0.0;0.031008013650729714;0.010840797126225047;0.045850226591475425;0.010840797126225047;0.08942540469018533;0.0;0.0;0.04374284022303413;0.0;0.09633879276843545;0.050816111175404396;1.0;0.010840797126225047;0.0;0.1130790072543061;0.0;0.25962018156372146;0.0;0.0;0.0;0.006080316055282548;0.0;0.0;0.0;0.031008013650729714;0.0;0.031008013650729714;0.0;0.0;0.0;0.0;0.0;0.022096546247057113;0.0;0.03258631007139714;0.010840797126225047
GO:0048146;0.0;0.0;0.0;0.07593126107711375;0.6816542766671689;0.004543415393431132;0.12490900307557773;0.008861390454038368;0.0;0.0;0.004334589126298501;0.0;0.03614846745039167;0.00503549750813152;0.010840797126225047;1.0;0.0;0.03247514058380218;0.0;0.0071432701679223;0.0;0.0;0.0;0.023569146328979367;0.0;0.0;0.0;0.032453259350379245;0.0;0.03203300198081839;0.0;0.0;0.0;0.0;0.0;0.29479450545988367;0.0;0.09589526441987734;0.12490900307557773
GO:0000060;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.07985234559510208;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32546104752622046;0.24430536383080875;0.9690680664869872;0.0;0.0;0.32546104752622046;0.0;0.0
GO:0006919;0.0;0.0;0.0;0.031008046902669915;0.03247514058380218;0.012995565261491586;0.010840808751527521;0.02534630184145405;0.0;0.0;0.01239825791716216;0.0;0.3927814959682922;0.014403071439519554;0.1130790072543061;0.03247514058380218;0.0;1.0;0.0;0.06348002055417558;0.0;0.0;0.0;0.00608032257560688;0.0;0.0;0.0;0.031008046902669915;0.0;0.031008046902669915;0.0;0.0;0.0;0.0;0.0;0.11016196022086806;0.0;0.010840808751527521;0.010840808751527521
GO:0030488;0.036076227903273604;0.16229611076529424;0.04445383432483962;0.0;0.0;0.0019214048001029512;0.004916778814141339;0.0;0.004916778814141339;0.004916778814141339;0.0;0.004916778814141339;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.004916778814141339;0.0;0.16229611076529424;0.0;0.004916778814141339;0.163900256613657;0.004916778814141339;0.0;0.16229611076529424;0.0;0.04445383432483962;0.0;0.0;0.0;0.004916778814141339;0.0;0.0;0.0;0.004916778814141339
GO:0017148;0.0;0.0;0.0;0.02043194944972784;0.0071432701679223;0.21073774374057647;0.0071432701679223;0.15324708190693637;0.0;0.0;0.2010517316640836;0.0;0.06348002055417558;0.23356204343744796;0.25962018156372146;0.0071432701679223;0.0;0.06348002055417558;0.0;1.0;0.0;0.0;0.0;0.004006471090965158;0.0;0.0;0.0;0.0671258489876674;0.0;0.0671258489876674;0.0;0.0;0.0;0.0;0.0;0.0071432701679223;0.0;0.02147192811611379;0.0071432701679223
GO:0070208;0.013571691776322288;0.018671662510121284;0.016426289059473888;0.0;0.0;0.006535221208311946;0.03940633811535304;0.0;0.49188833012008903;0.13403169211379498;0.0;0.1749501519541871;0.0;0.0;0.0;0.0;0.0;0.0;0.004916778814141339;0.0;1.0;0.0;0.02259291310586302;0.0;0.03940633811535304;0.005791764842280598;0.473053615929472;0.0;0.01839543402203674;0.0;0.021522845044846663;0.0;0.0;0.0;0.03940633811535304;0.0;0.0;0.0;0.03940633811535304
GO:0036228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07985234559510208;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11779378144857648;0.04671943728592725;0.07985234559510208;0.0;0.0;0.11779378144857648;0.0;0.0
GO:0006270;0.036076227903273604;0.8054555717558404;0.1485142122565262;0.0;0.0;0.0019214048001029512;0.02259291310586302;0.0;0.02259291310586302;0.02259291310586302;0.0;0.02259291310586302;0.0;0.0;0.0;0.0;0.0;0.0;0.16229611076529424;0.0;0.02259291310586302;0.0;1.0;0.0;0.02259291310586302;0.19117819692555485;0.02259291310586302;0.0;0.7935396657841689;0.0;0.19459345721857507;0.0;0.0;0.0;0.02259291310586302;0.0;0.0;0.0;0.02259291310586302
GO:0042306;0.0;0.0;0.0;0.023569146328979367;0.023569146328979367;0.0025482813893517465;0.023569146328979367;0.004970119265443625;0.0;0.0;0.0024311562656152597;0.0;0.006768079791526295;0.002824277217674385;0.006080316055282548;0.023569146328979367;0.0;0.00608032257560688;0.0;0.004006471090965158;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.018202173841719307;0.0;0.01796646261110231;0.0;0.0;0.0;0.0;0.0;0.023569146328979367;0.0;0.023569146328979367;0.023569146328979367
