;GO:0036353;GO:0006281;GO:0035520;GO:0006282;GO:0008284;GO:0006342;GO:0008625;GO:1903507;GO:0051290;GO:0006268;GO:0000122;GO:0006999;GO:0051443;GO:0045892;GO:0043154;GO:0048146;GO:0000060;GO:0006919;GO:0030488;GO:0017148;GO:0070208;GO:0036228;GO:0006270;GO:0042306;GO:0042769;GO:0006351;GO:0051260;GO:0006355;GO:0006298;GO:0006357;GO:0006511;GO:0006610;GO:0006406;GO:0006605;GO:0071260;GO:0043065;GO:0006607;GO:0070317;GO:0036337
GO:0036353;1.0;0.22499999999999998;0.5161290322580645;0.0;0.0;0.07692307692307687;0.05714285714285716;0.0;0.11764705882352944;0.12121212121212122;0.0;0.12903225806451613;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.11764705882352944;0.0;0.2571428571428571;0.0;0.05882352941176472;0.19148936170212771;0.125;0.0;0.2195121951219512;0.0;0.29729729729729726;0.0;0.0;0.0;0.05555555555555558;0.0;0.0;0.0;0.06060606060606055
GO:0006281;0.22499999999999998;1.0;0.29032258064516125;0.0;0.0;0.032786885245901676;0.0714285714285714;0.0;0.06896551724137934;0.0714285714285714;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.0;0.0;0.4545454545454546;0.0;0.06896551724137934;0.0;0.7619047619047619;0.0;0.31818181818181823;0.4411764705882353;0.07407407407407407;0.0;0.9545454545454546;0.0;0.28125;0.0;0.0;0.0;0.14814814814814814;0.0;0.0;0.0;0.07692307692307687
GO:0035520;0.5161290322580645;0.29032258064516125;1.0;0.0;0.0;0.03389830508474578;0.07692307692307687;0.0;0.07407407407407407;0.07692307692307687;0.0;0.08333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.2777777777777778;0.0;0.07407407407407407;0.0;0.34615384615384615;0.0;0.07999999999999996;0.23684210526315785;0.07999999999999996;0.0;0.28125;0.0;0.4444444444444444;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.0;0.08333333333333337
GO:0006282;0.0;0.0;0.0;1.0;0.2222222222222222;0.21276595744680848;0.19999999999999996;0.303030303030303;0.0;0.0;0.24390243902439024;0.0;0.23684210526315785;0.2564102564102564;0.19565217391304346;0.19999999999999996;0.0;0.19148936170212771;0.0;0.23076923076923073;0.0;0.0;0.0;0.1071428571428571;0.0;0.0;0.0;0.4347826086956522;0.0;0.41666666666666663;0.0;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.18181818181818177;0.2222222222222222
GO:0008284;0.0;0.0;0.0;0.2222222222222222;1.0;0.0888888888888889;0.33333333333333337;0.12903225806451613;0.0;0.0;0.10256410256410253;0.0;0.18181818181818177;0.10810810810810811;0.09302325581395354;0.7777777777777778;0.0;0.1428571428571429;0.0;0.11111111111111116;0.0;0.0;0.0;0.15000000000000002;0.0;0.0;0.0;0.19047619047619047;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.2857142857142857;0.4
GO:0006342;0.07692307692307687;0.032786885245901676;0.03389830508474578;0.21276595744680848;0.0888888888888889;1.0;0.10869565217391308;0.6666666666666667;0.08333333333333337;0.08510638297872342;0.813953488372093;0.0888888888888889;0.1384615384615384;0.8095238095238095;0.22388059701492535;0.08510638297872342;0.0;0.1216216216216216;0.02985074626865669;0.5;0.08333333333333337;0.0;0.0357142857142857;0.054545454545454564;0.04166666666666663;0.02941176470588236;0.08695652173913049;0.4285714285714286;0.032258064516129004;0.45238095238095233;0.033333333333333326;0.0;0.0;0.0;0.040000000000000036;0.08163265306122447;0.0;0.12765957446808507;0.11363636363636365
GO:0008625;0.05714285714285716;0.0714285714285714;0.07692307692307687;0.19999999999999996;0.33333333333333337;0.10869565217391308;1.0;0.12121212121212122;0.11764705882352944;0.125;0.09756097560975607;0.1428571428571429;0.10810810810810811;0.10256410256410253;0.0888888888888889;0.2857142857142857;0.0;0.08695652173913049;0.05882352941176472;0.10526315789473684;0.11764705882352944;0.0;0.08695652173913049;0.13636363636363635;0.1333333333333333;0.05714285714285716;0.1333333333333333;0.17391304347826086;0.06896551724137934;0.16666666666666663;0.07407407407407407;0.0;0.0;0.0;0.11764705882352944;0.25;0.0;0.25;0.7777777777777778
GO:1903507;0.0;0.0;0.0;0.303030303030303;0.12903225806451613;0.6666666666666667;0.12121212121212122;1.0;0.0;0.0;0.7777777777777778;0.0;0.17647058823529416;0.8235294117647058;0.28301886792452835;0.12121212121212122;0.0;0.15000000000000002;0.0;0.525;0.0;0.0;0.0;0.07317073170731703;0.0;0.0;0.0;0.5333333333333333;0.0;0.5161290322580645;0.0;0.0;0.0;0.0;0.0;0.11428571428571432;0.0;0.18181818181818177;0.12903225806451613
GO:0051290;0.11764705882352944;0.06896551724137934;0.07407407407407407;0.0;0.0;0.08333333333333337;0.11764705882352944;0.0;1.0;0.2666666666666667;0.0;0.41666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.05714285714285716;0.0;0.8181818181818181;0.0;0.08333333333333337;0.0;0.125;0.05555555555555558;0.8;0.0;0.06666666666666665;0.0;0.0714285714285714;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.1333333333333333
GO:0006268;0.12121212121212122;0.0714285714285714;0.07692307692307687;0.0;0.0;0.08510638297872342;0.125;0.0;0.2666666666666667;1.0;0.0;0.4545454545454546;0.0;0.0;0.0;0.0;0.0;0.0;0.05882352941176472;0.0;0.2666666666666667;0.0;0.08695652173913049;0.0;0.1333333333333333;0.05714285714285716;0.3076923076923077;0.0;0.06896551724137934;0.0;0.07407407407407407;0.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.0;0.1428571428571429
GO:0000122;0.0;0.0;0.0;0.24390243902439024;0.10256410256410253;0.813953488372093;0.09756097560975607;0.7777777777777778;0.0;0.0;1.0;0.0;0.15254237288135597;0.9444444444444444;0.24590163934426235;0.09756097560975607;0.0;0.13235294117647056;0.0;0.5681818181818181;0.0;0.0;0.0;0.061224489795918324;0.0;0.0;0.0;0.5;0.0;0.5277777777777778;0.0;0.0;0.0;0.0;0.0;0.09302325581395354;0.0;0.14634146341463417;0.10256410256410253
