;GO:0002086;GO:0046697;GO:0008625;GO:0045766;GO:0006687;GO:0051005;GO:0031638;GO:0010813;GO:0010815;GO:0015707;GO:0032729;GO:0019886;GO:0019747;GO:0070839;GO:0048011;GO:0002764;GO:0002369;GO:0048255;GO:0014902;GO:0016485;GO:0007193;GO:0008284;GO:0008203;GO:0045944;GO:0043129;GO:0042832;GO:0002576;GO:0097067;GO:0071310;GO:0032147;GO:0010634;GO:1905572;GO:0022617;GO:0008333;GO:0005980;GO:0043410;GO:0005985;GO:0002224;GO:0070574;GO:0071421;GO:0033344;GO:0032496;GO:0019730;GO:0001818;GO:2001235;GO:1903206;GO:0006006;GO:0006886;GO:0006879;GO:0000023;GO:0032526;GO:0006914;GO:0033619;GO:0032367;GO:0006919;GO:0051603;GO:0043312;GO:0045454;GO:0006897;GO:0006895;GO:0038180;GO:0030855;GO:0007218;GO:0045342;GO:0010628;GO:0010506;GO:0002606;GO:0001913;GO:0015914;GO:2001259;GO:0050766;GO:0046718;GO:0046716;GO:0060586;GO:1904037;GO:0007035;GO:0009615;GO:0046836;GO:0060742;GO:0032868;GO:0032509;GO:0034769;GO:0050829;GO:0030163;GO:1902023;GO:0045599;GO:0046323;GO:0060736;GO:0006876;GO:0002026;GO:0043181;GO:0070371;GO:0043066;GO:0006508;GO:0002309;GO:0006909;GO:0002827
GO:0002086;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.211001209933457;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21307770470021928;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26870213604349286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046697;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3319138702773774;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3706116122742339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5288032219875295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5539991806900342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008625;0.0;0.0;1.0;0.3335166467412626;0.2102208449415086;0.25218896494326865;0.0;0.21054546530890375;0.19873778452663235;0.0;0.3879734566058979;0.0;0.5092744870894597;0.0;0.7583215185734855;0.698978860676194;0.0;0.22623168169189983;0.30136691664749005;0.0;0.7066313483558999;0.5344382984504178;0.0;0.23193948510841397;0.28411986621583235;0.0;0.2627289484612058;0.23711019842204067;0.29644925298445163;0.2210698000868755;0.36754435043284756;0.0;0.29972194644749023;0.0;0.15241286491850237;0.2155037327026657;0.2538520689835405;0.4373626790972724;0.0;0.0;0.0;0.0;0.0;0.42019255313913745;0.33316822011102765;0.31252593760727837;0.0;0.0;0.29623447911868;0.2538520689835405;0.0;0.29166838035541753;0.0;0.0;0.21562289158687978;0.0;0.18027181913739457;0.6407068722843464;0.0;0.0;0.8169416916636438;0.3275717283451208;0.761472143168578;0.0;0.37343079684442665;0.5125137810031023;0.39176974214971133;0.0;0.0;0.2520790681031741;0.4023871311080063;0.0;0.43313574044737807;0.23361846769540498;0.4296379219530053;0.28171073693400783;0.0;0.0;0.28744359622636856;0.0;0.0;0.28846285727845705;0.0;0.0;0.0;0.46040618995841576;0.0;0.0;0.2807119441279837;0.40642119321979553;0.4320606413781692;0.3982931060941941;0.45806807118509346;0.0;0.2135098569643038;0.0;0.31450212167705566
GO:0045766;0.0;0.0;0.3335166467412626;1.0;0.0;0.2267636167233774;0.0;0.0;0.0;0.0;0.5829962471217757;0.0;0.3472991361574734;0.0;0.3227082096747955;0.33055711989414077;0.0;0.20439061678604414;0.0;0.0;0.3338115427256989;0.45237545153236847;0.0;0.20928634060833315;0.2522552123206496;0.0;0.0;0.0;0.0;0.1999526155608847;0.4333746229095969;0.0;0.0;0.0;0.0;0.1951558651761418;0.0;0.2680660535955604;0.0;0.0;0.0;0.0;0.0;0.45526948242921866;0.29413014966873996;0.2221200046241323;0.0;0.0;0.1799555407584894;0.0;0.0;0.0;0.0;0.0;0.19525867695958019;0.0;0.0;0.3453531663848902;0.0;0.0;0.345056827202866;0.0;0.35692788198935216;0.0;0.41872553982265487;0.34927533899293856;0.4371148535096183;0.0;0.0;0.2922736471475612;0.3500645467536266;0.0;0.25373798295790495;0.21163656273588155;0.3716409098150451;0.17180663710035138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38619998215247886;0.0;0.0;0.1712438804851621;0.4419785603944112;0.25317906568446474;0.1968034585004659;0.3157057855698553;0.0;0.0;0.0;0.358376648779404
GO:0006687;0.0;0.0;0.2102208449415086;0.0;1.0;0.0;0.4990471550255285;0.5299423148314607;0.5047204387279355;0.0;0.0;0.0;0.0;0.0;0.20405516596528808;0.20853647213647833;0.0;0.0;0.23721595472753246;0.5129410580762339;0.21038852058408403;0.0;0.4080588429462668;0.0;0.0;0.0;0.2126050159394754;0.19551098647259452;0.23415845361135101;0.0;0.0;0.0;0.2361955802714843;0.0;0.35584851266798134;0.0;0.5487446181524721;0.14031220326883118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39610380521040306;0.0;0.1705390635196644;0.5487446181524721;0.0;0.4236270295624327;0.5284157760864263;0.0;0.0;0.5275348763179115;0.155170293139835;0.21692829128165708;0.0;0.0;0.21676093023571613;0.25315684712114456;0.22344263733076677;0.3101506599413486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23288163468436252;0.0;0.0;0.1634039053660026;0.0;0.0;0.2285036773371932;0.0;0.0;0.22914732898224868;0.0;0.4820958391997003;0.0;0.0;0.0;0.0;0.16290925642993048;0.0;0.23242415266668676;0.4393550448887774;0.0;0.5440083552033108;0.17918005503088114;0.0;0.0
GO:0051005;0.0;0.0;0.25218896494326865;0.2267636167233774;0.0;1.0;0.0;0.0;0.0;0.0;0.26386466414490295;0.0;0.26385425450516603;0.0;0.24311751738825377;0.24969839367168561;0.0;0.11707855929432534;0.0;0.0;0.2524374090392533;0.2769192756019491;0.0;0.12003515973857666;0.2847404145531024;0.0;0.0;0.0;0.0;0.1887658498883537;0.1903169137462158;0.0;0.0;0.0;0.0;0.11152192268557923;0.0;0.15612850690765995;0.0;0.0;0.0;0.0;0.0;0.2858252385908121;0.17249317274876524;0.1617926572789725;0.0;0.0;0.19589944756534886;0.0;0.0;0.0;0.0;0.0;0.21822844029668081;0.0;0.0;0.26220052113260983;0.0;0.0;0.26194887862795624;0.0;0.2720696531744596;0.0;0.25395478787514;0.2655359455337452;0.26645183319849897;0.0;0.0;0.22794360574639133;0.20838757654977033;0.0;0.2866311065179685;0.23403785780767805;0.22252425914126864;0.18628119346728136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23848935578169006;0.0;0.0;0.18561980148387472;0.2764377598876677;0.28591809062399254;0.14216635091559096;0.23727601128010922;0.0;0.0;0.0;0.21381411583381948
GO:0031638;0.0;0.0;0.0;0.0;0.4990471550255285;0.0;1.0;0.41811822547152605;0.395723678556551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9677786376427899;0.0;0.0;0.4018575652486473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.313417367568996;0.0;0.4181979720201848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4658986365260212;0.0;0.0;0.4181979720201848;0.0;0.2523430426674866;0.8649056492565187;0.0;0.0;0.863229436371869;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47118846558207855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.711965995643323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4535660937854526;0.0;0.8947272296614248;0.0;0.0;0.0
GO:0010813;0.0;0.0;0.21054546530890375;0.0;0.5299423148314607;0.0;0.41811822547152605;1.0;0.9077879758084781;0.0;0.0;0.0;0.0;0.0;0.20436100979948993;0.20885590741743298;0.0;0.0;0.23762938105342463;0.42977659649308;0.21071365940367273;0.0;0.26789650543524673;0.0;0.0;0.0;0.21293704708917888;0.19579173637920322;0.23456128218057662;0.0;0.0;0.0;0.2366054545021927;0.0;0.42371572316902684;0.0;0.46525869774187895;0.14045674462936086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30425401147682785;0.0;0.17075263604667207;0.46525869774187895;0.0;0.5651593679649197;0.442762553043161;0.0;0.0;0.44202329445471555;0.15534708643418205;0.2172739742632642;0.0;0.0;0.21710607960713596;0.253627759991143;0.2238094112864066;0.31067834653524484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23328007840701015;0.0;0.0;0.16359997021886338;0.0;0.0;0.22888726879391597;0.0;0.0;0.2295330863158238;0.0;0.5778581020581481;0.0;0.0;0.0;0.0;0.16310413533425355;0.0;0.2328210311553849;0.3870981663602768;0.0;0.45584861365323637;0.17941583370908618;0.0;0.0
GO:0010815;0.0;0.0;0.19873778452663235;0.0;0.5047204387279355;0.0;0.395723678556551;0.9077879758084781;1.0;0.0;0.0;0.0;0.0;0.0;0.1932184517537176;0.19723174048332426;0.0;0.0;0.22269623608954645;0.406151069349318;0.19888763578409768;0.0;0.2535824473419471;0.0;0.0;0.0;0.20086728514664604;0.1855406096032692;0.21999944472486618;0.0;0.0;0.0;0.2217967138610298;0.0;0.4082544192194448;0.0;0.43957345983380863;0.13510195398186056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28592397124577346;0.0;0.1629032544117437;0.43957345983380863;0.0;0.5304952826892649;0.41772931761693;0.0;0.0;0.41707122726298723;0.14882311903733095;0.2047220421752429;0.0;0.0;0.20457297910756542;0.23668785292210123;0.21051412038949047;0.29159033668303774;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2188719980327078;0.0;0.0;0.1563805197699711;0.0;0.0;0.21500055498299522;0.0;0.0;0.2155702879805723;0.0;0.5479060592287274;0.0;0.0;0.0;0.0;0.15592741980285274;0.0;0.21846785483130746;0.37346584238489544;0.0;0.4293580388953632;0.1707699292252675;0.0;0.0
GO:0015707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5882744495777784;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4516987277636511;0.0;0.0;0.0;0.0;0.5896048251342406;0.0;0.4660495362941994;0.0;0.0;0.0;0.0;0.4443686892328103;0.4771219352516536;0.4934630251167111;0.0;0.0;0.0;0.0;0.0;0.0;0.4498215991056911;0.0;0.0;0.0;0.0;0.0;0.399284010876592;0.0;0.0;0.29707643034185605;0.0;0.5678312562548803;0.4468666029784988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6494838143296356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5421592938594926;0.0;0.0;0.46636079855162504;0.0;0.0;0.0;0.5709442703505825;0.0;0.452782167629012;0.0;0.0;0.0;0.2859698795622033;0.0;0.0;0.0;0.0;0.5401888758480767;0.0
