;GO:0002086;GO:0046697;GO:0008625;GO:0045766;GO:0006687;GO:0051005;GO:0031638;GO:0010813;GO:0010815;GO:0015707;GO:0032729;GO:0019886;GO:0019747;GO:0070839;GO:0048011;GO:0002764;GO:0002369;GO:0048255;GO:0014902;GO:0016485;GO:0007193;GO:0008284;GO:0008203;GO:0045944;GO:0043129;GO:0042832;GO:0002576;GO:0097067;GO:0071310;GO:0032147;GO:0010634;GO:1905572;GO:0022617;GO:0008333;GO:0005980;GO:0043410;GO:0005985;GO:0002224;GO:0070574;GO:0071421;GO:0033344;GO:0032496;GO:0019730;GO:0001818;GO:2001235;GO:1903206;GO:0006006;GO:0006886;GO:0006879;GO:0000023;GO:0032526;GO:0006914;GO:0033619;GO:0032367;GO:0006919;GO:0051603;GO:0043312;GO:0045454;GO:0006897;GO:0006895;GO:0038180;GO:0030855;GO:0007218;GO:0045342;GO:0010628;GO:0010506;GO:0002606;GO:0001913;GO:0015914;GO:2001259;GO:0050766;GO:0046718;GO:0046716;GO:0060586;GO:1904037;GO:0007035;GO:0009615;GO:0046836;GO:0060742;GO:0032868;GO:0032509;GO:0034769;GO:0050829;GO:0030163;GO:1902023;GO:0045599;GO:0046323;GO:0060736;GO:0006876;GO:0002026;GO:0043181;GO:0070371;GO:0043066;GO:0006508;GO:0002309;GO:0006909;GO:0002827
GO:0002086;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046697;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008625;0.0;0.0;1.0;0.125;0.25;0.125;0.0;0.25;0.25;0.0;0.13333333333333333;0.0;0.13333333333333333;0.0;0.11764705882352941;0.14285714285714285;0.0;0.10526315789473684;0.13333333333333333;0.0;0.11764705882352941;0.14285714285714285;0.0;0.1;0.125;0.0;0.23529411764705882;0.13333333333333333;0.3076923076923077;0.1;0.11764705882352941;0.0;0.2857142857142857;0.0;0.23529411764705882;0.10526315789473684;0.26666666666666666;0.1;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.11764705882352941;0.1111111111111111;0.0;0.0;0.21052631578947367;0.26666666666666666;0.0;0.3076923076923077;0.0;0.0;0.09090909090909091;0.0;0.1111111111111111;0.2857142857142857;0.0;0.0;0.125;0.15384615384615385;0.13333333333333333;0.0;0.13333333333333333;0.13333333333333333;0.13333333333333333;0.0;0.0;0.1111111111111111;0.11764705882352941;0.0;0.2857142857142857;0.10526315789473684;0.11764705882352941;0.19047619047619047;0.0;0.0;0.14285714285714285;0.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.21052631578947367;0.125;0.14285714285714285;0.10526315789473684;0.125;0.0;0.125;0.0;0.11764705882352941
GO:0045766;0.0;0.0;0.125;1.0;0.0;0.25;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.4;0.0;0.11764705882352941;0.14285714285714285;0.0;0.42105263157894735;0.0;0.0;0.11764705882352941;0.5714285714285714;0.0;0.4;0.25;0.0;0.0;0.0;0.0;0.4;0.5882352941176471;0.0;0.0;0.0;0.0;0.42105263157894735;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.47058823529411764;0.3333333333333333;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.42857142857142855;0.0;0.0;0.125;0.0;0.13333333333333333;0.0;0.5333333333333333;0.4;0.5333333333333333;0.0;0.0;0.4444444444444444;0.47058823529411764;0.0;0.2857142857142857;0.21052631578947367;0.47058823529411764;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.21052631578947367;0.25;0.14285714285714285;0.10526315789473684;0.375;0.0;0.0;0.0;0.47058823529411764
GO:0006687;0.0;0.0;0.25;0.0;1.0;0.0;0.375;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.2857142857142857;0.0;0.0;0.13333333333333333;0.5333333333333333;0.23529411764705882;0.0;0.5333333333333333;0.0;0.0;0.0;0.23529411764705882;0.26666666666666666;0.3076923076923077;0.0;0.0;0.0;0.2857142857142857;0.0;0.35294117647058826;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.21052631578947367;0.4;0.0;0.46153846153846156;0.5333333333333333;0.0;0.0;0.5333333333333333;0.1111111111111111;0.2857142857142857;0.0;0.0;0.25;0.15384615384615385;0.26666666666666666;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.19047619047619047;0.0;0.0;0.14285714285714285;0.0;0.0;0.26666666666666666;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.14285714285714285;0.21052631578947367;0.0;0.5714285714285714;0.125;0.0;0.0
GO:0051005;0.0;0.0;0.125;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.26666666666666666;0.0;0.11764705882352941;0.14285714285714285;0.0;0.21052631578947367;0.0;0.0;0.11764705882352941;0.2857142857142857;0.0;0.2;0.25;0.0;0.0;0.0;0.0;0.4;0.23529411764705882;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.23529411764705882;0.2222222222222222;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.45454545454545453;0.0;0.0;0.2857142857142857;0.0;0.0;0.125;0.0;0.13333333333333333;0.0;0.26666666666666666;0.26666666666666666;0.26666666666666666;0.0;0.0;0.3333333333333333;0.23529411764705882;0.0;0.2857142857142857;0.21052631578947367;0.23529411764705882;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.21052631578947367;0.25;0.14285714285714285;0.10526315789473684;0.25;0.0;0.0;0.0;0.23529411764705882
GO:0031638;0.0;0.0;0.0;0.0;0.375;0.0;1.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9333333333333333;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.26666666666666666;0.0;0.15384615384615385;0.8;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.8571428571428571;0.0;0.0;0.0
GO:0010813;0.0;0.0;0.25;0.0;0.5;0.0;0.25;1.0;0.875;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.2857142857142857;0.0;0.0;0.13333333333333333;0.26666666666666666;0.23529411764705882;0.0;0.4;0.0;0.0;0.0;0.23529411764705882;0.26666666666666666;0.3076923076923077;0.0;0.0;0.0;0.2857142857142857;0.0;0.47058823529411764;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.21052631578947367;0.4;0.0;0.6153846153846154;0.5333333333333333;0.0;0.0;0.5333333333333333;0.1111111111111111;0.2857142857142857;0.0;0.0;0.25;0.15384615384615385;0.26666666666666666;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.19047619047619047;0.0;0.0;0.14285714285714285;0.0;0.0;0.26666666666666666;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.14285714285714285;0.21052631578947367;0.0;0.5714285714285714;0.125;0.0;0.0
GO:0010815;0.0;0.0;0.25;0.0;0.5;0.0;0.25;0.875;1.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.2857142857142857;0.0;0.0;0.13333333333333333;0.26666666666666666;0.23529411764705882;0.0;0.4;0.0;0.0;0.0;0.23529411764705882;0.26666666666666666;0.3076923076923077;0.0;0.0;0.0;0.2857142857142857;0.0;0.47058823529411764;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.21052631578947367;0.4;0.0;0.6153846153846154;0.5333333333333333;0.0;0.0;0.5333333333333333;0.1111111111111111;0.2857142857142857;0.0;0.0;0.25;0.15384615384615385;0.26666666666666666;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.19047619047619047;0.0;0.0;0.14285714285714285;0.0;0.0;0.26666666666666666;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.14285714285714285;0.21052631578947367;0.0;0.5714285714285714;0.125;0.0;0.0
GO:0015707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5882352941176471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;0.5882352941176471;0.0;0.5333333333333333;0.0;0.0;0.0;0.0;0.5555555555555556;0.5555555555555556;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;0.1111111111111111;0.0;0.5714285714285714;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.5;0.0;0.42105263157894735;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.5333333333333333;0.0
