;GO:0014068;GO:0021955;GO:0032330;GO:0030031;GO:0090331;GO:0022408;GO:0007097;GO:0036092;GO:0046854;GO:0045124;GO:0060401;GO:0045766;GO:0030307;GO:0032967;GO:0001942;GO:0001701;GO:0051122;GO:0030949;GO:0071897;GO:0010656;GO:0019369;GO:0019886;GO:0035556;GO:0035793;GO:0038027;GO:1901751;GO:1900024;GO:0003065;GO:0000226;GO:0046621;GO:0001560;GO:0014909;GO:0048010;GO:0051893;GO:0032956;GO:0051496;GO:0001558;GO:0048013;GO:0010544;GO:0034059;GO:0070278;GO:0034614;GO:0070318;GO:0031623;GO:0051897;GO:0071404;GO:0071526;GO:0043406;GO:1904753;GO:0008286;GO:0008285;GO:0008284;GO:0051271;GO:0060548;GO:0045785;GO:0038096;GO:0001890;GO:0045667;GO:0009414;GO:0002576;GO:0048661;GO:0000165;GO:0050730;GO:0007229;GO:0051781;GO:2000811;GO:0051385;GO:0048146;GO:0034446;GO:0010512;GO:0032147;GO:0051549;GO:0010595;GO:0038128;GO:0038007;GO:0050731;GO:0051545;GO:2001224;GO:0045715;GO:0032781;GO:0038089;GO:0043651;GO:0038083;GO:0007517;GO:0030913;GO:0050748;GO:0010888;GO:0050900;GO:0050867;GO:0032496;GO:0001938;GO:0030199;GO:0010761;GO:0033623;GO:0106089;GO:0060683;GO:0007172;GO:0018108;GO:0007173;GO:0007179;GO:0008543;GO:0043542;GO:0042730;GO:0006367;GO:0060326;GO:0031954;GO:0009749;GO:0010613;GO:0032369;GO:0051964;GO:0060396;GO:0090668;GO:0010594;GO:0090303;GO:0043277;GO:0045214;GO:0043552;GO:0090022;GO:0048843;GO:0002053;GO:0007342;GO:1904706;GO:0043434;GO:0043280;GO:0010629;GO:0002687;GO:0006888;GO:0001755;GO:0019395;GO:0045860;GO:0048333;GO:0010507;GO:0010628;GO:0032355;GO:0010745;GO:0010469;GO:0030335;GO:0046718;GO:0008360;GO:2000060;GO:0035584;GO:0014003;GO:0046710;GO:0043200;GO:0046037;GO:1903225;GO:0001570;GO:0061436;GO:0050771;GO:0030449;GO:0009968;GO:2001306;GO:0045112;GO:0010951;GO:2001303;GO:0070542;GO:0014910;GO:0031532;GO:0030049;GO:0060452;GO:0010572;GO:0050829;GO:0007044;GO:0045597;GO:0007166;GO:0007167;GO:0001578;GO:0019372;GO:0045087;GO:0046330;GO:0070374;GO:0030036
GO:0014068;1.0;0.0;0.3147678963790473;0.0;0.3011128257409857;0.34406081617659207;0.0;0.0;0.0;0.24943908341599474;0.0;0.3442351311470669;0.4349769981587178;0.2969882883150799;0.0;0.0;0.0;0.5168591717303057;0.0;0.24880914897764567;0.0;0.0;0.3780430088681892;0.29924073570943865;0.23923188436375753;0.0;0.2659062722645507;0.36595396957080206;0.0;0.27001153834718855;0.23923188436375753;0.0;0.28273593724946766;0.2659062722645507;0.36659867327326845;0.31655567254483385;0.3607194948405145;0.23923188436375753;0.32644628745013027;0.0;0.0;0.0;0.31655567254483385;0.0;0.6158495449666409;0.0;0.2864787271957445;0.6474794823444922;0.19694059100882855;0.27289121433359137;0.36607082478433467;0.4691585003873687;0.3697754684946213;0.3713281482737786;0.4450607953089139;0.3506576043325218;0.0;0.30005087408486286;0.0;0.0;0.35301539389526315;0.3033083921806614;0.28788642093366634;0.23923188436375753;0.43975313870158367;0.209731877021625;0.0;0.36286011681113944;0.0;0.23640626492241817;0.3369726060568892;0.31655567254483385;0.360059725430544;0.27289121433359137;0.23923188436375753;0.33710077271775674;0.209731877021625;0.32591512361023184;0.22374314557048924;0.23779983918762437;0.32591512361023184;0.0;0.0;0.0;0.0;0.28273593724946766;0.24943908341599474;0.0;0.46992128796342303;0.0;0.34323006044562704;0.0;0.0;0.27289121433359137;0.23923188436375753;0.19326468817306902;0.42791111975067725;0.0;0.29513882130469515;0.29956560223438455;0.31196848628961205;0.0;0.2997718995493371;0.0;0.0;0.30058166190108726;0.0;0.34376122428552547;0.31572439275907344;0.30005087408486286;0.23923188436375753;0.0;0.3065505443034252;0.4841850652556262;0.0;0.0;0.31607040069435555;0.310957548656862;0.3170868363847323;0.3698450588801801;0.0;0.22374314557048924;0.0;0.34648757854142564;0.339418262634608;0.42033405383493083;0.0;0.0;0.0;0.362700425611178;0.0;0.2878196533873931;0.4293399065086368;0.0;0.23923188436375753;0.5300013685947074;0.42039344330117095;0.0;0.32013805716557836;0.33099883974815736;0.23923188436375753;0.0;0.0;0.0;0.0;0.2560615493486744;0.0;0.2178139717893584;0.3033083921806614;0.39524138029677364;0.5687869845007056;0.0;0.0;0.2551616661887231;0.0;0.0;0.2770919213720756;0.0;0.0;0.3269201943116717;0.4142769854342226;0.0;0.0;0.49651209549179076;0.3981453605523698;0.3558738718533959;0.0;0.0;0.0;0.5798318479390692;0.5903879165966288;0.0
GO:0021955;0.0;1.0;0.0;0.7601020813619805;0.0;0.0;0.0;0.3153097492715336;0.334939805637046;0.0;0.0;0.0;0.0;0.0;0.5202962034153902;0.3761073865152082;0.3153097492715336;0.0;0.4303376445523171;0.0;0.3685991356068798;0.0;0.580994753840752;0.45949856617171564;0.45949856617171564;0.3842754305272557;0.0;0.0;0.6139820834110166;0.0;0.0;0.48617295407250877;0.5030026190574257;0.0;0.0;0.0;0.0;0.45949856617171564;0.0;0.0;0.4931578961415494;0.4158221178063571;0.0;0.4263916728830024;0.0;0.38440359718812317;0.5067454090037027;0.0;0.0;0.4931578961415494;0.0;0.0;0.0;0.0;0.0;0.45949856617171564;0.5202962034153902;0.0;0.0;0.3576010426264626;0.0;0.5235750739886196;0.0;0.45949856617171564;0.0;0.0;0.0;0.0;0.6923137728489714;0.0;0.0;0.0;0.0;0.4931578961415494;0.45949856617171564;0.0;0.0;0.0;0.0;0.0;0.48617295407250877;0.334939805637046;0.2979948124361384;0.5762031403563278;0.551122849864645;0.0;0.0;0.5589095559983632;0.0;0.0;0.0;0.5088315565097161;0.47632823115663253;0.0;0.0;0.3576010426264626;0.551122849864645;0.3625565921035206;0.5154055031126532;0.5198322840423426;0.5322351680975701;0.5099875611264664;0.0;0.45949856617171564;0.549664371548708;0.0;0.0;0.0;0.0;0.0;0.45949856617171564;0.45949856617171564;0.0;0.0;0.0;0.551122849864645;0.0;0.0;0.0;0.0;0.551122849864645;0.0;0.0;0.0;0.0;0.0;0.0;0.5099875611264664;0.41350797956740015;0.0;0.6175588248166868;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45949856617171564;0.5740547719309768;0.34198413717232673;0.0;0.3588138021572437;0.0;0.6007291598317699;0.0;0.0;0.0;0.0;0.334939805637046;0.0;0.0;0.334939805637046;0.0;0.0;0.4760278808810526;0.45949856617171564;0.0;0.0;0.0;0.5847821798344788;0.0;0.6010971055249328;0.576140553661354;0.5151051528370731;0.3517694706219629;0.0;0.0;0.0;0.6001537744508147
GO:0032330;0.3147678963790473;0.0;1.0;0.0;0.38646368414206295;0.4618881215468108;0.0;0.0;0.0;0.4159384634234516;0.0;0.4862604461150987;0.45999177655459184;0.2983007075304913;0.0;0.0;0.0;0.35705918973397627;0.0;0.35384516833506796;0.0;0.0;0.5053579319646733;0.41635236629369515;0.35705918973397627;0.0;0.517115733417524;0.46540225497452875;0.0;0.47226662303227473;0.35705918973397627;0.0;0.37790200563026977;0.38373357763476945;0.4939135963697526;0.3147678963790473;0.48803441793699864;0.3343979527445597;0.43859970041286817;0.0;0.0;0.0;0.3343979527445597;0.0;0.3147678963790473;0.0;0.40430603256596326;0.37137419027643226;0.2974529595436521;0.36805728271439353;0.4933857478808188;0.49417327878324274;0.4970903915911054;0.4986430713702627;0.4463732145243254;0.3343979527445597;0.0;0.6090403673860334;0.0;0.0;0.3738888547188932;0.4211356975508802;0.39292244029108864;0.35705918973397627;0.4647679170974577;0.3147678963790473;0.0;0.38373357763476945;0.0;0.34144228427984047;0.3479761159038991;0.3892640755226584;0.4327681284083685;0.36805728271439353;0.35705918973397627;0.35080173534523845;0.3147678963790473;0.4903131788558635;0.3343979527445597;0.3228234689291796;0.3610723406453529;0.0;0.0;0.0;0.0;0.40056324261968634;0.3446051517967969;0.0;0.494936066359297;0.0;0.3610723406453529;0.0;0.0;0.3907185197038101;0.43901360328311173;0.43901360328311173;0.35705918973397627;0.0;0.39030488968549726;0.3947316706151867;0.4071345546704142;0.0;0.369634019157146;0.0;0.0;0.31428262452856903;0.0;0.4159384634234516;0.4108904611398756;0.4825176561688218;0.3343979527445597;0.0;0.4792439724517426;0.3722219382632715;0.0;0.0;0.31428262452856903;0.34144228427984047;0.4636387909550703;0.3907185197038101;0.0;0.3343979527445597;0.0;0.3620147392110343;0.4304430134431661;0.41854627766914426;0.0;0.0;0.0;0.3749239179942557;0.0;0.39847446056146363;0.43065232572404816;0.0;0.5232450211453944;0.4591494385780064;0.4382357235008968;0.0;0.5059259530021085;0.3446998023756391;0.3343979527445597;0.0;0.0;0.0;0.0;0.5400746861303114;0.0;0.31298004017016057;0.5277152987719742;0.3960853078080451;0.49793505448400466;0.0;0.0;0.35567403472354664;0.0;0.0;0.38774672854614606;0.0;0.0;0.416880861989133;0.43859970041286817;0.0;0.0;0.7032014440923513;0.525460283648854;0.47370117722361466;0.0;0.0;0.0;0.35384516833506796;0.31428262452856903;0.0
GO:0030031;0.0;0.7601020813619805;0.0;1.0;0.0;0.0;0.0;0.30583177435444847;0.32314671118984367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30583177435444847;0.0;0.4155133694812106;0.0;0.3764360975251899;0.0;0.5888317157590621;0.4673355280900257;0.4673355280900257;0.36945115545614926;0.0;0.0;0.5890153697006631;0.0;0.0;0.4940099159908189;0.5108395809757358;0.0;0.0;0.0;0.0;0.4673355280900257;0.0;0.0;0.5009948580598595;0.40099784273525063;0.0;0.41156739781189594;0.0;0.36543800454477265;0.5145823709220128;0.0;0.0;0.5009948580598595;0.0;0.0;0.0;0.0;0.0;0.4673355280900257;0.0;0.0;0.0;0.32314671118984367;0.0;0.5314120359069296;0.0;0.4673355280900257;0.0;0.0;0.0;0.0;0.5589598117829551;0.0;0.0;0.0;0.0;0.5009948580598595;0.4673355280900257;0.0;0.0;0.0;0.0;0.0;0.4940099159908189;0.32314671118984367;0.2903430355611802;0.0;0.6170367674155439;0.0;0.0;0.5667465179166734;0.0;0.0;0.0;0.48386484279936265;0.4841651930749426;0.0;0.0;0.36543800454477265;0.6170367674155439;0.35307861718643546;0.5232424650309633;0.5276692459606527;0.5400721300158802;0.5178245230447764;0.0;0.4673355280900257;0.557501333467018;0.0;0.0;0.0;0.0;0.0;0.4673355280900257;0.4673355280900257;0.0;0.0;0.0;0.5589598117829551;0.0;0.0;0.0;0.0;0.5589598117829551;0.0;0.0;0.0;0.0;0.0;0.0;0.5178245230447764;0.4213449414857103;0.0;0.5108395809757358;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4673355280900257;0.4673355280900257;0.33250616225524166;0.0;0.3493358272401586;0.0;0.4940099159908189;0.0;0.0;0.0;0.0;0.3427767675553561;0.0;0.0;0.3427767675553561;0.0;0.0;0.45706228823770206;0.4673355280900257;0.0;0.0;0.0;0.6506960973853777;0.0;0.6089340674432429;0.583977515579664;0.49613956019372274;0.35960643254027297;0.0;0.0;0.0;0.5751870607404612
GO:0090331;0.3011128257409857;0.0;0.38646368414206295;0.0;1.0;0.7504969794365052;0.0;0.0;0.0;0.37620420455963793;0.0;0.3581745149587601;0.3495065184430246;0.22410562170685017;0.0;0.0;0.0;0.316601564534254;0.0;0.3548034883771946;0.0;0.0;0.3948726738531061;0.31092767212677314;0.2560615493486744;0.0;0.4977852032680277;0.39583426092515034;0.0;0.4754662534478529;0.2560615493486744;0.0;0.29956560223438455;0.4781551469025153;0.3834283382581854;0.22656154200654188;0.37754915982543147;0.2560615493486744;0.8882577535388707;0.0;0.0;0.0;0.24057281055540614;0.0;0.3011128257409857;0.0;0.3033083921806614;0.36102278792490167;0.3002374776279056;0.2897208793185083;0.48485645019668006;0.3836880206716755;0.4885610939069666;0.4901137736861239;0.5995532659955561;0.316601564534254;0.0;0.37174666184787847;0.0;0.0;0.27289121433359137;0.32013805716557836;0.30471608591858323;0.2560615493486744;0.3542826589858905;0.3157262164211739;0.0;0.28273593724946766;0.0;0.3424006043219671;0.2711321827067086;0.31092767212677314;0.35443172501248327;0.2897208793185083;0.2560615493486744;0.2671190317953318;0.3157262164211739;0.3376020600275664;0.3330411532565691;0.2546295041725413;0.28273593724946766;0.0;0.0;0.0;0.0;0.3961752625077916;0.37620420455963793;0.0;0.6187309303427383;0.0;0.2672471984561994;0.0;0.0;0.2897208793185083;0.5628108019964566;0.29543893333350485;0.3339165013696492;0.0;0.31196848628961205;0.31639526721930145;0.32879815127452894;0.0;0.7012207440125355;0.0;0.0;0.2305999209786624;0.0;0.3432759524350472;0.4080433124589116;0.4490622265121595;0.2560615493486744;0.0;0.395561268901836;0.6301739031648523;0.0;0.0;0.24339120699145883;0.420193357375194;0.46847172461332376;0.2897208793185083;0.0;0.3330411532565691;0.0;0.2738083848385289;0.42991098429231933;0.340209874273259;0.0;0.0;0.0;0.2949631107566292;0.0;0.397117661073473;0.35645723990040706;0.0;0.3526712096220815;0.43600675021367935;0.3444105813117433;0.0;0.4304359894606656;0.26101709882573243;0.2560615493486744;0.0;0.0;0.0;0.0;0.4223878386113663;0.0;0.48288632148999927;0.4500046250778409;0.4889884502218373;0.550236068024707;0.0;0.0;0.3584585528078002;0.0;0.0;0.2939215863569925;0.0;0.0;0.34268577616549184;0.7330114541920312;0.0;0.0;0.41104161577609755;0.41497502553728677;0.3727035368383128;0.0;0.0;0.0;0.37596413762721204;0.3039312221770384;0.0
GO:0022408;0.34406081617659207;0.0;0.4618881215468108;0.0;0.7504969794365052;1.0;0.0;0.0;0.0;0.3912130084297369;0.0;0.3921554069954183;0.47979707862587123;0.3449085641634313;0.0;0.0;0.0;0.38100580937749967;0.0;0.4797477484060198;0.0;0.0;0.5251632340359527;0.38100580937749967;0.38100580937749967;0.0;0.6352482616470225;0.44067679998081405;0.0;0.49262101822987336;0.38100580937749967;0.0;0.42450986226320975;0.6084457070853619;0.513718898441032;0.34406081617659207;0.507839720008278;0.38100580937749967;0.5168086559018694;0.0;0.0;0.0;0.36137575301198727;0.0;0.34406081617659207;0.0;0.42825265220948666;0.40249330811610395;0.4210404200844867;0.4146651393473335;0.6324619472149218;0.5139785808545221;0.6361665909252083;0.6377192707043656;0.7471587630137979;0.38100580937749967;0.0;0.4471710992526263;0.0;0.0;0.3978354743624166;0.4450823171944036;0.4222153600886334;0.38100580937749967;0.4845732191687371;0.4406704764499991;0.0;0.40768019727829286;0.0;0.4673448643507923;0.38179268652404263;0.36137575301198727;0.40487980589769734;0.4146651393473335;0.38100580937749967;0.38192085318491015;0.4406704764499991;0.40768019727829286;0.4633317134394157;0.3694313255621196;0.40768019727829286;0.0;0.0;0.0;0.0;0.5336383208867863;0.47204856329867956;0.0;0.5147413684305764;0.0;0.38805014091278045;0.0;0.0;0.4146651393473335;0.7259050378079668;0.3275936273280361;0.38100580937749967;0.0;0.43691274631843724;0.4413395272481267;0.4537424113033542;0.0;0.4227129384084698;0.0;0.0;0.3454017423682407;0.0;0.3715829520642245;0.5383338726417582;0.5068357663251257;0.38100580937749967;0.0;0.4483244693171673;0.41882979489621147;0.0;0.0;0.360890481161509;0.38805014091278045;0.4633317134394157;0.4146651393473335;0.0;0.4633317134394157;0.0;0.39130765900857906;0.5548552443211445;0.46515413430208424;0.0;0.0;0.0;0.4075205060783314;0.0;0.5274082212563196;0.47726018235698814;0.0;0.4901342680010763;0.4830960582215298;0.46521352376832437;0.0;0.4619119821793205;0.37581892021531077;0.38100580937749967;0.0;0.0;0.0;0.0;0.5069639329859932;0.0;0.35958789680310055;0.5274082212563196;0.44269316444098505;0.6310101327511046;0.0;0.0;0.4792614952643813;0.0;0.0;0.41472452881357363;0.0;0.0;0.3748404701600231;0.40768019727829286;0.0;0.0;0.5413321759589441;0.5452655857201334;0.49764779686713806;0.0;0.0;0.0;0.38313808813261274;0.3454017423682407;0.0
GO:0007097;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.4594666508880993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5858391043369705;0.0;0.0;0.4964116440890069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42762101383246703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42762101383246703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6394028163345368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0036092;0.0;0.3153097492715336;0.0;0.30583177435444847;0.0;0.0;0.0;1.0;0.6379913014332701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42776379867482867;0.0;0.429888123648952;0.0;0.4030206477520474;0.0;0.36288470620778984;0.24138851853875337;0.24138851853875337;0.3960357056830067;0.0;0.0;0.32922410860465867;0.0;0.0;0.25074796960415136;0.2848925714244635;0.0;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.2750478485085872;0.2527946495411202;0.0;0.32597779583337133;0.0;0.20858484291008988;0.28863536137074036;0.0;0.0;0.2750478485085872;0.0;0.0;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.0;0.19457357436122563;0.0;0.43601409999569046;0.0;0.24138851853875337;0.0;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.0;0.0;0.2750478485085872;0.24138851853875337;0.0;0.0;0.0;0.0;0.0;0.26806290643954656;0.36936131778221354;0.3391339165501231;0.0;0.24138851853875337;0.0;0.0;0.32348457153000587;0.0;0.0;0.0;0.20858484291008988;0.24090324668827506;0.0;0.0;0.19457357436122563;0.22407358170335817;0.40186949817537837;0.297295455479691;0.3017222364093804;0.3141251204646079;0.2745625766581089;0.0;0.3798127587125141;0.33155432391574574;0.0;0.0;0.0;0.0;0.0;0.24138851853875337;0.24138851853875337;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.0;0.0;0.22407358170335817;0.0;0.0;0.0;0.0;0.0;0.0;0.2918775134935041;0.42526825472315116;0.0;0.2675776345890683;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24138851853875337;0.24138851853875337;0.3589763748526341;0.0;0.37580603983755106;0.0;0.25074796960415136;0.0;0.0;0.0;0.0;0.42776379867482867;0.3486872249854988;0.0;0.42776379867482867;0.0;0.0;0.20858484291008988;0.22407358170335817;0.0;0.0;0.0;0.257732911673192;0.0;0.38298705789197046;0.35803050602839176;0.24766211486611056;0.40350591960252563;0.0;0.0;0.0;0.3153957996444568
GO:0046854;0.0;0.334939805637046;0.0;0.32314671118984367;0.0;0.0;0.0;0.6379913014332701;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38667625461760874;0.0;0.362460966665997;0.0;0.439965640952955;0.0;0.38251476257330225;0.2610185749042658;0.2610185749042658;0.43298069888391433;0.0;0.0;0.34653904544005387;0.0;0.0;0.26806290643954656;0.3045226277899759;0.0;0.0;0.0;0.0;0.2610185749042658;0.0;0.0;0.2946779048740996;0.26680591808998444;0.0;0.34329273266876653;0.0;0.22407358170335817;0.30826541773625277;0.0;0.0;0.2946779048740996;0.0;0.0;0.0;0.0;0.0;0.2610185749042658;0.0;0.0;0.0;0.20858484291008988;0.0;0.5662115987999495;0.0;0.2610185749042658;0.0;0.0;0.0;0.0;0.2610185749042658;0.0;0.0;0.0;0.0;0.2946779048740996;0.2610185749042658;0.0;0.0;0.0;0.0;0.0;0.28769296280505896;0.40630631098312114;0.5021350909830457;0.0;0.2610185749042658;0.0;0.0;0.34079950836540107;0.0;0.0;0.0;0.22407358170335817;0.25821818352367026;0.0;0.0;0.20858484291008988;0.24138851853875337;0.5761844883766932;0.3169255118452034;0.3213522927748928;0.3337551768301203;0.2918775134935041;0.0;0.33201565809507144;0.35118438028125815;0.0;0.0;0.0;0.0;0.0;0.2610185749042658;0.2610185749042658;0.0;0.0;0.0;0.2610185749042658;0.0;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.0;0.0;0.0;0.0;0.3115075698590165;0.6574958686181263;0.0;0.2848925714244635;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2610185749042658;0.2610185749042658;0.38847638219476666;0.0;0.4053060471796836;0.0;0.26806290643954656;0.0;0.0;0.0;0.0;0.38667625461760874;0.28835666785725916;0.0;0.38667625461760874;0.0;0.0;0.22407358170335817;0.24138851853875337;0.0;0.0;0.0;0.2750478485085872;0.0;0.40261711425748287;0.37766056239390416;0.26315085365937885;0.4457972129574546;0.0;0.0;0.0;0.332710736479852
GO:0045124;0.24943908341599474;0.0;0.4159384634234516;0.0;0.37620420455963793;0.3912130084297369;0.0;0.0;0.0;1.0;0.0;0.404964231075544;0.36251410887585733;0.26675402025138994;0.0;0.0;0.0;0.26675402025138994;0.0;0.27302761657874713;0.0;0.0;0.457344055837016;0.4071811797946342;0.3358478681679795;0.0;0.31305846451769553;0.5302377443756963;0.0;0.4276254680649606;0.3358478681679795;0.0;0.3793519210536896;0.29342840815218313;0.3964359286910181;0.23395034462272646;0.4132179872476807;0.3358478681679795;0.4056789838410266;0.0;0.0;0.0;0.24943908341599474;0.0;0.24943908341599474;0.0;0.3830947109999665;0.30787157535550663;0.23395034462272646;0.36950719813781335;0.3959080802020843;0.39669561110450824;0.3996127239123709;0.4011654036915282;0.414826527245224;0.3358478681679795;0.0;0.4238826781186837;0.0;0.0;0.2835836852363069;0.39992437598488345;0.3121048885347678;0.3358478681679795;0.3672902494187232;0.23395034462272646;0.0;0.29342840815218313;0.0;0.26062473252351964;0.313973508325106;0.35771738824355703;0.4012214411292671;0.36950719813781335;0.3358478681679795;0.2732878518754486;0.23395034462272646;0.4338555676954274;0.24943908341599474;0.32408045727874174;0.3625222560687727;0.0;0.0;0.0;0.0;0.3102580731371;0.4879464510207672;0.0;0.3974583986805625;0.0;0.27611347131678793;0.0;0.0;0.3200434065867362;0.35771738824355703;0.33808733187804463;0.3358478681679795;0.0;0.3917548051089171;0.39618158603860654;0.40858447009383403;0.0;0.3790045959402334;0.0;0.0;0.23676874105877915;0.0;0.3843917761443502;0.3793437738607742;0.48348890830900776;0.3358478681679795;0.0;0.44769728517264124;0.3406752509841701;0.0;0.0;0.2662687484009117;0.29342840815218313;0.4399848554232977;0.3004133502212238;0.0;0.24943908341599474;0.0;0.28119718745471345;0.39889632616406473;0.3705324015414869;0.0;0.0;0.0;0.3423987806598666;0.0;0.3135155912328987;0.3991056384449468;0.0;0.26675402025138994;0.43793811701200963;0.37059179100772704;0.0;0.5844695292767239;0.2671859189058492;0.3358478681679795;0.0;0.0;0.0;0.0;0.3549169968629616;0.0;0.42846838749131055;0.47125768761153813;0.3645386205289437;0.42725994136693074;0.0;0.0;0.3076601585958893;0.0;0.0;0.3201027960529763;0.0;0.0;0.3853341747100316;0.4056789838410266;0.0;0.0;0.4240492062089302;0.47744640752119666;0.4524898556576179;0.0;0.0;0.0;0.27302761657874713;0.2507800096076434;0.0
