;GO:0007094;GO:0016925;GO:0032330;GO:0016926;GO:0015031;GO:0042772;GO:0048754;GO:0042775;GO:0002520;GO:1902309;GO:0005989;GO:0002479;GO:0045893;GO:0051482;GO:0033138;GO:0042426;GO:0051260;GO:0003064;GO:0000226;GO:0006605;GO:0000350;GO:0051496;GO:0001558;GO:0010944;GO:0006607;GO:0045022;GO:0086091;GO:0018146;GO:0010389;GO:0035025;GO:0006383;GO:1903543;GO:1900034;GO:0008285;GO:0090156;GO:0060306;GO:0042276;GO:0002064;GO:0051270;GO:0045944;GO:0006302;GO:0000045;GO:0097067;GO:0000165;GO:0034605;GO:1990668;GO:0016236;GO:1901016;GO:0006672;GO:0006397;GO:1902902;GO:0071387;GO:0048278;GO:0015937;GO:0050900;GO:1901020;GO:0060046;GO:0032092;GO:0008380;GO:0015871;GO:0006120;GO:0006487;GO:0006366;GO:0042177;GO:0051291;GO:0006887;GO:0033615;GO:0051443;GO:0043154;GO:2000678;GO:0048280;GO:1900060;GO:0036289;GO:0046827;GO:0044804;GO:0060271;GO:0007341;GO:1900740;GO:0006893;GO:0007224;GO:0045732;GO:0043312;GO:0043433;GO:1904667;GO:0006012;GO:0007189;GO:0006656;GO:0000422;GO:1905913;GO:0048208;GO:0006888;GO:0010628;GO:0071048;GO:0016567;GO:2000048;GO:0086013;GO:0043328;GO:0090630;GO:0006501;GO:0043687;GO:0000122;GO:0010839;GO:0000086;GO:0010719;GO:0010797;GO:0016310;GO:0032981;GO:0031532;GO:0035331;GO:0060058;GO:0006351;GO:0060054;GO:0051480;GO:0006357;GO:0090090;GO:0097711;GO:0035329;GO:0036258;GO:0032456
GO:0007094;1.0;0.03076923076923077;0.07547169811320753;0.030303030303030276;0.0;0.0892857142857143;0.0;0.036363636363636376;0.0;0.08333333333333337;0.03125;0.0;0.051948051948051965;0.045454545454545414;0.05405405405405406;0.04347826086956519;0.03703703703703709;0.054545454545454564;0.037735849056603765;0.0;0.0357142857142857;0.09230769230769231;0.10204081632653061;0.07792207792207795;0.0;0.0;0.051724137931034475;0.02777777777777779;0.18367346938775508;0.06153846153846154;0.026666666666666616;0.06349206349206349;0.07843137254901966;0.12244897959183676;0.05555555555555558;0.054545454545454564;0.024390243902439046;0.038461538461538436;0.08163265306122447;0.05063291139240511;0.02941176470588236;0.036363636363636376;0.03389830508474578;0.07352941176470584;0.036363636363636376;0.03508771929824561;0.03703703703703709;0.06557377049180324;0.033333333333333326;0.031746031746031744;0.15384615384615385;0.026666666666666616;0.037735849056603765;0.01980198019801982;0.037735849056603765;0.05555555555555558;0.05882352941176472;0.037735849056603765;0.032258064516129004;0.0;0.03703703703703709;0.03125;0.026666666666666616;0.06666666666666665;0.03703703703703709;0.03703703703703709;0.0357142857142857;0.052631578947368474;0.07317073170731703;0.036363636363636376;0.03508771929824561;0.08333333333333337;0.02898550724637683;0.044117647058823484;0.03703703703703709;0.03448275862068961;0.0;0.0736842105263158;0.0;0.09999999999999998;0.049180327868852514;0.02941176470588236;0.0757575757575758;0.07894736842105265;0.0;0.0892857142857143;0.0273972602739726;0.032786885245901676;0.07017543859649122;0.0357142857142857;0.0;0.05555555555555558;0.0;0.031746031746031744;0.1132075471698113;0.03389830508474578;0.0;0.0357142857142857;0.03125;0.032786885245901676;0.07692307692307687;0.1132075471698113;0.07843137254901966;0.1071428571428571;0.054545454545454564;0.038461538461538436;0.0357142857142857;0.03703703703703709;0.10169491525423724;0.05633802816901412;0.027027027027026973;0.07407407407407407;0.046875;0.06349206349206349;0.10169491525423724;0.037735849056603765;0.09999999999999998;0.0357142857142857;0.0
GO:0016925;0.03076923076923077;1.0;0.0;0.8571428571428572;0.0;0.06666666666666665;0.0;0.16666666666666663;0.0;0.0;0.19354838709677424;0.0;0.0;0.052631578947368474;0.0;0.19444444444444442;0.07999999999999996;0.0;0.08333333333333337;0.0;0.07407407407407407;0.0;0.0;0.0;0.0;0.0;0.0;0.21621621621621623;0.0;0.0;0.23076923076923073;0.0;0.0;0.0;0.07692307692307687;0.0;0.19565217391304346;0.08695652173913049;0.0;0.0;0.28125;0.07692307692307687;0.06666666666666665;0.5172413793103448;0.07692307692307687;0.0714285714285714;0.17391304347826086;0.0;0.31999999999999995;0.2857142857142857;0.0;0.04347826086956519;0.08333333333333337;0.12121212121212122;0.08333333333333337;0.0;0.0;0.0;0.2962962962962963;0.0;0.17391304347826086;0.6818181818181819;0.23076923076923073;0.0;0.07999999999999996;0.07999999999999996;0.07407407407407407;0.0;0.0;0.0;0.0714285714285714;0.0;0.6153846153846154;0.0;0.17391304347826086;0.06896551724137934;0.0;0.028169014084507005;0.0;0.08333333333333337;0.0;0.05128205128205132;0.0;0.0;0.17391304347826086;0.06666666666666665;0.21052631578947367;0.1333333333333333;0.0;0.07407407407407407;0.0;0.0;0.0;0.8947368421052632;0.0;0.0;0.0;0.0;0.6818181818181819;0.7894736842105263;0.0;0.0;0.08333333333333337;0.0;0.07407407407407407;0.19047619047619047;0.07407407407407407;0.07999999999999996;0.0;0.0;0.23684210526315785;0.0;0.05555555555555558;0.0;0.0;0.08333333333333337;0.08333333333333337;0.07407407407407407;0.0
GO:0032330;0.07547169811320753;0.0;1.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.11428571428571432;0.0;0.0;0.10526315789473684;0.0714285714285714;0.11428571428571432;0.06451612903225812;0.0;0.2666666666666667;0.0;0.0;0.0;0.1428571428571429;0.36363636363636365;0.09999999999999998;0.0;0.0;0.2222222222222222;0.0;0.2666666666666667;0.15384615384615385;0.0;0.16666666666666663;0.33333333333333337;0.33333333333333337;0.125;0.1875;0.0;0.0;0.4;0.09999999999999998;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.08823529411764708;0.25;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.13636363636363635;0.0;0.0;0.0;0.10810810810810811;0.0888888888888889;0.125;0.0;0.11428571428571432;0.0;0.10344827586206895;0.0;0.0;0.0;0.06779661016949157;0.0;0.33333333333333337;0.13636363636363635;0.0;0.1428571428571429;0.10256410256410253;0.0;0.2222222222222222;0.0;0.0;0.1578947368421053;0.0;0.0;0.19999999999999996;0.0;0.0;0.25;0.09999999999999998;0.0;0.11764705882352944;0.0;0.0;0.09756097560975607;0.25;0.0;0.5333333333333333;0.11764705882352944;0.0;0.0;0.0;0.18181818181818177;0.24137931034482762;0.0;0.2666666666666667;0.07692307692307687;0.16666666666666663;0.18181818181818177;0.0;0.33333333333333337;0.0;0.0
GO:0016926;0.030303030303030276;0.8571428571428572;0.0;1.0;0.0;0.06451612903225812;0.0;0.16000000000000003;0.0;0.0;0.1875;0.0;0.0;0.05128205128205132;0.0;0.18918918918918914;0.07692307692307687;0.0;0.07999999999999996;0.0;0.0714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.22499999999999998;0.0;0.0;0.0;0.07407407407407407;0.0;0.19148936170212771;0.08333333333333337;0.0;0.0;0.2727272727272727;0.07407407407407407;0.06451612903225812;0.5;0.07407407407407407;0.06896551724137934;0.16666666666666663;0.0;0.3076923076923077;0.27586206896551724;0.0;0.04255319148936165;0.07999999999999996;0.11940298507462688;0.07999999999999996;0.0;0.0;0.0;0.2857142857142857;0.0;0.16666666666666663;0.6521739130434783;0.22499999999999998;0.0;0.07692307692307687;0.07692307692307687;0.0714285714285714;0.0;0.0;0.0;0.06896551724137934;0.0;0.5925925925925926;0.0;0.16666666666666663;0.06666666666666665;0.0;0.02777777777777779;0.0;0.07999999999999996;0.0;0.050000000000000044;0.0;0.0;0.16666666666666663;0.06451612903225812;0.20512820512820518;0.12903225806451613;0.0;0.0714285714285714;0.0;0.0;0.0;0.7619047619047619;0.0;0.0;0.0;0.0;0.6521739130434783;0.75;0.0;0.0;0.07999999999999996;0.0;0.0714285714285714;0.18181818181818177;0.0714285714285714;0.07692307692307687;0.0;0.0;0.23076923076923073;0.0;0.05405405405405406;0.0;0.0;0.07999999999999996;0.07999999999999996;0.0714285714285714;0.0
GO:0015031;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6875;0.0;0.0;0.0;0.0;0.42307692307692313;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.2666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2666666666666667;0.0;0.0;0.13793103448275867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.1875;0.0;0.0;0.19999999999999996;0.3793103448275862;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.25
GO:0042772;0.0892857142857143;0.06666666666666665;0.2222222222222222;0.06451612903225812;0.0;1.0;0.0;0.09999999999999998;0.0;0.10256410256410253;0.06896551724137934;0.0;0.09523809523809523;0.09677419354838712;0.10256410256410253;0.08823529411764708;0.10526315789473684;0.15000000000000002;0.11111111111111116;0.0;0.09523809523809523;0.125;0.2666666666666667;0.09090909090909094;0.0;0.0;0.13043478260869568;0.05405405405405406;0.21052631578947367;0.1333333333333333;0.050000000000000044;0.1428571428571429;0.25;0.25;0.1578947368421053;0.15000000000000002;0.16666666666666663;0.11764705882352944;0.2857142857142857;0.09090909090909094;0.25;0.09999999999999998;0.18181818181818177;0.22580645161290325;0.375;0.09090909090909094;0.10526315789473684;0.15384615384615385;0.07999999999999996;0.0714285714285714;0.11111111111111116;0.10526315789473684;0.11111111111111116;0.030303030303030276;0.11111111111111116;0.07894736842105265;0.1875;0.11111111111111116;0.07407407407407407;0.0;0.10526315789473684;0.06896551724137934;0.050000000000000044;0.11538461538461542;0.10526315789473684;0.10526315789473684;0.09523809523809523;0.09756097560975607;0.08163265306122447;0.09999999999999998;0.09090909090909094;0.10256410256410253;0.05882352941176472;0.09090909090909094;0.10526315789473684;0.08695652173913049;0.0;0.08064516129032262;0.0;0.4285714285714286;0.11538461538461542;0.06060606060606055;0.125;0.09302325581395354;0.0;0.368421052631579;0.052631578947368474;0.07692307692307687;0.13043478260869568;0.09523809523809523;0.0;0.1578947368421053;0.0;0.0714285714285714;0.19999999999999996;0.08333333333333337;0.0;0.09523809523809523;0.06896551724137934;0.07692307692307687;0.0888888888888889;0.19999999999999996;0.11111111111111116;0.17391304347826086;0.15000000000000002;0.11764705882352944;0.09523809523809523;0.10526315789473684;0.15384615384615385;0.11111111111111116;0.05128205128205132;0.21052631578947367;0.10344827586206895;0.1428571428571429;0.15384615384615385;0.11111111111111116;0.5384615384615384;0.09523809523809523;0.0
GO:0048754;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042775;0.036363636363636376;0.16666666666666663;0.0;0.16000000000000003;0.0;0.09999999999999998;0.0;1.0;0.0;0.0;0.17391304347826086;0.0;0.0;0.0714285714285714;0.0;0.13793103448275867;0.1333333333333333;0.0;0.1428571428571429;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.0;0.0;0.12903225806451613;0.0;0.0;0.11764705882352944;0.0;0.0;0.0;0.125;0.0;0.09756097560975607;0.15384615384615385;0.0;0.0;0.14814814814814814;0.125;0.09999999999999998;0.1333333333333333;0.125;0.11111111111111116;0.3076923076923077;0.0;0.21052631578947367;0.18181818181818177;0.0;0.05555555555555558;0.1428571428571429;0.06666666666666665;0.1428571428571429;0.0;0.0;0.0;0.19047619047619047;0.0;0.8888888888888888;0.17391304347826086;0.11764705882352944;0.0;0.1333333333333333;0.1333333333333333;0.11764705882352944;0.0;0.0;0.0;0.11111111111111116;0.0;0.1428571428571429;0.0;0.3076923076923077;0.10526315789473684;0.0;0.032786885245901676;0.0;0.1428571428571429;0.0;0.06896551724137934;0.0;0.0;0.1333333333333333;0.09999999999999998;0.125;0.19999999999999996;0.0;0.11764705882352944;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.17391304347826086;0.19999999999999996;0.0;0.0;0.1428571428571429;0.0;0.11764705882352944;0.36363636363636365;0.11764705882352944;0.1333333333333333;0.0;0.0;0.12121212121212122;0.0;0.07692307692307687;0.0;0.0;0.1428571428571429;0.1428571428571429;0.11764705882352944;0.0
GO:0002520;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;1.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1902309;0.08333333333333337;0.0;0.11428571428571432;0.0;0.0;0.10256410256410253;0.0;0.0;0.0;1.0;0.0;0.0;0.16666666666666663;0.04081632653061229;0.30434782608695654;0.038461538461538436;0.0;0.08108108108108103;0.0;0.0;0.0;0.08163265306122447;0.125;0.30000000000000004;0.0;0.0;0.07499999999999996;0.0;0.11111111111111116;0.08510638297872342;0.0;0.0888888888888889;0.12121212121212122;0.19354838709677424;0.05405405405405406;0.08108108108108103;0.0;0.0;0.12903225806451613;0.1607142857142857;0.0;0.0;0.0;0.07843137254901966;0.0;0.0;0.0;0.09302325581395354;0.0;0.0;0.21276595744680848;0.0;0.0;0.0;0.0;0.07407407407407407;0.09090909090909094;0.05714285714285716;0.0;0.0;0.0;0.0;0.0;0.3939393939393939;0.0;0.0;0.0;0.24;0.37254901960784315;0.05405405405405406;0.0;0.30434782608695654;0.0;0.06000000000000005;0.0;0.0;0.0;0.050000000000000044;0.0;0.12121212121212122;0.21052631578947367;0.0;0.2325581395348837;0.4883720930232558;0.0;0.10256410256410253;0.0;0.0;0.10256410256410253;0.0;0.0;0.1470588235294118;0.0;0.0;0.17142857142857137;0.04878048780487809;0.0;0.052631578947368474;0.0;0.0;0.2941176470588235;0.17142857142857137;0.0;0.1578947368421053;0.052631578947368474;0.0;0.0;0.0;0.14634146341463417;0.07547169811320753;0.0;0.11111111111111116;0.04255319148936165;0.22499999999999998;0.14634146341463417;0.0;0.12121212121212122;0.0;0.0
