;GO:0061333;GO:0032330;GO:0051091;GO:0060401;GO:0051092;GO:0007016;GO:0045766;GO:0002634;GO:0032967;GO:0002755;GO:0071498;GO:0071374;GO:0032729;GO:0018277;GO:0071897;GO:0001947;GO:2000111;GO:0019886;GO:0035556;GO:0042307;GO:0060998;GO:0051260;GO:0045652;GO:0048251;GO:0045540;GO:0001954;GO:0001558;GO:0051496;GO:0014902;GO:0030890;GO:0086091;GO:0034059;GO:0070278;GO:0070318;GO:0034614;GO:1905563;GO:0060025;GO:1904753;GO:0008284;GO:0002062;GO:0038095;GO:0045666;GO:0097190;GO:0060548;GO:0045663;GO:0045669;GO:0045944;GO:0043524;GO:0050850;GO:0000165;GO:0051145;GO:0007229;GO:0030889;GO:0071277;GO:0051385;GO:0046641;GO:0001649;GO:0001805;GO:0050731;GO:0050852;GO:0050853;GO:0016358;GO:0043537;GO:0046928;GO:0031295;GO:0060536;GO:0038083;GO:0048667;GO:0048666;GO:0007249;GO:0001782;GO:0007517;GO:0050982;GO:0002587;GO:0002467;GO:0001812;GO:0002902;GO:0032496;GO:0050867;GO:0032012;GO:0001818;GO:0086073;GO:0060045;GO:0007172;GO:0055012;GO:0006366;GO:0008543;GO:0051291;GO:0006367;GO:1903966;GO:0002159;GO:0009749;GO:0035914;GO:0048167;GO:0030220;GO:2000311;GO:2000310;GO:0030224;GO:0019722;GO:0010694;GO:0014898;GO:0051966;GO:0030501;GO:0051963;GO:0046949;GO:0014033;GO:0007186;GO:0030182;GO:0090263;GO:0042100;GO:0043312;GO:1904706;GO:0043434;GO:0045579;GO:2000727;GO:0030217;GO:0043280;GO:0045580;GO:0071560;GO:0071681;GO:0010629;GO:0002721;GO:0010628;GO:2001016;GO:0032355;GO:0010469;GO:0035984;GO:0072659;GO:0032753;GO:0043200;GO:0090073;GO:0000122;GO:0018057;GO:0098911;GO:0070542;GO:0060297;GO:0060452;GO:0035690;GO:0006351;GO:0007169;GO:0045597;GO:0048469;GO:0072160;GO:0045879;GO:0002553;GO:0045086;GO:0030318;GO:0098761;GO:0071222;GO:2000987;GO:0002669;GO:0046330;GO:0045087;GO:0070374;GO:0071864;GO:0071226;GO:0030279
GO:0061333;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6254971664487011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.104543647937524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.104543647937524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.104543647937524;0.0;0.0;0.0;0.0;0.0;0.104543647937524;0.0;0.0;0.0;0.0;0.10318310144212306;0.0;0.0;0.0;0.33951735312515163;0.0;0.13610176506583027;0.104543647937524;0.0;0.0;0.104543647937524;0.0;0.0;0.104543647937524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07118576870710282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.104543647937524;0.0;0.09963167988796041;0.0;0.0;0.04843175339428085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07239242404242849;0.0;0.104543647937524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05176585175401968;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.104543647937524;0.0678553000836163;0.0;0.0;0.0;0.104543647937524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032330;0.0;1.0;0.028659235217474235;0.0;0.02849417210833194;0.05033801934168626;0.17164947137953412;0.14210042952538657;0.04244253132023494;0.019295575792472548;0.0;0.0;0.12205432162818906;0.0;0.0;0.0;0.031096837532917178;0.0;0.14210042952538657;0.005734742482968549;0.26629411855497775;0.0;0.33839025480269164;0.0;0.038173920804953514;0.0797003682520364;0.14210042952538657;0.02181035718438865;0.0;0.015731131713214507;0.13016273757967337;0.0;0.0;0.09626146168572945;0.0;0.07349021061759281;0.14210042952538657;0.03244546911032127;0.14210042952538657;0.0;0.10146335594481412;0.06917606544799217;0.14210042952538657;0.14210042952538657;0.2042175986464048;0.1373724870572703;0.005439344724655555;0.04432685872670267;0.03318754980184156;0.0344022327979711;0.0;0.14210042952538657;0.01572544280588467;0.0;0.0;0.008490033138338878;0.0;0.00370412346640025;0.010216603126352617;0.03628655925051139;0.03628655925051139;0.0;0.022344123425261618;0.0772231816711453;0.02243583701703053;0.0;0.0;0.0;0.0;0.14210042952538657;0.06009409744517728;0.0;0.0;0.030864271579772416;0.0;0.004024901330554217;0.14210042952538657;0.0;0.14210042952538657;0.14210042952538657;0.14210042952538657;0.0;0.03204499328169023;0.09219140839078975;0.0;0.0;0.14210042952538657;0.0;0.0;0.0;0.0;0.0;0.0;0.14210042952538657;0.0;0.039664083235136566;0.039664083235136566;0.0;0.14210042952538657;0.025220075539317884;0.0;0.14210042952538657;0.1343291845629709;0.38541394966689924;0.0;0.0;0.14210042952538657;0.0;0.03366365709627272;0.0;0.0;0.09844323943383655;0.0;0.029051858049359135;0.03493446881493608;0.0;0.010857048266638851;0.17790111995112062;0.0;0.0;0.07563384408059995;0.0739740765154492;0.07595466202205571;0.0620110197329897;0.0;0.14210042952538657;0.0;0.0;0.12259494357455726;0.0;0.06009409744517728;0.004334589126298501;0.0;0.07779420764327721;0.0;0.1410209731344571;0.04645471215358898;0.0;0.0;0.14210042952538657;0.28273019813440253;0.0;0.0;0.04232906643368054;0.01783195479773149;0.00953719963097976;0.0;0.0;0.0;0.03797000925595291;0.05530260512755055;0.0045188670929252805;0.0;0.006754307064843514;0.12628214781267033;0.0;0.14210042952538657
GO:0051091;0.0;0.028659235217474235;1.0;0.0;0.9942404914894011;0.012119955440074649;0.028659235217474235;0.01607420616731041;0.03863865296507697;0.019295575792472548;0.0;0.0;0.028659235217474235;0.0;0.0;0.0;0.028659235217474235;0.0;0.028659235217474235;0.01022466254447314;0.028659235217474235;0.0;0.028659235217474235;0.0;0.03863865296507697;0.028659235217474235;0.028659235217474235;0.02181035718438865;0.0;0.015731131713214507;0.01607420616731041;0.0;0.0;0.028659235217474235;0.0;0.028659235217474235;0.028659235217474235;0.028659235217474235;0.028659235217474235;0.0;0.028659235217474235;0.02360482794317955;0.028659235217474235;0.028659235217474235;0.028659235217474235;0.028659235217474235;0.16760549890937199;0.028659235217474235;0.028659235217474235;0.028659235217474235;0.0;0.028659235217474235;0.01572544280588467;0.0;0.0;0.008490033138338878;0.0;0.006604204561841414;0.029222626852749144;0.028659235217474235;0.028659235217474235;0.0;0.022344123425261618;0.028659235217474235;0.02243583701703053;0.0;0.0;0.0;0.0;0.028659235217474235;0.012119955440074649;0.0;0.0;0.01607420616731041;0.0;0.0071761300532565695;0.028659235217474235;0.0;0.028659235217474235;0.028659235217474235;0.01607420616731041;0.0;0.01105254803770684;0.028659235217474235;0.0;0.0;0.028659235217474235;0.0;0.0;0.0;0.0;0.0;0.0;0.028659235217474235;0.0;0.028659235217474235;0.028659235217474235;0.0;0.028659235217474235;0.07213717197085098;0.0;0.028659235217474235;0.028659235217474235;0.028659235217474235;0.0;0.0;0.028659235217474235;0.0;0.028659235217474235;0.0;0.0;0.028659235217474235;0.0;0.00991331476058534;0.011920627753581966;0.0;0.031054496910025483;0.028659235217474235;0.0;0.0;0.04942123444857465;0.01607420616731041;0.04942123444857465;0.021159911913157522;0.0;0.028659235217474235;0.0;0.0;0.028659235217474235;0.0;0.024361933213906894;0.13356406145528946;0.0;0.028659235217474235;0.0;0.028659235217474235;0.028659235217474235;0.0;0.0;0.028659235217474235;0.028659235217474235;0.0;0.0;0.028659235217474235;0.012119955440074649;0.04833091737934245;0.0;0.0;0.0;0.028659235217474235;0.019074265187374234;0.012925349572707388;0.0;0.01931939535712146;0.028659235217474235;0.0;0.01607420616731041
GO:0060401;0.0;0.0;0.0;1.0;0.0;0.05033801934168626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.198343291040361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056185937859846775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.051466723146699776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06400623860210813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051092;0.0;0.02849417210833194;0.9942404914894011;0.0;1.0;0.012050150453569459;0.02849417210833194;0.015981626640088665;0.038416113314486536;0.019295575792472548;0.0;0.0;0.02849417210833194;0.0;0.0;0.0;0.02849417210833194;0.0;0.02849417210833194;0.01022466254447314;0.02849417210833194;0.0;0.02849417210833194;0.0;0.038416113314486536;0.02849417210833194;0.02849417210833194;0.02181035718438865;0.0;0.015731131713214507;0.015981626640088665;0.0;0.0;0.02849417210833194;0.0;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.0;0.02849417210833194;0.02360482794317955;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.16760549890937199;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.0;0.02849417210833194;0.01572544280588467;0.0;0.0;0.008490033138338878;0.0;0.006604204561841414;0.029222626852749144;0.02849417210833194;0.02849417210833194;0.0;0.022344123425261618;0.02849417210833194;0.02243583701703053;0.0;0.0;0.0;0.0;0.02849417210833194;0.012050150453569459;0.0;0.0;0.015981626640088665;0.0;0.0071761300532565695;0.02849417210833194;0.0;0.02849417210833194;0.02849417210833194;0.015981626640088665;0.0;0.01105254803770684;0.02849417210833194;0.0;0.0;0.02849417210833194;0.0;0.0;0.0;0.0;0.0;0.0;0.02849417210833194;0.0;0.02849417210833194;0.02849417210833194;0.0;0.02849417210833194;0.07213717197085098;0.0;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.0;0.0;0.02849417210833194;0.0;0.02849417210833194;0.0;0.0;0.02849417210833194;0.0;0.00991331476058534;0.011920627753581966;0.0;0.031054496910025483;0.02849417210833194;0.0;0.0;0.04913659242816378;0.015981626640088665;0.04913659242816378;0.021159911913157522;0.0;0.02849417210833194;0.0;0.0;0.02849417210833194;0.0;0.024221620452226755;0.13356406145528946;0.0;0.02849417210833194;0.0;0.02849417210833194;0.02849417210833194;0.0;0.0;0.02849417210833194;0.02849417210833194;0.0;0.0;0.02849417210833194;0.012050150453569459;0.04833091737934245;0.0;0.0;0.0;0.02849417210833194;0.019074265187374234;0.012925349572707388;0.0;0.01931939535712146;0.02849417210833194;0.0;0.015981626640088665
GO:0007016;0.0;0.05033801934168626;0.012119955440074649;0.05033801934168626;0.012050150453569459;1.0;0.02503693274896002;0.05033801934168626;0.032001679150497765;0.008160075348164186;0.05033801934168626;0.030783930078066138;0.05033801934168626;0.022277141600228655;0.005873524301798058;0.0;0.013150814471015494;0.0;0.05033801934168626;0.004323997255630052;0.03842757537845103;0.1712133182807591;0.04883140902369964;0.1712133182807591;0.028783145762425546;0.05033801934168626;0.05033801934168626;0.009223573315931596;0.05033801934168626;0.006652676316702776;0.06676127688365002;0.0;0.05033801934168626;0.04070885413983894;0.023368729875322573;0.03107891997843143;0.05033801934168626;0.01372114911181041;0.05033801934168626;0.05033801934168626;0.04290872884499664;0.009982452799980139;0.05033801934168626;0.05033801934168626;0.029469622566864185;0.019823538086248378;0.0023002922159567813;0.018745774215166506;0.014034974126536618;0.01454866207651827;0.05033801934168626;0.05033801934168626;0.0066502704847670275;0.042893390906138834;0.0;0.0035904246062604074;0.05033801934168626;0.0027929100130994317;0.0043205889375869345;0.015345541423299216;0.015345541423299216;0.1712133182807591;0.009449302404852018;0.043312437811348296;0.009488087970379274;0.0;0.00644285964833323;0.1712133182807591;0.05033801934168626;0.05033801934168626;0.06676127688365002;0.0;0.0;0.02327166843224553;0.0;0.0030347766022946676;0.05033801934168626;0.0;0.05033801934168626;0.05033801934168626;0.05033801934168626;0.0;0.004674109015812639;0.13260756395083723;0.05033801934168626;0.00576711589335461;0.05033801934168626;0.1712133182807591;0.007057077111086225;0.006044978240977292;0.1525461128041355;0.0;0.05033801934168626;0.06676127688365002;0.05033801934168626;0.01677389217588598;0.01677389217588598;0.04843175339428085;0.05033801934168626;0.010665539028252827;0.0;0.05033801934168626;0.019593365089306862;0.05033801934168626;0.00833332053224899;0.05033801934168626;0.05033801934168626;0.05033801934168626;0.014236319317690978;0.05033801934168626;0.02535564089323761;0.04163152527486914;0.0;0.004192328659505571;0.005041218863476131;0.05033801934168626;0.004591432402291419;0.025672022851759516;0.034541580701594334;0.007204172619749129;0.05033801934168626;0.03128354627346304;0.05033801934168626;0.008948500808109688;0.0;0.05033801934168626;0.00916873075000207;0.05033801934168626;0.05033801934168626;0.0;0.05033801934168626;0.0018330924277329649;0.010492072494931264;0.04363271115895462;0.0;0.020350032905244463;0.01964564082085833;0.05033801934168626;0.005791764842280598;0.05033801934168626;0.04079938400265904;0.05033801934168626;0.05033801934168626;0.017900910303543724;0.023649799638465543;0.004033270032275416;0.05033801934168626;0.04124057718599388;0.014148413061266386;0.016057470366856796;0.008066483364573078;0.0019110233539128216;0.0;0.0028563881776081583;0.05033801934168626;0.05033801934168626;0.05033801934168626
GO:0045766;0.0;0.17164947137953412;0.028659235217474235;0.0;0.02849417210833194;0.02503693274896002;1.0;0.08397915134489903;0.059203133899649846;0.019295575792472548;0.0;0.0;0.17550054565552936;0.0;0.0;0.0;0.031096837532917178;0.0;0.033205470168080946;0.01022466254447314;0.17164947137953412;0.0;0.17164947137953412;0.0;0.033205470168080946;0.059203133899649846;0.033205470168080946;0.02181035718438865;0.0;0.015731131713214507;0.059203133899649846;0.0;0.0;0.059203133899649846;0.0;0.033205470168080946;0.033205470168080946;0.018197804502348085;0.059203133899649846;0.0;0.033205470168080946;0.06997366374480725;0.033205470168080946;0.033205470168080946;0.17180937696579324;0.13895638838205013;0.005439344724655555;0.02486176133157318;0.03318754980184156;0.019295301441722517;0.0;0.033205470168080946;0.008819984476763567;0.0;0.0;0.008490033138338878;0.0;0.006604204561841414;0.010216603126352617;0.03628655925051139;0.03628655925051139;0.0;0.022344123425261618;0.033205470168080946;0.02243583701703053;0.0;0.0;0.0;0.0;0.033205470168080946;0.02503693274896002;0.0;0.0;0.030864271579772416;0.0;0.0071761300532565695;0.033205470168080946;0.0;0.059203133899649846;0.033205470168080946;0.059203133899649846;0.0;0.03276394480720172;0.033205470168080946;0.0;0.0;0.033205470168080946;0.0;0.0;0.0;0.0;0.0;0.0;0.033205470168080946;0.0;0.02224653402370641;0.02224653402370641;0.0;0.033205470168080946;0.025220075539317884;0.0;0.033205470168080946;0.13734295246466194;0.17164947137953412;0.0;0.0;0.033205470168080946;0.0;0.03366365709627272;0.0;0.0;0.033205470168080946;0.0;0.029386825242844628;0.035337262362769205;0.0;0.010857048266638851;0.17164947137953412;0.0;0.0;0.033205470168080946;0.059203133899649846;0.059203133899649846;0.06272600523270686;0.0;0.033205470168080946;0.0;0.0;0.17550054565552936;0.0;0.02503693274896002;0.0024311562656152597;0.0;0.059203133899649846;0.0;0.06825830106102702;0.13770938790241363;0.0;0.0;0.033205470168080946;0.17180937696579324;0.0;0.0;0.023741252533839408;0.01783195479773149;0.028271877331692407;0.0;0.0;0.0;0.11255751011864336;0.05654335721545721;0.0045188670929252805;0.0;0.006754307064843514;0.059203133899649846;0.0;0.059203133899649846
GO:0002634;0.0;0.14210042952538657;0.01607420616731041;0.0;0.015981626640088665;0.05033801934168626;0.08397915134489903;1.0;0.04244253132023494;0.05439634701412374;0.0;0.0;0.06845703713218734;0.0;0.0;0.0;0.017441392760916805;0.0;0.10040333596803487;0.005734742482968549;0.09086707678534721;0.0;0.11546831538534785;0.0;0.038173920804953514;0.08886136231624644;0.10040333596803487;0.012232851829583478;0.0;0.015731131713214507;0.0730048329371151;0.0;0.0;0.053990504958053596;0.0;0.0412187131925274;0.10040333596803487;0.018197804502348085;0.10040333596803487;0.0;0.28603634214143475;0.02360482794317955;0.10040333596803487;0.10040333596803487;0.06968481436172225;0.046875373730982314;0.0030507844279764845;0.02486176133157318;0.03318754980184156;0.019295301441722517;0.0;0.10040333596803487;0.01572544280588467;0.0;0.0;0.008490033138338878;0.0;0.02258882994300654;0.005730222168749597;0.1022957951692432;0.1022957951692432;0.0;0.012532227180524838;0.043312437811348296;0.02243583701703053;0.0;0.0;0.0;0.0;0.10040333596803487;0.07570414024190907;0.0;0.0;0.05502893329933618;0.0;0.02454502732373171;0.10040333596803487;0.0;0.10040333596803487;0.1633014782064568;0.10040333596803487;0.0;0.01105254803770684;0.09219140839078975;0.0;0.0;0.10040333596803487;0.0;0.0;0.0;0.0;0.0;0.0;0.10040333596803487;0.0;0.039664083235136566;0.039664083235136566;0.0;0.10040333596803487;0.014145272569135413;0.0;0.10040333596803487;0.04633109928272434;0.13293203576764942;0.0;0.0;0.10040333596803487;0.0;0.03366365709627272;0.0;0.0;0.0552142063258047;0.0;0.00991331476058534;0.011920627753581966;0.0;0.006089430889627678;0.0607048883186668;0.0;0.0;0.07563384408059995;0.25301878809951994;0.07595466202205571;0.021159911913157522;0.0;0.1637692245489811;0.0;0.0;0.06876025766680915;0.0;0.07101527932167624;0.0024311562656152597;0.0;0.04363271115895462;0.0;0.06825830106102702;0.026055217975410407;0.0;0.0;0.10040333596803487;0.09647553150187647;0.0;0.0;0.04232906643368054;0.01783195479773149;0.005349162738079377;0.0;0.0;0.0;0.03797000925595291;0.019074265187374234;0.0045188670929252805;0.0;0.006754307064843514;0.07082831289070685;0.0;0.10040333596803487
GO:0032967;0.0;0.04244253132023494;0.03863865296507697;0.0;0.038416113314486536;0.032001679150497765;0.059203133899649846;0.04244253132023494;1.0;0.019295575792472548;0.0;0.0;0.07567219654089814;0.0;0.0;0.0;0.031096837532917178;0.0;0.04244253132023494;0.01022466254447314;0.04244253132023494;0.0;0.04244253132023494;0.0;0.09176122683424127;0.07567219654089814;0.04244253132023494;0.02181035718438865;0.0;0.015731131713214507;0.04244253132023494;0.0;0.0;0.07567219654089814;0.0;0.0412187131925274;0.04244253132023494;0.018197804502348085;0.07567219654089814;0.0;0.04244253132023494;0.02360482794317955;0.04244253132023494;0.04244253132023494;0.06968481436172225;0.046875373730982314;0.026521627859936794;0.02486176133157318;0.03318754980184156;0.019295301441722517;0.0;0.04244253132023494;0.008819984476763567;0.0;0.0;0.008490033138338878;0.0;0.006604204561841414;0.02893086215896599;0.03628655925051139;0.03628655925051139;0.0;0.012532227180524838;0.04244253132023494;0.02243583701703053;0.0;0.0;0.0;0.0;0.04244253132023494;0.032001679150497765;0.0;0.0;0.030864271579772416;0.0;0.0071761300532565695;0.04244253132023494;0.0;0.07567219654089814;0.04244253132023494;0.04244253132023494;0.0;0.01105254803770684;0.04244253132023494;0.0;0.0;0.04244253132023494;0.0;0.0;0.0;0.0;0.0;0.0;0.04244253132023494;0.0;0.02224653402370641;0.02224653402370641;0.0;0.04244253132023494;0.07141693966605127;0.0;0.04244253132023494;0.04633109928272434;0.04244253132023494;0.0;0.0;0.04244253132023494;0.0;0.03366365709627272;0.0;0.0;0.04244253132023494;0.0;0.00991331476058534;0.011920627753581966;0.0;0.030744442450267324;0.034047764456842336;0.0;0.0;0.07567219654089814;0.041490100762378954;0.21428471482306524;0.021159911913157522;0.0;0.04244253132023494;0.0;0.0;0.07567219654089814;0.0;0.032001679150497765;0.0058439342057224775;0.0;0.04244253132023494;0.0;0.026989424676336568;0.04645471215358898;0.0;0.0;0.04244253132023494;0.07567219654089814;0.0;0.0;0.023741252533839408;0.01783195479773149;0.046502303538922915;0.0;0.0;0.0;0.03797000925595291;0.019074265187374234;0.012796300234359957;0.0;0.01912650655561675;0.07567219654089814;0.0;0.04244253132023494
GO:0002755;0.0;0.019295575792472548;0.019295575792472548;0.0;0.019295575792472548;0.008160075348164186;0.019295575792472548;0.05439634701412374;0.019295575792472548;1.0;0.008160075348164186;0.008160075348164186;0.019295575792472548;0.008160075348164186;0.005873524301798058;0.0;0.019295575792472548;0.008160075348164186;0.04709164073433045;0.01022466254447314;0.019295575792472548;0.008160075348164186;0.019295575792472548;0.008160075348164186;0.010822377535603424;0.019295575792472548;0.019295575792472548;0.019295575792472548;0.008160075348164186;0.044666400907885304;0.010822377535603424;0.0;0.008160075348164186;0.019295575792472548;0.008160075348164186;0.019295575792472548;0.019295575792472548;0.019295575792472548;0.019295575792472548;0.008160075348164186;0.11824708088347172;0.019295575792472548;0.04709164073433045;0.019295575792472548;0.019295575792472548;0.019295575792472548;0.005439344724655555;0.019295575792472548;0.056860716224778764;0.04709164073433045;0.008160075348164186;0.04709164073433045;0.01572544280588467;0.008160075348164186;0.0;0.024106290049032093;0.008160075348164186;0.06502177844148663;0.010216603126352617;0.3365434249374996;0.3365434249374996;0.008160075348164186;0.019295575792472548;0.019295575792472548;0.05478715325808889;0.0;0.00644285964833323;0.008160075348164186;0.008160075348164186;0.04709164073433045;0.008160075348164186;0.0;0.0;0.019295575792472548;0.008160075348164186;0.07065267800548586;0.019295575792472548;0.0;0.019295575792472548;0.019295575792472548;0.010822377535603424;0.0;0.01105254803770684;0.019295575792472548;0.008160075348164186;0.00576711589335461;0.04709164073433045;0.008160075348164186;0.007057077111086225;0.006044978240977292;0.008160075348164186;0.0;0.008160075348164186;0.019295575792472548;0.008160075348164186;0.019295575792472548;0.019295575792472548;0.008160075348164186;0.04709164073433045;0.019295575792472548;0.0;0.019295575792472548;0.019295575792472548;0.019295575792472548;0.008160075348164186;0.008160075348164186;0.04709164073433045;0.008160075348164186;0.056860716224778764;0.008160075348164186;0.008160075348164186;0.019295575792472548;0.0;0.028147503911012742;0.011920627753581966;0.008160075348164186;0.010857048266638851;0.019295575792472548;0.008160075348164186;0.007204172619749129;0.010822377535603424;0.05439634701412374;0.019295575792472548;0.019295575792472548;0.0;0.019295575792472548;0.008160075348164186;0.0;0.019295575792472548;0.0;0.008160075348164186;0.004334589126298501;0.008160075348164186;0.019295575792472548;0.0;0.019295575792472548;0.019295575792472548;0.008160075348164186;0.005791764842280598;0.04709164073433045;0.019295575792472548;0.008160075348164186;0.008160075348164186;0.019295575792472548;0.008160075348164186;0.00953719963097976;0.008160075348164186;0.008160075348164186;0.008160075348164186;0.10734656135035313;0.0541587720079221;0.013316317802164437;0.008160075348164186;0.019903771799280025;0.019295575792472548;0.008160075348164186;0.010822377535603424
