;GO:1902476;GO:0051092;GO:1903507;GO:0042535;GO:0000398;GO:0030327;GO:0030328;GO:0048662;GO:0034622;GO:0050810;GO:0006351;GO:0051085;GO:0006355;GO:0002296;GO:0006974;GO:0042742;GO:0000389;GO:0000245;GO:0006357;GO:0051016;GO:2000406;GO:0030238;GO:0042130;GO:0050900;GO:0030575;GO:0033327;GO:0051017
GO:1902476;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051092;0.0;1.0;0.4444444444444444;0.28888888888888886;0.0;0.0;0.0;0.13793103448275867;0.0;0.2222222222222222;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.7916666666666666;0.06779661016949157;0.12195121951219512;0.0;0.07843137254901966;0.0;0.0;0.0;0.0
GO:1903507;0.0;0.4444444444444444;1.0;0.24;0.0;0.0;0.0;0.19354838709677424;0.0;0.19354838709677424;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;0.0;0.0;0.5161290322580645;0.09836065573770492;0.08695652173913049;0.0;0.1132075471698113;0.0;0.0;0.0;0.0
GO:0042535;0.0;0.28888888888888886;0.24;1.0;0.0;0.0;0.0;0.10256410256410253;0.0;0.16216216216216217;0.0;0.0;0.30000000000000004;0.0;0.0;0.0;0.0;0.0;0.29268292682926833;0.05797101449275366;0.12;0.0;0.06557377049180324;0.0;0.0;0.0;0.0
GO:0000398;0.0;0.0;0.0;0.0;1.0;0.24242424242424243;0.16666666666666663;0.0;0.07692307692307687;0.0;0.4411764705882353;0.07999999999999996;0.0;0.06896551724137934;0.07999999999999996;0.0;0.06666666666666665;0.06896551724137934;0.0;0.03448275862068961;0.0;0.0;0.0;0.07692307692307687;0.07999999999999996;0.07692307692307687;0.07407407407407407
GO:0030327;0.0;0.0;0.0;0.0;0.24242424242424243;1.0;0.29729729729729726;0.0;0.07999999999999996;0.0;0.23076923076923073;0.08333333333333337;0.0;0.0714285714285714;0.08333333333333337;0.0;0.06896551724137934;0.0714285714285714;0.0;0.03508771929824561;0.0;0.0;0.0;0.07999999999999996;0.08333333333333337;0.07999999999999996;0.07692307692307687
GO:0030328;0.0;0.0;0.0;0.0;0.16666666666666663;0.29729729729729726;1.0;0.0;0.06060606060606055;0.0;0.1428571428571429;0.0625;0.0;0.05555555555555558;0.0625;0.0;0.05405405405405406;0.05555555555555558;0.0;0.03076923076923077;0.0;0.0;0.0;0.06060606060606055;0.0625;0.06060606060606055;0.05882352941176472
GO:0048662;0.0;0.13793103448275867;0.19354838709677424;0.10256410256410253;0.0;0.0;0.0;1.0;0.0;0.19999999999999996;0.0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.1428571428571429;0.14814814814814814;0.0;0.25;0.0;0.0;0.0;0.0
GO:0034622;0.0;0.0;0.0;0.0;0.07692307692307687;0.07999999999999996;0.06060606060606055;0.0;1.0;0.0;0.06060606060606055;0.18181818181818177;0.0;0.1333333333333333;0.18181818181818177;0.0;0.6363636363636364;0.7;0.0;0.09523809523809523;0.0;0.0;0.0;0.16666666666666663;0.4444444444444444;0.16666666666666663;0.5
GO:0050810;0.0;0.2222222222222222;0.19354838709677424;0.16216216216216217;0.0;0.0;0.0;0.19999999999999996;0.0;1.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.06666666666666665;0.1071428571428571;0.0;0.08108108108108103;0.0;0.0;0.0;0.0
