;GO:1902476;GO:0051092;GO:1903507;GO:0042535;GO:0000398;GO:0030327;GO:0030328;GO:0048662;GO:0034622;GO:0050810;GO:0006351;GO:0051085;GO:0006355;GO:0002296;GO:0006974;GO:0042742;GO:0000389;GO:0000245;GO:0006357;GO:0051016;GO:2000406;GO:0030238;GO:0042130;GO:0050900;GO:0030575;GO:0033327;GO:0051017
GO:1902476;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051092;0.0;1.0;0.6110816581090609;0.4592096907068917;0.0;0.0;0.0;0.2768567505583473;0.0;0.38560698247129793;0.0;0.0;0.8687236756764867;0.0;0.0;0.0;0.0;0.0;0.8508267791723823;0.1535643124481996;0.2470521913750121;0.0;0.17481558780101222;0.0;0.0;0.0;0.0
GO:1903507;0.0;0.6110816581090609;1.0;0.40170992969875163;0.0;0.0;0.0;0.3500668906822855;0.0;0.35039763062353035;0.0;0.0;0.6852828537690122;0.0;0.0;0.0;0.0;0.0;0.6722041999476227;0.20240488832163003;0.19160286043171978;0.0;0.22874330253746214;0.0;0.0;0.0;0.0
GO:0042535;0.0;0.4592096907068917;0.40170992969875163;1.0;0.0;0.0;0.0;0.21938025224437138;0.0;0.30557696724276884;0.0;0.0;0.47214097936086336;0.0;0.0;0.0;0.0;0.0;0.4640828842230122;0.1340797309561236;0.23982432235312026;0.0;0.15000075994844678;0.0;0.0;0.0;0.0
GO:0000398;0.0;0.0;0.0;0.0;1.0;0.412432126362444;0.31296702605240934;0.0;0.18955432298598712;0.0;0.6121589425110529;0.19564274079886798;0.0;0.17368527984092574;0.19532746785648783;0.0;0.16894341085460876;0.17363823174812967;0.0;0.09517370863969957;0.0;0.0;0.0;0.1886430918610826;0.19549035228740108;0.18885109275741285;0.1837940248137466
GO:0030327;0.0;0.0;0.0;0.0;0.412432126362444;1.0;0.4726685989431334;0.0;0.19505323475363812;0.0;0.3951939694377225;0.20150603514610196;0.0;0.17829083439534896;0.20117159811038388;0.0;0.17329776883337394;0.17824125846043154;0.0;0.09654022616430566;0.0;0.0;0.0;0.19408850224795596;0.2013443795556573;0.1943086918644626;0.18895925226944826
GO:0030328;0.0;0.0;0.0;0.0;0.31296702605240934;0.4726685989431334;1.0;0.0;0.15586925941877255;0.0;0.27668304201082056;0.15996267797794944;0.0;0.1449771017293105;0.1597518519584037;0.0;0.14165825959478687;0.1449443198180956;0.0;0.08585751487959543;0.0;0.0;0.0;0.15525258878328077;0.15986078980377627;0.15539344510534311;0.15195319180376948
GO:0048662;0.0;0.2768567505583473;0.3500668906822855;0.21938025224437138;0.0;0.0;0.0;1.0;0.0;0.37016579768085384;0.0;0.0;0.33064189740675803;0.0;0.0;0.0;0.0;0.0;0.3206602430590721;0.27497282471785195;0.29370744749688205;0.0;0.41632920362494696;0.0;0.0;0.0;0.0
GO:0034622;0.0;0.0;0.0;0.0;0.18955432298598712;0.19505323475363812;0.15586925941877255;0.0;1.0;0.0;0.15586675855831658;0.3530595849838747;0.0;0.2874747931163072;0.3520341869299082;0.0;0.8231924059912471;0.8610487628721599;0.0;0.20613917885080682;0.0;0.0;0.0;0.3309021630870028;0.5979971746943868;0.33154269957448923;0.6402748353097973
GO:0050810;0.0;0.38560698247129793;0.35039763062353035;0.30557696724276884;0.0;0.0;0.0;0.37016579768085384;0.0;1.0;0.0;0.0;0.460486057863849;0.0;0.0;0.0;0.0;0.0;0.44659052342963945;0.1581011716645644;0.23496267414464525;0.0;0.18740918132098375;0.0;0.0;0.0;0.0
GO:0006351;0.0;0.0;0.0;0.0;0.6121589425110529;0.3951939694377225;0.27668304201082056;0.0;0.15586675855831658;0.0;1.0;0.15996004403924008;0.0;0.1449749381748614;0.15974922495796673;0.0;0.14165619396277962;0.14494215724196519;0.0;0.0858567560779342;0.0;0.0;0.0;0.15525010767199401;0.1598581592193435;0.15539095948996465;0.15195081502727098
GO:0051085;0.0;0.0;0.0;0.0;0.19564274079886798;0.20150603514610196;0.15996267797794944;0.0;0.3530595849838747;0.0;0.15996004403924008;1.0;0.0;0.3017145660332612;0.3736281021019562;0.0;0.28768763218032567;0.30157262046335953;0.0;0.1240086442908748;0.0;0.0;0.0;0.3499114014271647;0.3742245365495776;0.350627724839231;0.33358643235204755
GO:0006355;0.0;0.8687236756764867;0.6852828537690122;0.47214097936086336;0.0;0.0;0.0;0.33064189740675803;0.0;0.460486057863849;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9763590739133027;0.16879421847617876;0.23427473518670486;0.0;0.19482704709794949;0.0;0.0;0.0;0.0
GO:0002296;0.0;0.0;0.0;0.0;0.17368527984092574;0.17829083439534896;0.1449771017293105;0.0;0.2874747931163072;0.0;0.1449749381748614;0.3017145660332612;0.0;1.0;0.3009654096172891;0.0;0.2425903752672973;0.2523892647824727;0.0;0.11480876021524944;0.0;0.3172228339523256;0.0;0.28538413249691064;0.30135229472492914;0.4841739180176548;0.27443074427142017
