;GO:1902476;GO:0051092;GO:1903507;GO:0042535;GO:0000398;GO:0030327;GO:0030328;GO:0048662;GO:0034622;GO:0050810;GO:0006351;GO:0051085;GO:0006355;GO:0002296;GO:0006974;GO:0042742;GO:0000389;GO:0000245;GO:0006357;GO:0051016;GO:2000406;GO:0030238;GO:0042130;GO:0050900;GO:0030575;GO:0033327;GO:0051017
GO:1902476;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051092;0.0;1.0;0.5662850773185979;0.37742553373792304;0.0;0.0;0.0;0.29020615116898657;0.0;0.45088609769177235;0.0;0.0;0.6641152582291345;0.0;0.0;0.0;0.0;0.0;0.6232680876852232;0.22656154200654188;0.38393700462026;0.0;0.29647974749634376;0.0;0.0;0.0;0.0
GO:1903507;0.0;0.5662850773185979;1.0;0.4915492757674095;0.0;0.0;0.0;0.46399456027097247;0.0;0.5650098397212587;0.0;0.0;0.8002722955442101;0.0;0.0;0.0;0.0;0.0;0.7499375072740333;0.3947311632918796;0.3587529366124702;0.0;0.4506381002328172;0.0;0.0;0.0;0.0
GO:0042535;0.0;0.37742553373792304;0.4915492757674095;1.0;0.0;0.0;0.0;0.2560615493486744;0.0;0.45368648907236786;0.0;0.0;0.5518065217732113;0.0;0.0;0.0;0.0;0.0;0.5211017898685469;0.19694059100882855;0.3342409918709211;0.0;0.25284752794976617;0.0;0.0;0.0;0.0
GO:0000398;0.0;0.0;0.0;0.0;1.0;0.50457472423507;0.3787590604311119;0.0;0.5579665219630021;0.0;0.6838605553575996;0.3271838647793925;0.0;0.42908138832464554;0.4347644254820065;0.0;0.44591105330956243;0.44591105330956243;0.0;0.23807762724693576;0.0;0.0;0.0;0.5284923781512931;0.348026680675686;0.42908138832464554;0.4824301641262319
GO:0030327;0.0;0.0;0.0;0.0;0.50457472423507;1.0;0.4206269336833487;0.0;0.5144624690772919;0.0;0.5839808300154367;0.31048236645534294;0.0;0.3855773354389354;0.41806292715795695;0.0;0.4024070004238523;0.4024070004238523;0.0;0.20858484291008988;0.0;0.0;0.0;0.4849883252655831;0.3271838647793925;0.3855773354389354;0.4389261112405218
GO:0030328;0.0;0.0;0.0;0.0;0.3787590604311119;0.4206269336833487;1.0;0.0;0.3702736521771099;0.0;0.44254478544060577;0.22407358170335817;0.0;0.2610185749042658;0.3316541424059722;0.0;0.27784823988918267;0.27784823988918267;0.0;0.15912105135901272;0.0;0.0;0.0;0.34079950836540107;0.2520888957958;0.24138851853875337;0.31436735070585214
GO:0048662;0.0;0.29020615116898657;0.46399456027097247;0.2560615493486744;0.0;0.0;0.0;1.0;0.0;0.33775994533237835;0.0;0.0;0.4222958458493458;0.0;0.0;0.0;0.0;0.0;0.39693741409870287;0.3330411532565691;0.2910618055101569;0.0;0.5902873174746603;0.0;0.0;0.0;0.0
GO:0034622;0.0;0.0;0.0;0.0;0.5579665219630021;0.5144624690772919;0.3702736521771099;0.0;1.0;0.0;0.6217522469724959;0.4125649455320389;0.0;0.5144624690772919;0.5201455062346529;0.0;0.7860470078013073;0.7264407776109831;0.0;0.4290942602413758;0.0;0.0;0.0;0.6138734589039396;0.5476932821106784;0.5144624690772919;0.7175124842043965
GO:0050810;0.0;0.45088609769177235;0.5650098397212587;0.45368648907236786;0.0;0.0;0.0;0.33775994533237835;0.0;1.0;0.0;0.0;0.6252670857270606;0.0;0.0;0.0;0.0;0.0;0.5945623538223962;0.2786389869925325;0.35593053650894385;0.0;0.3473372099462665;0.0;0.0;0.0;0.0
GO:0006351;0.0;0.0;0.0;0.0;0.6838605553575996;0.5839808300154367;0.44254478544060577;0.0;0.6217522469724959;0.0;1.0;0.39096958978888635;0.0;0.4928671133341394;0.49855015049150037;0.0;0.5096967783190562;0.5096967783190562;0.0;0.30186335225642963;0.0;0.0;0.0;0.5922781031607871;0.41181240568517985;0.4928671133341394;0.5462158891357258
GO:0051085;0.0;0.0;0.0;0.0;0.3271838647793925;0.31048236645534294;0.22407358170335817;0.0;0.4125649455320389;0.0;0.39096958978888635;1.0;0.0;0.31048236645534294;0.3685991356068798;0.0;0.32731203144025983;0.32731203144025983;0.0;0.1817822883484292;0.0;0.0;0.0;0.38309080172033005;0.2848925714244635;0.28367981189368235;0.3638311422569293
GO:0006355;0.0;0.6641152582291345;0.8002722955442101;0.5518065217732113;0.0;0.0;0.0;0.4222958458493458;0.0;0.6252670857270606;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8900589815394991;0.35865123668690113;0.42315150019051617;0.0;0.41455817362783876;0.0;0.0;0.0;0.0
GO:0002296;0.0;0.0;0.0;0.0;0.42908138832464554;0.3855773354389354;0.2610185749042658;0.0;0.5144624690772919;0.0;0.4928671133341394;0.31048236645534294;0.0;1.0;0.41806292715795695;0.0;0.4024070004238523;0.4024070004238523;0.0;0.20858484291008988;0.0;0.4730493605834032;0.0;0.4849883252655831;0.3271838647793925;0.5001335411981965;0.4389261112405218
GO:0006974;0.0;0.0;0.0;0.0;0.4347644254820065;0.41806292715795695;0.3316541424059722;0.0;0.5201455062346529;0.0;0.49855015049150037;0.3685991356068798;0.0;0.41806292715795695;1.0;0.5947841490268289;0.43489259214287385;0.43489259214287385;0.0;0.2893628490510432;0.0;0.0;0.0;0.49067136242294407;0.3924731321270775;0.39126037259629637;0.4714117029595433
GO:0042742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5947841490268289;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000389;0.0;0.0;0.0;0.0;0.44591105330956243;0.4024070004238523;0.27784823988918267;0.0;0.7860470078013073;0.0;0.5096967783190562;0.32731203144025983;0.0;0.4024070004238523;0.43489259214287385;0.0;1.0;0.6851918372288787;0.0;0.3325275303812045;0.0;0.0;0.0;0.5018179902505;0.4624403680188994;0.4024070004238523;0.6054570155509569
GO:0000245;0.0;0.0;0.0;0.0;0.44591105330956243;0.4024070004238523;0.27784823988918267;0.0;0.7264407776109831;0.0;0.5096967783190562;0.32731203144025983;0.0;0.4024070004238523;0.43489259214287385;0.0;0.6851918372288787;1.0;0.0;0.3170387915879362;0.0;0.0;0.0;0.5018179902505;0.4356378134572388;0.4024070004238523;0.6054570155509569
GO:0006357;0.0;0.6232680876852232;0.7499375072740333;0.5211017898685469;0.0;0.0;0.0;0.39693741409870287;0.0;0.5945623538223962;0.0;0.0;0.8900589815394991;0.0;0.0;0.0;0.0;0.0;1.0;0.33781645575885694;0.4010967367264041;0.0;0.3937233926997945;0.0;0.0;0.0;0.0
GO:0051016;0.0;0.22656154200654188;0.3947311632918796;0.19694059100882855;0.23807762724693576;0.20858484291008988;0.15912105135901272;0.3330411532565691;0.4290942602413758;0.2786389869925325;0.30186335225642963;0.1817822883484292;0.35865123668690113;0.20858484291008988;0.2893628490510432;0.0;0.3325275303812045;0.3170387915879362;0.33781645575885694;1.0;0.23566274348259114;0.0;0.32530348103506207;0.29398456418787333;0.3297019109398652;0.19457357436122563;0.36904664119787395
GO:2000406;0.0;0.38393700462026;0.3587529366124702;0.3342409918709211;0.0;0.0;0.0;0.2910618055101569;0.0;0.35593053650894385;0.0;0.0;0.42315150019051617;0.0;0.0;0.0;0.0;0.0;0.4010967367264041;0.23566274348259114;1.0;0.0;0.4266091809147997;0.0;0.0;0.0;0.0
GO:0030238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4730493605834032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5789375576440514;0.0
GO:0042130;0.0;0.29647974749634376;0.4506381002328172;0.25284752794976617;0.0;0.0;0.0;0.5902873174746603;0.0;0.3473372099462665;0.0;0.0;0.41455817362783876;0.0;0.0;0.0;0.0;0.0;0.3937233926997945;0.32530348103506207;0.4266091809147997;0.0;1.0;0.0;0.0;0.0;0.0
GO:0050900;0.0;0.0;0.0;0.0;0.5284923781512931;0.4849883252655831;0.34079950836540107;0.0;0.6138734589039396;0.0;0.5922781031607871;0.38309080172033005;0.0;0.4849883252655831;0.49067136242294407;0.0;0.5018179902505;0.5018179902505;0.0;0.29398456418787333;0.0;0.0;0.0;1.0;0.40393361761662355;0.4849883252655831;0.5383371010671695
GO:0030575;0.0;0.0;0.0;0.0;0.348026680675686;0.3271838647793925;0.2520888957958;0.0;0.5476932821106784;0.0;0.41181240568517985;0.2848925714244635;0.0;0.3271838647793925;0.3924731321270775;0.0;0.4624403680188994;0.4356378134572388;0.0;0.3297019109398652;0.0;0.0;0.0;0.40393361761662355;1.0;0.3045226277899759;0.49895947883556885
GO:0033327;0.0;0.0;0.0;0.0;0.42908138832464554;0.3855773354389354;0.24138851853875337;0.0;0.5144624690772919;0.0;0.4928671133341394;0.28367981189368235;0.0;0.5001335411981965;0.39126037259629637;0.0;0.4024070004238523;0.4024070004238523;0.0;0.19457357436122563;0.0;0.5789375576440514;0.0;0.4849883252655831;0.3045226277899759;1.0;0.4389261112405218
GO:0051017;0.0;0.0;0.0;0.0;0.4824301641262319;0.4389261112405218;0.31436735070585214;0.0;0.7175124842043965;0.0;0.5462158891357258;0.3638311422569293;0.0;0.4389261112405218;0.4714117029595433;0.0;0.6054570155509569;0.6054570155509569;0.0;0.36904664119787395;0.0;0.0;0.0;0.5383371010671695;0.49895947883556885;0.4389261112405218;1.0
