;GO:0002281;GO:0050718;GO:0046854;GO:0045404;GO:0050870;GO:0002755;GO:0045650;GO:0045893;GO:0006958;GO:2001204;GO:0051607;GO:0032760;GO:0019886;GO:0035556;GO:0034142;GO:2001183;GO:0043312;GO:0042102;GO:0045416;GO:0031663;GO:0031666;GO:0050766;GO:2000484;GO:0051897;GO:0035666;GO:0030853;GO:0046718;GO:0097190;GO:0002455;GO:0007229;GO:0030449;GO:0045078;GO:2000778;GO:0019221;GO:0071356;GO:0050852;GO:0034128;GO:0050776;GO:0034162;GO:0060333;GO:0031295;GO:0045630;GO:0045356;GO:0043017;GO:0007249;GO:0045359;GO:0030316;GO:0045086;GO:0001774;GO:0071260;GO:0071222;GO:0001932;GO:0045087;GO:0042130;GO:0006508;GO:0016064;GO:0050900;GO:0034158;GO:0032497;GO:0071346
GO:0002281;1.0;0.0;0.43852901558847923;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.6830074998557688;0.0;0.5356143810225276;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.6000000000000001;0.8;0.0;0.0;0.0;0.8;0.43852901558847923;0.8;0.0;0.0;0.8;0.8;0.6830074998557688;0.0;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.5356143810225276;0.8;0.0;0.6830074998557688;0.0;0.0;0.48300749985576874;0.8;0.8;0.0;0.8
GO:0050718;0.0;1.0;0.0;0.5356143810225276;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.4;0.0;0.5356143810225276;0.0;0.4;0.3660149997115376;0.5356143810225276;0.0;0.3356143810225276;0.5356143810225276;0.3660149997115376;0.43852901558847923;0.4;0.6830074998557688;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.0;0.4;0.0;0.3660149997115376;0.3660149997115376;0.5356143810225276;0.6830074998557688;0.3660149997115376;0.0;0.3660149997115376;0.3356143810225276;0.4;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.5356143810225276;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.0;0.3356143810225276;0.0;0.2830074998557688;0.0;0.0;0.0;0.3660149997115376;0.0;0.0
GO:0046854;0.43852901558847923;0.0;1.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.3356143810225276;0.48300749985576874;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.4;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923
GO:0045404;0.0;0.5356143810225276;0.0;1.0;0.4;0.4;0.3660149997115376;0.5356143810225276;0.4;0.43852901558847923;0.0;0.6000000000000001;0.0;0.43852901558847923;0.4;0.48300749985576874;0.0;0.3660149997115376;0.8;0.4;0.48300749985576874;0.43852901558847923;0.6000000000000001;0.4;0.4;0.3660149997115376;0.0;0.43852901558847923;0.0;0.4;0.5356143810225276;0.8;0.6000000000000001;0.4;0.0;0.4;0.3660149997115376;0.43852901558847923;0.4;0.4;0.3660149997115376;0.4;0.8;0.8;0.4;0.8;0.0;0.8;0.0;0.0;0.0;0.48300749985576874;0.0;0.3081136762725405;0.0;0.0;0.0;0.4;0.0;0.0
GO:0050870;0.0;0.3660149997115376;0.0;0.4;1.0;0.4;0.3660149997115376;0.4;0.43852901558847923;0.4;0.0;0.4;0.0;0.43852901558847923;0.4;0.3356143810225276;0.0;1.0;0.4;0.4;0.48300749985576874;0.43852901558847923;0.4;0.4;0.4;0.3660149997115376;0.0;0.43852901558847923;0.0;0.4;0.48300749985576874;0.4;0.4;0.4;0.0;0.4;0.43852901558847923;0.5356143810225276;0.4;0.4;1.0;0.5356143810225276;0.4;0.4;0.4;0.4;0.0;0.4;0.0;0.0;0.0;0.3660149997115376;0.0;0.6830074998557688;0.0;0.0;0.0;0.4;0.0;0.0
GO:0002755;0.8;0.3660149997115376;0.48300749985576874;0.4;0.4;1.0;0.3660149997115376;0.4;0.8;0.43852901558847923;0.6000000000000001;0.4;0.48300749985576874;0.8;0.8;0.4;0.8;0.3660149997115376;0.4;0.8;0.48300749985576874;0.43852901558847923;0.4;0.4;0.8;0.3660149997115376;0.0;0.8;0.5356143810225276;0.8;0.48300749985576874;0.4;0.4;0.8;0.48300749985576874;0.8;0.43852901558847923;0.5356143810225276;0.8;0.8;0.6000000000000001;0.4;0.4;0.4;0.8;0.4;0.8;0.4;0.6000000000000001;0.5356143810225276;0.8;0.4;0.6000000000000001;0.3660149997115376;0.0;0.43852901558847923;0.8;0.8;0.0;0.8
GO:0045650;0.0;0.3356143810225276;0.0;0.3660149997115376;0.3660149997115376;0.3660149997115376;1.0;0.3356143810225276;0.3660149997115376;0.6000000000000001;0.0;0.3660149997115376;0.0;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.0;0.3356143810225276;0.3660149997115376;0.4;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.8;0.0;0.43852901558847923;0.0;0.4;0.43852901558847923;0.3660149997115376;0.3660149997115376;0.4;0.0;0.3660149997115376;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.4;0.3356143810225276;0.0;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.0;0.4;0.0;0.0;0.0;0.3660149997115376;0.0;0.0
GO:0045893;0.0;0.3660149997115376;0.0;0.5356143810225276;0.4;0.4;0.3356143810225276;1.0;0.4;0.4;0.0;0.4;0.0;0.43852901558847923;0.4;0.3356143810225276;0.0;0.3660149997115376;0.5356143810225276;0.4;0.48300749985576874;0.43852901558847923;0.4;0.4;0.4;0.3356143810225276;0.0;0.43852901558847923;0.0;0.4;0.5356143810225276;0.5356143810225276;0.4;0.4;0.0;0.4;0.3660149997115376;0.43852901558847923;0.4;0.4;0.3660149997115376;0.4;0.5356143810225276;0.5356143810225276;0.4;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.0;0.43852901558847923;0.0;0.3081136762725405;0.0;0.0;0.0;0.4;0.0;0.0
GO:0006958;0.8;0.3660149997115376;0.43852901558847923;0.4;0.43852901558847923;0.8;0.3660149997115376;0.4;1.0;0.43852901558847923;0.8;0.4;0.5356143810225276;0.8;0.8;0.4;0.8;0.4;0.4;0.8;0.48300749985576874;0.43852901558847923;0.4;0.43852901558847923;0.8;0.3660149997115376;0.0;0.8;0.8;0.8;0.48300749985576874;0.4;0.4;0.8;0.48300749985576874;0.8;0.43852901558847923;0.6000000000000001;0.8;0.8;0.6830074998557688;0.5356143810225276;0.4;0.4;0.8;0.4;0.0;0.4;0.5356143810225276;0.6000000000000001;0.8;0.4;0.8;0.3660149997115376;0.6000000000000001;0.5356143810225276;0.8;0.8;0.8;0.8
GO:2001204;0.0;0.4;0.0;0.43852901558847923;0.4;0.43852901558847923;0.6000000000000001;0.4;0.43852901558847923;1.0;0.0;0.43852901558847923;0.0;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.4;0.43852901558847923;0.6000000000000001;0.0;0.5356143810225276;0.0;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.4;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.4;0.48300749985576874;0.4;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.0;0.0
