;GO:0010360;GO:0090314;GO:0042738;GO:0022408;GO:0006887;GO:0023014;GO:0000187;GO:0050871;GO:1902808;GO:0006958;GO:0095500;GO:0035459;GO:0019369;GO:0051601;GO:0050853;GO:0051568;GO:0042742;GO:0009306;GO:0000055;GO:0006888;GO:0002029;GO:0045087;GO:0033148;GO:0031146;GO:0018105
GO:0010360;1.0;0.016528951899598507;0.0;0.012597523233731815;0.0;0.007065617212737828;0.0012049684023742746;0.007065617212737828;0.007065617212737828;0.007065617212737828;0.007065617212737828;0.0;0.0;0.0;0.007065617212737828;0.0;0.0;0.0;0.0;0.0;0.012597523233731815;0.0;0.007065617212737828;0.0;0.0
GO:0090314;0.016528951899598507;1.0;0.0;0.008984275281393256;0.0;0.008984275281393256;0.0021483781229270334;0.016018362329557684;0.016018362329557684;0.016018362329557684;0.008984275281393256;0.0;0.0;0.0;0.016018362329557684;0.0;0.0;0.0;0.0;0.0;0.008984275281393256;0.0;0.016018362329557684;0.0;0.0
GO:0042738;0.0;0.0;1.0;0.0;0.05977490884361431;0.06769431199390062;0.0;0.0;0.0;0.01968871484388799;0.05977490884361431;0.05977490884361431;0.05474132791371271;0.0;0.015345541423299216;0.017984053695073925;0.0;0.025845134213225773;0.0;0.0;0.0;0.0;0.0;0.07483091512580638;0.04075278275939601
GO:0022408;0.012597523233731815;0.008984275281393256;0.0;1.0;0.0;0.039046078242805204;0.0021483781229270334;0.049664126366575384;0.07506095837032732;0.026112345308102147;0.15043956016743423;0.0;0.0;0.0;0.03628655925051139;0.0;0.0;0.0;0.0;0.0;0.06266263256820453;0.0;0.03406064838598485;0.0;0.0
GO:0006887;0.0;0.0;0.05977490884361431;0.0;1.0;0.016512538622242206;0.0;0.0;0.0;0.0;0.09080459189402088;0.1344316955378955;0.013352943028499221;0.08258833697535249;0.015345541423299216;0.004386814378897043;0.0;0.15703810957706843;0.027707469575734098;0.2236336086305977;0.0;0.0;0.0;0.009605580600905082;0.009940745085628543
GO:0023014;0.007065617212737828;0.008984275281393256;0.06769431199390062;0.039046078242805204;0.016512538622242206;1.0;0.0021483781229270334;0.039046078242805204;0.039046078242805204;0.21952883077401603;0.0952935485559367;0.016512538622242206;0.05474132791371271;0.0;0.08855882975913576;0.1915432747196899;0.0;0.016512538622242206;0.0;0.0;0.020846572857703197;0.0;0.03406064838598485;0.12770307016159615;0.5247660903724881
GO:0000187;0.0012049684023742746;0.0021483781229270334;0.0;0.0021483781229270334;0.0;0.0021483781229270334;1.0;0.006435763527272785;0.006435763527272785;0.006330897823683107;0.0021483781229270334;0.0;0.0;0.0;0.006330897823683107;0.0;0.0;0.0;0.0;0.0;0.0101419517909726;0.0;0.037836644979300546;0.0;0.0
GO:0050871;0.007065617212737828;0.016018362329557684;0.0;0.049664126366575384;0.0;0.039046078242805204;0.006435763527272785;1.0;0.14877575305430915;0.13219101436968705;0.049664126366575384;0.0;0.0;0.0;0.10303073120222976;0.0;0.0;0.0;0.0;0.0;0.020846572857703197;0.0;0.10203337869551977;0.0;0.0
GO:1902808;0.007065617212737828;0.016018362329557684;0.0;0.07506095837032732;0.0;0.039046078242805204;0.006435763527272785;0.14877575305430915;1.0;0.04655656636946242;0.07506095837032732;0.0;0.0;0.0;0.03628655925051139;0.0;0.0;0.0;0.0;0.0;0.020846572857703197;0.0;0.10203337869551977;0.0;0.0
GO:0006958;0.007065617212737828;0.016018362329557684;0.01968871484388799;0.026112345308102147;0.0;0.21952883077401603;0.006330897823683107;0.13219101436968705;0.04655656636946242;1.0;0.026112345308102147;0.0;0.025425934744239456;0.0;0.40050692105109814;0.058321270487429196;0.01968871484388799;0.0;0.0;0.0;0.020846572857703197;0.07280512177388379;0.10037082506047783;0.12770307016159615;0.13215897298378293
