;GO:1903352;GO:2001033;GO:0030182;GO:0030163;GO:0006783;GO:0006099;GO:1904876;GO:0006782;GO:0045944;GO:0032091;GO:0042985;GO:0000398;GO:0000122;GO:0018160;GO:0006509;GO:0031848;GO:0000390;GO:0031333;GO:0097638;GO:0016486;GO:0050435
GO:1903352;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6857142857142857;0.0;0.0
GO:2001033;0.0;1.0;0.0;0.0;0.0;0.0;0.4871794871794872;0.0;0.18181818181818177;0.05714285714285716;0.33333333333333337;0.0;0.34693877551020413;0.0;0.0;0.033333333333333326;0.0;0.17647058823529416;0.0;0.04166666666666663;0.0
GO:0030182;0.0;0.0;1.0;0.0;0.06451612903225812;0.11764705882352944;0.0;0.06896551724137934;0.0;0.0;0.0;0.08333333333333337;0.0;0.09523809523809523;0.0;0.05714285714285716;0.16666666666666663;0.0;0.0;0.08695652173913049;0.15384615384615385
GO:0030163;0.0;0.0;0.0;1.0;0.1428571428571429;0.18181818181818177;0.0;0.1515151515151515;0.0;0.0;0.0;0.2222222222222222;0.0;0.36363636363636365;0.5714285714285714;0.1578947368421053;0.0;0.0;0.0;0.33333333333333337;0.2941176470588235
GO:0006783;0.0;0.0;0.06451612903225812;0.1428571428571429;1.0;0.1351351351351351;0.0;0.8620689655172413;0.0;0.0;0.0;0.2564102564102564;0.0;0.17948717948717952;0.1515151515151515;0.19999999999999996;0.05714285714285716;0.0;0.0;0.19999999999999996;0.2666666666666667
GO:0006099;0.0;0.0;0.11764705882352944;0.18181818181818177;0.1351351351351351;1.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.2068965517241379;0.0;0.23076923076923073;0.19999999999999996;0.15000000000000002;0.09523809523809523;0.0;0.0;0.2142857142857143;0.26315789473684215
GO:1904876;0.0;0.4871794871794872;0.0;0.0;0.0;0.0;1.0;0.0;0.18867924528301883;0.12903225806451613;0.34883720930232553;0.0;0.36170212765957444;0.0;0.0;0.03448275862068961;0.0;0.1875;0.0;0.04347826086956519;0.0
GO:0006782;0.0;0.0;0.06896551724137934;0.1515151515151515;0.8620689655172413;0.1428571428571429;0.0;1.0;0.0;0.0;0.0;0.2702702702702703;0.0;0.18918918918918914;0.16129032258064513;0.20833333333333337;0.06060606060606055;0.0;0.0;0.21052631578947367;0.2857142857142857
GO:0045944;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.18867924528301883;0.0;1.0;0.050000000000000044;0.25;0.0;0.3921568627450981;0.0;0.0;0.03076923076923077;0.0;0.09756097560975607;0.0;0.037735849056603765;0.0
GO:0032091;0.0;0.05714285714285716;0.0;0.0;0.0;0.0;0.12903225806451613;0.0;0.050000000000000044;1.0;0.05714285714285716;0.0;0.04878048780487809;0.0;0.0;0.05405405405405406;0.0;0.1333333333333333;0.0;0.07999999999999996;0.0
GO:0042985;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.34883720930232553;0.0;0.25;0.05714285714285716;1.0;0.0;0.5348837209302326;0.0;0.0;0.033333333333333326;0.0;0.17647058823529416;0.0;0.04166666666666663;0.0
GO:0000398;0.0;0.0;0.08333333333333337;0.2222222222222222;0.2564102564102564;0.2068965517241379;0.0;0.2702702702702703;0.0;0.0;0.0;1.0;0.0;0.25806451612903225;0.24;0.3589743589743589;0.0714285714285714;0.0;0.0;0.28125;0.29166666666666663
GO:0000122;0.0;0.34693877551020413;0.0;0.0;0.0;0.0;0.36170212765957444;0.0;0.3921568627450981;0.04878048780487809;0.5348837209302326;0.0;1.0;0.0;0.0;0.030303030303030276;0.0;0.15000000000000002;0.0;0.03703703703703709;0.0
GO:0018160;0.0;0.0;0.09523809523809523;0.36363636363636365;0.17948717948717952;0.23076923076923073;0.0;0.18918918918918914;0.0;0.0;0.0;0.25806451612903225;0.0;1.0;0.4;0.2195121951219512;0.07999999999999996;0.0;0.0;0.3571428571428571;0.33333333333333337
GO:0006509;0.0;0.0;0.0;0.5714285714285714;0.1515151515151515;0.19999999999999996;0.0;0.16129032258064513;0.0;0.0;0.0;0.24;0.0;0.4;1.0;0.16666666666666663;0.0;0.0;0.0;0.4285714285714286;0.33333333333333337
GO:0031848;0.0;0.033333333333333326;0.05714285714285716;0.1578947368421053;0.19999999999999996;0.15000000000000002;0.03448275862068961;0.20833333333333337;0.03076923076923077;0.05405405405405406;0.033333333333333326;0.3589743589743589;0.030303030303030276;0.2195121951219512;0.16666666666666663;1.0;0.10810810810810811;0.050000000000000044;0.0;0.2682926829268293;0.19999999999999996
GO:0000390;0.0;0.0;0.16666666666666663;0.0;0.05714285714285716;0.09523809523809523;0.0;0.06060606060606055;0.0;0.0;0.0;0.0714285714285714;0.0;0.07999999999999996;0.0;0.10810810810810811;1.0;0.0;0.0;0.07407407407407407;0.11764705882352944
GO:0031333;0.0;0.17647058823529416;0.0;0.0;0.0;0.0;0.1875;0.0;0.09756097560975607;0.1333333333333333;0.17647058823529416;0.0;0.15000000000000002;0.0;0.0;0.050000000000000044;0.0;1.0;0.0;0.0714285714285714;0.0
GO:0097638;0.6857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0016486;0.0;0.04166666666666663;0.08695652173913049;0.33333333333333337;0.19999999999999996;0.2142857142857143;0.04347826086956519;0.21052631578947367;0.037735849056603765;0.07999999999999996;0.04166666666666663;0.28125;0.03703703703703709;0.3571428571428571;0.4285714285714286;0.2682926829268293;0.07407407407407407;0.0714285714285714;0.0;1.0;0.5
GO:0050435;0.0;0.0;0.15384615384615385;0.2941176470588235;0.2666666666666667;0.26315789473684215;0.0;0.2857142857142857;0.0;0.0;0.0;0.29166666666666663;0.0;0.33333333333333337;0.33333333333333337;0.19999999999999996;0.11764705882352944;0.0;0.0;0.5;1.0
