;GO:1903352;GO:2001033;GO:0030182;GO:0030163;GO:0006783;GO:0006099;GO:1904876;GO:0006782;GO:0045944;GO:0032091;GO:0042985;GO:0000398;GO:0000122;GO:0018160;GO:0006509;GO:0031848;GO:0000390;GO:0031333;GO:0097638;GO:0016486;GO:0050435
GO:1903352;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22798984826233362;0.0;0.0
GO:2001033;0.0;1.0;0.0;0.0;0.0;0.0;0.41901342280439924;0.0;0.03698342959840377;0.004667085683489655;0.08301643028949178;0.0;0.10032617594694206;0.0;0.0;0.004667085683489655;0.0;0.033172890604810296;0.0;0.004667085683489655;0.0
GO:0030182;0.0;0.0;1.0;0.0;0.005210850243560383;0.04032672756155872;0.0;0.0053939567558017295;0.0;0.0;0.0;0.00944096172201289;0.0;0.010800680096987807;0.0;0.01551098926474175;0.05800972080995803;0.0;0.0;0.018423148391318676;0.05610666969500789
GO:0030163;0.0;0.0;0.0;1.0;0.030025737995480722;0.04726206175883302;0.0;0.031080826494448682;0.0;0.0;0.0;0.02864978028641685;0.0;0.14359152929169391;0.3299821510735427;0.04707003878891639;0.0;0.0;0.0;0.24492976628527638;0.14302034785312956
GO:0006783;0.0;0.0;0.005210850243560383;0.030025737995480722;1.0;0.021362246606098843;0.0;0.7990546038619828;0.0;0.0;0.0;0.041321715777256615;0.0;0.030025737995480722;0.030025737995480722;0.041321715777256615;0.005210850243560383;0.0;0.0;0.041321715777256615;0.041321715777256615
GO:0006099;0.0;0.0;0.04032672756155872;0.04726206175883302;0.021362246606098843;1.0;0.0;0.022112904615224367;0.0;0.0;0.0;0.038703885753311976;0.0;0.044278146744011954;0.0767879216769306;0.06358839004967566;0.04032672756155872;0.0;0.0;0.07552699095171035;0.16532225236209627
GO:1904876;0.0;0.41901342280439924;0.0;0.0;0.0;0.0;1.0;0.0;0.03698342959840377;0.013567529413937084;0.08301643028949178;0.0;0.10032617594694206;0.0;0.0;0.006749786664506206;0.0;0.04797639250969369;0.0;0.006749786664506206;0.0
GO:0006782;0.0;0.0;0.0053939567558017295;0.031080826494448682;0.7990546038619828;0.022112904615224367;0.0;1.0;0.0;0.0;0.0;0.042773738940876056;0.0;0.031080826494448682;0.031080826494448682;0.042773738940876056;0.0053939567558017295;0.0;0.0;0.042773738940876056;0.042773738940876056
GO:0045944;0.0;0.03698342959840377;0.0;0.0;0.0;0.0;0.03698342959840377;0.0;1.0;0.0023002922159567813;0.051113932974103576;0.0;0.13531635682768936;0.0;0.0;0.0023002922159567813;0.0;0.005439344724655555;0.0;0.0023002922159567813;0.0
GO:0032091;0.0;0.004667085683489655;0.0;0.0;0.0;0.0;0.013567529413937084;0.0;0.0023002922159567813;1.0;0.00347889595108997;0.0;0.0018330924277329649;0.0;0.0;0.01551098926474175;0.0;0.042750075770205787;0.0;0.018423148391318676;0.0
GO:0042985;0.0;0.08301643028949178;0.0;0.0;0.0;0.0;0.08301643028949178;0.0;0.051113932974103576;0.00347889595108997;1.0;0.0;0.2010517316640836;0.0;0.0;0.00347889595108997;0.0;0.024727430057537497;0.0;0.00347889595108997;0.0
GO:0000398;0.0;0.0;0.00944096172201289;0.02864978028641685;0.041321715777256615;0.038703885753311976;0.0;0.042773738940876056;0.0;0.0;0.0;1.0;0.0;0.038703885753311976;0.02864978028641685;0.31163317026989235;0.00944096172201289;0.0;0.0;0.07486623462708139;0.07486623462708139
GO:0000122;0.0;0.10032617594694206;0.0;0.0;0.0;0.0;0.10032617594694206;0.0;0.13531635682768936;0.0018330924277329649;0.2010517316640836;0.0;1.0;0.0;0.0;0.0018330924277329649;0.0;0.013029324657314607;0.0;0.0018330924277329649;0.0
GO:0018160;0.0;0.0;0.010800680096987807;0.14359152929169391;0.030025737995480722;0.044278146744011954;0.0;0.031080826494448682;0.0;0.0;0.0;0.038703885753311976;0.0;1.0;0.14359152929169391;0.09765166621816776;0.010800680096987807;0.0;0.0;0.14359152929169391;0.06223521606016795
GO:0006509;0.0;0.0;0.0;0.3299821510735427;0.030025737995480722;0.0767879216769306;0.0;0.031080826494448682;0.0;0.0;0.0;0.02864978028641685;0.0;0.14359152929169391;1.0;0.04707003878891639;0.0;0.0;0.0;0.2618414772478071;0.3232954480208262
GO:0031848;0.0;0.004667085683489655;0.01551098926474175;0.04707003878891639;0.041321715777256615;0.06358839004967566;0.006749786664506206;0.042773738940876056;0.0023002922159567813;0.01551098926474175;0.00347889595108997;0.31163317026989235;0.0018330924277329649;0.09765166621816776;0.04707003878891639;1.0;0.052757100429543936;0.01551098926474175;0.0;0.12300117252723154;0.12300117252723154
GO:0000390;0.0;0.0;0.05800972080995803;0.0;0.005210850243560383;0.04032672756155872;0.0;0.0053939567558017295;0.0;0.0;0.0;0.00944096172201289;0.0;0.010800680096987807;0.0;0.052757100429543936;1.0;0.0;0.0;0.018423148391318676;0.05610666969500789
GO:0031333;0.0;0.033172890604810296;0.0;0.0;0.0;0.0;0.04797639250969369;0.0;0.005439344724655555;0.042750075770205787;0.024727430057537497;0.0;0.013029324657314607;0.0;0.0;0.01551098926474175;0.0;1.0;0.0;0.018423148391318676;0.0
GO:0097638;0.22798984826233362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0016486;0.0;0.004667085683489655;0.018423148391318676;0.24492976628527638;0.041321715777256615;0.07552699095171035;0.006749786664506206;0.042773738940876056;0.0023002922159567813;0.018423148391318676;0.00347889595108997;0.07486623462708139;0.0018330924277329649;0.14359152929169391;0.2618414772478071;0.12300117252723154;0.018423148391318676;0.018423148391318676;0.0;1.0;0.31170213794441476
GO:0050435;0.0;0.0;0.05610666969500789;0.14302034785312956;0.041321715777256615;0.16532225236209627;0.0;0.042773738940876056;0.0;0.0;0.0;0.07486623462708139;0.0;0.06223521606016795;0.3232954480208262;0.12300117252723154;0.05610666969500789;0.0;0.0;0.31170213794441476;1.0
