;GO:1903352;GO:2001033;GO:0030182;GO:0030163;GO:0006783;GO:0006099;GO:1904876;GO:0006782;GO:0045944;GO:0032091;GO:0042985;GO:0000398;GO:0000122;GO:0018160;GO:0006509;GO:0031848;GO:0000390;GO:0031333;GO:0097638;GO:0016486;GO:0050435
GO:1903352;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0
GO:2001033;0.0;1.0;0.0;0.0;0.0;0.0;0.7619047619047619;0.0;0.43478260869565216;0.23529411764705882;0.47619047619047616;0.0;0.5217391304347826;0.0;0.0;0.19047619047619047;0.0;0.5555555555555556;0.0;0.10526315789473684;0.0
GO:0030182;0.0;0.0;1.0;0.0;0.15384615384615385;0.14285714285714285;0.0;0.15384615384615385;0.0;0.0;0.0;0.11764705882352941;0.0;0.26666666666666666;0.0;0.13333333333333333;0.16666666666666666;0.0;0.0;0.15384615384615385;0.16666666666666666
GO:0030163;0.0;0.0;0.0;1.0;0.2857142857142857;0.4;0.0;0.5714285714285714;0.0;0.0;0.0;0.4444444444444444;0.0;0.625;0.7142857142857143;0.375;0.0;0.0;0.0;0.5714285714285714;0.6153846153846154
GO:0006783;0.0;0.0;0.15384615384615385;0.2857142857142857;1.0;0.23529411764705882;0.0;0.875;0.0;0.0;0.0;0.2;0.0;0.4444444444444444;0.5;0.2222222222222222;0.13333333333333333;0.0;0.0;0.25;0.5333333333333333
GO:0006099;0.0;0.0;0.14285714285714285;0.4;0.23529411764705882;1.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.09523809523809523;0.0;0.3157894736842105;0.35294117647058826;0.10526315789473684;0.125;0.0;0.0;0.11764705882352941;0.25
GO:1904876;0.0;0.7619047619047619;0.0;0.0;0.0;0.0;1.0;0.0;0.45454545454545453;0.5;0.6;0.0;0.5454545454545454;0.0;0.0;0.2;0.0;0.5882352941176471;0.0;0.1111111111111111;0.0
GO:0006782;0.0;0.0;0.15384615384615385;0.5714285714285714;0.875;0.11764705882352941;0.0;1.0;0.0;0.0;0.0;0.1;0.0;0.4444444444444444;0.5;0.4444444444444444;0.13333333333333333;0.0;0.0;0.125;0.5333333333333333
GO:0045944;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0.45454545454545453;0.0;1.0;0.2222222222222222;0.6363636363636364;0.0;0.9166666666666666;0.0;0.0;0.18181818181818182;0.0;0.42105263157894735;0.0;0.1;0.0
GO:0032091;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.5;0.0;0.2222222222222222;1.0;0.25;0.0;0.2222222222222222;0.0;0.0;0.25;0.0;0.3076923076923077;0.0;0.14285714285714285;0.0
GO:0042985;0.0;0.47619047619047616;0.0;0.0;0.0;0.0;0.6;0.0;0.6363636363636364;0.25;1.0;0.0;0.7272727272727273;0.0;0.0;0.2;0.0;0.5882352941176471;0.0;0.1111111111111111;0.0
GO:0000398;0.0;0.0;0.11764705882352941;0.4444444444444444;0.2;0.09523809523809523;0.0;0.1;0.0;0.0;0.0;1.0;0.0;0.36363636363636365;0.4;0.09090909090909091;0.10526315789473684;0.0;0.0;0.1;0.3157894736842105
GO:0000122;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0.5454545454545454;0.0;0.9166666666666666;0.2222222222222222;0.7272727272727273;0.0;1.0;0.0;0.0;0.18181818181818182;0.0;0.5263157894736842;0.0;0.1;0.0
GO:0018160;0.0;0.0;0.26666666666666666;0.625;0.4444444444444444;0.3157894736842105;0.0;0.4444444444444444;0.0;0.0;0.0;0.36363636363636365;0.0;1.0;0.5555555555555556;0.5;0.23529411764705882;0.0;0.0;0.4444444444444444;0.47058823529411764
GO:0006509;0.0;0.0;0.0;0.7142857142857143;0.5;0.35294117647058826;0.0;0.5;0.0;0.0;0.0;0.4;0.0;0.5555555555555556;1.0;0.4444444444444444;0.0;0.0;0.0;0.75;0.5333333333333333
GO:0031848;0.0;0.19047619047619047;0.13333333333333333;0.375;0.2222222222222222;0.10526315789473684;0.2;0.4444444444444444;0.18181818181818182;0.25;0.2;0.09090909090909091;0.18181818181818182;0.5;0.4444444444444444;1.0;0.11764705882352941;0.23529411764705882;0.0;0.4444444444444444;0.47058823529411764
GO:0000390;0.0;0.0;0.16666666666666666;0.0;0.13333333333333333;0.125;0.0;0.13333333333333333;0.0;0.0;0.0;0.10526315789473684;0.0;0.23529411764705882;0.0;0.11764705882352941;1.0;0.0;0.0;0.13333333333333333;0.14285714285714285
GO:0031333;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.5882352941176471;0.0;0.42105263157894735;0.3076923076923077;0.5882352941176471;0.0;0.5263157894736842;0.0;0.0;0.23529411764705882;0.0;1.0;0.0;0.13333333333333333;0.0
GO:0097638;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0016486;0.0;0.10526315789473684;0.15384615384615385;0.5714285714285714;0.25;0.11764705882352941;0.1111111111111111;0.125;0.1;0.14285714285714285;0.1111111111111111;0.1;0.1;0.4444444444444444;0.75;0.4444444444444444;0.13333333333333333;0.13333333333333333;0.0;1.0;0.8
GO:0050435;0.0;0.0;0.16666666666666666;0.6153846153846154;0.5333333333333333;0.25;0.0;0.5333333333333333;0.0;0.0;0.0;0.3157894736842105;0.0;0.47058823529411764;0.5333333333333333;0.47058823529411764;0.14285714285714285;0.0;0.0;0.8;1.0
