;GO:1903352;GO:2001033;GO:0030182;GO:0030163;GO:0006783;GO:0006099;GO:1904876;GO:0006782;GO:0045944;GO:0032091;GO:0042985;GO:0000398;GO:0000122;GO:0018160;GO:0006509;GO:0031848;GO:0000390;GO:0031333;GO:0097638;GO:0016486;GO:0050435
GO:1903352;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
GO:2001033;0.0;1.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.3660149997115376;0.3081136762725405;0.4;0.0;0.43852901558847923;0.0;0.0;0.4;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0
GO:0030182;0.0;0.0;1.0;0.0;0.5356143810225276;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.8;0.8;0.0;0.0;0.8;0.48300749985576874
GO:0030163;0.0;0.0;0.0;1.0;0.48300749985576874;0.6830074998557688;0.0;0.6830074998557688;0.0;0.0;0.0;0.6830074998557688;0.0;0.5356143810225276;0.6000000000000001;0.6830074998557688;0.0;0.0;0.0;0.6830074998557688;0.6000000000000001
GO:0006783;0.0;0.0;0.5356143810225276;0.48300749985576874;1.0;0.6000000000000001;0.0;0.8;0.0;0.0;0.0;0.6000000000000001;0.0;0.3660149997115376;0.4;0.6000000000000001;0.5356143810225276;0.0;0.0;0.6000000000000001;0.48300749985576874
GO:0006099;0.0;0.0;0.8;0.6830074998557688;0.6000000000000001;1.0;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.48300749985576874;0.5356143810225276;0.8;0.8;0.0;0.0;0.8;0.5356143810225276
GO:1904876;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;1.0;0.0;0.4;0.5356143810225276;0.43852901558847923;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0
GO:0006782;0.0;0.0;0.8;0.6830074998557688;0.8;0.8;0.0;1.0;0.0;0.0;0.0;0.8;0.0;0.48300749985576874;0.5356143810225276;0.8;0.8;0.0;0.0;0.8;0.6830074998557688
GO:0045944;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.4;0.0;1.0;0.3081136762725405;0.48300749985576874;0.0;0.8;0.0;0.0;0.4;0.0;0.3660149997115376;0.0;0.3660149997115376;0.0
GO:0032091;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.3081136762725405;1.0;0.3081136762725405;0.0;0.3081136762725405;0.0;0.0;0.5356143810225276;0.0;0.4;0.0;0.48300749985576874;0.0
GO:0042985;0.0;0.4;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.3081136762725405;1.0;0.0;0.6000000000000001;0.0;0.0;0.4;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0
GO:0000398;0.0;0.0;0.8;0.6830074998557688;0.6000000000000001;0.8;0.0;0.8;0.0;0.0;0.0;1.0;0.0;0.48300749985576874;0.5356143810225276;0.8;0.8;0.0;0.0;0.8;0.6000000000000001
GO:0000122;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.8;0.3081136762725405;0.6000000000000001;0.0;1.0;0.0;0.0;0.4;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0
GO:0018160;0.0;0.0;0.43852901558847923;0.5356143810225276;0.3660149997115376;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;1.0;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;0.0;0.48300749985576874;0.43852901558847923
GO:0006509;0.0;0.0;0.0;0.6000000000000001;0.4;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;1.0;0.5356143810225276;0.0;0.0;0.0;0.6000000000000001;0.48300749985576874
GO:0031848;0.0;0.4;0.8;0.6830074998557688;0.6000000000000001;0.8;0.48300749985576874;0.8;0.4;0.5356143810225276;0.4;0.8;0.4;0.5356143810225276;0.5356143810225276;1.0;0.8;0.5356143810225276;0.0;0.8;0.6000000000000001
GO:0000390;0.0;0.0;0.8;0.0;0.5356143810225276;0.8;0.0;0.8;0.0;0.0;0.0;0.8;0.0;0.43852901558847923;0.0;0.8;1.0;0.0;0.0;0.8;0.48300749985576874
GO:0031333;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.4;0.48300749985576874;0.0;0.43852901558847923;0.0;0.0;0.5356143810225276;0.0;1.0;0.0;0.48300749985576874;0.0
GO:0097638;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0016486;0.0;0.3660149997115376;0.8;0.6830074998557688;0.6000000000000001;0.8;0.43852901558847923;0.8;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.8;0.3660149997115376;0.48300749985576874;0.6000000000000001;0.8;0.8;0.48300749985576874;0.0;1.0;0.8
GO:0050435;0.0;0.0;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.5356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.6000000000000001;0.0;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.0;0.0;0.8;1.0
