;GO:1903352;GO:2001033;GO:0030182;GO:0030163;GO:0006783;GO:0006099;GO:1904876;GO:0006782;GO:0045944;GO:0032091;GO:0042985;GO:0000398;GO:0000122;GO:0018160;GO:0006509;GO:0031848;GO:0000390;GO:0031333;GO:0097638;GO:0016486;GO:0050435
GO:1903352;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7277464296009823;0.0;0.0
GO:2001033;0.0;1.0;0.0;0.0;0.0;0.0;0.5502328356183943;0.0;0.2633763048736372;0.0545318870697717;0.251476340604152;0.0;0.4481807623678548;0.0;0.0;0.04536331797678813;0.0;0.20961353171797292;0.0;0.05029398067445827;0.0
GO:0030182;0.0;0.0;1.0;0.0;0.025918417750582685;0.02722237640674539;0.0;0.02393837158402052;0.0;0.0;0.0;0.03381837703466756;0.0;0.020401339940053796;0.0;0.02367479721038503;0.02263053403917266;0.0;0.0;0.02714554284897731;0.02554367371480678
GO:0030163;0.0;0.0;0.0;1.0;0.23056276086379235;0.1359870562945057;0.0;0.21204492651943715;0.0;0.0;0.0;0.21143765423171632;0.0;0.21287948509470817;0.27366020285850695;0.14480153505485785;0.0;0.0;0.0;0.2873760446644485;0.22704596821917913
GO:0006783;0.0;0.0;0.025918417750582685;0.23056276086379235;1.0;0.10333240139823838;0.0;0.9174102624354302;0.0;0.0;0.0;0.24141208660957897;0.0;0.14609702966372304;0.17836701608519015;0.18131580092189722;0.018924080213231;0.0;0.0;0.19202359213717587;0.18274371839596878
GO:0006099;0.0;0.0;0.02722237640674539;0.1359870562945057;0.10333240139823838;1.0;0.0;0.09654431862425213;0.0;0.0;0.0;0.12970334023304655;0.0;0.08451942722035947;0.10394825762450347;0.09619878048456111;0.01960991546369627;0.0;0.0;0.10810224046510045;0.10205964548825056
GO:1904876;0.0;0.5502328356183943;0.0;0.0;0.0;0.0;1.0;0.0;0.225609814823296;0.3699194025842582;0.22610896770420438;0.0;0.3855979753070003;0.0;0.0;0.04074728776037275;0.0;0.1840677527969746;0.0;0.04468202786965736;0.0
GO:0006782;0.0;0.0;0.02393837158402052;0.21204492651943715;0.9174102624354302;0.09654431862425213;0.0;1.0;0.0;0.0;0.0;0.2228098023514599;0.0;0.13843639397528298;0.16707919624169487;0.17061709687652157;0.017846288321375487;0.0;0.0;0.179436173082124;0.17130729024730346
GO:0045944;0.0;0.2633763048736372;0.0;0.0;0.0;0.0;0.225609814823296;0.0;1.0;0.09093383997127037;0.27049830633056576;0.0;0.6552735478926591;0.0;0.0;0.06801169114290245;0.0;0.12228668617424854;0.0;0.07973078665660659;0.0
GO:0032091;0.0;0.0545318870697717;0.0;0.0;0.0;0.0;0.3699194025842582;0.0;0.09093383997127037;1.0;0.0545318870697717;0.0;0.0872182853921153;0.0;0.0;0.05517835974545515;0.0;0.07105988752322659;0.0;0.0626491870446091;0.0
GO:0042985;0.0;0.251476340604152;0.0;0.0;0.0;0.0;0.22610896770420438;0.0;0.27049830633056576;0.0545318870697717;1.0;0.0;0.46041851435905284;0.0;0.0;0.04536331797678813;0.0;0.20961353171797292;0.0;0.05029398067445827;0.0
GO:0000398;0.0;0.0;0.03381837703466756;0.21143765423171632;0.24141208660957897;0.12970334023304655;0.0;0.2228098023514599;0.0;0.0;0.0;1.0;0.0;0.1196306461121968;0.15228522863272823;0.24529557146226158;0.022815503174985544;0.0;0.0;0.23946534726476892;0.22520389990322504
GO:0000122;0.0;0.4481807623678548;0.0;0.0;0.0;0.0;0.3855979753070003;0.0;0.6552735478926591;0.0872182853921153;0.46041851435905284;0.0;1.0;0.0;0.0;0.06591161005494005;0.0;0.33914280069660335;0.0;0.07685989753448146;0.0
GO:0018160;0.0;0.0;0.020401339940053796;0.21287948509470817;0.14609702966372304;0.08451942722035947;0.0;0.13843639397528298;0.0;0.0;0.0;0.1196306461121968;0.0;1.0;0.1734058987887422;0.11757430994788629;0.01580365215978331;0.0;0.0;0.1788137538998937;0.144677041223502
GO:0006509;0.0;0.0;0.0;0.27366020285850695;0.17836701608519015;0.10394825762450347;0.0;0.16707919624169487;0.0;0.0;0.0;0.15228522863272823;0.0;0.1734058987887422;1.0;0.11437587316318631;0.0;0.0;0.0;0.39787881819928517;0.17625498762273414
GO:0031848;0.0;0.04536331797678813;0.02367479721038503;0.14480153505485785;0.18131580092189722;0.09619878048456111;0.04074728776037275;0.17061709687652157;0.06801169114290245;0.05517835974545515;0.04536331797678813;0.24529557146226158;0.06591161005494005;0.11757430994788629;0.11437587316318631;1.0;0.14957366418178156;0.05624617985492815;0.0;0.23143515600313458;0.1697590760852456
GO:0000390;0.0;0.0;0.02263053403917266;0.0;0.018924080213231;0.01960991546369627;0.0;0.017846288321375487;0.0;0.0;0.0;0.022815503174985544;0.0;0.01580365215978331;0.0;0.14957366418178156;1.0;0.0;0.0;0.01957001359577429;0.018723519825233667
GO:0031333;0.0;0.20961353171797292;0.0;0.0;0.0;0.0;0.1840677527969746;0.0;0.12228668617424854;0.07105988752322659;0.20961353171797292;0.0;0.33914280069660335;0.0;0.0;0.05624617985492815;0.0;1.0;0.0;0.06402935144287993;0.0
