;GO:0032092;GO:1902476;GO:0022408;GO:0032570;GO:0023019;GO:0051291;GO:0032091;GO:0002159;GO:0009826;GO:0001666;GO:0001701;GO:0045893;GO:0035635;GO:0032525;GO:0042307;GO:0031032;GO:0090026;GO:0000902;GO:0034142;GO:0003382;GO:0051260;GO:0003383;GO:0043312;GO:0009966;GO:0042742;GO:0030216;GO:0071560;GO:0071285;GO:0071681;GO:0007416;GO:0051894;GO:2000648;GO:0070830;GO:0001837;GO:0086091;GO:0001839;GO:0018149;GO:0072659;GO:2000048;GO:1902373;GO:0055074;GO:0008284;GO:0048339;GO:0048699;GO:0045944;GO:0045109;GO:0061436;GO:0010718;GO:0045471;GO:0048863;GO:0007509;GO:0006816;GO:0098911;GO:0032463;GO:0010634;GO:0007043;GO:0007162;GO:0007565;GO:1990830;GO:0001657;GO:0043066;GO:0050900;GO:0032496;GO:0086073;GO:0071624;GO:2000147
GO:0032092;1.0;0.0;0.39537950552804746;0.0;0.3501568039055371;0.0;0.7835747229366575;0.0;0.0;0.0;0.0;0.3820529049993591;0.0;0.0;0.2778802313579973;0.0;0.2610505663730804;0.0;0.3665728388721412;0.0;0.0;0.0;0.0;0.4756105893156846;0.0;0.0;0.0;0.0;0.0;0.0;0.2610505663730804;0.3087211648917785;0.0;0.0;0.3078655105506081;0.0;0.0;0.0;0.27506183492194464;0.3115395613278311;0.340685328117891;0.4008621082028188;0.0;0.0;0.36171591124829267;0.0;0.32749556691612053;0.3377974165471999;0.0;0.0;0.0;0.0;0.3438993495167993;0.2778802313579973;0.3438993495167993;0.0;0.4165755806852534;0.0;0.0;0.0;0.3700349905478714;0.0;0.0;0.0;0.28772495427387357;0.3960184917270945
GO:1902476;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3036960849068245;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30446729797392275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44789706342206226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0022408;0.39537950552804746;0.0;1.0;0.0;0.43046960092857683;0.0;0.3976936437670044;0.0;0.0;0.0;0.0;0.46506315480287075;0.0;0.0;0.34442329231295304;0.0;0.34406081617659207;0.0;0.42008308133352035;0.0;0.0;0.0;0.0;0.5714121251319928;0.0;0.0;0.0;0.0;0.0;0.0;0.5591100821951521;0.4146651393473335;0.0;0.0;0.3449085641634313;0.0;0.0;0.0;0.7932735446419124;0.49115947140474986;0.372777658004871;0.5139785808545221;0.0;0.0;0.4420287082713325;0.0;0.35958789680310055;0.42825265220948666;0.0;0.0;0.0;0.0;0.43435458517908604;0.4575001414349161;0.43435458517908604;0.0;0.8942213381329362;0.0;0.0;0.0;0.5723161376142067;0.0;0.0;0.0;0.37073520407738525;0.4864737273893812
GO:0032570;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3890221666646814;0.0;0.4743919078790403;0.392541815325418;0.5491722708900844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6082932292299303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.428883388185629;0.0;0.0;0.0;0.6033408104069389;0.0;0.0;0.0
GO:0023019;0.3501568039055371;0.0;0.43046960092857683;0.0;1.0;0.4122517233397286;0.3524709421444941;0.3855773354389354;0.44148427237987303;0.0;0.0;0.3971792161909439;0.0;0.0;0.27653935370102606;0.3806608072418462;0.27617687756466514;0.4790592049416244;0.557614270496005;0.41923666540876925;0.4122517233397286;0.4122517233397286;0.3855773354389354;0.5261894235094823;0.0;0.4122517233397286;0.28367981189368235;0.2610185749042658;0.28367981189368235;0.4246546073949561;0.27617687756466514;0.33249744452391555;0.3855773354389354;0.44785449619213036;0.30917348026718633;0.0;0.3608308974089873;0.0;0.2988381145540817;0.32666587251941587;0.31024001954696545;0.4359522036033482;0.0;0.4024070004238523;0.37000345208716146;0.3371567543561361;0.37931772552493564;0.3728875119477293;0.0;0.38440359718812317;0.3855773354389354;0.0;0.37898944491732867;0.293006542549582;0.37898944491732867;0.44785449619213036;0.46715441487905107;0.0;0.2610185749042658;0.0;0.3851613017394562;0.4849883252655831;0.0;0.0;0.3028512654654583;0.4311085871276239
GO:0051291;0.0;0.0;0.0;0.0;0.4122517233397286;1.0;0.0;0.5619529626652469;0.5597829439735955;0.0;0.0;0.0;0.0;0.0;0.0;0.47215692427390826;0.0;0.5973578765353469;0.45132899529574927;0.5375353370024918;0.780031148184134;0.4389261112405218;0.4122517233397286;0.0;0.0;0.4389261112405218;0.31035419979447554;0.26806290643954656;0.28769296280505896;0.6010302346212675;0.0;0.0;0.5619529626652469;0.47452888409292354;0.0;0.0;0.367875228944268;0.0;0.0;0.0;0.0;0.0;0.0;0.42908138832464554;0.0;0.4554554259498587;0.0;0.0;0.0;0.3842754305272557;0.4122517233397286;0.0;0.0;0.0;0.0;0.6242301234184418;0.0;0.0;0.26806290643954656;0.0;0.0;0.5116627131663762;0.0;0.0;0.0;0.0
GO:0032091;0.7835747229366575;0.0;0.3976936437670044;0.0;0.3524709421444941;0.0;1.0;0.0;0.0;0.0;0.0;0.38436704323831605;0.0;0.0;0.28019436959695426;0.0;0.26336470461203737;0.0;0.36888697711109814;0.0;0.0;0.0;0.0;0.4779247275546416;0.0;0.0;0.0;0.0;0.0;0.0;0.26336470461203737;0.3110353031307354;0.0;0.0;0.3101796487895651;0.0;0.0;0.0;0.2773759731609016;0.31385369956678805;0.3429994663568479;0.4031762464417758;0.0;0.0;0.36403004948724965;0.0;0.3298097051550775;0.3401115547861569;0.0;0.0;0.0;0.0;0.3462134877557563;0.28019436959695426;0.3462134877557563;0.0;0.4188897189242104;0.0;0.0;0.0;0.3723491287868284;0.0;0.0;0.0;0.2900390925128305;0.39833262996605145
GO:0002159;0.0;0.0;0.0;0.0;0.3855773354389354;0.5619529626652469;0.0;1.0;0.5331085560728024;0.0;0.0;0.0;0.0;0.0;0.0;0.445482536373115;0.0;0.5706834886345538;0.4246546073949561;0.5108609491016987;0.5619529626652469;0.4122517233397286;0.3855773354389354;0.0;0.0;0.4122517233397286;0.28367981189368235;0.24138851853875337;0.2610185749042658;0.5743558467204744;0.0;0.0;0.7139419247580329;0.44785449619213036;0.0;0.0;0.34120084104347487;0.0;0.0;0.0;0.0;0.0;0.0;0.4024070004238523;0.0;0.42878103804906553;0.0;0.0;0.0;0.3576010426264626;0.3855773354389354;0.0;0.0;0.0;0.0;0.835825315701552;0.0;0.0;0.24138851853875337;0.0;0.0;0.4849883252655831;0.0;0.0;0.0;0.0
GO:0009826;0.0;0.0;0.0;0.0;0.44148427237987303;0.5597829439735955;0.0;0.5331085560728024;1.0;0.0;0.3580930927233656;0.0;0.0;0.0;0.0;0.5013894733140527;0.0;0.8605275438929956;0.48056154433589365;0.7410987741698163;0.5597829439735955;0.46815866028066616;0.44148427237987303;0.0;0.0;0.5827148660399273;0.33958674883462;0.297295455479691;0.3169255118452034;0.572185828028823;0.0;0.0;0.5331085560728024;0.618317638892329;0.0;0.5760740795462609;0.39710777798441244;0.0;0.0;0.0;0.0;0.0;0.5022819096235476;0.572870143124051;0.0;0.4578854204283425;0.0;0.0;0.0;0.5548667398883218;0.44148427237987303;0.0;0.0;0.0;0.0;0.5953857168259973;0.0;0.0;0.297295455479691;0.5022819096235476;0.0;0.5408952622065206;0.0;0.0;0.0;0.0
GO:0001666;0.0;0.0;0.0;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5612529857178625;0.0;0.40838186206509414;0.36609056871016515;0.38572062507567756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36609056871016515;0.0;0.0;0.0;0.4946624801562114;0.0;0.0;0.0
