;GO:0000122;GO:0006406;GO:0048681;GO:2000010;GO:0006351;GO:0051045;GO:0010640;GO:2001222;GO:0006357
GO:0000122;1.0;0.0;0.4;0.3660149997115376;0.0;0.48300749985576874;0.3660149997115376;0.3660149997115376;1.0
GO:0006406;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048681;0.4;0.0;1.0;0.48300749985576874;0.0;0.43852901558847923;0.5356143810225276;0.8;0.4
GO:2000010;0.3660149997115376;0.0;0.48300749985576874;1.0;0.0;0.4;0.48300749985576874;0.48300749985576874;0.4
GO:0006351;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0051045;0.48300749985576874;0.0;0.43852901558847923;0.4;0.0;1.0;0.43852901558847923;0.4;0.43852901558847923
GO:0010640;0.3660149997115376;0.0;0.5356143810225276;0.48300749985576874;0.0;0.43852901558847923;1.0;0.48300749985576874;0.4
GO:2001222;0.3660149997115376;0.0;0.8;0.48300749985576874;0.0;0.4;0.48300749985576874;1.0;0.4
GO:0006357;1.0;0.0;0.4;0.4;0.0;0.43852901558847923;0.4;0.4;1.0
