;GO:0000122;GO:0006406;GO:0048681;GO:2000010;GO:0006351;GO:0051045;GO:0010640;GO:2001222;GO:0006357
GO:0000122;1.0;0.0;0.45041091207010325;0.3054415415541932;0.0;0.4987906156754678;0.3752575062043355;0.3752575062043355;0.8553921965369784
GO:0006406;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048681;0.45041091207010325;0.0;1.0;0.31305846451769553;0.0;0.36956026407323855;0.466075681342834;0.6815439682634081;0.4334565249153723
GO:2000010;0.3054415415541932;0.0;0.31305846451769553;1.0;0.0;0.22276469551520156;0.31305846451769553;0.4036807986931944;0.36364056026522995
GO:0006351;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0051045;0.4987906156754678;0.0;0.36956026407323855;0.22276469551520156;0.0;1.0;0.3098955970007391;0.2925806601653439;0.463620677343415
GO:0010640;0.3752575062043355;0.0;0.466075681342834;0.31305846451769553;0.0;0.3098955970007391;1.0;0.38287442916783787;0.4334565249153723
GO:2001222;0.3752575062043355;0.0;0.6815439682634081;0.4036807986931944;0.0;0.2925806601653439;0.38287442916783787;1.0;0.4334565249153723
GO:0006357;0.8553921965369784;0.0;0.4334565249153723;0.36364056026522995;0.0;0.463620677343415;0.4334565249153723;0.4334565249153723;1.0
