;GO:0000122;GO:0006406;GO:0048681;GO:2000010;GO:0006351;GO:0051045;GO:0010640;GO:2001222;GO:0006357
GO:0000122;1.0;0.0;0.20554021197670352;0.17511290528119705;0.0;0.5071310321449302;0.23471669637068743;0.20540488392452266;0.7377982528375002
GO:0006406;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048681;0.20554021197670352;0.0;1.0;0.17717252775259063;0.0;0.23268004527251923;0.27958911516462565;0.44022058888373444;0.1906052760147813
GO:2000010;0.17511290528119705;0.0;0.17717252775259063;1.0;0.0;0.21300892628331097;0.39577231927940704;0.36669330428103036;0.2572411297803946
GO:0006351;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0051045;0.5071310321449302;0.0;0.23268004527251923;0.21300892628331097;0.0;1.0;0.286819824875441;0.24423081457506424;0.4348155129519748
GO:0010640;0.23471669637068743;0.0;0.27958911516462565;0.39577231927940704;0.0;0.286819824875441;1.0;0.4093351552060475;0.348241739222713
GO:2001222;0.20540488392452266;0.0;0.44022058888373444;0.36669330428103036;0.0;0.24423081457506424;0.4093351552060475;1.0;0.28739376909366304
GO:0006357;0.7377982528375002;0.0;0.1906052760147813;0.2572411297803946;0.0;0.4348155129519748;0.348241739222713;0.28739376909366304;1.0
