;GO:0045409;GO:0007096;GO:0015031;GO:0046854;GO:0045648;GO:0001672;GO:0046856;GO:0032727;GO:0001666;GO:0045892;GO:0030308;GO:0034622;GO:0031116;GO:0019886;GO:0035556;GO:1903774;GO:0051260;GO:0007265;GO:0006298;GO:0007266;GO:0045779;GO:0006974;GO:0006699;GO:0045659;GO:0045656;GO:0071480;GO:0048010;GO:0001558;GO:0001837;GO:0018026;GO:0010942;GO:0071407;GO:2000401;GO:0032435;GO:0035264;GO:0043405;GO:0043647;GO:0043408;GO:1902850;GO:1903543;GO:0008285;GO:0008284;GO:0051271;GO:0045786;GO:0008203;GO:0038095;GO:0060669;GO:0006661;GO:0045944;GO:0001890;GO:0002223;GO:0006813;GO:0034728;GO:0030889;GO:0019221;GO:0045671;GO:0016197;GO:0032147;GO:0030521;GO:0030520;GO:0016236;GO:0050852;GO:0036503;GO:0060770;GO:0031295;GO:1903551;GO:0000209;GO:1902188;GO:0048701;GO:0008333;GO:0009306;GO:1902746;GO:0097198;GO:0097352;GO:0016064;GO:0031047;GO:0050900;GO:2001238;GO:0017157;GO:0007050;GO:0007175;GO:0061098;GO:0045445;GO:0006366;GO:0046777;GO:0006364;GO:0006886;GO:0023014;GO:0006367;GO:0006368;GO:0009749;GO:0000381;GO:0071850;GO:0070365;GO:0000380;GO:0051607;GO:2000397;GO:0051603;GO:0016578;GO:0071218;GO:0045737;GO:0032482;GO:1901796;GO:0045732;GO:1990182;GO:0043312;GO:1905634;GO:1904706;GO:0043434;GO:0045736;GO:0045579;GO:0071285;GO:0030216;GO:0007219;GO:0043162;GO:0015918;GO:0010507;GO:0046034;GO:0010501;GO:0035987;GO:0032355;GO:0018105;GO:2001014;GO:0072659;GO:0010586;GO:0043966;GO:2001271;GO:0043200;GO:0006469;GO:0006977;GO:0009968;GO:0048863;GO:0000082;GO:0032465;GO:0010952;GO:0071236;GO:0050777;GO:0010793;GO:0006351;GO:0031098;GO:0030163;GO:0006355;GO:0051085;GO:0048864;GO:0006513;GO:0006357;GO:0097676;GO:0043066;GO:0006904;GO:0043065;GO:0010569;GO:0036258;GO:0030036;GO:0035722
GO:0045409;1.0;0.06208715716471687;0.0;0.0;0.2538324211184857;0.05935430562821362;0.0;0.44908732582120786;0.0;0.4592198162569302;0.2115626030824592;0.0;0.06364170119200789;0.0;0.08844277323034869;0.04882663939968755;0.0;0.07518783092193837;0.0;0.06922507795988793;0.36280765441118557;0.0;0.0;0.3251261943682376;0.35058473356587794;0.0;0.06802619257744044;0.0781455361445914;0.0;0.0;0.0814724063130783;0.0;0.06651166323676952;0.3856359905341181;0.0;0.30503369131629154;0.0;0.3256451519998151;0.0;0.06134422349101479;0.2363595722482082;0.08378478027826482;0.22009140672882146;0.23140206632131924;0.0;0.07103941365552983;0.0;0.0;0.262498434497014;0.0;0.06780014531257046;0.0;0.0;0.17836568160965977;0.08143941439615732;0.38289190936665035;0.0;0.3029588292910332;0.06621397879346244;0.06272948316682497;0.0;0.07108424943975558;0.0;0.3472390366226692;0.0667015471606305;0.05786441677593565;0.0;0.053984164015493524;0.0;0.0;0.0;0.21964851287019974;0.0;0.0;0.0;0.27385768282409306;0.0;0.06660741936166652;0.0732017590217964;0.20922917448562908;0.36560720839311583;0.2634288633837208;0.0;0.0;0.0;0.0;0.0;0.07701362625671947;0.0;0.0;0.0;0.15426657945388458;0.17761017102130622;0.0;0.0;0.0;0.054179500665246794;0.0;0.0;0.0;0.25740307787833305;0.0683844064831006;0.07126050873699602;0.29431142890239026;0.0;0.0;0.05092186334953819;0.1797611898024477;0.0;0.38476653507951675;0.24059024127371872;0.0;0.0;0.07099425990721223;0.0;0.0;0.28461417853468984;0.0;0.0;0.0;0.0;0.0;0.2466768982094119;0.0;0.0;0.0;0.33217526215122184;0.0;0.45086717375428725;0.19441885923138957;0.24933071877502985;0.0;0.0;0.06910321562007259;0.28963692747009434;0.0;0.19146524794675668;0.1279299538138953;0.0;0.07022407236857017;0.0;0.29412335561931663;0.0;0.0;0.0;0.28407834008403143;0.0;0.24289884784885507;0.0;0.08082269079993237;0.1481365283287359;0.0;0.0;0.06621397879346244
GO:0007096;0.06208715716471687;1.0;0.0;0.0;0.07029537494338661;0.3660549212275634;0.0;0.06039525828269254;0.0;0.09766403373421526;0.3465130365764594;0.0;0.39502304758476064;0.0;0.10064112362664952;0.05284482373404034;0.0;0.0838252876345346;0.0;0.0764807725723584;0.05801156037177137;0.0;0.0;0.0585250000880146;0.06350656168718878;0.0;0.07502005025565787;0.373463743107268;0.0;0.0;0.09171245808985058;0.0;0.07318229739012619;0.07064973399071632;0.0;0.08624288564862306;0.0;0.09281163671799172;0.0;0.06697473644713542;0.09191917291984991;0.09465312393971959;0.08485682143951825;0.5262336411003453;0.0;0.07870147286468851;0.0;0.0;0.09731174760910834;0.0;0.07474522712392268;0.0;0.0;0.06728590139753303;0.09167065378302296;0.06991960760896984;0.0;0.0855874472198392;0.07282206919688144;0.0686293895526055;0.0;0.07875650562780533;0.0;0.06284830663696661;0.07341224506711155;0.35607493613830193;0.0;0.058939129904972895;0.0;0.0;0.0;0.06004954854082531;0.0;0.0;0.0;0.06440190975630918;0.0;0.07329824071132221;0.08136416025225356;0.4702674069264422;0.06664526249056335;0.07329824071132221;0.0;0.0;0.0;0.0;0.0;0.08610101529851784;0.0;0.0;0.0;0.0745559368949744;0.47810156995811326;0.0;0.0;0.0;0.2497417540836329;0.0;0.0;0.0;0.41895906255861054;0.07545594335985084;0.07897292413200045;0.07292471456172996;0.0;0.0;0.05530778776722128;0.06786129567721351;0.0;0.4131996040391838;0.06629495352102335;0.0;0.0;0.07864605739487686;0.0;0.0;0.07545594335985084;0.0;0.0;0.0;0.0;0.0;0.06812873366039686;0.0;0.0;0.0;0.06004954854082531;0.0;0.08397561620224019;0.6201945010120917;0.0976385813138377;0.0;0.0;0.5280814983906039;0.08140408284144968;0.0;0.06972884861224289;0.05530778776722128;0.0;0.07770200430557109;0.0;0.11081600324978992;0.0;0.0;0.0;0.10647910216506665;0.0;0.09479263761701041;0.0;0.09088998114159912;0.07130382558988904;0.0;0.0;0.07282206919688144
GO:0015031;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3993645548898443;0.0;0.0;0.0;0.0;0.4081057781811158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34427084942624403;0.7002590902267833;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9173363134244212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2620124662180495;0.46491548921239084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5152266398833253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6167267943508787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30247620450575496;0.0;0.0;0.0;0.0;0.0
GO:0046854;0.0;0.0;0.0;1.0;0.0;0.0;0.7470265493909591;0.0;0.0;0.0;0.0;0.035532931529287305;0.0;0.0;0.03853808625661973;0.0;0.0315291360966763;0.03082875903075967;0.11856391375524623;0.027649791647906496;0.0;0.03496883684076933;0.46247427096419447;0.0;0.0;0.024978646799923364;0.027030372955686718;0.0;0.026914300290158392;0.10816356567081586;0.0;0.032053544949472525;0.0;0.0;0.0;0.0;0.5488532598652207;0.0;0.0280059569365948;0.0;0.0;0.0;0.0;0.0;0.5275640625728951;0.028599538968973978;0.0;0.8795965438821685;0.0;0.0;0.026914300290158392;0.0;0.029328303662401634;0.0;0.03434816872050259;0.0;0.0;0.0;0.026106141667355115;0.024368753374837914;0.13081528649310026;0.028623199887183627;0.13000519474701422;0.0;0.0;0.0;0.14576621415955393;0.0;0.0;0.0;0.029189598110446753;0.0;0.09136584159746983;0.024648097165010242;0.0;0.026256975369785773;0.032093802814788124;0.0;0.0;0.02924967364522784;0.0;0.0;0.024648097165010242;0.16241752076938198;0.572872188658585;0.1421700781855443;0.0;0.605895233539212;0.13995477546217505;0.12890135885191406;0.0;0.0;0.023692162428365488;0.02341566422709864;0.11238096640471085;0.0;0.0;0.15936025295953019;0.11543047229423112;0.021722890458909478;0.0;0.027214776114902445;0.0;0.0;0.021362239030958803;0.033181476076450556;0.0;0.0;0.0;0.0;0.0;0.02341566422709864;0.027250403628723475;0.028575719626404344;0.11238096640471085;0.0;0.0;0.5910123934954827;0.12317192351874232;0.024978646799923364;0.0;0.5652155820474355;0.0;0.0;0.11294902638755938;0.12341325123484351;0.0;0.0;0.0;0.026581574771059352;0.0;0.026625203792238216;0.028170876164840854;0.0;0.0;0.0283282455861896;0.0;0.0;0.19250822240344617;0.028170876164840854;0.15462998132289515;0.0;0.02505513673988873;0.02512947951697407;0.12660811454225768;0.0;0.09867750829666092;0.0;0.02589197421371643;0.0;0.0;0.02512947951697407;0.03180427839862161;0.026106141667355115
GO:0045648;0.2538324211184857;0.07029537494338661;0.0;0.0;1.0;0.06681243422754862;0.0;0.3711420525093367;0.0;0.10278622003961259;0.08471255315413803;0.0;0.19292834843306395;0.0;0.10608905827239154;0.14919227798119938;0.0;0.08757088065791187;0.0;0.07958660532105954;0.27005072828989024;0.0;0.0;0.5670146396865039;0.6168944144437519;0.0;0.0780060620783756;0.09160921270027401;0.0;0.0;0.25676277835149136;0.0;0.4000311025810715;0.07329185094917633;0.0;0.09021276292510962;0.0;0.09742545730274468;0.0;0.18505527948740766;0.09644252615044484;0.26541341366488125;0.08869727811846705;0.09406185670711482;0.0;0.431462379910572;0.0;0.0;0.2732578703079515;0.0;0.47122691451752335;0.0;0.0;0.36665413276561243;0.0961689822738042;0.6814946247498467;0.0;0.23883182434049563;0.07563239510154253;0.07111989241258229;0.0;0.49757458673442545;0.0;0.3137074326290162;0.46249616325747467;0.06493053510876767;0.0;0.1670066002217378;0.0;0.0;0.0;0.31236179396664476;0.0;0.0;0.0;0.06690005886495701;0.0;0.20320637017293827;0.08488841580947074;0.08363125879756991;0.06899138096179672;0.20320637017293827;0.0;0.0;0.0;0.0;0.0;0.09005754275129588;0.0;0.0;0.0;0.07750439090127903;0.0693445216752181;0.0;0.0;0.0;0.16098947600266234;0.0;0.0;0.0;0.19790982506427574;0.07847745434770959;0.08228885172728101;0.20838497564540198;0.0;0.0;0.0571401911614203;0.07029537494338661;0.0;0.07310388819038618;0.6755185688706935;0.0;0.0;0.08193402132330589;0.0;0.0;0.07847745434770959;0.0;0.0;0.0;0.0;0.0;0.3559011217694632;0.0;0.0;0.0;0.06194765440710911;0.0;0.08773495688169547;0.20509997797462362;0.10275802818632535;0.0;0.0;0.0794255748181648;0.22665224385944494;0.0;0.434513395905957;0.0571401911614203;0.0;0.08090989588606846;0.0;0.11745755006974339;0.0;0.0;0.0;0.11259662458766755;0.0;0.09961063003977622;0.0;0.254348147693198;0.0739960238086043;0.0;0.0;0.07563239510154253
GO:0001672;0.05935430562821362;0.3660549212275634;0.0;0.0;0.06681243422754862;1.0;0.0;0.057470325895743246;0.0;0.09106828856370207;0.32683163743498167;0.0;0.37560234482762245;0.0;0.09365152307159791;0.05059186880199425;0.0;0.07891936526755448;0.0;0.0723758230831306;0.05530778776722128;0.0;0.0;0.056090591462583377;0.06065020204840553;0.0;0.07106635296718629;0.35070232130193035;0.0;0.0;0.08587206251474769;0.0;0.06941506995496509;0.0671324682520333;0.0;0.0810586505915875;0.0;0.0868349688800347;0.0;0.06380566320889053;0.0860532617763991;0.08844486782712574;0.07983303210236888;0.08415282678324;0.0;0.07436144312880606;0.0;0.0;0.09076190435077294;0.0;0.07081968628358437;0.0;0.0;0.06408801570823591;0.085835411942985;0.06647289093801514;0.0;0.08047937859737837;0.06909089219842168;0.06530567954776725;0.0;0.0744105717381572;0.0;0.06004954854082531;0.06962191934245267;0.3402182223511416;0.0;0.05615028101693404;0.0;0.0;0.0;0.05748943163641322;0.0;0.0;0.0;0.06108667301240953;0.0;0.06951937510977287;0.07673413073524005;0.07570543229612542;0.06350656168718878;0.06951937510977287;0.0;0.0;0.0;0.0;0.0;0.08093331143492712;0.0;0.0;0.0;0.07064973399071632;0.06380566320889053;0.0;0.0;0.0;0.23935348446625226;0.0;0.0;0.0;0.06786129567721351;0.07145739224883689;0.07460373518519356;0.06870271699230825;0.0;0.0;0.05284482373404034;0.06460980428665976;0.0;0.06697473644713542;0.06318839301536254;0.0;0.0;0.07431196904253601;0.0;0.0;0.07145739224883689;0.0;0.0;0.0;0.0;0.0;0.06485218253718107;0.0;0.0;0.0;0.05748943163641322;0.0;0.07905259863427186;0.07011034367544802;0.09104615752660569;0.0;0.0;0.07224262596102264;0.07676963801780953;0.0;0.06585897492919264;0.05284482373404034;0.0;0.07346854217462857;0.0;0.10240074166686598;0.0;0.0;0.0;0.09868647243020927;0.0;0.08856666863610387;0.0;0.08515059139600159;0.06772278161164935;0.0;0.0;0.06909089219842168
GO:0046856;0.0;0.0;0.0;0.7470265493909591;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.029548987220295312;0.0;0.0;0.03159801605360953;0.0;0.026726608895095542;0.026221636710213492;0.10371068409067903;0.0238858231549749;0.0;0.02915784223502167;0.40500087302271287;0.0;0.0;0.02186586001337612;0.02342215479081136;0.0;0.023334952359942086;0.0956645223431189;0.0;0.027102476337368717;0.0;0.0;0.0;0.0;0.47674905663539396;0.0;0.0241511537970053;0.0;0.0;0.0;0.0;0.0;0.4540599353325449;0.024591293508476806;0.0;0.7555521193655863;0.0;0.0;0.023334952359942086;0.0;0.025128181614894454;0.0;0.02872503882788926;0.0;0.0;0.0;0.0227250195291557;0.021397076072284558;0.11287313046290538;0.02460878496291955;0.11236032125401148;0.0;0.0;0.0;0.12394278490010378;0.0;0.0;0.0;0.025026290496620356;0.0;0.08228456116782065;0.02161214347188439;0.0;0.022839227569927942;0.02713125246241167;0.0;0.0;0.025070438077349332;0.0;0.0;0.02161214347188439;0.13577898726499335;0.3933669025473672;0.1213331970648011;0.0;0.4125600064872042;0.11971597776543087;0.11153483506350358;0.0;0.0;0.020873666878203672;0.020658743440912678;0.0989487427793221;0.0;0.0;0.13363572297073925;0.1013051927797783;0.01932980117066826;0.0;0.02356048679189128;0.0;0.0;0.019043711450542553;0.027904513025113844;0.0;0.0;0.0;0.0;0.0;0.020658743440912678;0.023587184142736667;0.024573680840469257;0.0989487427793221;0.0;0.0;0.5082409164282271;0.10721938167167981;0.02186586001337612;0.0;0.38887049455016803;0.0;0.0;0.09938885854463957;0.10740220018039898;0.0;0.0;0.0;0.02308442892073447;0.0;0.023117326092099644;0.024273698447793368;0.0;0.0;0.024390448221744535;0.0;0.0;0.15618845332318493;0.024273698447793368;0.13029333293356557;0.0;0.021924451421384397;0.021981355279213428;0.10981376481176187;0.0;0.08816818081800923;0.0;0.02256256257530849;0.0;0.0;0.021981355279213428;0.026924052941638358;0.0227250195291557
GO:0032727;0.44908732582120786;0.06039525828269254;0.0;0.0;0.3711420525093367;0.057470325895743246;0.0;1.0;0.0;0.08735334236124351;0.07242991993968795;0.0;0.1698708797982908;0.0;0.09006107487304346;0.14606754509470524;0.0;0.07480207708321455;0.0;0.06816442432664378;0.2638356166127762;0.0;0.0;0.2339471689297489;0.2540711796295583;0.0;0.06684622823664489;0.07814579571425821;0.0;0.0;0.2242688356551514;0.0;0.06518870258986;0.06290617180557714;0.0;0.07699056532477525;0.0;0.082945761809587;0.0;0.16310086566741333;0.08213588954274813;0.23157382022014347;0.07573563849985233;0.08017216378758452;0.0;0.07016967824096905;0.0;0.0;0.23818437475564552;0.0;0.18226020881667532;0.0;0.0;0.05987742191607121;0.08191041227180029;0.28002720939514136;0.0;0.20907661148729906;0.0648639209470663;0.06108667301240953;0.0;0.19217010547120628;0.0;0.2514101113199041;0.1789700037690531;0.05588706559605263;0.0;0.16310086566741333;0.0;0.0;0.0;0.24010233971839032;0.0;0.0;0.0;0.06518870258986;0.0;0.17868867432757166;0.0725760016223486;0.07153135538357447;0.05930098439524709;0.17868867432757166;0.0;0.0;0.0;0.0;0.0;0.07686209078107331;0.0;0.0;0.0;0.06642753415705416;0.059597424860129214;0.0;0.0;0.0;0.14232301395939856;0.0;0.0;0.0;0.17414748019013304;0.06723952286809584;0.07041489611085894;0.20233910229669727;0.0;0.0;0.05588706559605263;0.06039525828269254;0.0;0.06274881637617478;0.34978734135188005;0.0;0.0;0.0701196209270849;0.0;0.0;0.06723952286809584;0.0;0.0;0.0;0.0;0.0;0.27277327488880404;0.0;0.0;0.0;0.05337341103410522;0.0;0.07493810778582427;0.180310759356868;0.08733020444385366;0.0;0.0;0.06803018661857764;0.19871824775823485;0.0;0.07065211488815577;0.05588706559605263;0.0;0.06926699130475185;0.0;0.09933581144060337;0.0;0.0;0.0;0.09537870955089824;0.0;0.08474429982788682;0.0;0.2222269865925099;0.06349550203719807;0.0;0.0;0.0648639209470663
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3330398917230234;0.0;0.0;0.47876813017609426;0.0;0.0;0.0;0.5335143208920734;0.0;0.0;0.0;0.0;0.0;0.2852630127824237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36808211008429265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20514058347575356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2536297503358613;0.0;0.0;0.0;0.0;0.4015861741755478;0.0;0.0;0.0;0.28473644421793365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27699226204478805;0.0;0.0;0.2025651099410836;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2529758537961181;0.0;0.0;0.0;0.0;0.0;0.0;0.24852502436834467;0.0;0.3539568053214997;0.0;0.0;0.0;0.0;0.0;0.24902141564577113;0.0;0.0;0.0;0.3770789396685642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045892;0.4592198162569302;0.09766403373421526;0.0;0.0;0.10278622003961259;0.09106828856370207;0.0;0.08735334236124351;0.0;1.0;0.37033236665059605;0.0;0.10156655100741038;0.0;0.1838390859175512;0.0723929651823351;0.0;0.13453847621533813;0.0;0.1165715106215574;0.25098894351552475;0.0;0.0;0.22996929557247622;0.2573684023029141;0.0;0.11321164752017362;0.1443120225178508;0.0;0.0;0.15608202452983866;0.0;0.10907801325605052;0.4449256656669801;0.0;0.3212769776665912;0.0;0.36327534076598056;0.0;0.095838254975791;0.4536411091024532;0.16479527159272941;0.3972809233233565;0.4357248415929818;0.0;0.12181030406178263;0.0;0.0;0.5730594812118888;0.0;0.11258694735301002;0.0;0.0;0.2793293399217177;0.15596098388735916;0.29527697346916754;0.0;0.31730763653526584;0.10827966429296977;0.09926286818033006;0.0;0.12194218742949874;0.0;0.2536498179181518;0.10958964942521003;0.08760732017402162;0.0;0.08433961310684125;0.0;0.0;0.0;0.08226283237521054;0.0;0.0;0.0;0.5483384482419036;0.0;0.10933579117759859;0.12830930113444072;0.3632411607166473;0.4089150734991077;0.24934611483803948;0.0;0.0;0.0;0.0;0.0;0.14049860265930625;0.0;0.0;0.0;0.35645460623168057;0.27748087575233576;0.0;0.0;0.0;0.07942837835552166;0.0;0.0;0.0;0.2401189943261746;0.11420726852395073;0.12246180565258145;0.3012316916567698;0.0;0.0;0.07709622311748658;0.28276706015694064;0.0;0.4433153162126169;0.09445235949848266;0.0;0.0;0.12167760560085492;0.0;0.0;0.4753277769789189;0.0;0.0;0.0;0.0;0.0;0.09821891545258864;0.0;0.0;0.0;0.3534755407490765;0.0;0.5797647506448554;0.3208133038077764;0.5039608742077347;0.0;0.0;0.1162263630085154;0.2928426993347405;0.0;0.32974527685711236;0.24865493939040165;0.0;0.11943258298508608;0.0;0.7315750276242474;0.0;0.0;0.0;0.6766411420672525;0.0;0.4783581557709454;0.0;0.15371475432105353;0.31655895761949615;0.0;0.0;0.10827966429296977
