;GO:1902475;GO:0007257;GO:0043542;GO:0051092;GO:0060644;GO:0050796;GO:0001666;GO:0045893;GO:0001504;GO:2000353;GO:0051965;GO:0001829;GO:2001244;GO:0030183;GO:0042100;GO:0042102;GO:0010508;GO:0033209;GO:0051131;GO:0010469;GO:0072659;GO:0032753;GO:0046718;GO:0007032;GO:1904674;GO:0008284;GO:1904677;GO:0006814;GO:0045596;GO:0051023;GO:0010716;GO:2000737;GO:0033632;GO:0015804;GO:0016236;GO:0045190;GO:0050776;GO:0031295;GO:0006351;GO:0048305;GO:0007166;GO:0009267;GO:0006357;GO:0001662;GO:0032735;GO:0010923;GO:0043066;GO:0006508;GO:0033147;GO:0032733;GO:2000103
GO:1902475;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0277982577335949;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012544822911186334;0.0;0.0;0.0;0.0;0.0;0.0;0.0409356743835762;0.0;0.0;0.0;0.0;0.0;0.24186736715488852;0.0;0.0;0.0;0.0;0.0;0.0409356743835762;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007257;0.0;1.0;0.0;0.002635822940843178;0.0;0.0013934245372013872;0.0;0.009256908176149896;3.8970854663510616E-4;0.002760532478120146;0.002760532478120146;0.0;0.02192874264821158;0.0;0.0;0.002760532478120146;0.009256908176149896;9.215173240114441E-4;0.0;0.004350251091710436;0.0;9.215173240114441E-4;0.0;0.0;9.215173240114441E-4;0.002760532478120146;0.002760532478120146;0.0;9.215173240114441E-4;9.215173240114441E-4;9.215173240114441E-4;9.215173240114441E-4;5.168546662360515E-4;0.0;0.0;0.0;9.215173240114441E-4;0.002760532478120146;0.0;0.0;9.215173240114441E-4;0.0;0.002635822940843178;0.0;9.215173240114441E-4;0.0033538974166976003;9.215173240114441E-4;0.0;0.004350251091710436;9.215173240114441E-4;0.002760532478120146
GO:0043542;0.0;0.0;1.0;0.0;0.13484356899313144;0.0;0.0;0.0;0.0;0.0;0.0;0.13484356899313144;0.0;0.05232340137006609;0.06654560080986596;0.0;0.0;0.11153179167231024;0.07564055891886355;0.0;0.0;0.0;0.0;0.13484356899313144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0845381647604181;0.012592803692483598;0.0;0.0;0.005791764842280598;0.02525498236980402;0.13484356899313144;0.02986064374668903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051092;0.0;0.002635822940843178;0.0;1.0;0.0;0.02849417210833194;0.0;0.20308468969938562;0.012050150453569459;0.02849417210833194;0.02849417210833194;0.0;0.013350234051911655;0.0;0.0;0.014096404968237644;0.08150209504096358;0.02849417210833194;0.0;0.02849417210833194;0.0;0.02849417210833194;0.0;0.0;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.0;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.02849417210833194;0.015981626640088665;0.0;0.0;0.0;0.015981626640088665;0.02243583701703053;0.0;0.0;0.02849417210833194;0.0;0.8780064831299897;0.0;0.02849417210833194;0.08150209504096358;0.02849417210833194;0.0;0.02849417210833194;0.02849417210833194;0.02849417210833194
GO:0060644;0.0;0.0;0.13484356899313144;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6893807195935707;0.0;0.2592507735113354;0.06654560080986596;0.0;0.0;0.11153179167231024;0.07564055891886355;0.0;0.0;0.0;0.0;0.13913456688877432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0845381647604181;0.012592803692483598;0.0;0.0;0.005791764842280598;0.02525498236980402;0.13913456688877432;0.02986064374668903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050796;0.0;0.0013934245372013872;0.0;0.02849417210833194;0.0;1.0;0.0;0.006590760104905454;0.021733895835617738;0.03875008360983803;0.03544469595414651;0.0;0.020186862710661505;0.0;0.0;0.014096404968237644;0.03671169548821159;0.03875008360983803;0.0;0.05859392538113919;0.0;0.021733895835617738;0.0;0.0;0.021733895835617738;0.03875008360983803;0.03875008360983803;0.0;0.03875008360983803;0.4679396766564122;0.03875008360983803;0.03875008360983803;0.021733895835617738;0.0;0.0;0.0;0.021733895835617738;0.02243583701703053;0.0;0.0;0.03875008360983803;0.0;0.03203300198081839;0.0;0.021733895835617738;0.02996150138133961;0.03875008360983803;0.0;0.05140107738162502;0.021733895835617738;0.03875008360983803
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.054447519468648314;0.0;0.16204721240909756;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045893;0.0;0.009256908176149896;0.0;0.20308468969938562;0.0;0.006590760104905454;0.0;1.0;0.002787224368742792;0.01974353259675029;0.01974353259675029;0.0;0.01974353259675029;0.0;0.0;0.01974353259675029;0.06620609240047685;0.006590760104905454;0.0;0.006590760104905454;0.0;0.006590760104905454;0.0;0.0;0.006590760104905454;0.01974353259675029;0.01974353259675029;0.0;0.006590760104905454;0.006590760104905454;0.006590760104905454;0.006590760104905454;0.0036965828264998394;0.0;0.0;0.0;0.0036965828264998394;0.01974353259675029;0.0;0.0;0.006590760104905454;0.0;0.20308468969938562;0.0;0.006590760104905454;0.018851600756111284;0.006590760104905454;0.0;0.006590760104905454;0.006590760104905454;0.01974353259675029
GO:0001504;0.0277982577335949;3.8970854663510616E-4;0.0;0.012050150453569459;0.0;0.021733895835617738;0.0;0.002787224368742792;1.0;0.025937833993379282;0.01498951846730786;0.0;0.0056457976144834625;0.0;0.0;0.005961352380265788;0.015525331017047542;0.08955332616759218;0.0;0.06925780429685029;0.051466723146699776;0.051845251348373166;0.0;0.0;0.03190008796859229;0.07749362995684445;0.05629988837313721;0.1984425335719623;0.04067360093888225;0.028966780330609395;0.03909098686638437;0.029200335811251962;0.08955332616759218;0.1103297326146511;0.0;0.0;0.08955332616759218;0.009488087970379274;0.0;0.05596288715619795;0.08955332616759218;0.0;0.013546717268387652;0.0;0.05161662299000323;0.012670682204323465;0.041533572581776305;0.0;0.01437568998325787;0.05161662299000323;0.02298195806096201
GO:2000353;0.0;0.002760532478120146;0.0;0.02849417210833194;0.0;0.03875008360983803;0.0;0.01974353259675029;0.025937833993379282;1.0;0.1061794844318087;0.0;0.13566219885197617;0.0;0.0;0.04222772890493259;0.10997495660841895;0.06133343386644311;0.0;0.06133343386644311;0.0;0.06133343386644311;0.0;0.0;0.06133343386644311;0.18373277611962466;0.18373277611962466;0.0;0.06133343386644311;0.06133343386644311;0.06133343386644311;0.06133343386644311;0.0344002990113702;0.0;0.0;0.0;0.0344002990113702;0.06720964993877188;0.0;0.0;0.06133343386644311;0.0;0.03203300198081839;0.0;0.06133343386644311;0.02996150138133961;0.12501452080882203;0.0;0.03399321744050389;0.06133343386644311;0.16279458632834004
