;GO:0090656;GO:0035166;GO:0008584;GO:0033540;GO:0015031;GO:0006283;GO:0036297;GO:0042176;GO:0006366;GO:0001302;GO:0006521;GO:0006368;GO:0060964;GO:0001701;GO:0032728;GO:0061819;GO:0010259;GO:0051607;GO:0070914;GO:0035278;GO:0006295;GO:0030182;GO:0006296;GO:0035195;GO:0006293;GO:1902600;GO:0007223;GO:0045652;GO:0070911;GO:0035264;GO:0006383;GO:1905765;GO:0008284;GO:1904431;GO:0006783;GO:0006782;GO:0000710;GO:0009615;GO:0006303;GO:1901919;GO:0045190;GO:0042407;GO:0009303;GO:0006355;GO:0006754;GO:0000720;GO:0006359;GO:0006357;GO:0009744;GO:0006625;GO:0045089;GO:0048477;GO:0045087;GO:0019254;GO:0033387
GO:0090656;1.0;0.0;0.0;0.06927734236639929;0.0;0.31566002955365785;0.31566002955365785;0.0;0.15084348231066635;0.01468324974140624;0.0;0.15084348231066635;0.0;0.0;0.0;0.31566002955365785;0.0;0.0;0.31566002955365785;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.31566002955365785;0.0;0.15084348231066635;0.0;0.0;0.0;0.13549442901423786;0.13549442901423786;0.31566002955365785;0.0;0.31566002955365785;0.0;0.31566002955365785;0.12408495164008174;0.15084348231066635;0.0;0.13943261564481066;0.31566002955365785;0.0;0.0;0.0;0.12408495164008174;0.0;0.01468324974140624;0.0;0.12826917739045696;0.12826917739045696
GO:0035166;0.0;1.0;0.27188578912737915;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0
GO:0008584;0.0;0.27188578912737915;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.2611260707055071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34386328635089514;0.0;0.0;0.0
GO:0033540;0.06927734236639929;0.0;0.0;1.0;0.0;0.06927734236639929;0.06927734236639929;0.0;0.06927734236639929;0.01468324974140624;0.0;0.06927734236639929;0.0;0.0;0.0;0.06927734236639929;0.0;0.0;0.06927734236639929;0.0;0.06927734236639929;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.06927734236639929;0.0;0.06927734236639929;0.0;0.0;0.0;0.06886689890529227;0.06886689890529227;0.06927734236639929;0.0;0.06927734236639929;0.0;0.06927734236639929;0.01468324974140624;0.06927734236639929;0.0;0.2355376372194388;0.06927734236639929;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.06886689890529227;0.304136849461119
GO:0015031;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26376911423447535;0.0;0.0;0.0;0.0;0.0
GO:0006283;0.31566002955365785;0.0;0.0;0.06927734236639929;0.0;1.0;0.36643564045919497;0.0;0.15084348231066635;0.01468324974140624;0.0;0.15084348231066635;0.0;0.0;0.0;0.31566002955365785;0.0;0.17988792517482602;0.36643564045919497;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.5249712668632919;0.0;0.15084348231066635;0.0;0.0;0.0;0.13549442901423786;0.13549442901423786;0.36643564045919497;0.11807622278079505;0.36643564045919497;0.0;0.31566002955365785;0.01468324974140624;0.15084348231066635;0.0;0.13943261564481066;0.5249712668632919;0.0;0.0;0.11807622278079505;0.01468324974140624;0.0;0.01468324974140624;0.17988792517482602;0.12826917739045696;0.12826917739045696
GO:0036297;0.31566002955365785;0.0;0.0;0.06927734236639929;0.0;0.36643564045919497;1.0;0.0;0.15084348231066635;0.01468324974140624;0.0;0.15084348231066635;0.0;0.0;0.0;0.31566002955365785;0.0;0.17988792517482602;0.36643564045919497;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.36643564045919497;0.0;0.15084348231066635;0.0;0.0;0.0;0.13549442901423786;0.13549442901423786;0.36643564045919497;0.11807622278079505;0.36643564045919497;0.0;0.31566002955365785;0.01468324974140624;0.15084348231066635;0.0;0.13943261564481066;0.36643564045919497;0.0;0.0;0.11807622278079505;0.01468324974140624;0.0;0.01468324974140624;0.17988792517482602;0.12826917739045696;0.12826917739045696
GO:0042176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.10900961301269105;0.0;0.10567815125427765;0.0;0.042064647228987374;0.036692364793703955;0.0;0.0;0.0;0.1890450431733396;0.0;0.0;0.0;0.10567815125427765;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.10900961301269105;0.042064647228987374;0.10900961301269105;0.0;0.0;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.10900961301269105;0.10900961301269105;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0
GO:0006366;0.15084348231066635;0.0;0.0;0.06927734236639929;0.0;0.15084348231066635;0.15084348231066635;0.0;1.0;0.01468324974140624;0.0;0.1960200889472569;0.0;0.0;0.0;0.15084348231066635;0.0;0.0;0.15084348231066635;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.15084348231066635;0.0;0.20325151924801574;0.0;0.0;0.0;0.1784162437699358;0.1784162437699358;0.15084348231066635;0.0;0.15084348231066635;0.0;0.15084348231066635;0.01468324974140624;0.20325151924801574;0.0;0.18069967620565253;0.15084348231066635;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.12826917739045696;0.16878873677315923
GO:0001302;0.01468324974140624;0.1302612429746404;0.1302612429746404;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;1.0;0.0;0.01468324974140624;0.0;0.1302612429746404;0.0;0.01468324974140624;0.4407263001830965;0.0;0.01468324974140624;0.0;0.01468324974140624;0.1890450431733396;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.1302612429746404;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.1890450431733396;0.0;0.01468324974140624;0.01468324974140624
GO:0006521;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;1.0;0.0;0.09795404577404272;0.0;0.042064647228987374;0.036692364793703955;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.0;0.09795404577404272;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.10900961301269105;0.047799631016701725;0.10900961301269105;0.0;0.0;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.10900961301269105;0.10900961301269105;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0
GO:0006368;0.15084348231066635;0.0;0.0;0.06927734236639929;0.0;0.15084348231066635;0.15084348231066635;0.0;0.1960200889472569;0.01468324974140624;0.0;1.0;0.0;0.0;0.0;0.15084348231066635;0.0;0.0;0.15084348231066635;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.15084348231066635;0.0;0.1960200889472569;0.0;0.0;0.0;0.1784162437699358;0.1784162437699358;0.15084348231066635;0.0;0.15084348231066635;0.0;0.15084348231066635;0.01468324974140624;0.1960200889472569;0.0;0.18069967620565253;0.15084348231066635;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.12826917739045696;0.16878873677315923
GO:0060964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10567815125427765;0.0;0.0;0.09795404577404272;0.0;1.0;0.0;0.042064647228987374;0.036692364793703955;0.0;0.0;0.0;0.1356691921375081;0.0;0.0;0.0;0.1356691921375081;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.10567815125427765;0.047799631016701725;0.10567815125427765;0.0;0.0;0.0;0.0;0.0;0.10567815125427765;0.0;0.0;0.0;0.1356691921375081;0.0;0.0;0.1356691921375081;0.1356691921375081;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0
GO:0001701;0.0;0.16985210689062205;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;1.0;0.0;0.0;0.3214090830738995;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1642658631441654;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0
GO:0032728;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;1.0;0.036692364793703955;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.11511873865597294;0.0;0.042064647228987374;0.18922943134840794;0.0;0.0;0.0;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.0
GO:0061819;0.31566002955365785;0.0;0.0;0.06927734236639929;0.0;0.31566002955365785;0.31566002955365785;0.036692364793703955;0.15084348231066635;0.01468324974140624;0.036692364793703955;0.15084348231066635;0.036692364793703955;0.0;0.036692364793703955;1.0;0.0;0.0;0.31566002955365785;0.036692364793703955;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.31566002955365785;0.0;0.15084348231066635;0.16702085169111647;0.036692364793703955;0.16702085169111647;0.13549442901423786;0.13549442901423786;0.31566002955365785;0.0;0.31566002955365785;0.036692364793703955;0.45911555624142997;0.20695866249713105;0.15084348231066635;0.036692364793703955;0.13943261564481066;0.31566002955365785;0.036692364793703955;0.036692364793703955;0.0;0.20695866249713105;0.036692364793703955;0.01468324974140624;0.0;0.12826917739045696;0.12826917739045696
GO:0010259;0.0;0.16985210689062205;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.4407263001830965;0.0;0.0;0.0;0.3214090830738995;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1642658631441654;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0
GO:0051607;0.0;0.0;0.0;0.0;0.0;0.17988792517482602;0.17988792517482602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.17988792517482602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17988792517482602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17988792517482602;0.4270147659500895;0.17988792517482602;0.0;0.29045087053624835;0.0;0.0;0.0;0.0;0.17988792517482602;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.27499689082764317;0.0;0.0
GO:0070914;0.31566002955365785;0.0;0.0;0.06927734236639929;0.0;0.36643564045919497;0.36643564045919497;0.0;0.15084348231066635;0.01468324974140624;0.0;0.15084348231066635;0.0;0.0;0.0;0.31566002955365785;0.0;0.17988792517482602;1.0;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.36643564045919497;0.0;0.15084348231066635;0.0;0.0;0.0;0.13549442901423786;0.13549442901423786;0.36643564045919497;0.11807622278079505;0.36643564045919497;0.0;0.31566002955365785;0.01468324974140624;0.15084348231066635;0.0;0.13943261564481066;0.36643564045919497;0.0;0.0;0.11807622278079505;0.01468324974140624;0.0;0.01468324974140624;0.17988792517482602;0.12826917739045696;0.12826917739045696
GO:0035278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1890450431733396;0.0;0.0;0.10900961301269105;0.0;0.1356691921375081;0.0;0.042064647228987374;0.036692364793703955;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.38147421106401475;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.20539045317781315;0.047799631016701725;0.10900961301269105;0.0;0.0;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.0;0.14806647662370065;0.0;0.0;0.14806647662370065;0.14806647662370065;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0
GO:0006295;0.15084348231066635;0.0;0.0;0.06927734236639929;0.0;0.15084348231066635;0.15084348231066635;0.0;0.15084348231066635;0.01468324974140624;0.0;0.15084348231066635;0.0;0.0;0.0;0.15084348231066635;0.0;0.0;0.15084348231066635;0.0;1.0;0.01468324974140624;0.6227010663323508;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.15084348231066635;0.0;0.15084348231066635;0.0;0.0;0.0;0.13549442901423786;0.13549442901423786;0.15084348231066635;0.0;0.15084348231066635;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.0;0.13943261564481066;0.15084348231066635;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.12826917739045696;0.12826917739045696
GO:0030182;0.01468324974140624;0.1302612429746404;0.1302612429746404;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.1890450431733396;0.0;0.01468324974140624;0.0;0.1302612429746404;0.0;0.01468324974140624;0.1302612429746404;0.0;0.01468324974140624;0.0;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.1302612429746404;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.1890450431733396;0.0;0.01468324974140624;0.01468324974140624
GO:0006296;0.15084348231066635;0.0;0.0;0.06927734236639929;0.0;0.15084348231066635;0.15084348231066635;0.0;0.15084348231066635;0.01468324974140624;0.0;0.15084348231066635;0.0;0.0;0.0;0.15084348231066635;0.0;0.0;0.15084348231066635;0.0;0.6227010663323508;0.01468324974140624;1.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.15084348231066635;0.0;0.15084348231066635;0.0;0.0;0.0;0.13549442901423786;0.13549442901423786;0.15084348231066635;0.0;0.15084348231066635;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.0;0.13943261564481066;0.15084348231066635;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.12826917739045696;0.12826917739045696
GO:0035195;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.10567815125427765;0.01468324974140624;0.01468324974140624;0.09795404577404272;0.01468324974140624;0.1356691921375081;0.0;0.042064647228987374;0.036692364793703955;0.0;0.0;0.01468324974140624;0.38147421106401475;0.01468324974140624;0.01468324974140624;0.01468324974140624;1.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.0;0.01468324974140624;0.19681204097214483;0.042064647228987374;0.10567815125427765;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.10567815125427765;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.1356691921375081;0.01468324974140624;0.01468324974140624;0.1356691921375081;0.1356691921375081;0.0;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624
GO:0006293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.11511873865597294;0.036692364793703955;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;1.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.20397374928165476;0.12755981097713553;0.363757458828146;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.0
GO:1902600;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0
GO:0007223;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.0;0.042064647228987374;0.036692364793703955;0.0;0.0;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.0;1.0;0.047799631016701725;0.01468324974140624;0.0;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624
GO:0045652;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.18922943134840794;0.036692364793703955;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;1.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.2515269417723919;0.0;0.0;0.0;0.0
GO:0070911;0.31566002955365785;0.0;0.0;0.06927734236639929;0.0;0.5249712668632919;0.36643564045919497;0.0;0.15084348231066635;0.01468324974140624;0.0;0.15084348231066635;0.0;0.0;0.0;0.31566002955365785;0.0;0.17988792517482602;0.36643564045919497;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;1.0;0.0;0.15084348231066635;0.0;0.0;0.0;0.13549442901423786;0.13549442901423786;0.36643564045919497;0.11807622278079505;0.36643564045919497;0.0;0.31566002955365785;0.01468324974140624;0.15084348231066635;0.0;0.13943261564481066;0.5249712668632919;0.0;0.0;0.11807622278079505;0.01468324974140624;0.0;0.01468324974140624;0.17988792517482602;0.12826917739045696;0.12826917739045696
GO:0035264;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.1642658631441654;0.0;0.0;0.1642658631441654;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0
GO:0006383;0.15084348231066635;0.0;0.0;0.06927734236639929;0.0;0.15084348231066635;0.15084348231066635;0.0;0.20325151924801574;0.01468324974140624;0.0;0.1960200889472569;0.0;0.0;0.0;0.15084348231066635;0.0;0.0;0.15084348231066635;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.15084348231066635;0.0;1.0;0.0;0.0;0.0;0.1784162437699358;0.1784162437699358;0.15084348231066635;0.0;0.15084348231066635;0.0;0.15084348231066635;0.01468324974140624;0.20325151924801574;0.0;0.18069967620565253;0.15084348231066635;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.12826917739045696;0.16878873677315923
GO:1905765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.10900961301269105;0.0;0.10567815125427765;0.0;0.042064647228987374;0.16702085169111647;0.0;0.0;0.0;0.20539045317781315;0.0;0.0;0.0;0.19681204097214483;0.20397374928165476;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;1.0;0.047799631016701725;0.5518059082353989;0.0;0.0;0.0;0.0;0.0;0.14416800614326972;0.0;0.0;0.0;0.14416800614326972;0.0;0.0;0.14416800614326972;0.14416800614326972;0.0;0.0;0.2611260707055071;0.0;0.0;0.0;0.0
GO:0008284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.11511873865597294;0.036692364793703955;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;1.0;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.0
GO:1904431;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.10900961301269105;0.0;0.10567815125427765;0.0;0.11511873865597294;0.16702085169111647;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.0;0.10567815125427765;0.363757458828146;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.5518059082353989;0.12755981097713553;1.0;0.0;0.0;0.0;0.0;0.0;0.23455555592033453;0.0;0.0;0.0;0.14416800614326972;0.0;0.0;0.14416800614326972;0.14416800614326972;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.0
GO:0006783;0.13549442901423786;0.0;0.0;0.06886689890529227;0.0;0.13549442901423786;0.13549442901423786;0.0;0.1784162437699358;0.01468324974140624;0.0;0.1784162437699358;0.0;0.0;0.0;0.13549442901423786;0.0;0.0;0.13549442901423786;0.0;0.13549442901423786;0.01468324974140624;0.13549442901423786;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.13549442901423786;0.0;0.1784162437699358;0.0;0.0;0.0;1.0;0.6793013599639813;0.13549442901423786;0.0;0.13549442901423786;0.0;0.13549442901423786;0.01468324974140624;0.1784162437699358;0.0;0.2990439313269274;0.13549442901423786;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.12826917739045696;0.2990439313269274
GO:0006782;0.13549442901423786;0.0;0.0;0.06886689890529227;0.0;0.13549442901423786;0.13549442901423786;0.0;0.1784162437699358;0.01468324974140624;0.0;0.1784162437699358;0.0;0.0;0.0;0.13549442901423786;0.0;0.0;0.13549442901423786;0.0;0.13549442901423786;0.01468324974140624;0.13549442901423786;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.13549442901423786;0.0;0.1784162437699358;0.0;0.0;0.0;0.6793013599639813;1.0;0.13549442901423786;0.0;0.13549442901423786;0.0;0.13549442901423786;0.01468324974140624;0.1784162437699358;0.0;0.2990439313269274;0.13549442901423786;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.12826917739045696;0.2990439313269274
GO:0000710;0.31566002955365785;0.0;0.2611260707055071;0.06927734236639929;0.0;0.36643564045919497;0.36643564045919497;0.0;0.15084348231066635;0.01468324974140624;0.0;0.15084348231066635;0.0;0.0;0.0;0.31566002955365785;0.0;0.17988792517482602;0.36643564045919497;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.36643564045919497;0.0;0.15084348231066635;0.0;0.0;0.0;0.13549442901423786;0.13549442901423786;1.0;0.11807622278079505;0.36643564045919497;0.0;0.31566002955365785;0.01468324974140624;0.15084348231066635;0.0;0.13943261564481066;0.36643564045919497;0.0;0.0;0.11807622278079505;0.01468324974140624;0.0;0.2611260707055071;0.17988792517482602;0.12826917739045696;0.12826917739045696
GO:0009615;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4270147659500895;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;1.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.11807622278079505;0.0;0.0
GO:0006303;0.31566002955365785;0.0;0.0;0.06927734236639929;0.0;0.36643564045919497;0.36643564045919497;0.0;0.15084348231066635;0.01468324974140624;0.0;0.15084348231066635;0.0;0.0;0.0;0.31566002955365785;0.0;0.17988792517482602;0.36643564045919497;0.0;0.15084348231066635;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.36643564045919497;0.0;0.15084348231066635;0.0;0.0;0.0;0.13549442901423786;0.13549442901423786;0.36643564045919497;0.11807622278079505;1.0;0.0;0.31566002955365785;0.01468324974140624;0.15084348231066635;0.0;0.13943261564481066;0.36643564045919497;0.0;0.0;0.11807622278079505;0.01468324974140624;0.0;0.01468324974140624;0.17988792517482602;0.12826917739045696;0.12826917739045696
