;GO:0090656;GO:0035166;GO:0008584;GO:0033540;GO:0015031;GO:0006283;GO:0036297;GO:0042176;GO:0006366;GO:0001302;GO:0006521;GO:0006368;GO:0060964;GO:0001701;GO:0032728;GO:0061819;GO:0010259;GO:0051607;GO:0070914;GO:0035278;GO:0006295;GO:0030182;GO:0006296;GO:0035195;GO:0006293;GO:1902600;GO:0007223;GO:0045652;GO:0070911;GO:0035264;GO:0006383;GO:1905765;GO:0008284;GO:1904431;GO:0006783;GO:0006782;GO:0000710;GO:0009615;GO:0006303;GO:1901919;GO:0045190;GO:0042407;GO:0009303;GO:0006355;GO:0006754;GO:0000720;GO:0006359;GO:0006357;GO:0009744;GO:0006625;GO:0045089;GO:0048477;GO:0045087;GO:0019254;GO:0033387
GO:0090656;1.0;0.0;0.0;0.27254130325973386;0.0;0.7240811045390506;0.739183863847216;0.0;0.6101239065356081;0.2001815677691045;0.0;0.6064830238984947;0.0;0.0;0.0;0.7202971263951535;0.0;0.0;0.6192602263286745;0.0;0.7542218029792385;0.20718468371049173;0.7542218029792385;0.14727989293395968;0.0;0.0;0.17691163040954408;0.0;0.7240811045390506;0.0;0.6101239065356081;0.0;0.0;0.0;0.43004270638949066;0.4477488670715719;0.6662275333921825;0.0;0.709602049718368;0.0;0.5883361643717051;0.30976664013834765;0.5784499710335306;0.0;0.31053970829692823;0.7096020169196242;0.0;0.0;0.0;0.19299120015111298;0.0;0.16223861677031595;0.0;0.46468172306756844;0.33624562323397533
GO:0035166;0.0;1.0;0.5304315929925101;0.0;0.0;0.0;0.0;0.0;0.0;0.35318799234371634;0.0;0.0;0.0;0.42535183342213545;0.0;0.0;0.47288344635430296;0.0;0.0;0.0;0.0;0.37558685121456437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37290239501990535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3355971480017379;0.0;0.0;0.0
GO:0008584;0.0;0.5304315929925101;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3324882044695101;0.0;0.0;0.0;0.40284914875063227;0.0;0.0;0.445234025860542;0.0;0.0;0.0;0.0;0.35226497094890796;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3499024956934564;0.0;0.0;0.0;0.0;0.0;0.0;0.15419044406232835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4874394249883224;0.0;0.0;0.0
GO:0033540;0.27254130325973386;0.0;0.0;1.0;0.0;0.258072131667334;0.26261061708473454;0.0;0.2343355189784482;0.15585416492888995;0.0;0.24596840208979062;0.0;0.0;0.0;0.23264436878145922;0.0;0.0;0.22575018153524887;0.0;0.2953170105414603;0.16006655513606227;0.2953170105414603;0.12179403458831717;0.0;0.0;0.1413761413482154;0.0;0.258072131667334;0.0;0.2343355189784482;0.0;0.0;0.0;0.20363459817488277;0.21078572172956078;0.24041333943381735;0.0;0.2536935880255397;0.0;0.21593085804859338;0.14500466084404484;0.22379642238344846;0.0;0.1763314203860052;0.2536935780763567;0.0;0.0;0.0;0.09794818879484636;0.0;0.13184697321651628;0.0;0.2813920409422864;0.35187927660421275
GO:0015031;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37655883012068125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5933273485139503;0.0;0.0;0.0;0.0;0.0
GO:0006283;0.7240811045390506;0.0;0.0;0.258072131667334;0.0;1.0;0.941193620460781;0.0;0.5777401744559274;0.18232207579026655;0.0;0.5725242197320545;0.0;0.0;0.0;0.6074596715241294;0.0;0.20144416639924942;0.7962753759150631;0.0;0.7024098956495799;0.18811327197860764;0.7024098956495799;0.13737910197775807;0.0;0.0;0.16281675510366864;0.0;0.9615499740931555;0.0;0.5777401744559274;0.0;0.0;0.0;0.40683633523933344;0.4226479725038991;0.8533709878045128;0.17679921773408638;0.9057100508599679;0.0;0.5597879859848951;0.16764811219003833;0.5492608679845414;0.0;0.3000601701549744;0.9434364961998225;0.0;0.0;0.17748817408037282;0.10778157083825743;0.0;0.15030598428571534;0.24467355513675254;0.42861647345324144;0.3190069317620832
GO:0036297;0.739183863847216;0.0;0.0;0.26261061708473454;0.0;0.941193620460781;1.0;0.0;0.5878979384497318;0.18777552567809527;0.0;0.5831535023178946;0.0;0.0;0.0;0.6180536785229146;0.0;0.20637307385499423;0.8097032560670734;0.0;0.7184767380748086;0.19392418666863853;0.7184767380748086;0.1404526767079125;0.0;0.0;0.1671518987537583;0.0;0.941193620460781;0.0;0.5878979384497318;0.0;0.0;0.0;0.41411077417988446;0.4305042989679869;0.8688122245587179;0.1819226402545562;0.9231227839170916;0.0;0.5687721675214976;0.17224798584602105;0.558433924411068;0.0;0.30339303679584023;0.9231227429487762;0.0;0.0;0.18265218775366146;0.10966436622450026;0.0;0.1539929595250031;0.25198329148393095;0.43972619081656855;0.3244212563006117
GO:0042176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5907183936644023;0.0;0.5294758390540332;0.0;0.3398608484343314;0.14323133919540837;0.0;0.0;0.0;0.37564640821228473;0.0;0.0;0.0;0.407285663013816;0.32636710456300005;0.0;0.35325386139785975;0.33922777533331594;0.0;0.0;0.0;0.3153999993507142;0.4058597163320685;0.37140998085902815;0.0;0.0;0.0;0.0;0.0;0.3710377884873179;0.0;0.0;0.0;0.5252157442922206;0.0;0.0;0.5093747011816466;0.5093747011816466;0.0;0.0;0.3025641585206634;0.0;0.0;0.0;0.0
GO:0006366;0.6101239065356081;0.0;0.0;0.2343355189784482;0.0;0.5777401744559274;0.5878979384497318;0.0;1.0;0.15580134426754103;0.0;0.8846065548871033;0.0;0.0;0.0;0.520827731838007;0.0;0.0;0.5053966995064436;0.0;0.6210142211095875;0.16001084115038958;0.6210142211095875;0.12176177556523195;0.0;0.0;0.14133267702408459;0.0;0.5777401744559274;0.0;0.9686795060521912;0.0;0.0;0.0;0.5963923547287019;0.617331405890987;0.5382165299429759;0.0;0.5679403025916627;0.0;0.48341809517721207;0.1449589371637435;0.9251226522469308;0.0;0.4499738604838774;0.5679402803237315;0.0;0.0;0.0;0.09792732398081944;0.0;0.1318091698905824;0.0;0.37333259049377904;0.4158202519321539
GO:0001302;0.2001815677691045;0.35318799234371634;0.3324882044695101;0.15585416492888995;0.0;0.18232207579026655;0.18777552567809527;0.0;0.15580134426754103;1.0;0.0;0.16839669345248026;0.0;0.33241698128129354;0.0;0.1540305620832965;0.49878530216982664;0.0;0.14696232878617313;0.0;0.23135541180063038;0.6734299212625122;0.23135541180063038;0.22330003977084192;0.0;0.0;0.29930924805370573;0.0;0.18232207579026655;0.39459173977766226;0.15580134426754103;0.0;0.0;0.0;0.1595628543020734;0.16869431839166635;0.1622899212701606;0.0;0.17718310468950543;0.0;0.13729440658677616;0.31605294489470204;0.1450021050741426;0.0;0.08547316935909853;0.1771830931457114;0.0;0.0;0.0;0.15438826979564158;0.0;0.43967644080496193;0.0;0.28539074286128346;0.14828522657893983
