;GO:0016525;GO:0042416;GO:0007093;GO:0016925;GO:0034198;GO:0043068;GO:0042771;GO:0021952;GO:0046854;GO:0008344;GO:0090050;GO:1902949;GO:0071493;GO:0000188;GO:0030307;GO:0001666;GO:0071376;GO:0030308;GO:0001701;GO:0035556;GO:0007265;GO:0006611;GO:0042149;GO:0061844;GO:0051412;GO:0071480;GO:0032713;GO:0030890;GO:0050725;GO:0031100;GO:0032436;GO:0051897;GO:0090399;GO:0033089;GO:0032792;GO:0043123;GO:0097191;GO:0045786;GO:0042551;GO:0046599;GO:0045944;GO:0043401;GO:0043524;GO:0048661;GO:0000165;GO:0034605;GO:0071310;GO:0043372;GO:0019221;GO:0048146;GO:0051549;GO:0033233;GO:0038128;GO:2000379;GO:0050731;GO:0051545;GO:2000773;GO:0030522;GO:0046886;GO:0044344;GO:0007517;GO:0051310;GO:0042053;GO:0035767;GO:0030593;GO:2001238;GO:0001938;GO:0035924;GO:0010243;GO:2001234;GO:0018108;GO:0032092;GO:0007052;GO:0007173;GO:0006366;GO:0045721;GO:0046777;GO:0061418;GO:0002042;GO:0045444;GO:0045604;GO:0006367;GO:0060326;GO:0009749;GO:0035914;GO:0071850;GO:0030509;GO:0048168;GO:0043153;GO:2000278;GO:0072303;GO:0060291;GO:0032486;GO:0060292;GO:0032007;GO:0055007;GO:0014037;GO:0090303;GO:0007186;GO:0090023;GO:0061000;GO:1904706;GO:1904948;GO:0045736;GO:0030217;GO:0010629;GO:0010508;GO:0031668;GO:0010868;GO:0032870;GO:0010469;GO:0018105;GO:2000182;GO:1904031;GO:0007274;GO:0045586;GO:1901842;GO:0000122;GO:0006978;GO:0032868;GO:0000086;GO:0006977;GO:0000082;GO:0098759;GO:0033158;GO:0060070;GO:0010830;GO:2000210;GO:0035335;GO:0032743;GO:0060574;GO:0090400;GO:0006351;GO:0007166;GO:1901216;GO:0060337;GO:0006357;GO:0007567;GO:0090090;GO:0071222;GO:0001975;GO:0043066;GO:0070098;GO:0034599;GO:0070498;GO:0032733;GO:0071506;GO:0071866;GO:0045080;GO:0071504
GO:0016525;1.0;0.0;0.31891471176035885;0.0;0.0;0.3031001552123267;0.2334715472745803;0.0;0.0;0.0;0.39143188790201555;0.1425365856306297;0.0;0.1418773976456024;0.29214321901290136;0.0;0.0;0.3650431601081075;0.0;0.33914822171593495;0.3137039509633149;0.0;0.0;0.0;0.0;0.0;0.5271227601636918;0.19202461888088104;0.1913596041501745;0.0;0.15369908338115562;0.23483791567653758;0.0;0.25686349951671117;0.24442603166518578;0.2348379550374329;0.31376994106298695;0.40845185833204384;0.0;0.24865288038588426;0.1563905932116605;0.3259191944669905;0.31119614242736265;0.3031529928293962;0.19025175112096293;0.0;0.0;0.23252308560299148;0.3259262064063246;0.30315337646160245;0.2706389074429166;0.2646599626775678;0.29187056501900044;0.2826038168086271;0.17246543405262318;0.2153623244703669;0.4321547119739073;0.33914822171593495;0.22179623270216073;0.0;0.0;0.0;0.29242591220788205;0.0;0.0;0.20090387552028646;0.28269842358724084;0.0;0.0;0.2635262529896511;0.0;0.24116856134832756;0.0;0.29187056501900044;0.0;0.24526470039574877;0.0;0.18228245320916975;0.0;0.0;0.5081354757684279;0.0;0.0;0.0;0.0;0.3292177657393615;0.1913020669649756;0.2917195883757227;0.28001170182863994;0.2487063143855314;0.3197169097706255;0.24824213008705734;0.3023794910432482;0.3101872826913267;0.2934388341238818;0.0;0.0;0.2923646321292861;0.33914822171593495;0.16536217896652344;0.4168791533228403;0.3532022057807743;0.0;0.16171106431195043;0.0;0.3786339633918242;0.2490115593418537;0.0;0.25751754418944667;0.0;0.30180803103438064;0.0;0.21577691531568519;0.14009552761952873;0.0;0.39713327057766656;0.19868151010211363;0.1918886498623317;0.24018791910203635;0.0;0.0;0.15865597726190325;0.0;0.0;0.23493653857110167;0.30239768863775907;0.3933571373431879;0.26477521186375363;0.0;0.3787944041209357;0.0;0.0;0.0;0.33914822171593495;0.30309858210236684;0.3137230773598352;0.2224417619753266;0.0;0.29343645970707755;0.0;0.0;0.3531369590443697;0.3137230773598352;0.0;0.3137230773598352;0.3787944041209357;0.0;0.33084553874591166;0.20633945264112094;0.0
GO:0042416;0.0;1.0;0.13773725328098546;0.33602822805823596;0.13470915848951298;0.0;0.12896146320473129;0.1349941591269715;0.25847682708035497;0.0;0.0;0.0;0.1380133831414664;0.0;0.0;0.0;0.11491082838538287;0.0;0.0;0.16811449853601182;0.15944031757167795;0.0;0.13470915848951298;0.0;0.0;0.14445646356216837;0.0;0.0;0.0;0.0;0.0;0.0;0.16842412163506335;0.0;0.0;0.0;0.1594633824551539;0.0;0.16381478368848462;0.0;0.0;0.16365878158847252;0.0;0.0;0.2981610113492689;0.15530432443051218;0.16381660992031527;0.0;0.16366117401488522;0.0;0.0;0.0;0.15163905821900406;0.0;0.0;0.0;0.0;0.16811449853601182;0.0;0.14102090676938234;0.0;0.0;0.0;0.1443698794942293;0.1318038787051223;0.0;0.0;0.1517562263242984;0.0;0.0;0.3228437670811242;0.0;0.14454625435110885;0.15163905821900406;0.48318726216848285;0.0;0.33560548282033553;0.10658892177950767;0.1518392067153231;0.17335413480512826;0.0;0.5084232549715227;0.15925306778293424;0.0;0.17335413480512826;0.14095863184498414;0.11071943508881578;0.0;0.0;0.0;0.0;0.0;0.1554367989218777;0.0;0.0;0.15989073913740817;0.16861044325382774;0.0;0.16811449853601182;0.0;0.0;0.0;0.1599141520312585;0.0;0.14427751759713317;0.0;0.0;0.15922674596385838;0.0;0.14778367783904675;0.0;0.32284377791090213;0.0;0.0;0.1556672627476835;0.0;0.0;0.0;0.1317143434297785;0.0;0.16436314211582942;0.07926776752691882;0.16436234146401615;0.1480866342669778;0.0;0.15544330551626076;0.0;0.0;0.33560526752732056;0.0;0.15561655459405627;0.14756157774447978;0.4912631976280063;0.16811449853601182;0.0;0.15944700294854022;0.0;0.0;0.0;0.12395071718087276;0.0;0.0;0.15944700294854022;0.15534830762944343;0.15944700294854022;0.0;0.10860974914113661;0.0;0.0;0.1214417983096321
GO:0007093;0.31891471176035885;0.13773725328098546;1.0;0.16345072810631853;0.18205757248469318;0.3763833382366928;0.3529331350788909;0.1825785178216868;0.16814722960078538;0.0;0.19812277765419403;0.1775822799703502;0.18814527331766068;0.19696701291861732;0.36285859171735596;0.0;0.1476719275813846;0.5049336047351518;0.0;0.5115742751948499;0.4734401882611037;0.0;0.18205757248469318;0.0;0.0;0.20032578512926405;0.37644587779468336;0.2389952304541755;0.19075816806145718;0.0;0.19144545180389766;0.29202458812513943;0.24957824284301003;0.184011255219455;0.2920611112991041;0.2920246368355223;0.47353914093194355;0.7211210039058349;0.23958850994605382;0.3696140427851388;0.19478719985621684;0.49175249057288933;0.4308314839041282;0.37644854391029103;0.28785374592811425;0.2218112087521961;0.23959241641103388;0.1666221976147235;0.4917629997910138;0.37644901734135344;0.26943746135796875;0.32890780151622057;0.44068618277103805;0.35107864513398557;0.2147378561299621;0.298624706436305;0.4299159402077716;0.5115742751948499;0.2758807693002217;0.19377911479791743;0.0;0.0;0.3632076116357726;0.20015931471030582;0.17679095899126185;0.25000089707901424;0.35119549503938646;0.21464371668888135;0.0;0.36512082976031746;0.15511696764440405;0.23955910219509113;0.33501683872052446;0.44068618277103805;0.12917830447033168;0.3399209212284688;0.163180314104219;0.2758411588925876;0.21480975840708272;0.2605587386237762;0.3629404589987043;0.1377189088530783;0.22995475242617283;0.0;0.2605587386237762;0.8439978153774931;0.28943665535899743;0.36233555943274187;0.2784067652601861;0.3091823055719161;0.20129603404662316;0.3086081833135975;0.45645511456013366;0.4294418828888905;0.40636589247358884;0.23128667442423675;0.24998759744105054;0.29061540832875915;0.5115742751948499;0.20592355333747414;0.2926720644067343;0.48864976758644685;0.23133566788259316;0.28665815949892015;0.199981820613909;0.3762865244209165;0.30955983915582497;0.22989987506781195;0.3568308187054121;0.2067818301467182;0.37478871397860775;0.15511697440607433;0.26842676709117685;0.20871130961140252;0.22255229293696394;0.28402713340208907;0.19803324650225104;0.2661783308318221;0.363036149550266;0.0;0.4022960839572438;0.43892563677614443;0.4022932133753234;0.2073754488176486;0.2338056819787352;0.4564824146685973;0.3908241993479785;0.3290502516522738;0.16318017644416893;0.3012698573651123;0.22244866267756655;0.20634725982483212;0.13188713023113238;0.5115742751948499;0.37638139689613925;0.47346886846984565;0.2766800492011774;0.0;0.4063626201066917;0.16294366750814548;0.0;0.488560021910746;0.47346886846984565;0.22190093910313127;0.47346886846984565;0.3012698573651123;0.13742598368411335;0.45788735378878237;0.20564034078689228;0.15863535829638523
GO:0016925;0.0;0.33602822805823596;0.16345072810631853;1.0;0.1592039304418808;0.0;0.15123774103714874;0.15960215337078906;0.35314724230225675;0.0;0.0;0.0;0.16383972561946583;0.0;0.0;0.0;0.13227072715902616;0.0;0.0;0.20806550745224706;0.19493971380806774;0.0;0.1592039304418808;0.0;0.0;0.17299982637685568;0.0;0.0;0.0;0.0;0.0;0.0;0.20853998243124056;0.0;0.0;0.0;0.1949741939940828;0.0;0.20151917789107462;0.0;0.0;0.20128315080584755;0.0;0.0;0.6701239483732001;0.18879243347026667;0.20152194154464642;0.0;0.20128676970320106;0.0;0.0;0.0;0.18340349665165478;0.0;0.0;0.0;0.0;0.20806550745224706;0.0;0.16809551052274585;0.0;0.0;0.0;0.17287566002191895;0.15516188237835793;0.0;0.0;0.18357492110438017;0.0;0.0;0.7784147176920232;0.0;0.17312862241593993;0.18340349665165478;0.39594739129129347;0.0;0.7681781619633321;0.12136379291470693;0.18369636031457307;0.2161512441513283;0.0;0.37944273216241303;0.19465987229726653;0.0;0.2161512441513283;0.1680070353105241;0.1267476969870294;0.0;0.0;0.0;0.0;0.0;0.18898823416107616;0.0;0.0;0.19561346070141328;0.20882570712822843;0.0;0.20806550745224706;0.0;0.0;0.0;0.19564850522474136;0.0;0.17274324035154426;0.0;0.0;0.19462054653090496;0.0;0.1777936180509244;0.0;0.7784147479259079;0.0;0.0;0.18932903733308065;0.0;0.0;0.0;0.15503781557522606;0.0;0.20234965150417822;0.08715873068683798;0.20234843800564964;0.17823229053577377;0.0;0.18899785293029203;0.0;0.0;0.7681775877978588;0.0;0.1892540328741674;0.17747225523898796;0.4034681817074395;0.20806550745224706;0.0;0.19494970769186212;0.0;0.0;0.0;0.14439235753616905;0.0;0.0;0.19494970769186212;0.1888574337770073;0.19494970769186212;0.0;0.1239905879946648;0.0;0.0;0.1409989999729452
GO:0034198;0.0;0.13470915848951298;0.18205757248469318;0.1592039304418808;1.0;0.0;0.3944510602940815;0.1772956625503874;0.16365622831730067;0.0;0.0;0.0;0.3092254391629015;0.0;0.0;0.32230115300084206;0.24427103540759523;0.0;0.0;0.23918324073864977;0.22199986030854654;0.0;0.9435830176674718;0.268026125104463;0.18314332229984231;0.32861089919883185;0.0;0.0;0.0;0.0;0.0;0.0;0.2398104648856401;0.0;0.0;0.0;0.22204457858097684;0.0;0.2305728988149242;0.0;0.0;0.23026396014852166;0.0;0.0;0.13692148759620323;0.5055097682912439;0.39059934693840415;0.0;0.23026869617895027;0.0;0.0;0.0;0.20716050131127284;0.0;0.0;0.0;0.0;0.23918324073864977;0.0;0.31820106517816904;0.0;0.0;0.0;0.19382772691907033;0.17183317066798726;0.0;0.0;0.35130288428683626;0.2502145263824855;0.0;0.1512871140746165;0.0;0.19414577815809012;0.20716050131127284;0.12651120329196247;0.0;0.15894737472527684;0.31013692386204766;0.20753422791485257;0.24993086315258978;0.0;0.13469161173282632;0.22163700760966865;0.2231839120865494;0.24993086315258978;0.18772827826946492;0.13765750447721337;0.0;0.2674496006052265;0.0;0.0;0.0;0.21431398944339128;0.0;0.0;0.22287405856892284;0.24018838030504577;0.0;0.23918324073864977;0.0;0.0;0.0;0.222919552406268;0.0;0.19366127979734318;0.0;0.0;0.746716462478582;0.0;0.3388555570659379;0.0;0.15128712050651605;0.0;0.0;0.28759171455152044;0.0;0.0;0.0;0.40542619137053343;0.20085025053949432;0.23166074552786187;0.21768995063040694;0.23165915500888712;0.33979648181115013;0.0;0.2143263589954883;0.0;0.0;0.1589472441144672;0.0;0.21465586357532285;0.47141544571805294;0.12910820296738182;0.23918324073864977;0.0;0.22201282141686218;0.0;0.0;0.0;0.32340578587792473;0.20059990740738382;0.0;0.22201282141686218;0.5057071177090888;0.22201282141686218;0.0;0.2276945183310255;0.0;0.0;0.2619485005788216
GO:0043068;0.3031001552123267;0.0;0.3763833382366928;0.0;0.0;1.0;0.3390901194995266;0.0;0.0;0.0;0.305691821840819;0.2709429929667898;0.0;0.15221695936371074;0.6155527327481746;0.0;0.0;0.4423539258707649;0.0;0.5316395366928045;0.4825391952708336;0.0;0.0;0.0;0.0;0.0;0.3703082251772328;0.3772220177822311;0.29314316418189573;0.0;0.29430995795940396;0.47507339938409815;0.0;0.28173540690422766;0.27682056104986896;0.4750734920256124;0.4826641576470422;0.5077430540911109;0.0;0.36499224454942336;0.2999957343240079;0.5058794733192182;0.5084456501093559;0.6438896844219412;0.268256472254931;0.0;0.0;0.2527168427768287;0.5058929930742311;0.6438906797587558;0.4326698296155056;0.39290867322210765;0.4418505723270112;0.5913634633728949;0.3343787010076077;0.2401208944033601;0.3647615633493466;0.5316395366928045;0.44465405174050615;0.0;0.0;0.0;0.44286954804867945;0.0;0.0;0.6167705310146404;0.5916017284763299;0.0;0.0;0.4193150953676483;0.0;0.29967230998000416;0.0;0.4418505723270112;0.0;0.27789675306107986;0.0;0.25564437932266765;0.0;0.0;0.44247241944930593;0.0;0.0;0.0;0.0;0.3908182241140315;0.26992881472213665;0.4415736954671611;0.33635554652749655;0.3650843888433313;0.3111301187389208;0.5069192480848419;0.4612729914977188;0.3642867863172609;0.34140221605510623;0.0;0.0;0.4427570683566979;0.5316395366928045;0.3190948353377927;0.23477790588001934;0.42508502199224263;0.0;0.17528176753608252;0.0;0.37011556737931534;0.5087654780112518;0.0;0.2937321897094572;0.0;0.4602091665245579;0.0;0.3095816237353729;0.2658784047756281;0.0;0.33051892231737495;0.17572026118354842;0.21130093095095842;0.3504817075568656;0.0;0.0;0.23892629464722975;0.0;0.0;0.27335595961970677;0.46130688257043484;0.48462521804756725;0.849758995499334;0.0;0.4627089687776152;0.0;0.0;0.0;0.5316395366928045;0.8222588316011467;0.48257541278650357;0.3206116750275023;0.0;0.3413990019958642;0.0;0.0;0.5909132360840021;0.48257541278650357;0.0;0.48257541278650357;0.4627089687776152;0.0;0.5465920063276817;0.31860621259919514;0.0
GO:0042771;0.2334715472745803;0.12896146320473129;0.3529331350788909;0.15123774103714874;0.3944510602940815;0.3390901194995266;1.0;0.16747192430466953;0.15525000686570414;0.0;0.18728071741942384;0.1688220953860501;0.2916136573365859;0.13592463726882956;0.32807351788349465;0.29860158241090584;0.23314798606581724;0.32807526618193555;0.0;0.5997278533711249;0.559590343516522;0.0;0.3944510602940815;0.18714083176488808;0.1726799957780438;0.3087924846745449;0.2714152910887021;0.22339446237646335;0.18068668039184013;0.0;0.18130318944417304;0.26906515203314874;0.2221820312676812;0.17462207088573514;0.22727808872931646;0.2690651933852522;0.5596953497034971;0.36271995008850766;0.21423013578814515;0.2835084264797411;0.18429747394802382;0.5094991869124124;0.2839226216372004;0.3391430428611289;0.35442911155700996;0.4720757627589445;0.36291367501533395;0.15888641991763652;0.5095089243553858;0.3391434271088289;0.24977275837344426;0.30006885211472084;0.4616577983808333;0.31841379760038724;0.2020592449866014;0.2019379320561592;0.2833692268263383;0.5277874163626227;0.2553002200577152;0.2995828195711111;0.0;0.0;0.32835880206977225;0.1821468808204225;0.16258966723878007;0.2329813839922275;0.31850991230731934;0.3287468115224218;0.23108431989656755;0.2437022890295132;0.14407555919250656;0.2142066234073353;0.1824277252534122;0.4616577983808333;0.1214285952638318;0.2280030355414869;0.1510061991813289;0.4300498143751271;0.19419977745470327;0.2308423526376698;0.3281404398208558;0.1289453817650778;0.20649483696910034;0.20783695372426575;0.2308423526376698;0.3632833894032693;0.31351716226276527;0.3276458998207575;0.32080346696684325;0.2835640180114481;0.19011368749414714;0.2830810212815515;0.5414994938724602;0.28308260907179095;0.26906716386493507;0.2075682227921682;0.222506390234639;0.2627368797587439;0.5277874163626227;0.1942360891758729;0.19814565959353692;0.31847962013379455;0.20760768207365704;0.15402274185483342;0.18199988315513121;0.27131177953139624;0.283881547916312;0.34972973224020226;0.23855476767021488;0.3178217244252017;0.33779529709214157;0.14407556502582927;0.24890397219936622;0.16607909478159333;0.2005060581581984;0.2622611573355362;0.1498171991288854;0.18115828494271793;0.7658481339774547;0.18833498576431482;0.21516892286673853;0.4217111078526409;0.21516755074305943;0.3186493196481537;0.21541643019522552;0.47656953115429196;0.3507666741057248;0.30018741257063397;0.1510060812953989;0.2714147089132524;0.20042193850561837;0.4422090106754014;0.12381914533975551;0.5277874163626227;0.339088543807128;0.49249139136218895;0.25598454845206825;0.0;0.26906516748372256;0.25546295293282495;0.18811485199791053;0.3184265704060563;0.49249139136218895;0.4722478659562985;0.49249139136218895;0.2714147089132524;0.21799993471286572;0.3001887475555861;0.19398409285500776;0.2491992999100689
GO:0021952;0.0;0.1349941591269715;0.1825785178216868;0.15960215337078906;0.1772956625503874;0.0;0.16747192430466953;1.0;0.16407706554257329;0.0;0.0;0.0;0.18306402251386855;0.0;0.0;0.0;0.14452337920978034;0.0;0.22328376267892508;0.24008320706504413;0.22277495147816292;0.0;0.1772956625503874;0.0;0.0;0.19457537207237913;0.0;0.0;0.0;0.25148430534548344;0.0;0.0;0.40770945667636577;0.0;0.0;0.0;0.22281998258647243;0.0;0.39194741659988463;0.0;0.0;0.23109794041532042;0.0;0.0;0.13721593646693134;0.21478279536517625;0.23141276678992187;0.0;0.23110271081456235;0.0;0.0;0.0;0.20783527781210284;0.0;0.0;0.0;0.0;0.24008320706504413;0.0;0.1883933563719335;0.25148168654323655;0.0;0.0;0.19441831790510122;0.17229717163137692;0.0;0.0;0.2080554437653333;0.0;0.0;0.1516466717398756;0.0;0.33030339157268157;0.20783527781210284;0.12676253868193862;0.0;0.1593443136229071;0.1316008745894254;0.2082114452439204;0.42498313109352936;0.0;0.1349765380501734;0.22240956271064727;0.0;0.42498313109352936;0.1882822310711041;0.13795513089689465;0.0;0.0;0.0;0.11699924199242316;0.0;0.215036253388273;0.0;0.0;0.37881440033570235;0.40835439052498856;0.0;0.24008320706504413;0.0;0.0;0.0;0.37889199635942195;0.0;0.3290108881791626;0.0;0.0;0.2223582271000884;0.0;0.20066046197631954;0.0;0.15164667820238434;0.0;0.0;0.21547758538935183;0.0;0.0;0.0;0.17214420261960822;0.0;0.2325048929073446;0.09231595366955972;0.2325032907759235;0.201219407538304;0.0;0.21504870645704144;0.0;0.0;0.15934418235893505;0.0;0.3647989551057623;0.339173950309118;0.1293699736806189;0.24008320706504413;0.0;0.2227880032520609;0.0;0.0;0.0;0.1591186546131869;0.0;0.0;0.2227880032520609;0.21486692825435075;0.2227880032520609;0.0;0.13469515074048122;0.0;0.0;0.15500769010658644
GO:0046854;0.0;0.25847682708035497;0.16814722960078538;0.35314724230225675;0.16365622831730067;0.0;0.15525000686570414;0.16407706554257329;1.0;0.0;0.0;0.0;0.1685589309001811;0.0;0.0;0.0;0.13532954959183202;0.0;0.0;0.21573595145001387;0.20165728262059088;0.0;0.16365622831730067;0.0;0.0;0.17826996120785024;0.0;0.0;0.0;0.0;0.0;0.0;0.21624609769712694;0.0;0.0;0.0;0.20169418033119232;0.0;0.20870621099926906;0.0;0.0;0.20845305881190113;0.0;0.0;0.43246936233067657;0.19508617595542904;0.20870917529683114;0.0;0.2084569401211171;0.0;0.0;0.0;0.18933742032994813;0.0;0.0;0.0;0.0;0.21573595145001387;0.0;0.17306678484978355;0.0;0.0;0.0;0.17813811748973277;0.15938796970923869;0.0;0.0;0.18952012245300826;0.0;0.0;0.474924885673452;0.0;0.17840672696127738;0.18933742032994813;0.28457028427898723;0.0;0.4973523542990823;0.12393405668970821;0.18964955759205704;0.22444131878890353;0.0;0.30190978804990243;0.2013578370959316;0.0;0.22444131878890353;0.1729730005640529;0.12955369771336023;0.0;0.0;0.0;0.0;0.0;0.19529525622833493;0.0;0.0;0.2023783497128327;0.21655334470518278;0.0;0.21573595145001387;0.0;0.0;0.0;0.20241586026655808;0.0;0.17799751649582177;0.0;0.0;0.20131575877684363;0.0;0.18336457090841243;0.0;0.4749249045658955;0.0;0.0;0.1956592078171198;0.0;0.0;0.0;0.1592570553960949;0.0;0.20959710832407263;0.08847649177691215;0.20959580634257485;0.1838312007283318;0.0;0.19530552773368606;0.0;0.0;0.44928792182377636;0.0;0.1955791050611791;0.18302277289025193;0.29008817529046194;0.21573595145001387;0.0;0.2016679771637043;0.0;0.0;0.0;0.14804524729841476;0.0;0.0;0.2016679771637043;0.19515558310574427;0.2016679771637043;0.0;0.12667454757050442;0.0;0.0;0.14448014478382926
GO:0008344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35137780125528767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39454842534345486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
