;GO:0021915;GO:0006281;GO:0008380;GO:0031087;GO:1990090;GO:0006366;GO:0045944;GO:0000398;GO:0051443;GO:0072422;GO:0000184;GO:0071352;GO:1990646;GO:0031651;GO:0071878;GO:0090327;GO:0140074;GO:0006351;GO:1905312;GO:0000209;GO:0044344;GO:0006355;GO:0048843;GO:1904568;GO:0001755;GO:0001756;GO:0031146;GO:0030433;GO:0071526
GO:0021915;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0
GO:0006281;0.0;1.0;0.6086956521739131;0.6363636363636364;0.1333333333333333;0.4285714285714286;0.0;0.5;0.0;0.24137931034482762;0.33333333333333337;0.1428571428571429;0.09999999999999998;0.0;0.0;0.0;0.07999999999999996;0.4411764705882353;0.0;0.30000000000000004;0.1333333333333333;0.0;0.0;0.125;0.07692307692307687;0.0;0.2432432432432432;0.3023255813953488;0.07692307692307687
GO:0008380;0.0;0.6086956521739131;1.0;0.8235294117647058;0.07407407407407407;0.5;0.0;0.7619047619047619;0.0;0.06896551724137934;0.375;0.07999999999999996;0.05405405405405406;0.0;0.0;0.0;0.09999999999999998;0.5172413793103448;0.0;0.3076923076923077;0.07407407407407407;0.0;0.0;0.06896551724137934;0.09523809523809523;0.0;0.24242424242424243;0.18604651162790697;0.09523809523809523
GO:0031087;0.0;0.6363636363636364;0.8235294117647058;1.0;0.07692307692307687;0.4666666666666667;0.0;0.6363636363636364;0.0;0.0714285714285714;0.35;0.08333333333333337;0.05555555555555558;0.0;0.0;0.0;0.10526315789473684;0.48275862068965514;0.0;0.31999999999999995;0.07692307692307687;0.0;0.0;0.0714285714285714;0.09999999999999998;0.0;0.25;0.19047619047619047;0.09999999999999998
GO:1990090;0.0;0.1333333333333333;0.07407407407407407;0.07692307692307687;1.0;0.050000000000000044;0.0;0.0625;0.0;0.16666666666666663;0.040000000000000036;0.5;0.3846153846153846;0.0;0.0;0.0;0.11764705882352944;0.05128205128205132;0.0;0.06896551724137934;0.8571428571428572;0.0;0.0;0.4;0.11111111111111116;0.0;0.05555555555555558;0.1428571428571429;0.11111111111111116
GO:0006366;0.0;0.4285714285714286;0.5;0.4666666666666667;0.050000000000000044;1.0;0.0;0.4285714285714286;0.0;0.04761904761904767;0.3076923076923077;0.052631578947368474;0.040000000000000036;0.0;0.0;0.0;0.06060606060606055;0.9655172413793104;0.0;0.23684210526315785;0.050000000000000044;0.0;0.0;0.04761904761904767;0.05882352941176472;0.0;0.19999999999999996;0.1636363636363637;0.05882352941176472
GO:0045944;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.28846153846153844;0.08695652173913049;0.08823529411764708;0.0;0.0;0.07499999999999996;0.07547169811320753;0.07317073170731703;0.0;0.0;0.09523809523809523;0.0;0.0;0.5142857142857142;0.045454545454545414;0.0;0.0;0.0;0.0;0.0;0.10526315789473684
GO:0000398;0.0;0.5;0.7619047619047619;0.6363636363636364;0.0625;0.4285714285714286;0.0;1.0;0.0;0.05882352941176472;0.36363636363636365;0.06666666666666665;0.04761904761904767;0.0;0.0;0.0;0.07999999999999996;0.4411764705882353;0.0;0.25806451612903225;0.0625;0.0;0.0;0.05882352941176472;0.07692307692307687;0.0;0.21052631578947367;0.16666666666666663;0.07692307692307687
GO:0051443;0.0;0.0;0.0;0.0;0.0;0.0;0.28846153846153844;0.0;1.0;0.09302325581395354;0.0757575757575758;0.0;0.0;0.08108108108108103;0.07999999999999996;0.07894736842105265;0.0;0.0;0.09999999999999998;0.0;0.0;0.2195121951219512;0.04705882352941182;0.0;0.0;0.0;0.0;0.0;0.11428571428571432
GO:0072422;0.0;0.24137931034482762;0.06896551724137934;0.0714285714285714;0.16666666666666663;0.04761904761904767;0.08695652173913049;0.05882352941176472;0.09302325581395354;1.0;0.07999999999999996;0.18181818181818177;0.11764705882352944;0.15000000000000002;0.12121212121212122;0.1428571428571429;0.10526315789473684;0.04878048780487809;0.0888888888888889;0.06451612903225812;0.16666666666666663;0.13793103448275867;0.05882352941176472;0.15384615384615385;0.09999999999999998;0.0;0.052631578947368474;0.13636363636363635;0.375
