;GO:0021915;GO:0006281;GO:0008380;GO:0031087;GO:1990090;GO:0006366;GO:0045944;GO:0000398;GO:0051443;GO:0072422;GO:0000184;GO:0071352;GO:1990646;GO:0031651;GO:0071878;GO:0090327;GO:0140074;GO:0006351;GO:1905312;GO:0000209;GO:0044344;GO:0006355;GO:0048843;GO:1904568;GO:0001755;GO:0001756;GO:0031146;GO:0030433;GO:0071526
GO:0021915;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44637497268261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44637497268261;0.0;0.0;0.0
GO:0006281;0.0;1.0;0.5985829729402143;0.5794256832972549;0.476776171014645;0.6287952544302844;0.0;0.5732963955693846;0.0;0.7667838170578174;0.4873728826678781;0.4599465060297281;0.4426315691943329;0.0;0.0;0.0;0.35397827214813765;0.6370821205788785;0.0;0.46636807080842185;0.4599465060297281;0.0;0.0;0.4599465060297281;0.42712850409230496;0.0;0.5273594560091756;0.6278977384959046;0.4238863519695412
GO:0008380;0.0;0.5985829729402143;1.0;0.5975479096648518;0.3693001071351391;0.7008602665798352;0.0;0.813209668893593;0.0;0.504856960650226;0.5039729821993489;0.31017914879529324;0.31017914879529324;0.0;0.0;0.0;0.4543679656954753;0.7091471327284293;0.0;0.42657862305021693;0.3524704421502222;0.0;0.0;0.31017914879529324;0.504856960650226;0.0;0.5298613016058997;0.5466909665908166;0.5016148085274623
GO:0031087;0.0;0.5794256832972549;0.5975479096648518;1.0;0.3173391418635162;0.6277601911549219;0.0;0.5722613322940221;0.0;0.4528959953786031;0.43087290677443557;0.27784823988918267;0.25821818352367026;0.0;0.0;0.0;0.4024070004238523;0.636047057303516;0.0;0.37461765777859407;0.30050947687859925;0.0;0.0;0.27784823988918267;0.4528959953786031;0.0;0.4779003363342767;0.49473000131919365;0.4496538432558393
GO:1990090;0.0;0.476776171014645;0.3693001071351391;0.3173391418635162;1.0;0.39951238862520916;0.0;0.3440135297643094;0.0;0.5033993166421135;0.21351949875315118;0.5013498550482695;0.522943864532163;0.0;0.0;0.0;0.30050947687859925;0.40779925477380324;0.0;0.23417179152382422;0.7388837608895505;0.0;0.0;0.5013498550482695;0.35099847183335003;0.0;0.30050947687859925;0.44571305317054594;0.34775631971058624
GO:0006366;0.0;0.6287952544302844;0.7008602665798352;0.6277601911549219;0.39951238862520916;1.0;0.0;0.6755736892090055;0.0;0.535069242140296;0.5145552073239066;0.34039143028536323;0.34039143028536323;0.0;0.0;0.0;0.48458024718554527;0.8898156103061527;0.0;0.47241128531115983;0.3826827236402922;0.0;0.0;0.34039143028536323;0.535069242140296;0.0;0.5756939638668426;0.5925236288517595;0.5318270900175323
GO:0045944;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.47802019590762473;0.4204924470419122;0.5072327628908636;0.0;0.0;0.3375622525948589;0.315460044400766;0.320732587609942;0.0;0.0;0.4126973665974474;0.0;0.0;0.8030335174871553;0.35268851525176625;0.0;0.0;0.0;0.0;0.0;0.38444661929048496
GO:0000398;0.0;0.5732963955693846;0.813209668893593;0.5722613322940221;0.3440135297643094;0.6755736892090055;0.0;1.0;0.0;0.4795703832793962;0.6025966658176127;0.2848925714244635;0.2848925714244635;0.0;0.0;0.0;0.42908138832464554;0.6838605553575996;0.0;0.4012920456793872;0.3271838647793925;0.0;0.0;0.2848925714244635;0.4795703832793962;0.0;0.50457472423507;0.5214043892199869;0.47632823115663253
GO:0051443;0.0;0.0;0.0;0.0;0.0;0.0;0.47802019590762473;0.0;1.0;0.3434955375043328;0.2948757928077844;0.0;0.0;0.2564240254850354;0.21883307849767425;0.22410562170685017;0.0;0.0;0.30058166190108726;0.0;0.0;0.4556901616149162;0.293006542549582;0.0;0.0;0.0;0.0;0.0;0.3206233290160566
GO:0072422;0.0;0.7667838170578174;0.504856960650226;0.4528959953786031;0.5033993166421135;0.535069242140296;0.4204924470419122;0.4795703832793962;0.3434955375043328;1.0;0.3012369645589021;0.4597670970955359;0.43710586010611935;0.376492140206854;0.3238654811388204;0.35966247522193706;0.43606633039368614;0.54335610828889;0.34932710950883245;0.31729491304473517;0.4865696516571965;0.49824646917410864;0.4512246330540855;0.4597670970955359;0.4865553253484369;0.0;0.43606633039368614;0.6277183295617124;0.616272836326722
GO:0000184;0.0;0.4873728826678781;0.5039729821993489;0.43087290677443557;0.21351949875315118;0.5145552073239066;0.5072327628908636;0.6025966658176127;0.2948757928077844;0.3012369645589021;1.0;0.19668983376823423;0.1857954392598059;0.3244430662804378;0.2821517729255088;0.30761340129552084;0.22124796226201882;0.5228420734725007;0.20714779006106576;0.3577914681104142;0.19668983376823423;0.5849867850230601;0.29212466250225255;0.19668983376823423;0.3012369645589021;0.0;0.535908123275536;0.5527377882604531;0.29799481243613835
GO:0071352;0.0;0.4599465060297281;0.31017914879529324;0.27784823988918267;0.5013498550482695;0.34039143028536323;0.0;0.2848925714244635;0.0;0.4597670970955359;0.19668983376823423;1.0;0.457717635501692;0.0;0.0;0.0;0.24138851853875337;0.34867829643395737;0.0;0.21734212653890728;0.48452019006335256;0.0;0.0;0.48452019006335256;0.3115075698590165;0.0;0.2610185749042658;0.4062221511962124;0.30826541773625277
GO:1990646;0.0;0.4426315691943329;0.31017914879529324;0.25821818352367026;0.522943864532163;0.34039143028536323;0.0;0.2848925714244635;0.0;0.43710586010611935;0.1857954392598059;0.457717635501692;1.0;0.0;0.0;0.0;0.24138851853875337;0.34867829643395737;0.0;0.20719968789966026;0.5061141995472461;0.0;0.0;0.470660839781638;0.2918775134935041;0.0;0.24138851853875337;0.45696781108705276;0.28863536137074036
GO:0031651;0.0;0.0;0.0;0.0;0.0;0.0;0.3375622525948589;0.0;0.2564240254850354;0.376492140206854;0.3244430662804378;0.0;0.0;1.0;0.3319132801999567;0.3841774631316293;0.0;0.0;0.3705339023170973;0.0;0.0;0.40582865700078985;0.4550219651775265;0.0;0.0;0.0;0.0;0.0;0.3464474335224296
GO:0071878;0.0;0.0;0.0;0.0;0.0;0.0;0.315460044400766;0.0;0.21883307849767425;0.3238654811388204;0.2821517729255088;0.0;0.0;0.3319132801999567;1.0;0.31508361521503975;0.0;0.0;0.22656154200654188;0.0;0.0;0.3754809016718181;0.372415210073771;0.0;0.0;0.0;0.0;0.0;0.2878196533873931
GO:0090327;0.0;0.0;0.0;0.0;0.0;0.0;0.320732587609942;0.0;0.22410562170685017;0.35966247522193706;0.30761340129552084;0.0;0.0;0.3841774631316293;0.31508361521503975;1.0;0.0;0.0;0.4307404070233189;0.0;0.0;0.3889989920158729;0.5364880155048128;0.0;0.0;0.0;0.0;0.0;0.30695653154809616
GO:0140074;0.44637497268261;0.35397827214813765;0.4543679656954753;0.4024070004238523;0.30050947687859925;0.48458024718554527;0.0;0.42908138832464554;0.0;0.43606633039368614;0.22124796226201882;0.24138851853875337;0.24138851853875337;0.0;0.0;0.0;1.0;0.4928671133341394;0.0;0.2527946495411202;0.28367981189368235;0.0;0.0;0.24138851853875337;0.43606633039368614;0.44637497268261;0.3855773354389354;0.4024070004238523;0.4328241782709224
GO:0006351;0.0;0.6370821205788785;0.7091471327284293;0.636047057303516;0.40779925477380324;0.8898156103061527;0.0;0.6838605553575996;0.0;0.54335610828889;0.5228420734725007;0.34867829643395737;0.34867829643395737;0.0;0.0;0.0;0.4928671133341394;1.0;0.0;0.4806981514597539;0.39096958978888635;0.0;0.0;0.34867829643395737;0.54335610828889;0.0;0.5839808300154367;0.6008104950003536;0.5401139561661263
GO:1905312;0.0;0.0;0.0;0.0;0.0;0.0;0.4126973665974474;0.0;0.30058166190108726;0.34932710950883245;0.20714779006106576;0.0;0.0;0.3705339023170973;0.22656154200654188;0.4307404070233189;0.0;0.0;1.0;0.0;0.0;0.38815124402903367;0.4308830213649644;0.0;0.0;0.0;0.0;0.0;0.3037936640311397
GO:0000209;0.0;0.46636807080842185;0.42657862305021693;0.37461765777859407;0.23417179152382422;0.47241128531115983;0.0;0.4012920456793872;0.0;0.31729491304473517;0.3577914681104142;0.21734212653890728;0.20719968789966026;0.0;0.0;0.0;0.2527946495411202;0.4806981514597539;0.0;1.0;0.21734212653890728;0.0;0.0;0.21734212653890728;0.31729491304473517;0.0;0.40971242467556096;0.4265420896604779;0.31405276092197143
GO:0044344;0.0;0.4599465060297281;0.3524704421502222;0.30050947687859925;0.7388837608895505;0.3826827236402922;0.0;0.3271838647793925;0.0;0.4865696516571965;0.19668983376823423;0.48452019006335256;0.5061141995472461;0.0;0.0;0.0;0.28367981189368235;0.39096958978888635;0.0;0.21734212653890728;1.0;0.0;0.0;0.48452019006335256;0.3341688068484331;0.0;0.28367981189368235;0.428883388185629;0.33092665472566934
GO:0006355;0.0;0.0;0.0;0.0;0.0;0.0;0.8030335174871553;0.0;0.4556901616149162;0.49824646917410864;0.5849867850230601;0.0;0.0;0.40582865700078985;0.3754809016718181;0.3889989920158729;0.0;0.0;0.38815124402903367;0.0;0.0;1.0;0.4250962372299413;0.0;0.0;0.0;0.0;0.0;0.45271302369641586
GO:0048843;0.0;0.0;0.0;0.0;0.0;0.0;0.35268851525176625;0.0;0.293006542549582;0.4512246330540855;0.29212466250225255;0.0;0.0;0.4550219651775265;0.372415210073771;0.5364880155048128;0.0;0.0;0.4308830213649644;0.0;0.0;0.4250962372299413;1.0;0.0;0.0;0.0;0.0;0.0;0.44798248093132176
GO:1904568;0.0;0.4599465060297281;0.31017914879529324;0.27784823988918267;0.5013498550482695;0.34039143028536323;0.0;0.2848925714244635;0.0;0.4597670970955359;0.19668983376823423;0.48452019006335256;0.470660839781638;0.0;0.0;0.0;0.24138851853875337;0.34867829643395737;0.0;0.21734212653890728;0.48452019006335256;0.0;0.0;1.0;0.3115075698590165;0.0;0.2610185749042658;0.4062221511962124;0.30826541773625277
GO:0001755;0.0;0.42712850409230496;0.504856960650226;0.4528959953786031;0.35099847183335003;0.535069242140296;0.0;0.4795703832793962;0.0;0.4865553253484369;0.3012369645589021;0.3115075698590165;0.2918775134935041;0.0;0.0;0.0;0.43606633039368614;0.54335610828889;0.0;0.31729491304473517;0.3341688068484331;0.0;0.0;0.3115075698590165;1.0;0.0;0.43606633039368614;0.4528959953786031;0.48331317322567313
GO:0001756;0.44637497268261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44637497268261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
GO:0031146;0.0;0.5273594560091756;0.5298613016058997;0.4779003363342767;0.30050947687859925;0.5756939638668426;0.0;0.50457472423507;0.0;0.43606633039368614;0.535908123275536;0.2610185749042658;0.24138851853875337;0.0;0.0;0.0;0.3855773354389354;0.5839808300154367;0.0;0.40971242467556096;0.28367981189368235;0.0;0.0;0.2610185749042658;0.43606633039368614;0.0;1.0;0.7346584755080856;0.4328241782709224
GO:0030433;0.0;0.6278977384959046;0.5466909665908166;0.49473000131919365;0.44571305317054594;0.5925236288517595;0.0;0.5214043892199869;0.0;0.6277183295617124;0.5527377882604531;0.4062221511962124;0.45696781108705276;0.0;0.0;0.0;0.4024070004238523;0.6008104950003536;0.0;0.4265420896604779;0.428883388185629;0.0;0.0;0.4062221511962124;0.4528959953786031;0.0;0.7346584755080856;1.0;0.4496538432558393
GO:0071526;0.0;0.4238863519695412;0.5016148085274623;0.4496538432558393;0.34775631971058624;0.5318270900175323;0.38444661929048496;0.47632823115663253;0.3206233290160566;0.616272836326722;0.29799481243613835;0.30826541773625277;0.28863536137074036;0.3464474335224296;0.2878196533873931;0.30695653154809616;0.4328241782709224;0.5401139561661263;0.3037936640311397;0.31405276092197143;0.33092665472566934;0.45271302369641586;0.44798248093132176;0.30826541773625277;0.48331317322567313;0.0;0.4328241782709224;0.4496538432558393;1.0
