;GO:0042407;GO:0034551;GO:0002082;GO:0006123;GO:1902600;GO:0043279;GO:0022900;GO:0006122;GO:0097250;GO:0009725;GO:0021860;GO:0042776;GO:0006627;GO:0006119;GO:0016485;GO:0033762;GO:0009060
GO:0042407;1.0;0.35294117647058826;0.0;0.23529411764705882;0.0;0.0;0.3076923076923077;0.26666666666666666;0.6666666666666666;0.0;0.25;0.09090909090909091;0.23529411764705882;0.2;0.0;0.0;0.26666666666666666
GO:0034551;0.35294117647058826;1.0;0.0;0.1111111111111111;0.0;0.0;0.14285714285714285;0.125;0.125;0.0;0.11764705882352941;0.08695652173913043;0.1111111111111111;0.19047619047619047;0.0;0.0;0.125
GO:0002082;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.23529411764705882;0.1111111111111111;0.0;1.0;0.0;0.0;0.7142857142857143;0.125;0.125;0.0;0.11764705882352941;0.08695652173913043;0.1111111111111111;0.38095238095238093;0.125;0.0;0.75
GO:1902600;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.782608695652174;0.0;0.0;0.0;0.0;0.0
GO:0043279;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.7272727272727273;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0
GO:0022900;0.3076923076923077;0.14285714285714285;0.0;0.7142857142857143;0.0;0.0;1.0;0.8333333333333334;0.16666666666666666;0.0;0.15384615384615385;0.42105263157894735;0.2857142857142857;0.47058823529411764;0.3333333333333333;0.0;0.6666666666666666
GO:0006122;0.26666666666666666;0.125;0.0;0.125;0.0;0.0;0.8333333333333334;1.0;0.14285714285714285;0.0;0.13333333333333333;0.09523809523809523;0.125;0.42105263157894735;0.14285714285714285;0.0;0.5714285714285714
GO:0097250;0.6666666666666666;0.125;0.0;0.125;0.0;0.0;0.16666666666666666;0.14285714285714285;1.0;0.0;0.13333333333333333;0.09523809523809523;0.125;0.10526315789473684;0.0;0.0;0.14285714285714285
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.7272727272727273;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7692307692307693;0.0
GO:0021860;0.25;0.11764705882352941;0.0;0.11764705882352941;0.0;0.0;0.15384615384615385;0.13333333333333333;0.13333333333333333;0.0;1.0;0.09090909090909091;0.11764705882352941;0.2;0.0;0.0;0.13333333333333333
GO:0042776;0.09090909090909091;0.08695652173913043;0.0;0.08695652173913043;0.782608695652174;0.0;0.42105263157894735;0.09523809523809523;0.09523809523809523;0.0;0.09090909090909091;1.0;0.08695652173913043;0.9230769230769231;0.09523809523809523;0.0;0.38095238095238093
GO:0006627;0.23529411764705882;0.1111111111111111;0.0;0.1111111111111111;0.0;0.0;0.2857142857142857;0.125;0.125;0.0;0.11764705882352941;0.08695652173913043;1.0;0.19047619047619047;0.125;0.0;0.25
GO:0006119;0.2;0.19047619047619047;0.0;0.38095238095238093;0.0;0.0;0.47058823529411764;0.42105263157894735;0.10526315789473684;0.0;0.2;0.9230769230769231;0.19047619047619047;1.0;0.21052631578947367;0.0;0.42105263157894735
GO:0016485;0.0;0.0;0.0;0.125;0.0;0.0;0.3333333333333333;0.14285714285714285;0.0;0.0;0.0;0.09523809523809523;0.125;0.21052631578947367;1.0;0.0;0.2857142857142857
GO:0033762;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.7692307692307693;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0009060;0.26666666666666666;0.125;0.0;0.75;0.0;0.0;0.6666666666666666;0.5714285714285714;0.14285714285714285;0.0;0.13333333333333333;0.38095238095238093;0.25;0.42105263157894735;0.2857142857142857;0.0;1.0
