;GO:0042407;GO:0034551;GO:0002082;GO:0006123;GO:1902600;GO:0043279;GO:0022900;GO:0006122;GO:0097250;GO:0009725;GO:0021860;GO:0042776;GO:0006627;GO:0006119;GO:0016485;GO:0033762;GO:0009060
GO:0042407;1.0;0.12408495164008174;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.41260509979692533;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624
GO:0034551;0.12408495164008174;1.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.30997634000901914;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624
GO:0002082;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.01468324974140624;0.01468324974140624;0.0;1.0;0.0;0.0;0.4729208564096336;0.5310490998359887;0.01468324974140624;0.0;0.01468324974140624;0.39324941047259077;0.06886689890529227;0.39324941047259077;0.05923137626096931;0.0;0.6062065451967478
GO:1902600;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4945683533957729;0.0;0.0;0.0;0.0;0.0
GO:0043279;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.21955571243929653;0.0;0.0;0.0;0.0;0.0;0.32007381485369474;0.0
GO:0022900;0.01468324974140624;0.01468324974140624;0.0;0.4729208564096336;0.0;0.0;1.0;0.4729208564096336;0.01468324974140624;0.0;0.01468324974140624;0.39324941047259077;0.06886689890529227;0.39324941047259077;0.05923137626096931;0.0;0.39324941047259077
GO:0006122;0.01468324974140624;0.01468324974140624;0.0;0.5310490998359887;0.0;0.0;0.4729208564096336;1.0;0.01468324974140624;0.0;0.01468324974140624;0.39324941047259077;0.06886689890529227;0.39324941047259077;0.05923137626096931;0.0;0.39324941047259077
GO:0097250;0.41260509979692533;0.30997634000901914;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;1.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.21955571243929653;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.33550924974192214;0.0
GO:0021860;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;1.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624
GO:0042776;0.01468324974140624;0.01468324974140624;0.0;0.39324941047259077;0.4945683533957729;0.0;0.39324941047259077;0.39324941047259077;0.01468324974140624;0.0;0.01468324974140624;1.0;0.1237146889194086;0.6667615830571956;0.1237146889194086;0.0;0.39324941047259077
GO:0006627;0.01468324974140624;0.01468324974140624;0.0;0.06886689890529227;0.0;0.0;0.06886689890529227;0.06886689890529227;0.01468324974140624;0.0;0.01468324974140624;0.1237146889194086;1.0;0.1237146889194086;0.4828467087500229;0.0;0.06886689890529227
GO:0006119;0.01468324974140624;0.01468324974140624;0.0;0.39324941047259077;0.0;0.0;0.39324941047259077;0.39324941047259077;0.01468324974140624;0.0;0.01468324974140624;0.6667615830571956;0.1237146889194086;1.0;0.1237146889194086;0.0;0.39324941047259077
GO:0016485;0.0;0.0;0.0;0.05923137626096931;0.0;0.0;0.05923137626096931;0.05923137626096931;0.0;0.0;0.0;0.1237146889194086;0.4828467087500229;0.1237146889194086;1.0;0.0;0.05923137626096931
GO:0033762;0.0;0.0;0.0;0.0;0.0;0.32007381485369474;0.0;0.0;0.0;0.33550924974192214;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0009060;0.01468324974140624;0.01468324974140624;0.0;0.6062065451967478;0.0;0.0;0.39324941047259077;0.39324941047259077;0.01468324974140624;0.0;0.01468324974140624;0.39324941047259077;0.06886689890529227;0.39324941047259077;0.05923137626096931;0.0;1.0
