;GO:0042407;GO:0034551;GO:0002082;GO:0006123;GO:1902600;GO:0043279;GO:0022900;GO:0006122;GO:0097250;GO:0009725;GO:0021860;GO:0042776;GO:0006627;GO:0006119;GO:0016485;GO:0033762;GO:0009060
GO:0042407;1.0;0.37530409558661176;0.0;0.2610185749042658;0.0;0.0;0.29556477863482483;0.2610185749042658;0.5734328594869138;0.0;0.2610185749042658;0.24138851853875337;0.2610185749042658;0.24090324668827506;0.0;0.0;0.2527946495411202
GO:0034551;0.37530409558661176;1.0;0.0;0.3855773354389354;0.0;0.0;0.3819735633868096;0.3855773354389354;0.5807259789877097;0.0;0.3855773354389354;0.3855773354389354;0.3855773354389354;0.32731203144025983;0.0;0.0;0.31923965008416033
GO:0002082;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.2610185749042658;0.3855773354389354;0.0;1.0;0.0;0.0;0.8266112795232803;0.706992926550795;0.3855773354389354;0.0;0.3855773354389354;0.6048158597088517;0.4186909193124087;0.6216455246937685;0.5000345708841614;0.0;0.7802751710845282
GO:1902600;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7358712350388668;0.0;0.0;0.0;0.0;0.0
GO:0043279;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.6603931872280611;0.0;0.0;0.0;0.0;0.0;0.5766100434246333;0.0
GO:0022900;0.29556477863482483;0.3819735633868096;0.0;0.8266112795232803;0.0;0.0;1.0;0.8266112795232803;0.3819735633868096;0.0;0.3819735633868096;0.6340157632853893;0.4478908228889464;0.6931367216252352;0.5292344744606992;0.0;0.6594331628366203
GO:0006122;0.2610185749042658;0.3855773354389354;0.0;0.706992926550795;0.0;0.0;0.8266112795232803;1.0;0.3855773354389354;0.0;0.3855773354389354;0.6048158597088517;0.4186909193124087;0.6216455246937685;0.5000345708841614;0.0;0.5879419659051537
GO:0097250;0.5734328594869138;0.5807259789877097;0.0;0.3855773354389354;0.0;0.0;0.3819735633868096;0.3855773354389354;1.0;0.0;0.3855773354389354;0.3855773354389354;0.3855773354389354;0.30050947687859925;0.0;0.0;0.31923965008416033
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.6603931872280611;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7367711181988181;0.0
GO:0021860;0.2610185749042658;0.3855773354389354;0.0;0.3855773354389354;0.0;0.0;0.3819735633868096;0.3855773354389354;0.3855773354389354;0.0;1.0;0.3855773354389354;0.3855773354389354;0.32731203144025983;0.0;0.0;0.31923965008416033
GO:0042776;0.24138851853875337;0.3855773354389354;0.0;0.6048158597088517;0.7358712350388668;0.0;0.6340157632853893;0.6048158597088517;0.3855773354389354;0.0;0.3855773354389354;1.0;0.45277945614596304;0.88127281146983;0.5397875619173833;0.0;0.5611394113434931
GO:0006627;0.2610185749042658;0.3855773354389354;0.0;0.4186909193124087;0.0;0.0;0.4478908228889464;0.4186909193124087;0.3855773354389354;0.0;0.3855773354389354;0.45277945614596304;1.0;0.39451415214728747;0.7514881404930025;0.0;0.3750144709470502
GO:0006119;0.24090324668827506;0.32731203144025983;0.0;0.6216455246937685;0.0;0.0;0.6931367216252352;0.6216455246937685;0.30050947687859925;0.0;0.32731203144025983;0.88127281146983;0.39451415214728747;1.0;0.48152225791870773;0.0;0.6047716308900707
GO:0016485;0.0;0.0;0.0;0.5000345708841614;0.0;0.0;0.5292344744606992;0.5000345708841614;0.0;0.0;0.0;0.5397875619173833;0.7514881404930025;0.48152225791870773;1.0;0.0;0.4563581225188029
GO:0033762;0.0;0.0;0.0;0.0;0.0;0.5766100434246333;0.0;0.0;0.0;0.7367711181988181;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0009060;0.2527946495411202;0.31923965008416033;0.0;0.7802751710845282;0.0;0.0;0.6594331628366203;0.5879419659051537;0.31923965008416033;0.0;0.31923965008416033;0.5611394113434931;0.3750144709470502;0.6047716308900707;0.4563581225188029;0.0;1.0
