;GO:0042407;GO:0034551;GO:0002082;GO:0006123;GO:1902600;GO:0043279;GO:0022900;GO:0006122;GO:0097250;GO:0009725;GO:0021860;GO:0042776;GO:0006627;GO:0006119;GO:0016485;GO:0033762;GO:0009060
GO:0042407;1.0;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.4;0.48300749985576874;0.6000000000000001;0.0;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.4;0.0;0.0;0.3356143810225276
GO:0034551;0.5356143810225276;1.0;0.0;0.8;0.0;0.0;0.6000000000000001;0.8;0.8;0.0;0.8;0.8;0.8;0.6000000000000001;0.0;0.0;0.48300749985576874
GO:0002082;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.48300749985576874;0.8;0.0;1.0;0.0;0.0;1.0;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.8;0.0;0.8
GO:1902600;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0
GO:0043279;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0
GO:0022900;0.4;0.6000000000000001;0.0;1.0;0.0;0.0;1.0;1.0;0.6000000000000001;0.0;0.6000000000000001;0.6830074998557688;0.6830074998557688;0.8;0.6830074998557688;0.0;0.6000000000000001
GO:0006122;0.48300749985576874;0.8;0.0;0.8;0.0;0.0;1.0;1.0;0.8;0.0;0.8;0.8;0.8;0.8;0.8;0.0;0.6000000000000001
GO:0097250;0.6000000000000001;0.8;0.0;0.8;0.0;0.0;0.6000000000000001;0.8;1.0;0.0;0.8;0.8;0.8;0.5356143810225276;0.0;0.0;0.48300749985576874
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
GO:0021860;0.48300749985576874;0.8;0.0;0.8;0.0;0.0;0.6000000000000001;0.8;0.8;0.0;1.0;0.8;0.8;0.6000000000000001;0.0;0.0;0.48300749985576874
GO:0042776;0.43852901558847923;0.8;0.0;0.8;0.6830074998557688;0.0;0.6830074998557688;0.8;0.8;0.0;0.8;1.0;0.8;1.0;0.8;0.0;0.5356143810225276
GO:0006627;0.48300749985576874;0.8;0.0;0.8;0.0;0.0;0.6830074998557688;0.8;0.8;0.0;0.8;0.8;1.0;0.6000000000000001;0.8;0.0;0.5356143810225276
GO:0006119;0.4;0.6000000000000001;0.0;0.8;0.0;0.0;0.8;0.8;0.5356143810225276;0.0;0.6000000000000001;1.0;0.6000000000000001;1.0;0.6000000000000001;0.0;0.6000000000000001
GO:0016485;0.0;0.0;0.0;0.8;0.0;0.0;0.6830074998557688;0.8;0.0;0.0;0.0;0.8;0.8;0.6000000000000001;1.0;0.0;0.5356143810225276
GO:0033762;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0009060;0.3356143810225276;0.48300749985576874;0.0;0.8;0.0;0.0;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.0;1.0
