;GO:0042407;GO:0034551;GO:0002082;GO:0006123;GO:1902600;GO:0043279;GO:0022900;GO:0006122;GO:0097250;GO:0009725;GO:0021860;GO:0042776;GO:0006627;GO:0006119;GO:0016485;GO:0033762;GO:0009060
GO:0042407;1.0;0.17427182803194097;0.0;0.021609059926712387;0.0;0.0;0.026180529909038734;0.021297844365349615;0.5475915859170316;0.0;0.020256340167518972;0.021609059926712387;0.020038414336241286;0.02232288989583613;0.0;0.0;0.023400011110031094
GO:0034551;0.17427182803194097;1.0;0.0;0.01976894614374969;0.0;0.0;0.02352729492275988;0.019508156980232633;0.37952940096904714;0.0;0.01863073091991696;0.01976894614374969;0.018446220176376486;0.02036470446401519;0.0;0.0;0.021257363508938996
GO:0002082;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.021609059926712387;0.01976894614374969;0.0;1.0;0.0;0.0;0.7994337837477343;0.7374167951111212;0.018723519825233667;0.0;0.019432688045097665;0.553701872328817;0.09020147011068225;0.5711765408178296;0.09929275802524504;0.0;0.9209889564481575
GO:1902600;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8210054415771487;0.0;0.0;0.0;0.0;0.0
GO:0043279;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5010336161809967;0.0;0.0;0.0;0.0;0.0;0.5463983332271573;0.0
GO:0022900;0.026180529909038734;0.02352729492275988;0.0;0.7994337837477343;0.0;0.0;1.0;0.7862372577667069;0.022061322008323232;0.0;0.023052563927999273;0.664755761793603;0.1067985731687493;0.6901034829606786;0.12394514821409532;0.0;0.7288285143852384
GO:0006122;0.021297844365349615;0.019508156980232633;0.0;0.7374167951111212;0.0;0.0;0.7862372577667069;1.0;0.018489420279622117;0.0;0.019180638613064935;0.5460676235767972;0.08904344754523222;0.5630563523137446;0.09766711171728211;0.0;0.5885718198937799
GO:0097250;0.5475915859170316;0.37952940096904714;0.0;0.018723519825233667;0.0;0.0;0.022061322008323232;0.018489420279622117;1.0;0.0;0.017699386080986357;0.018723519825233667;0.017532779044369076;0.01925708380277638;0.0;0.0;0.020053382980335332
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.5010336161809967;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6945036762106968;0.0
GO:0021860;0.020256340167518972;0.01863073091991696;0.0;0.019432688045097665;0.0;0.0;0.023052563927999273;0.019180638613064935;0.017699386080986357;0.0;1.0;0.019432688045097665;0.01815312070227472;0.02000805680365743;0.0;0.0;0.02086906234581428
GO:0042776;0.021609059926712387;0.01976894614374969;0.0;0.553701872328817;0.8210054415771487;0.0;0.664755761793603;0.5460676235767972;0.018723519825233667;0.0;0.019432688045097665;1.0;0.1620407916169262;0.9684402936628769;0.2073896209488865;0.0;0.5974504350781258
GO:0006627;0.020038414336241286;0.018446220176376486;0.0;0.09020147011068225;0.0;0.0;0.1067985731687493;0.08904344754523222;0.017532779044369076;0.0;0.01815312070227472;0.1620407916169262;1.0;0.16678755296618028;0.7430780845155739;0.0;0.09679487015483895
GO:0006119;0.02232288989583613;0.02036470446401519;0.0;0.5711765408178296;0.0;0.0;0.6901034829606786;0.5630563523137446;0.01925708380277638;0.0;0.02000805680365743;0.9684402936628769;0.16678755296618028;1.0;0.215229291230886;0.0;0.6178464358129503
GO:0016485;0.0;0.0;0.0;0.09929275802524504;0.0;0.0;0.12394514821409532;0.09766711171728211;0.0;0.0;0.0;0.2073896209488865;0.7430780845155739;0.215229291230886;1.0;0.0;0.10877590429359178
GO:0033762;0.0;0.0;0.0;0.0;0.0;0.5463983332271573;0.0;0.0;0.0;0.6945036762106968;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0009060;0.023400011110031094;0.021257363508938996;0.0;0.9209889564481575;0.0;0.0;0.7288285143852384;0.5885718198937799;0.020053382980335332;0.0;0.02086906234581428;0.5974504350781258;0.09679487015483895;0.6178464358129503;0.10877590429359178;0.0;1.0
