;GO:0042407;GO:0034551;GO:0002082;GO:0006123;GO:1902600;GO:0043279;GO:0022900;GO:0006122;GO:0097250;GO:0009725;GO:0021860;GO:0042776;GO:0006627;GO:0006119;GO:0016485;GO:0033762;GO:0009060
GO:0042407;1.0;0.12399636830663546;0.0;0.05071460901566612;0.0;0.0;0.08019307499520512;0.08019307499520512;0.28117034269262453;0.0;0.08019307499520512;3.319195647426118E-4;0.01810999244398585;0.00256936831916117;0.0;0.0;0.08019307499520512
GO:0034551;0.12399636830663546;1.0;0.0;0.03645587649836299;0.0;0.0;0.03645587649836299;0.03645587649836299;0.43763478222580254;0.0;0.03645587649836299;3.319195647426118E-4;0.01810999244398585;0.00256936831916117;0.0;0.0;0.03645587649836299
GO:0002082;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.05071460901566612;0.03645587649836299;0.0;1.0;0.0;0.0;0.4481952496130155;0.45863469123835826;0.05071460901566612;0.0;0.05071460901566612;0.0017267801207842143;0.07424318614819339;0.013366895500543152;0.03373684395160615;0.0;0.4751808147430485
GO:1902600;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009449673207839572;0.0;0.0;0.0;0.0;0.0
GO:0043279;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.31129119549894596;0.0;0.0;0.0;0.0;0.0;0.34345349330115976;0.0
GO:0022900;0.08019307499520512;0.03645587649836299;0.0;0.4481952496130155;0.0;0.0;1.0;0.9114718246070749;0.05159360659792568;0.0;0.09170806303271782;0.0017267801207842143;0.07424318614819339;0.013366895500543152;0.03373684395160615;0.0;0.5552369651591834
GO:0006122;0.08019307499520512;0.03645587649836299;0.0;0.45863469123835826;0.0;0.0;0.9114718246070749;1.0;0.05159360659792568;0.0;0.09170806303271782;0.0017267801207842143;0.07424318614819339;0.013366895500543152;0.03373684395160615;0.0;0.5365537922734933
GO:0097250;0.28117034269262453;0.43763478222580254;0.0;0.05071460901566612;0.0;0.0;0.05159360659792568;0.05159360659792568;1.0;0.0;0.05159360659792568;3.319195647426118E-4;0.01810999244398585;0.00256936831916117;0.0;0.0;0.05159360659792568
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.31129119549894596;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2952210283743247;0.0
GO:0021860;0.08019307499520512;0.03645587649836299;0.0;0.05071460901566612;0.0;0.0;0.09170806303271782;0.09170806303271782;0.05159360659792568;0.0;1.0;3.319195647426118E-4;0.01810999244398585;0.00256936831916117;0.0;0.0;0.09170806303271782
GO:0042776;3.319195647426118E-4;3.319195647426118E-4;0.0;0.0017267801207842143;0.009449673207839572;0.0;0.0017267801207842143;0.0017267801207842143;3.319195647426118E-4;0.0;3.319195647426118E-4;1.0;0.0019125726936505033;0.1291833336105641;0.0019125726936505033;0.0;0.0017267801207842143
GO:0006627;0.01810999244398585;0.01810999244398585;0.0;0.07424318614819339;0.0;0.0;0.07424318614819339;0.07424318614819339;0.01810999244398585;0.0;0.01810999244398585;0.0019125726936505033;1.0;0.0148051040346748;0.5368016187276957;0.0;0.07424318614819339
GO:0006119;0.00256936831916117;0.00256936831916117;0.0;0.013366895500543152;0.0;0.0;0.013366895500543152;0.013366895500543152;0.00256936831916117;0.0;0.00256936831916117;0.1291833336105641;0.0148051040346748;1.0;0.0148051040346748;0.0;0.013366895500543152
GO:0016485;0.0;0.0;0.0;0.03373684395160615;0.0;0.0;0.03373684395160615;0.03373684395160615;0.0;0.0;0.0;0.0019125726936505033;0.5368016187276957;0.0148051040346748;1.0;0.0;0.03373684395160615
GO:0033762;0.0;0.0;0.0;0.0;0.0;0.34345349330115976;0.0;0.0;0.0;0.2952210283743247;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0009060;0.08019307499520512;0.03645587649836299;0.0;0.4751808147430485;0.0;0.0;0.5552369651591834;0.5365537922734933;0.05159360659792568;0.0;0.09170806303271782;0.0017267801207842143;0.07424318614819339;0.013366895500543152;0.03373684395160615;0.0;1.0
