;GO:0042407;GO:0034551;GO:0002082;GO:0006123;GO:1902600;GO:0043279;GO:0022900;GO:0006122;GO:0097250;GO:0009725;GO:0021860;GO:0042776;GO:0006627;GO:0006119;GO:0016485;GO:0033762;GO:0009060
GO:0042407;1.0;0.4600658912767754;0.0;0.25950613511493875;0.0;0.0;0.3290916728844781;0.30215709336507446;0.6396861257309434;0.0;0.29655813130661124;0.06747205183709201;0.20873093395803816;0.12594162216485796;0.0;0.0;0.30213473615408676
GO:0034551;0.4600658912767754;1.0;0.0;0.2411196151781718;0.0;0.0;0.3000738753680129;0.2775170311334693;0.750151452230811;0.0;0.27278684792251884;0.06616033237826958;0.196668341969666;0.12144717713554777;0.0;0.0;0.27749817146998923
GO:0002082;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.25950613511493875;0.2411196151781718;0.0;1.0;0.0;0.0;0.7671316863207087;0.7847283928506777;0.24771175708241788;0.0;0.26093621591678495;0.13840672231973605;0.3489818604141268;0.25177398909015614;0.2208405087112689;0.0;0.8557890892988196
GO:1902600;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2706707825826595;0.0;0.0;0.0;0.0;0.0
GO:0043279;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.6724711859941934;0.0;0.0;0.0;0.0;0.0;0.6742314350609209;0.0
GO:0022900;0.3290916728844781;0.3000738753680129;0.0;0.7671316863207087;0.0;0.0;1.0;0.9083371030630655;0.3103523975549506;0.0;0.33139492422433786;0.14620230908727216;0.41307745192920853;0.27881785931852354;0.27418124040489594;0.0;0.814511958962024
GO:0006122;0.30215709336507446;0.2775170311334693;0.0;0.7847283928506777;0.0;0.0;0.9083371030630655;1.0;0.28628576273766826;0.0;0.3040976415584974;0.1435151375845614;0.38930771555769783;0.2692051161425034;0.25380228993097786;0.0;0.7461255930610811
GO:0097250;0.6396861257309434;0.750151452230811;0.0;0.24771175708241788;0.0;0.0;0.3103523975549506;0.28628576273766826;1.0;0.0;0.2812546465070788;0.06664699234202315;0.20103196227569414;0.1230971731310107;0.0;0.0;0.2862656924671395
GO:0009725;0.0;0.0;0.0;0.0;0.0;0.6724711859941934;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.7061003089211765;0.0
GO:0021860;0.29655813130661124;0.27278684792251884;0.0;0.26093621591678495;0.0;0.0;0.33139492422433786;0.3040976415584974;0.2812546465070788;0.0;1.0;0.06756833397273806;0.2096551445187231;0.12627749418388695;0.0;0.0;0.30407499626599543
GO:0042776;0.06747205183709201;0.06616033237826958;0.0;0.13840672231973605;0.2706707825826595;0.0;0.14620230908727216;0.1435151375845614;0.06664699234202315;0.0;0.06756833397273806;1.0;0.20961941100905204;0.6447353837707502;0.16443374261000862;0.0;0.14351275276619216
GO:0006627;0.20873093395803816;0.196668341969666;0.0;0.3489818604141268;0.0;0.0;0.41307745192920853;0.38930771555769783;0.20103196227569414;0.0;0.2096551445187231;0.20961941100905204;1.0;0.3640803927840537;0.7926239962679091;0.0;0.3892874626700849
GO:0006119;0.12594162216485796;0.12144717713554777;0.0;0.25177398909015614;0.0;0.0;0.27881785931852354;0.2692051161425034;0.1230971731310107;0.0;0.12627749418388695;0.6447353837707502;0.3640803927840537;1.0;0.3011629339478238;0.0;0.26919672501765257
GO:0016485;0.0;0.0;0.0;0.2208405087112689;0.0;0.0;0.27418124040489594;0.25380228993097786;0.0;0.0;0.0;0.16443374261000862;0.7926239962679091;0.3011629339478238;1.0;0.0;0.2537852356234635
GO:0033762;0.0;0.0;0.0;0.0;0.0;0.6742314350609209;0.0;0.0;0.0;0.7061003089211765;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0009060;0.30213473615408676;0.27749817146998923;0.0;0.8557890892988196;0.0;0.0;0.814511958962024;0.7461255930610811;0.2862656924671395;0.0;0.30407499626599543;0.14351275276619216;0.3892874626700849;0.26919672501765257;0.2537852356234635;0.0;1.0
